,Home,Away,Day,Time
0,IND,TEN,Fri,01:20
1,HOU,CLE,Sun,18:00
2,WSH,DET,Sun,18:00
3,JAX,GB,Sun,18:00
4,PHI,NYG,Sun,18:00
5,TB,CAR,Sun,18:00
6,DEN,LV,Sun,21:05
7,LAC,MIA,Sun,21:05
8,BUF,ARI,Sun,21:05
9,SEA,LAR,Sun,21:25
10,SF,NO,Sun,21:25
11,CIN,PIT,Sun,21:25
12,BAL,NE,Mon,01:20
13,MIN,CHI,Tue,01:15
