,Home,Away,Day,Time
0,NO,ATL,Sun,18:00
1,DET,CHI,Sun,18:00
2,CLE,TEN,Sun,18:00
3,CIN,MIA,Sun,18:00
4,JAX,MIN,Sun,18:00
5,LV,NYJ,Sun,18:00
6,IND,HOU,Sun,18:00
7,LAR,ARI,Sun,21:05
8,NYG,SEA,Sun,21:05
9,PHI,GB,Sun,21:25
10,NE,LAC,Sun,21:25
11,DEN,KC,Mon,01:20
12,WSH,PIT,Mon,22:00
13,BUF,SF,Tue,01:15
14,DAL,BAL,Wed,01:05
