,Home,Away,Day,Time
0,NE,LAR,N/A,N/A
1,HOU,CHI,Sun,18:00
2,DAL,CIN,Sun,18:00
3,KC,MIA,Sun,18:00
4,ARI,NYG,Sun,18:00
5,MIN,TB,Sun,18:00
6,DEN,CAR,Sun,18:00
7,TEN,JAX,Sun,18:00
8,IND,LV,Sun,21:05
9,NYJ,SEA,Sun,21:05
10,GB,DET,Sun,21:25
11,NO,PHI,Sun,21:25
12,ATL,LAC,Sun,21:25
13,WSH,SF,Sun,21:25
14,PIT,BUF,Mon,01:20
