,Home,Away,Day,Time
0,LAC,LV,N/A,N/A
1,BUF,DEN,N/A,N/A
2,CAR,GB,N/A,N/A
3,TB,ATL,Sun,18:00
4,SF,DAL,Sun,18:00
5,DET,TEN,Sun,18:00
6,HOU,IND,Sun,18:00
7,NE,MIA,Sun,18:00
8,CHI,MIN,Sun,18:00
9,SEA,WSH,Sun,18:00
10,JAX,BAL,Sun,18:00
11,NYJ,LAR,Sun,21:05
12,PHI,ARI,Sun,21:05
13,KC,NO,Sun,21:25
14,CLE,NYG,Mon,01:20
