,Home,Away,Day,Time
0,ARI,SEA,N/A,N/A
1,PHI,CLE,Sun,18:00
2,ATL,NO,Sun,18:00
3,CIN,WSH,Sun,18:00
4,DET,CAR,Sun,18:00
5,PIT,JAX,Sun,18:00
6,TEN,BAL,Sun,18:00
7,NE,HOU,Sun,18:00
8,MIA,DEN,Sun,21:05
9,NYJ,LAC,Sun,21:05
10,GB,IND,Sun,21:25
11,DAL,MIN,Sun,21:25
12,KC,LV,Mon,01:20
13,LAR,TB,Tue,01:15
