,Year,Week,Home,Away,Temp (C),Forecast,Wind (mph)
1165,2019,10,TEN,KC,16.7,Clear,9
1166,2019,10,TB,ARI,23.9,Clear,5
1167,2019,10,IND,MIA,n/a,DOME,6
1168,2019,10,GB,CAR,0.6,Overcast,4
1169,2019,10,PIT,LAR,12.8,Clear,7
1170,2019,10,DAL,MIN,20.0,Clear,9
1171,2019,10,SF,SEA,23.9,Mostly Cloudy,3
1172,2019,11,CLE,PIT,2.8,Drizzle,6
1173,2019,11,CAR,ATL,11.1,Partly Cloudy,10
1174,2019,11,DET,DAL,n/a,DOME,3
1175,2019,11,IND,JAX,n/a,DOME,2
1176,2019,11,MIA,BUF,15.6,Overcast,7
1177,2019,11,BAL,HOU,5.6,Overcast,8
1178,2019,11,MIN,DEN,n/a,DOME,6
1179,2019,11,WSH,NYJ,5.0,Overcast,7
1180,2019,11,TB,NO,11.7,Overcast,2
1181,2019,11,SF,ARI,20.0,Clear,4
1182,2019,11,LV,CIN,20.0,Clear,5
1183,2019,11,PHI,NE,5.6,Overcast,8
1184,2019,11,LAR,CHI,29.4,Clear,4
1185,2019,11,LAC,KC,17.2,Mostly Cloudy,7
1186,2019,12,HOU,IND,23.3,Mostly Cloudy,9
1187,2019,12,BUF,DEN,2.8,Clear,7
1188,2019,12,CHI,NYG,6.7,Clear,8
1189,2019,12,CIN,PIT,6.1,Mostly Cloudy,9
1190,2019,12,CLE,MIA,2.8,Overcast,12
1191,2019,12,ATL,TB,n/a,DOME,5
1192,2019,12,NO,CAR,n/a,DOME,3
1193,2019,12,WSH,DET,7.8,Mostly Cloudy,10
1194,2019,12,NYJ,LV,5.0,Drizzle,9
1195,2019,12,PHI,SEA,3.3,Light Sleet,11
1196,2019,12,TEN,JAX,11.7,Clear,7
1197,2019,12,NE,DAL,4.4,Overcast,11
1198,2019,12,SF,GB,18.9,Clear,2
1199,2019,12,LAR,BAL,17.8,Clear,3
1200,2019,13,DET,CHI,n/a,DOME,8
1201,2019,13,DAL,BUF,8.3,Overcast,6
1202,2019,13,ATL,NO,n/a,DOME,5
1203,2019,13,IND,TEN,n/a,DOME,10
1204,2019,13,CIN,NYJ,8.9,Overcast,14
1205,2019,13,CAR,WSH,15.6,Overcast,7
1206,2019,13,BAL,SF,3.3,Drizzle,9
1207,2019,13,JAX,TB,25.6,Mostly Cloudy,14
1208,2019,13,NYG,GB,-1.1,Drizzle,7
1209,2019,13,MIA,PHI,26.7,Partly Cloudy,10
1210,2019,13,PIT,CLE,7.2,Overcast,3
1211,2019,13,ARI,LAR,n/a,DOME,3
1212,2019,13,KC,LV,1.7,Overcast,12
1213,2019,13,DEN,LAC,1.7,Clear,4
1214,2019,13,HOU,NE,15.0,Clear,6
1215,2019,13,SEA,MIN,8.3,Mostly Cloudy,1
1216,2019,14,CHI,DAL,4.4,Drizzle,8
1217,2019,14,ATL,CAR,n/a,DOME,9
1218,2019,14,TB,IND,24.4,Clear,8
1219,2019,14,NYJ,MIA,2.8,Clear,6
1220,2019,14,NO,SF,n/a,DOME,0
1221,2019,14,MIN,DET,n/a,DOME,5
1222,2019,14,HOU,DEN,19.4,Clear,7
1223,2019,14,BUF,BAL,1.1,Windy and Partly Cloudy,18
1224,2019,14,CLE,CIN,6.1,Partly Cloudy,14
1225,2019,14,GB,WSH,3.3,Partly Cloudy,10
1226,2019,14,JAX,LAC,17.2,Mostly Cloudy,4
1227,2019,14,ARI,PIT,n/a,DOME,4
1228,2019,14,LV,TEN,14.4,Possible Drizzle,3
1229,2019,14,NE,KC,0.0,Clear,6
1230,2019,14,LAR,SEA,17.8,Partly Cloudy,5
1231,2019,14,PHI,NYG,10.0,Drizzle,8
1232,2019,15,BAL,NYJ,0.6,Clear,3
1233,2019,15,CAR,SEA,11.7,Clear,4
1234,2019,15,WSH,PHI,10.6,Clear,11
1235,2019,15,TEN,HOU,5.6,Overcast,4
1236,2019,15,NYG,MIA,7.8,Partly Cloudy,15
1237,2019,15,KC,DEN,-3.9,Light Snow,8
1238,2019,15,CIN,NE,1.1,Clear,3
1239,2019,15,DET,TB,n/a,DOME,11
1240,2019,15,GB,CHI,-10.6,Clear,7
1241,2019,15,LV,JAX,12.8,Clear,6
1242,2019,15,ARI,CLE,n/a,DOME,10
1243,2019,15,LAC,MIN,17.2,Clear,12
1244,2019,15,SF,ATL,12.8,Clear,6
1245,2019,15,DAL,LAR,22.2,Clear,4
1246,2019,15,PIT,BUF,-0.6,Mostly Cloudy,0
1247,2019,15,NO,IND,n/a,DOME,11
1248,2019,16,TB,HOU,22.8,Overcast,12
1249,2019,16,NE,BUF,0.0,Mostly Cloudy,3
1250,2019,16,SF,LAR,14.4,Overcast,5
1251,2019,16,WSH,NYG,5.0,Partly Cloudy,3
1252,2019,16,TEN,NO,9.4,Drizzle,2
1253,2019,16,NYJ,PIT,2.8,Clear,5
1254,2019,16,ATL,JAX,n/a,DOME,6
1255,2019,16,CLE,BAL,6.7,Clear,7
1256,2019,16,IND,CAR,n/a,DOME,4
1257,2019,16,MIA,CIN,24.4,Mostly Cloudy,14
1258,2019,16,DEN,DET,16.7,Mostly Cloudy,3
1259,2019,16,LAC,LV,18.3,Partly Cloudy,9
1260,2019,16,SEA,ARI,7.2,Mostly Cloudy,7
1261,2019,16,PHI,DAL,6.7,Clear,4
1262,2019,16,CHI,KC,5.6,Clear,10
1263,2019,16,MIN,GB,n/a,DOME,5
1264,2019,17,BUF,NYJ,3.9,Drizzle,8
1265,2019,17,TB,ATL,25.6,Humid and Mostly Cloudy,10
1266,2019,17,CAR,NO,18.3,Overcast,7
1267,2019,17,CIN,CLE,15.6,Light Rain,8
1268,2019,17,DET,GB,n/a,DOME,9
1269,2019,17,KC,LAC,3.9,Overcast,12
1270,2019,17,MIN,CHI,n/a,DOME,6
1271,2019,17,NE,MIA,4.4,Mostly Cloudy,2
1272,2019,17,BAL,PIT,7.8,Overcast,7
1273,2019,17,NYG,PHI,4.4,Drizzle,4
1274,2019,17,DAL,WSH,10.0,Clear,12
1275,2019,17,HOU,TEN,17.8,Partly Cloudy,12
1276,2019,17,JAX,IND,22.8,Mostly Cloudy,4
1277,2019,17,DEN,LV,0.0,Clear,2
1278,2019,17,LAR,ARI,16.1,Clear,2
1279,2019,17,SEA,SF,8.3,Partly Cloudy,1
1280,2020,1,KC,HOU,14.4,Overcast,6
1281,2020,1,WSH,PHI,24.4,Partly Cloudy,4
1282,2020,1,NE,MIA,22.8,Clear,6
1283,2020,1,MIN,GB,n/a,DOME,2
1284,2020,1,JAX,IND,30.0,Humid and Mostly Cloudy,8
1285,2020,1,DET,CHI,n/a,DOME,11
1286,2020,1,CAR,LV,26.1,Clear,3
1287,2020,1,BUF,NYJ,18.3,Overcast,12
1288,2020,1,BAL,CLE,23.9,Partly Cloudy,5
1289,2020,1,ATL,SEA,n/a,DOME,3
1290,2020,1,CIN,LAC,28.3,Mostly Cloudy,4
1291,2020,1,SF,ARI,21.7,Clear,6
1292,2020,1,NO,TB,n/a,DOME,10
1293,2020,1,LAR,DAL,n/a,DOME,7
1294,2020,1,NYG,PIT,21.1,Clear,10
1295,2020,1,DEN,TEN,25.6,Foggy,7
1296,2020,2,CLE,CIN,17.8,Clear,6
1297,2020,2,TEN,JAX,22.8,Clear,5
1298,2020,2,TB,CAR,30.6,Humid and Mostly Cloudy,14
1299,2020,2,PIT,DEN,17.8,Clear,2
1300,2020,2,PHI,LAR,16.7,Clear,8
1301,2020,2,NYJ,SF,16.1,Clear,9
1302,2020,2,MIA,BUF,31.7,Humid and Partly Cloudy,7
1303,2020,2,IND,MIN,n/a,DOME,10
1304,2020,2,GB,DET,19.4,Clear,11
1305,2020,2,DAL,ATL,22.8,Clear,7
1306,2020,2,CHI,NYG,18.3,Clear,9
1307,2020,2,ARI,WSH,n/a,DOME,3
1308,2020,2,LAC,KC,n/a,DOME,6
1309,2020,2,HOU,BAL,23.3,Rain,15
1310,2020,2,SEA,NE,20.0,Partly Cloudy,3
1311,2020,2,LV,NO,n/a,DOME,13
1312,2020,3,JAX,MIA,26.7,Humid,8
1313,2020,3,PIT,HOU,24.4,Clear,3
1314,2020,3,PHI,CIN,24.4,Mostly Cloudy,3
1315,2020,3,NYG,SF,25.0,Partly Cloudy,4
1316,2020,3,NE,LV,24.4,Mostly Cloudy,7
1317,2020,3,MIN,TEN,n/a,DOME,11
1318,2020,3,CLE,WSH,25.0,Clear,13
1319,2020,3,BUF,LAR,23.9,Clear,13
1320,2020,3,ATL,CHI,n/a,DOME,3
1321,2020,3,LAC,CAR,n/a,DOME,5
1322,2020,3,IND,NYJ,n/a,DOME,10
1323,2020,3,SEA,DAL,17.8,Clear,3
1324,2020,3,DEN,TB,12.2,Foggy,4
1325,2020,3,ARI,DET,n/a,DOME,4
1326,2020,3,NO,GB,n/a,DOME,5
1327,2020,3,BAL,KC,22.2,Clear,8
1328,2020,4,NYJ,DEN,18.3,Mostly Cloudy,4
1329,2020,4,WSH,BAL,18.9,Clear,4
1330,2020,4,TB,LAC,23.9,Humid and Overcast,7
1331,2020,4,MIA,SEA,30.0,Humid and Mostly Cloudy,13
1332,2020,4,HOU,MIN,26.1,Clear,2
1333,2020,4,DET,NO,n/a,DOME,5
1334,2020,4,DAL,CLE,22.8,Clear,11
1335,2020,4,CIN,JAX,18.9,Partly Cloudy,8
1336,2020,4,CHI,IND,9.4,Partly Cloudy,12
1337,2020,4,CAR,ARI,18.3,Clear,5
1338,2020,4,LAR,NYG,n/a,DOME,3
1339,2020,4,LV,BUF,n/a,DOME,4
1340,2020,4,SF,PHI,28.9,Clear,6
1341,2020,4,KC,NE,21.1,Clear,11
1342,2020,4,GB,ATL,11.7,Clear,12
1343,2020,5,CHI,TB,13.9,Clear,6
1344,2020,5,WSH,LAR,21.1,Possible Drizzle,3
1345,2020,5,PIT,PHI,20.6,Mostly Cloudy,5
1346,2020,5,NYJ,ARI,18.3,Mostly Cloudy,7
1347,2020,5,KC,LV,25.0,Clear,12
1348,2020,5,HOU,JAX,29.4,Humid,7
1349,2020,5,BAL,CIN,20.6,Mostly Cloudy,5
1350,2020,5,ATL,CAR,n/a,DOME,8
1351,2020,5,SF,MIA,22.8,Clear,8
1352,2020,5,DAL,NYG,34.4,Clear,10
1353,2020,5,CLE,IND,17.2,Mostly Cloudy,13
1354,2020,5,SEA,MIN,13.3,Drizzle,13
1355,2020,5,NO,LAC,n/a,DOME,5
1356,2020,5,TEN,BUF,18.9,Clear,2
1357,2020,6,NE,DEN,14.4,Partly Cloudy,6
1358,2020,6,TEN,HOU,16.1,Mostly Cloudy,6
1359,2020,6,PIT,CLE,15.6,Mostly Cloudy,8
1360,2020,6,PHI,BAL,17.8,Clear,7
1361,2020,6,NYG,WSH,17.2,Partly Cloudy,11
1362,2020,6,MIN,ATL,n/a,DOME,9
1363,2020,6,JAX,DET,26.1,Humid and Partly Cloudy,9
1364,2020,6,IND,CIN,n/a,DOME,11
1365,2020,6,CAR,CHI,16.1,Clear,4
1366,2020,6,MIA,NYJ,27.8,Humid and Partly Cloudy,14
1367,2020,6,TB,GB,30.0,Partly Cloudy,15
1368,2020,6,SF,LAR,28.3,Clear,6
1369,2020,6,BUF,KC,10.0,Overcast,3
1370,2020,6,DAL,ARI,17.8,Clear,4
1371,2020,7,PHI,NYG,20.0,Partly Cloudy,3
1372,2020,7,TEN,PIT,14.4,Overcast,2
1373,2020,7,WSH,DAL,7.8,Overcast,6
1374,2020,7,NYJ,BUF,10.0,Partly Cloudy,6
1375,2020,7,NO,CAR,n/a,DOME,5
1376,2020,7,HOU,GB,21.7,Mostly Cloudy,5
1377,2020,7,CIN,CLE,8.9,Mostly Cloudy,5
1378,2020,7,ATL,DET,n/a,DOME,2
1379,2020,7,LV,TB,n/a,DOME,7
1380,2020,7,NE,SF,9.4,Overcast,5
1381,2020,7,DEN,KC,-10.0,Foggy,8
1382,2020,7,LAC,JAX,n/a,DOME,7
1383,2020,7,ARI,SEA,n/a,DOME,11
1384,2020,7,LAR,CHI,n/a,DOME,4
1385,2020,8,CAR,ATL,23.3,Humid and Partly Cloudy,7
1386,2020,8,BAL,PIT,10.6,Light Rain,10
1387,2020,8,MIA,LAR,29.4,Humid and Partly Cloudy,9
1388,2020,8,KC,NYJ,7.8,Clear,12
1389,2020,8,GB,MIN,0.6,Mostly Cloudy,24
1390,2020,8,DET,IND,n/a,DOME,21
1391,2020,8,CLE,LV,8.3,Windy and Overcast,26
1392,2020,8,CIN,TEN,9.4,Clear,18
1393,2020,8,BUF,NE,5.6,Rain,17
1394,2020,8,DEN,LAC,18.9,Foggy,7
1395,2020,8,SEA,SF,12.8,Clear,3
1396,2020,8,CHI,NO,3.3,Partly Cloudy,18
1397,2020,8,PHI,DAL,10.0,Mostly Cloudy,11
1398,2020,8,NYG,TB,3.9,Clear,8
1399,2020,9,SF,GB,24.4,Partly Cloudy,4
1400,2020,9,WSH,NYG,20.0,Clear,1
1401,2020,9,TEN,CHI,23.3,Clear,7
1402,2020,9,MIN,DET,n/a,DOME,14
1403,2020,9,KC,CAR,20.0,Partly Cloudy,15
1404,2020,9,JAX,HOU,26.7,Mostly Cloudy,15
1405,2020,9,IND,BAL,n/a,DOME,6
1406,2020,9,BUF,SEA,18.3,Clear,3
1407,2020,9,ATL,DEN,n/a,DOME,11
1408,2020,9,LAC,LV,n/a,DOME,11
1409,2020,9,DAL,PIT,22.8,Partly Cloudy,12
1410,2020,9,ARI,MIA,n/a,DOME,7
1411,2020,9,TB,NO,25.0,Mostly Cloudy,13
1412,2020,9,NYJ,NE,15.6,Clear,3
1413,2020,10,TEN,IND,11.1,Clear,3
1414,2020,10,NYG,PHI,12.8,Partly Cloudy,13
1415,2020,10,GB,JAX,2.8,Light Rain and Windy,24
1416,2020,10,DET,WSH,n/a,DOME,23
1417,2020,10,CLE,HOU,15.0,Partly Cloudy,16
1418,2020,10,CAR,TB,18.9,Mostly Cloudy,12
1419,2020,10,MIA,LAC,28.3,Humid,6
1420,2020,10,LV,DEN,n/a,DOME,4
1421,2020,10,ARI,BUF,n/a,DOME,2
1422,2020,10,PIT,CIN,13.3,Mostly Cloudy,8
1423,2020,10,NO,SF,n/a,DOME,12
1424,2020,10,LAR,SEA,n/a,DOME,3
1425,2020,10,NE,BAL,10.0,Mostly Cloudy,12
1426,2020,10,CHI,MIN,6.1,Clear,8
1427,2020,11,SEA,ARI,8.3,Partly Cloudy,9
1428,2020,11,WSH,CIN,12.2,Mostly Cloudy,7
1429,2020,11,NO,ATL,n/a,DOME,5
1430,2020,11,JAX,PIT,21.7,Partly Cloudy,7
1431,2020,11,HOU,NE,23.3,Partly Cloudy,2
1432,2020,11,CLE,PHI,2.8,Light Rain,5
1433,2020,11,CAR,DET,16.1,Mostly Cloudy,2
1434,2020,11,BAL,TEN,10.6,Mostly Cloudy,7
1435,2020,11,LAC,NYJ,n/a,DOME,4
1436,2020,11,DEN,MIA,6.7,Foggy,3
1437,2020,11,IND,GB,n/a,DOME,10
1438,2020,11,MIN,DAL,n/a,DOME,10
1439,2020,11,LV,KC,n/a,DOME,1
1440,2020,11,TB,LAR,20.6,Clear,4
1441,2020,12,DET,HOU,n/a,DOME,10
1442,2020,12,DAL,WSH,21.7,Clear,9
1443,2020,12,NYJ,MIA,10.6,Clear,3
1444,2020,12,NE,ARI,9.4,Clear,5
1445,2020,12,MIN,CAR,n/a,DOME,15
1446,2020,12,JAX,CLE,20.0,Mostly Cloudy,1
1447,2020,12,IND,TEN,n/a,DOME,5
1448,2020,12,CIN,NYG,7.8,Partly Cloudy,4
1449,2020,12,BUF,LAC,7.8,Clear,11
1450,2020,12,ATL,LV,n/a,DOME,4
1451,2020,12,LAR,SF,n/a,DOME,1
1452,2020,12,DEN,NO,3.3,Foggy,3
1453,2020,12,TB,KC,26.7,Clear,6
1454,2020,12,GB,CHI,1.7,Partly Cloudy,13
1455,2020,12,PHI,SEA,15.6,Mostly Cloudy,7
1456,2020,12,PIT,BAL,2.8,Partly Cloudy,5
1457,2020,13,TEN,CLE,8.3,Partly Cloudy,2
1458,2020,13,NYJ,LV,3.9,Clear,13
1459,2020,13,MIN,JAX,n/a,DOME,4
1460,2020,13,MIA,CIN,26.7,Partly Cloudy,3
1461,2020,13,HOU,IND,12.2,Clear,3
1462,2020,13,CHI,DET,1.7,Overcast,3
1463,2020,13,ATL,NO,n/a,DOME,3
1464,2020,13,SEA,NYG,10.6,Overcast,8
1465,2020,13,ARI,LAR,n/a,DOME,2
1466,2020,13,LAC,NE,n/a,DOME,4
1467,2020,13,GB,PHI,1.1,Mostly Cloudy,6
1468,2020,13,KC,DEN,3.3,Clear,6
1469,2020,13,PIT,WSH,0.6,Overcast,11
1470,2020,13,SF,BUF,20.0,Clear,6
1471,2020,13,BAL,DAL,2.8,Clear,11
1472,2020,14,LAR,NE,n/a,DOME,4
1473,2020,14,TB,MIN,23.9,Partly Cloudy,4
1474,2020,14,NYG,ARI,15.0,Partly Cloudy,10
1475,2020,14,MIA,KC,26.7,Clear,5
1476,2020,14,JAX,TEN,18.9,Mostly Cloudy,1
1477,2020,14,CIN,DAL,6.7,Overcast,1
1478,2020,14,CHI,HOU,-1.1,Mostly Cloudy,3
1479,2020,14,CAR,DEN,17.8,Partly Cloudy,5
1480,2020,14,SEA,NYJ,5.0,Overcast,6
1481,2020,14,LV,IND,n/a,DOME,4
1482,2020,14,DET,GB,n/a,DOME,4
1483,2020,14,SF,WSH,n/a,DOME,7
1484,2020,14,PHI,NO,13.3,Clear,9
1485,2020,14,LAC,ATL,n/a,DOME,2
1486,2020,14,BUF,PIT,-0.6,Overcast,6
1487,2020,14,CLE,BAL,1.1,Mostly Cloudy,12
1488,2020,15,LV,LAC,n/a,DOME,11
1489,2020,15,DEN,BUF,7.8,Foggy,12
1490,2020,15,GB,CAR,-1.1,Overcast,2
1491,2020,15,WSH,SEA,4.4,Overcast,9
1492,2020,15,MIN,CHI,n/a,DOME,5
1493,2020,15,MIA,NE,26.1,Partly Cloudy,9
1494,2020,15,BAL,JAX,5.0,Overcast,7
1495,2020,15,ATL,TB,n/a,DOME,3
1496,2020,15,DAL,SF,11.1,Clear,5
1497,2020,15,TEN,DET,7.2,Overcast,4
1498,2020,15,IND,HOU,n/a,DOME,9
1499,2020,15,ARI,PHI,n/a,DOME,1
1500,2020,15,LAR,NYJ,n/a,DOME,2
1501,2020,15,NO,KC,n/a,DOME,8
1502,2020,15,NYG,CLE,1.1,Overcast,1
1503,2020,15,CIN,PIT,6.1,Partly Cloudy,9
1504,2020,16,NO,MIN,n/a,DOME,8
1505,2020,16,DET,TB,n/a,DOME,12
1506,2020,16,ARI,SF,n/a,DOME,2
1507,2020,16,LV,MIA,n/a,DOME,2
1508,2020,16,WSH,CAR,2.2,Clear,3
1509,2020,16,PIT,IND,15.0,Partly Cloudy,6
1510,2020,16,KC,ATL,9.4,Clear,10
1511,2020,16,JAX,CHI,12.2,Clear,7
1512,2020,16,HOU,CIN,19.4,Partly Cloudy,12
1513,2020,16,BAL,NYG,1.1,Clear,3
1514,2020,16,NYJ,CLE,1.1,Clear,4
1515,2020,16,LAC,DEN,n/a,DOME,1
1516,2020,16,SEA,LAR,7.8,Overcast,3
1517,2020,16,DAL,PHI,23.3,Clear,10
1518,2020,16,GB,TEN,-2.8,Snow,13
1519,2020,16,NE,BUF,5.0,Clear,5
1520,2020,17,TB,ATL,17.8,Overcast,5
1521,2020,17,NYG,DAL,1.1,Overcast,8
1522,2020,17,NE,NYJ,0.6,Overcast,5
1523,2020,17,DET,MIN,n/a,DOME,2
1524,2020,17,CLE,PIT,3.3,Overcast,5
1525,2020,17,CIN,BAL,3.3,Overcast,8
1526,2020,17,BUF,MIA,0.6,Overcast,5
1527,2020,17,IND,JAX,n/a,DOME,7
1528,2020,17,HOU,TEN,18.9,Clear,8
1529,2020,17,KC,LAC,2.2,Mostly Cloudy,4
1530,2020,17,CHI,GB,0.0,Overcast,6
1531,2020,17,CAR,NO,12.8,Mostly Cloudy,5
1532,2020,17,SF,SEA,12.8,Mostly Cloudy,2
1533,2020,17,LAR,ARI,n/a,DOME,3
1534,2020,17,DEN,LV,12.2,Foggy,7
1535,2020,17,PHI,WSH,2.8,Overcast,6
