,Year,Week,Home,Away,Temp (C),Forecast,Wind (mph)
0,2015,1,NE,PIT,17.8,Light Rain,9
1,2015,1,CHI,GB,20.0,Partly Cloudy,4
2,2015,1,HOU,KC,28.3,Clear,8
3,2015,1,NYJ,CLE,24.4,Partly Cloudy,7
4,2015,1,BUF,IND,11.7,Mostly Cloudy,7
5,2015,1,WSH,MIA,21.7,Partly Cloudy,11
6,2015,1,JAX,CAR,27.2,Partly Cloudy,1
7,2015,1,LAR,SEA,n/a,DOME,3
8,2015,1,ARI,NO,n/a,DOME,4
9,2015,1,LAC,DET,27.8,Clear,8
10,2015,1,TB,TEN,27.2,Mostly Cloudy,6
11,2015,1,LV,CIN,23.9,Partly Cloudy,9
12,2015,1,DEN,BAL,30.0,Partly Cloudy,5
13,2015,1,DAL,NYG,25.6,Clear,9
14,2015,1,ATL,PHI,n/a,DOME,2
15,2015,1,SF,MIN,17.8,Mostly Cloudy,4
16,2015,2,KC,DEN,26.7,Mostly Cloudy,8
17,2015,2,CAR,HOU,31.1,Partly Cloudy,2
18,2015,2,PIT,SF,20.6,Clear,2
19,2015,2,NO,TB,n/a,DOME,2
20,2015,2,MIN,DET,21.1,Partly Cloudy,12
21,2015,2,CHI,ARI,20.6,Partly Cloudy,3
22,2015,2,BUF,NE,16.7,Clear,4
23,2015,2,CIN,LAC,22.8,Partly Cloudy,6
24,2015,2,CLE,TEN,18.9,Partly Cloudy,11
25,2015,2,NYG,ATL,25.0,Clear,7
26,2015,2,WSH,LAR,23.9,Partly Cloudy,6
27,2015,2,JAX,MIA,28.3,Clear,5
28,2015,2,LV,BAL,31.7,Dry and Partly Cloudy,7
29,2015,2,PHI,DAL,23.3,Clear,7
30,2015,2,GB,SEA,12.2,Clear,6
31,2015,2,IND,NYJ,n/a,DOME,3
32,2015,3,NYG,WSH,18.9,Clear,2
33,2015,3,DAL,ATL,31.7,Clear,4
34,2015,3,TEN,IND,25.0,Mostly Cloudy,4
35,2015,3,CLE,LV,23.9,Mostly Cloudy,10
36,2015,3,BAL,CIN,22.8,Mostly Cloudy,8
37,2015,3,NE,JAX,21.1,Clear,3
38,2015,3,CAR,NO,19.4,Overcast,8
39,2015,3,NYJ,PHI,21.1,Partly Cloudy,5
40,2015,3,HOU,TB,23.9,Mostly Cloudy,8
41,2015,3,MIN,LAC,26.7,Clear,13
42,2015,3,LAR,PIT,n/a,DOME,4
43,2015,3,ARI,SF,n/a,DOME,3
44,2015,3,MIA,BUF,26.7,Mostly Cloudy,0
45,2015,3,SEA,CHI,16.7,Clear,7
46,2015,3,DET,DEN,n/a,DOME,7
47,2015,3,GB,KC,16.7,Overcast,3
48,2015,4,PIT,BAL,12.2,Mostly Cloudy,7
49,2015,4,MIA,NYJ,16.7,Partly Cloudy,6
50,2015,4,IND,JAX,n/a,DOME,8
51,2015,4,BUF,NYG,15.6,Mostly Cloudy,4
52,2015,4,TB,CAR,23.9,Partly Cloudy,7
53,2015,4,WSH,PHI,15.0,Overcast,13
54,2015,4,CHI,LV,13.3,Overcast,8
55,2015,4,ATL,HOU,n/a,DOME,9
56,2015,4,CIN,KC,22.8,Clear,8
57,2015,4,LAC,CLE,20.0,Mostly Cloudy,7
58,2015,4,SF,GB,24.4,Clear,6
59,2015,4,ARI,LAR,n/a,DOME,14
60,2015,4,DEN,MIN,15.6,Mostly Cloudy,5
61,2015,4,NO,DAL,n/a,DOME,10
62,2015,4,SEA,DET,16.1,Partly Cloudy,2
63,2015,5,HOU,IND,24.4,Mostly Cloudy,2
64,2015,5,KC,CHI,26.7,Clear,11
65,2015,5,CIN,SEA,22.2,Clear,7
66,2015,5,ATL,WSH,n/a,DOME,2
67,2015,5,TB,JAX,28.3,Clear,9
68,2015,5,PHI,NO,19.4,Clear,4
69,2015,5,BAL,CLE,20.0,Clear,0
70,2015,5,GB,LAR,22.8,Clear,15
71,2015,5,TEN,BUF,22.2,Partly Cloudy,2
72,2015,5,DET,ARI,n/a,DOME,15
73,2015,5,DAL,NE,33.3,Clear,11
74,2015,5,LV,DEN,24.4,Clear,8
75,2015,5,NYG,SF,13.9,Clear,3
76,2015,5,LAC,PIT,24.4,Partly Cloudy,5
77,2015,6,NO,ATL,n/a,DOME,2
78,2015,6,NYJ,WSH,8.9,Mostly Cloudy,10
79,2015,6,PIT,ARI,5.6,Mostly Cloudy,8
80,2015,6,MIN,KC,16.7,Clear,15
81,2015,6,BUF,CIN,2.8,Mostly Cloudy,2
82,2015,6,DET,CHI,n/a,DOME,8
83,2015,6,CLE,DEN,7.8,Mostly Cloudy,11
84,2015,6,JAX,HOU,21.1,Mostly Cloudy,13
85,2015,6,TEN,MIA,15.6,Clear,6
86,2015,6,SEA,CAR,15.0,Overcast,4
87,2015,6,GB,LAC,9.4,Clear,8
88,2015,6,SF,BAL,20.0,Partly Cloudy,10
89,2015,6,IND,NE,n/a,DOME,2
90,2015,6,PHI,NYG,6.7,Clear,6
91,2015,7,SF,SEA,18.9,Clear,3
92,2015,7,JAX,BUF,10.6,Clear,3
93,2015,7,WSH,TB,21.1,Mostly Cloudy,8
94,2015,7,TEN,ATL,16.1,Overcast,8
95,2015,7,IND,NO,n/a,DOME,7
96,2015,7,DET,MIN,n/a,DOME,5
97,2015,7,KC,PIT,17.8,Clear,6
98,2015,7,LAR,CLE,n/a,DOME,7
99,2015,7,MIA,HOU,27.8,Mostly Cloudy,11
100,2015,7,NE,NYJ,14.4,Mostly Cloudy,6
101,2015,7,LAC,LV,25.0,Mostly Cloudy,5
102,2015,7,NYG,DAL,15.0,Partly Cloudy,10
103,2015,7,CAR,PHI,17.8,Mostly Cloudy,0
104,2015,7,ARI,BAL,n/a,DOME,2
105,2015,8,NE,MIA,11.7,Clear,9
106,2015,8,KC,DET,13.9,Clear,3
107,2015,8,ATL,TB,n/a,DOME,2
108,2015,8,CLE,ARI,17.2,Partly Cloudy,17
109,2015,8,LAR,SF,n/a,DOME,4
110,2015,8,NO,NYG,n/a,DOME,6
111,2015,8,CHI,MIN,16.1,Clear,7
112,2015,8,BAL,LAC,18.3,Partly Cloudy,6
113,2015,8,PIT,CIN,17.2,Partly Cloudy,9
114,2015,8,HOU,TEN,20.0,Mostly Cloudy,4
115,2015,8,LV,NYJ,20.0,Partly Cloudy,8
116,2015,8,DAL,SEA,17.2,Partly Cloudy,0
117,2015,8,DEN,GB,11.1,Partly Cloudy,4
118,2015,8,CAR,IND,16.7,Rain,5
119,2015,9,CIN,CLE,18.3,Mostly Cloudy,5
120,2015,9,CAR,GB,11.7,Mostly Cloudy,7
121,2015,9,NE,WSH,12.2,Clear,8
122,2015,9,NO,TEN,n/a,DOME,14
123,2015,9,BUF,MIA,8.3,Clear,6
124,2015,9,MIN,LAR,13.9,Clear,14
125,2015,9,NYJ,JAX,13.9,Clear,7
126,2015,9,PIT,LV,10.6,Clear,0
127,2015,9,TB,NYG,25.0,Mostly Cloudy,1
128,2015,9,SF,ATL,14.4,Mostly Cloudy,2
129,2015,9,IND,DEN,n/a,DOME,4
130,2015,9,DAL,PHI,11.7,Clear,2
131,2015,9,LAC,CHI,16.1,Partly Cloudy,7
132,2015,10,NYJ,BUF,13.3,Partly Cloudy,9
133,2015,10,GB,DET,13.9,Clear,6
134,2015,10,TB,DAL,25.0,Partly Cloudy,9
135,2015,10,TEN,CAR,15.6,Partly Cloudy,3
136,2015,10,LAR,CHI,n/a,DOME,8
137,2015,10,WSH,NO,16.7,Clear,7
138,2015,10,PHI,MIA,15.0,Clear,9
139,2015,10,PIT,CLE,15.6,Clear,6
140,2015,10,BAL,JAX,17.2,Clear,5
141,2015,10,LV,MIN,13.9,Clear,15
142,2015,10,NYG,NE,12.2,Clear,5
143,2015,10,DEN,KC,15.0,Partly Cloudy,1
144,2015,10,SEA,ARI,5.6,Partly Cloudy,1
145,2015,10,CIN,HOU,9.4,Partly Cloudy,2
146,2015,11,JAX,TEN,21.7,Partly Cloudy,2
147,2015,11,DET,LV,n/a,DOME,10
148,2015,11,ATL,IND,n/a,DOME,8
149,2015,11,HOU,NYJ,11.1,Clear,5
150,2015,11,PHI,TB,8.9,Mostly Cloudy,10
151,2015,11,CHI,DEN,-1.7,Clear,6
152,2015,11,BAL,LAR,8.3,Partly Cloudy,10
153,2015,11,MIA,DAL,23.9,Partly Cloudy,10
154,2015,11,CAR,WSH,11.1,Partly Cloudy,8
155,2015,11,LAC,KC,25.6,Clear,4
156,2015,11,MIN,GB,0.0,Mostly Cloudy,7
157,2015,11,SEA,SF,8.9,Partly Cloudy,3
158,2015,11,ARI,CIN,n/a,DOME,2
159,2015,11,NE,BUF,-2.2,Clear,5
160,2015,12,DET,PHI,n/a,DOME,15
161,2015,12,DAL,CAR,20.0,Humid and Mostly Cloudy,11
162,2015,12,GB,CHI,1.7,Light Rain,10
163,2015,12,HOU,NO,12.8,Overcast,8
164,2015,12,CIN,LAR,7.2,Mostly Cloudy,6
165,2015,12,ATL,MIN,n/a,DOME,1
166,2015,12,WSH,NYG,7.8,Overcast,5
167,2015,12,IND,TB,n/a,DOME,8
168,2015,12,KC,BUF,1.1,Light Rain,5
169,2015,12,TEN,LV,13.9,Overcast,2
170,2015,12,JAX,LAC,23.9,Clear,6
171,2015,12,NYJ,MIA,8.9,Clear,5
172,2015,12,SF,ARI,13.9,Clear,2
173,2015,12,SEA,PIT,2.8,Mostly Cloudy,2
174,2015,12,DEN,NE,-6.1,Light Snow,0
175,2015,12,CLE,BAL,5.6,Mostly Cloudy,8
176,2015,13,DET,GB,n/a,DOME,11
177,2015,13,NYG,NYJ,11.1,Clear,5
178,2015,13,LAR,ARI,n/a,DOME,4
179,2015,13,TB,ATL,25.6,Partly Cloudy,11
180,2015,13,MIN,SEA,2.2,Overcast,3
181,2015,13,BUF,HOU,9.4,Mostly Cloudy,4
182,2015,13,MIA,BAL,25.6,Mostly Cloudy,14
183,2015,13,CLE,CIN,7.8,Mostly Cloudy,5
184,2015,13,TEN,JAX,13.3,Mostly Cloudy,4
185,2015,13,CHI,SF,7.8,Clear,4
186,2015,13,LAC,DEN,21.7,Partly Cloudy,7
187,2015,13,LV,KC,15.6,Mostly Cloudy,3
188,2015,13,NO,CAR,n/a,DOME,3
189,2015,13,NE,PHI,6.7,Clear,5
190,2015,13,PIT,IND,1.7,Partly Cloudy,2
191,2015,13,WSH,DAL,6.7,Partly Cloudy,2
192,2015,14,ARI,MIN,n/a,DOME,1
193,2015,14,PHI,BUF,20.6,Mostly Cloudy,1
194,2015,14,CLE,SF,16.7,Mostly Cloudy,8
195,2015,14,LAR,DET,n/a,DOME,15
196,2015,14,TB,NO,26.7,Partly Cloudy,12
197,2015,14,NYJ,TEN,18.3,Mostly Cloudy,4
198,2015,14,CIN,PIT,18.3,Partly Cloudy,6
199,2015,14,JAX,IND,25.0,Partly Cloudy,8
200,2015,14,KC,LAC,15.6,Light Rain,11
201,2015,14,CHI,WSH,14.4,Overcast,11
202,2015,14,CAR,ATL,21.1,Mostly Cloudy,6
203,2015,14,BAL,SEA,18.9,Mostly Cloudy,3
204,2015,14,DEN,LV,3.9,Partly Cloudy,2
205,2015,14,GB,DAL,11.1,Drizzle,9
206,2015,14,HOU,NE,11.1,Partly Cloudy,3
207,2015,14,MIA,NYG,23.9,Humid,5
208,2015,15,LAR,TB,n/a,DOME,6
209,2015,15,DAL,NYJ,10.0,Clear,7
210,2015,15,MIN,CHI,2.2,Mostly Cloudy,3
211,2015,15,JAX,ATL,20.0,Clear,7
212,2015,15,IND,HOU,n/a,DOME,13
213,2015,15,NYG,CAR,5.0,Clear,4
214,2015,15,NE,TEN,3.9,Clear,5
215,2015,15,WSH,BUF,7.2,Clear,3
216,2015,15,BAL,KC,6.1,Clear,3
217,2015,15,SEA,CLE,6.7,Mostly Cloudy,8
218,2015,15,LV,GB,10.6,Overcast,10
219,2015,15,PIT,DEN,2.2,Clear,3
220,2015,15,LAC,MIA,15.6,Partly Cloudy,6
221,2015,15,SF,CIN,11.1,Mostly Cloudy,5
222,2015,15,PHI,ARI,1.1,Clear,3
223,2015,15,NO,DET,n/a,DOME,2
224,2015,16,LV,LAC,7.8,Clear,8
225,2015,16,PHI,WSH,10.0,Overcast,5
226,2015,16,NYJ,NE,13.3,Overcast,7
227,2015,16,TEN,HOU,22.2,Mostly Cloudy,10
228,2015,16,KC,CLE,1.1,Overcast,12
229,2015,16,MIA,IND,27.2,Partly Cloudy,13
230,2015,16,DET,SF,n/a,DOME,13
231,2015,16,BUF,DAL,2.8,Mostly Cloudy,5
232,2015,16,TB,CHI,28.3,Clear,11
233,2015,16,ATL,CAR,n/a,DOME,5
234,2015,16,BAL,PIT,17.2,Overcast,6
235,2015,16,NO,JAX,n/a,DOME,11
236,2015,16,SEA,LAR,2.8,Rain,2
237,2015,16,ARI,GB,n/a,DOME,2
238,2015,16,MIN,NYG,-11.1,Clear,5
239,2015,16,DEN,CIN,-8.9,Partly Cloudy,0
240,2015,17,BUF,NYJ,-1.1,Partly Cloudy,10
241,2015,17,MIA,NE,25.6,Mostly Cloudy,4
242,2015,17,ATL,NO,n/a,DOME,8
243,2015,17,CIN,BAL,0.6,Mostly Cloudy,5
244,2015,17,CLE,PIT,1.1,Mostly Cloudy,12
245,2015,17,HOU,JAX,13.3,Partly Cloudy,4
246,2015,17,IND,TEN,n/a,DOME,6
247,2015,17,DAL,WSH,12.2,Clear,4
248,2015,17,NYG,PHI,6.7,Clear,10
249,2015,17,CHI,DET,-1.1,Mostly Cloudy,10
250,2015,17,CAR,TB,8.9,Clear,5
251,2015,17,KC,LV,0.0,Clear,7
252,2015,17,DEN,LAC,6.7,Clear,0
253,2015,17,ARI,SEA,n/a,DOME,6
254,2015,17,SF,LAR,13.9,Partly Cloudy,0
255,2015,17,GB,MIN,-5.0,Overcast,5
256,2016,1,DEN,CAR,27.8,Clear,2
257,2016,1,ATL,TB,n/a,DOME,2
258,2016,1,TEN,MIN,25.0,Clear,3
259,2016,1,PHI,CLE,28.3,Clear,9
260,2016,1,NYJ,CIN,26.7,Partly Cloudy,9
261,2016,1,NO,LV,n/a,DOME,3
262,2016,1,KC,LAC,22.8,Clear,7
263,2016,1,BAL,BUF,27.8,Partly Cloudy,7
264,2016,1,HOU,CHI,30.6,Clear,2
265,2016,1,JAX,GB,32.8,Partly Cloudy,1
266,2016,1,SEA,MIA,17.8,Partly Cloudy,2
267,2016,1,DAL,NYG,30.6,Clear,2
268,2016,1,IND,DET,n/a,DOME,0
269,2016,1,ARI,NE,n/a,DOME,6
270,2016,1,WSH,PIT,24.4,Clear,3
271,2016,1,SF,LAR,15.6,Clear,6
272,2016,2,BUF,NYJ,12.2,Clear,2
273,2016,2,CAR,SF,29.4,Partly Cloudy,3
274,2016,2,WSH,DAL,28.9,Clear,5
275,2016,2,PIT,CIN,21.7,Humid and Mostly Cloudy,3
276,2016,2,NYG,NO,26.1,Partly Cloudy,5
277,2016,2,NE,MIA,25.6,Partly Cloudy,6
278,2016,2,HOU,KC,31.7,Partly Cloudy,2
279,2016,2,DET,TEN,n/a,DOME,3
280,2016,2,CLE,BAL,23.9,Partly Cloudy,5
281,2016,2,LAR,SEA,29.4,Clear,4
282,2016,2,ARI,TB,n/a,DOME,1
283,2016,2,LAC,JAX,25.6,Clear,5
284,2016,2,LV,ATL,28.3,Clear,3
285,2016,2,DEN,IND,30.0,Clear,1
286,2016,2,MIN,GB,n/a,DOME,4
287,2016,2,CHI,PHI,26.7,Clear,2
288,2016,3,NE,HOU,20.0,Clear,3
289,2016,3,BUF,ARI,16.7,Clear,1
290,2016,3,TEN,LV,31.7,Clear,3
291,2016,3,NYG,WSH,19.4,Clear,4
292,2016,3,MIA,CLE,29.4,Partly Cloudy,7
293,2016,3,JAX,BAL,30.6,Partly Cloudy,4
294,2016,3,GB,DET,22.2,Mostly Cloudy,10
295,2016,3,CIN,DEN,27.8,Clear,0
296,2016,3,CAR,MIN,28.9,Mostly Cloudy,2
297,2016,3,TB,LAR,31.7,Partly Cloudy,3
298,2016,3,SEA,SF,20.6,Partly Cloudy,2
299,2016,3,KC,NYJ,18.3,Mostly Cloudy,6
300,2016,3,IND,LAC,n/a,DOME,4
301,2016,3,PHI,PIT,21.7,Clear,1
302,2016,3,DAL,CHI,23.9,Humid and Mostly Cloudy,4
303,2016,3,NO,ATL,n/a,DOME,0
304,2016,4,CIN,MIA,15.0,Mostly Cloudy,0
305,2016,4,JAX,IND,14.4,Partly Cloudy,6
306,2016,4,HOU,TEN,27.8,Clear,4
307,2016,4,WSH,CLE,21.1,Mostly Cloudy,1
308,2016,4,NYJ,SEA,16.1,Overcast,0
309,2016,4,NE,BUF,13.3,Overcast,2
310,2016,4,ATL,CAR,n/a,DOME,0
311,2016,4,BAL,LV,19.4,Mostly Cloudy,0
312,2016,4,CHI,DET,17.8,Mostly Cloudy,2
313,2016,4,TB,DEN,31.7,Drizzle,4
314,2016,4,ARI,LAR,n/a,DOME,4
315,2016,4,LAC,NO,22.8,Clear,6
316,2016,4,SF,DAL,20.0,Partly Cloudy,8
317,2016,4,PIT,KC,15.6,Rain,0
318,2016,4,MIN,NYG,n/a,DOME,6
319,2016,5,SF,ARI,22.2,Clear,7
320,2016,5,CLE,NE,13.9,Partly Cloudy,9
321,2016,5,DET,PHI,n/a,DOME,6
322,2016,5,IND,CHI,n/a,DOME,0
323,2016,5,MIA,TEN,30.6,Clear,12
324,2016,5,BAL,WSH,16.1,Partly Cloudy,12
325,2016,5,MIN,HOU,n/a,DOME,4
326,2016,5,PIT,NYJ,13.9,Partly Cloudy,6
327,2016,5,DEN,ATL,22.8,Mostly Cloudy,1
328,2016,5,DAL,CIN,23.3,Clear,3
329,2016,5,LAR,BUF,30.6,Clear,5
330,2016,5,LV,LAC,25.6,Clear,4
331,2016,5,GB,NYG,8.9,Clear,2
332,2016,5,CAR,TB,13.9,Clear,2
333,2016,6,LAC,DEN,20.6,Clear,6
334,2016,6,BUF,SF,22.2,Mostly Cloudy,9
335,2016,6,WSH,PHI,20.6,Clear,5
336,2016,6,TEN,CLE,26.1,Partly Cloudy,7
337,2016,6,NYG,BAL,18.9,Mostly Cloudy,6
338,2016,6,NO,CAR,n/a,DOME,4
339,2016,6,CHI,JAX,19.4,Overcast,3
340,2016,6,DET,LAR,n/a,DOME,11
341,2016,6,MIA,PIT,27.8,Partly Cloudy,11
342,2016,6,NE,CIN,18.9,Clear,7
343,2016,6,LV,KC,16.1,Light Rain,5
344,2016,6,SEA,ATL,12.2,Mostly Cloudy,5
345,2016,6,GB,DAL,19.4,Clear,4
346,2016,6,HOU,IND,26.7,Clear,6
347,2016,6,ARI,NYJ,n/a,DOME,4
348,2016,7,GB,CHI,8.3,Mostly Cloudy,3
349,2016,7,LAR,NYG,12.2,Partly Cloudy,10
350,2016,7,KC,NO,20.6,Clear,6
351,2016,7,TEN,IND,21.7,Clear,5
352,2016,7,PHI,MIN,16.1,Mostly Cloudy,10
353,2016,7,CIN,CLE,18.9,Clear,6
354,2016,7,DET,WSH,n/a,DOME,5
355,2016,7,JAX,LV,22.2,Clear,5
356,2016,7,MIA,BUF,26.7,Partly Cloudy,10
357,2016,7,NYJ,BAL,14.4,Partly Cloudy,11
358,2016,7,SF,TB,20.6,Clear,2
359,2016,7,ATL,LAC,n/a,DOME,2
360,2016,7,PIT,NE,17.2,Clear,6
361,2016,7,ARI,SEA,n/a,DOME,1
362,2016,7,DEN,HOU,18.9,Partly Cloudy,2
363,2016,8,TEN,JAX,18.9,Clear,4
364,2016,8,CIN,WSH,11.1,Mostly Cloudy,3
365,2016,8,IND,KC,n/a,DOME,5
366,2016,8,TB,LV,28.9,Clear,10
367,2016,8,NO,SEA,n/a,DOME,4
368,2016,8,HOU,DET,26.7,Clear,3
369,2016,8,CLE,NYJ,12.2,Mostly Cloudy,9
370,2016,8,BUF,NE,10.0,Drizzle,2
371,2016,8,DEN,LAC,23.9,Mostly Cloudy,3
372,2016,8,ATL,GB,n/a,DOME,3
373,2016,8,CAR,ARI,26.7,Clear,4
374,2016,8,DAL,PHI,25.6,Clear,3
375,2016,8,CHI,MIN,13.9,Drizzle,3
376,2016,9,TB,ATL,23.9,Partly Cloudy,2
377,2016,9,MIN,DET,n/a,DOME,5
378,2016,9,NYG,PHI,13.9,Clear,8
379,2016,9,MIA,NYJ,26.1,Clear,11
380,2016,9,KC,JAX,15.6,Clear,6
381,2016,9,CLE,DAL,13.3,Clear,2
382,2016,9,BAL,PIT,17.2,Mostly Cloudy,10
383,2016,9,SF,NO,20.0,Partly Cloudy,1
384,2016,9,LAR,CAR,22.2,Clear,3
385,2016,9,GB,IND,19.4,Clear,5
386,2016,9,LAC,TEN,23.3,Clear,3
387,2016,9,LV,DEN,19.4,Partly Cloudy,3
388,2016,9,SEA,BUF,15.6,Mostly Cloudy,0
389,2016,10,BAL,CLE,11.1,Clear,1
390,2016,10,JAX,HOU,21.7,Partly Cloudy,6
391,2016,10,NO,DEN,n/a,DOME,4
392,2016,10,NYJ,LAR,12.8,Clear,4
393,2016,10,PHI,ATL,12.2,Clear,6
394,2016,10,CAR,KC,8.9,Partly Cloudy,4
395,2016,10,TB,CHI,25.0,Clear,2
396,2016,10,WSH,MIN,12.8,Clear,4
397,2016,10,TEN,GB,12.8,Clear,0
398,2016,10,LAC,MIA,28.9,Clear,3
399,2016,10,ARI,SF,n/a,DOME,1
400,2016,10,PIT,DAL,12.2,Clear,2
401,2016,10,NE,SEA,7.2,Clear,2
402,2016,10,NYG,CIN,12.2,Overcast,1
403,2016,11,CAR,NO,13.9,Clear,2
404,2016,11,CLE,PIT,1.7,Overcast,16
405,2016,11,DAL,BAL,11.7,Clear,7
406,2016,11,DET,JAX,n/a,DOME,16
407,2016,11,IND,TEN,n/a,DOME,7
408,2016,11,CIN,BUF,2.8,Overcast,7
409,2016,11,KC,TB,6.1,Partly Cloudy,8
410,2016,11,NYG,CHI,4.4,Mostly Cloudy,12
411,2016,11,MIN,ARI,n/a,DOME,2
412,2016,11,LAR,MIA,17.2,Partly Cloudy,4
413,2016,11,SF,NE,16.1,Light Rain,1
414,2016,11,SEA,PHI,10.6,Overcast,4
415,2016,11,WSH,GB,3.3,Partly Cloudy,15
416,2016,11,LV,HOU,16.7,Clear,0
417,2016,12,DET,MIN,n/a,DOME,7
418,2016,12,DAL,WSH,20.6,Clear,5
419,2016,12,IND,PIT,n/a,DOME,4
420,2016,12,CHI,TEN,3.3,Foggy,5
421,2016,12,BUF,JAX,3.3,Mostly Cloudy,6
422,2016,12,BAL,CIN,9.4,Clear,8
423,2016,12,ATL,ARI,n/a,DOME,0
424,2016,12,CLE,NYG,7.8,Clear,10
425,2016,12,NO,LAR,n/a,DOME,2
426,2016,12,MIA,SF,26.1,Clear,10
427,2016,12,HOU,LAC,19.4,Clear,9
428,2016,12,TB,SEA,25.6,Partly Cloudy,7
429,2016,12,LV,CAR,13.3,Clear,6
430,2016,12,NYJ,NE,8.9,Partly Cloudy,8
431,2016,12,DEN,KC,6.7,Mostly Cloudy,6
432,2016,12,PHI,GB,8.3,Partly Cloudy,4
433,2016,13,MIN,DAL,n/a,DOME,5
434,2016,13,ATL,KC,n/a,DOME,5
435,2016,13,NO,DET,n/a,DOME,1
436,2016,13,NE,LAR,2.8,Partly Cloudy,7
437,2016,13,JAX,DEN,23.9,Partly Cloudy,3
438,2016,13,GB,HOU,-0.6,Snow,4
439,2016,13,CIN,PHI,5.0,Mostly Cloudy,3
440,2016,13,BAL,MIA,7.2,Clear,3
441,2016,13,CHI,SF,1.7,Light Rain,5
442,2016,13,LV,BUF,12.8,Clear,2
443,2016,13,PIT,NYG,4.4,Partly Cloudy,2
444,2016,13,ARI,WSH,n/a,DOME,1
445,2016,13,LAC,TB,21.7,Clear,3
446,2016,13,SEA,CAR,5.0,Mostly Cloudy,1
447,2016,13,NYJ,IND,6.1,Clear,2
448,2016,14,KC,LV,-5.0,Clear,4
449,2016,14,BUF,PIT,-4.4,Snow,6
450,2016,14,TEN,DEN,8.9,Partly Cloudy,11
451,2016,14,TB,NO,23.9,Partly Cloudy,9
452,2016,14,PHI,WSH,0.6,Mostly Cloudy,2
453,2016,14,MIA,ARI,23.9,Partly Cloudy,15
454,2016,14,CAR,LAC,5.6,Mostly Cloudy,2
455,2016,14,CLE,CIN,-2.2,Light Snow,13
456,2016,14,DET,CHI,n/a,DOME,12
457,2016,14,IND,HOU,n/a,DOME,8
458,2016,14,JAX,MIN,18.9,Clear,1
459,2016,14,SF,NYJ,11.7,Partly Cloudy,3
460,2016,14,LAR,ATL,17.8,Mostly Cloudy,2
461,2016,14,GB,SEA,-2.8,Mostly Cloudy,2
462,2016,14,NYG,DAL,-1.1,Mostly Cloudy,2
463,2016,14,NE,BAL,0.6,Clear,1
464,2016,15,SEA,LAR,1.7,Mostly Cloudy,3
465,2016,15,NYJ,MIA,1.1,Mostly Cloudy,3
466,2016,15,CHI,GB,-12.8,Partly Cloudy,7
467,2016,15,HOU,JAX,2.8,Mostly Cloudy,11
468,2016,15,BUF,CLE,-3.9,Mostly Cloudy,12
469,2016,15,BAL,PHI,14.4,Light Rain,6
470,2016,15,KC,TEN,-16.7,Clear,2
471,2016,15,NYG,DET,8.9,Mostly Cloudy,4
472,2016,15,MIN,IND,n/a,DOME,3
473,2016,15,CIN,PIT,-3.3,Mostly Cloudy,7
474,2016,15,ARI,NO,n/a,DOME,2
475,2016,15,ATL,SF,n/a,DOME,6
476,2016,15,DEN,NE,-2.8,Clear,3
477,2016,15,LAC,LV,15.6,Clear,2
478,2016,15,DAL,TB,-3.3,Clear,7
479,2016,15,WSH,CAR,-1.1,Partly Cloudy,3
480,2016,16,PHI,NYG,5.0,Mostly Cloudy,8
481,2016,16,BUF,MIA,1.7,Overcast,7
482,2016,16,NO,TB,n/a,DOME,4
483,2016,16,NE,NYJ,4.4,Light Rain,4
484,2016,16,JAX,TEN,18.3,Mostly Cloudy,2
485,2016,16,GB,MIN,1.7,Mostly Cloudy,4
486,2016,16,CLE,LAC,2.8,Mostly Cloudy,10
487,2016,16,CHI,WSH,1.7,Mostly Cloudy,1
488,2016,16,CAR,ATL,11.1,Partly Cloudy,4
489,2016,16,LV,IND,8.9,Clear,5
490,2016,16,SEA,ARI,3.9,Mostly Cloudy,2
491,2016,16,LAR,SF,12.8,Clear,7
492,2016,16,HOU,CIN,22.2,Partly Cloudy,8
493,2016,16,PIT,BAL,3.9,Partly Cloudy,4
494,2016,16,KC,DEN,15.6,Heavy Rain,11
495,2016,16,DAL,DET,18.3,Mostly Cloudy,0
496,2016,17,PIT,CLE,3.3,Clear,1
497,2016,17,CIN,BAL,3.3,Foggy,1
498,2016,17,TEN,HOU,9.4,Mostly Cloudy,2
499,2016,17,TB,CAR,24.4,Clear,7
500,2016,17,IND,JAX,n/a,DOME,3
501,2016,17,MIA,NE,26.7,Mostly Cloudy,10
502,2016,17,MIN,CHI,n/a,DOME,2
503,2016,17,NYJ,BUF,7.2,Clear,8
504,2016,17,PHI,DAL,8.9,Partly Cloudy,6
505,2016,17,LAR,ARI,13.3,Clear,1
506,2016,17,DEN,LV,8.9,Partly Cloudy,3
507,2016,17,LAC,KC,13.3,Partly Cloudy,4
508,2016,17,SF,SEA,11.1,Partly Cloudy,6
509,2016,17,ATL,NO,n/a,DOME,2
510,2016,17,WSH,NYG,11.1,Clear,1
511,2016,17,DET,GB,n/a,DOME,4
512,2017,1,NE,KC,16.7,Clear,1
513,2017,1,BUF,NYJ,16.1,Partly Cloudy,6
514,2017,1,WSH,PHI,20.6,Clear,3
515,2017,1,TEN,LV,22.8,Clear,4
516,2017,1,HOU,JAX,26.7,Clear,4
517,2017,1,DET,ARI,n/a,DOME,4
518,2017,1,CHI,ATL,18.9,Clear,5
519,2017,1,CIN,BAL,20.6,Clear,3
