,Unnamed: 0,Name,Position,Sacks,Def INT,Fum Rec,Saf,Def TD,Def 2pt Ret,Def Ret TD,Pts Allowed,Points Total,Paddy
0,0,TB,DEF,5,2,0,0,1,0,0,10,19.0,19
1,1,PIT,DEF,4,2,0,0,1,0,0,7,18.0,18
2,2,ARI,DEF,3,2,2,0,0,0,0,10,15.0,15
3,3,MIA,DEF,3,1,0,0,0,0,0,0,15.0,15
4,4,DEN,DEF,4,2,1,0,0,0,0,12,14.0,14
5,5,NYG,DEF,3,1,1,0,1,0,0,19,14.0,14
6,6,CHI,DEF,4,2,1,0,0,0,0,16,11.0,11
7,7,ATL,DEF,1,3,0,0,0,0,0,23,7.0,7
8,8,NE,DEF,2,2,0,0,0,0,0,18,7.0,7
9,9,BAL,DEF,6,0,1,0,0,0,0,28,7.0,7
10,10,NYJ,DEF,2,2,0,0,0,0,0,24,6.0,6
11,11,DET,DEF,1,1,1,0,0,0,0,16,6.0,6
12,12,CIN,DEF,1,1,1,0,0,0,0,31,4.0,4
13,13,IND,DEF,2,1,0,0,0,0,0,27,4.0,4
14,14,WSH,DEF,1,1,0,0,0,0,0,14,4.0,4
15,15,SF,DEF,0,1,0,0,0,0,0,16,3.0,3
16,16,BUF,DEF,1,0,1,0,0,0,0,26,3.0,3
17,17,KC,DEF,0,1,0,0,0,0,0,17,3.0,3
18,18,PHI,DEF,3,0,0,0,0,0,0,30,2.0,2
19,19,CAR,DEF,0,1,0,0,0,0,0,23,2.0,2
20,20,HOU,DEF,2,1,1,0,0,0,0,42,2.0,2
21,21,CLE,DEF,2,0,0,0,0,0,0,32,1.0,1
22,22,JAX,DEF,0,1,0,0,0,0,0,34,1.0,1
23,23,LAR,DEF,0,0,0,0,0,0,0,24,0.0,0
24,24,MIN,DEF,2,0,1,0,0,0,0,40,0.0,0
25,25,GB,DEF,0,0,0,0,0,0,0,32,-1.0,-1
26,26,TEN,DEF,2,0,0,0,0,0,0,36,-2.0,-2
27,27,DAL,DEF,1,0,0,0,0,0,0,38,-3.0,-3
