,Unnamed: 0,Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST,2PT,RET TD,Paddy
0,27,A.J. Brown,TEN,WR,0.0,10/18/2020,Texans,W 42 - 36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,11.6,18.0,2.0,0.0,0.0,0.0,0.0,20.3
1,95,A.J. Dillon,GB,RB,0.0,10/18/2020,@Buccaneers,L 10 - 38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,6.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
2,140,A.J. Green,CIN,WR,0.0,10/18/2020,@Colts,L 27 - 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,96.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,13.600000000000001
4,217,Aaron Jones,GB,RB,0.0,10/18/2020,@Buccaneers,L 10 - 38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,1.5,7.0,1.0,3.0,26.0,8.7,20.0,0.0,0.0,0.0,0.0,0.0,11.6
5,331,Aaron Rodgers,GB,QB,0.0,10/18/2020,@Buccaneers,L 10 - 38,16.0,35.0,160.0,4.6,0.0,2.0,4.0,42.0,35.4,2.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.800000000000001
6,170,Adam Humphries,TEN,WR,0.0,10/18/2020,Texans,W 42 - 36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,64.0,10.7,22.0,1.0,0.0,0.0,0.0,0.0,15.4
7,374,Adam Shaheen,MIA,TE,0.0,10/18/2020,Jets,W 24 - 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,17.0,43.0,1.0,0.0,0.0,0.0,0.0,12.600000000000001
8,398,Adam Thielen,MIN,WR,0.0,10/18/2020,Falcons,L 23 - 40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,17.0,35.0,1.0,0.0,0.0,0.0,0.0,12.600000000000001
9,312,Adrian Peterson,DET,RB,0.0,10/18/2020,@Jaguars,W 34 - 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,40.0,2.7,8.0,1.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,12.3
10,303,Albert Okwuegbunam,DEN,TE,0.0,10/18/2020,@Patriots,W 18 - 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,22.5,27.0,0.0,0.0,0.0,0.0,0.0,5.5
11,108,Alex Erickson,CIN,WR,0.0,10/18/2020,@Colts,L 27 - 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,290,Alexander Mattison,MIN,RB,0.0,10/18/2020,Falcons,L 23 - 40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.6,16.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.5
14,334,Allen Robinson,CHI,WR,0.0,10/18/2020,@Panthers,W 23 - 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,53.0,10.6,23.0,0.0,0.0,0.0,0.0,0.0,7.800000000000001
16,65,Amari Cooper,DAL,WR,0.0,10/20/2020,Cardinals,L 10 - 38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,79.0,11.3,26.0,1.0,0.0,0.0,0.0,0.0,17.4
17,15,Ameer Abdullah,MIN,RB,0.0,10/18/2020,Falcons,L 23 - 40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.5,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3000000000000003
20,103,Andy Dalton,DAL,QB,0.0,10/20/2020,Cardinals,L 10 - 38,34.0,54.0,266.0,4.9,1.0,2.0,3.0,19.0,65.8,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.040000000000001
21,208,Andy Isabella,ARI,WR,0.0,10/20/2020,@Cowboys,W 38 - 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,130,Anthony Firkser,TEN,TE,0.0,10/18/2020,Texans,W 42 - 36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,113.0,14.1,45.0,1.0,0.0,0.0,0.0,0.0,21.3
23,283,Anthony McFarland,PIT,RB,0.0,10/18/2020,Browns,W 38 - 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.7,3.0,0.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.3
24,273,Anthony Miller,CHI,WR,0.0,10/18/2020,@Panthers,W 23 - 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.7,4.0,0.0,0.0,0.0,0.0,0.0,2.3
25,160,Antonio Gandy-Golden,WSH,WR,0.0,10/18/2020,@Giants,L 19 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,155,Antonio Gibson,WSH,RB,0.0,10/18/2020,@Giants,L 19 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,3.3,8.0,0.0,4.0,25.0,6.3,10.0,0.0,0.0,0.0,0.0,0.0,7.5
30,177,Austin Hooper,CLE,TE,0.0,10/18/2020,@Steelers,L 7 - 38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,52.0,10.4,36.0,0.0,0.0,0.0,0.0,0.0,7.7
31,294,Austin Mack,NYG,WR,0.0,10/18/2020,Football Team,W 20 - 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6
32,289,Baker Mayfield,CLE,QB,0.0,10/18/2020,@Steelers,L 7 - 38,10.0,18.0,119.0,6.6,1.0,2.0,4.0,20.0,54.9,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26
34,329,Ben Roethlisberger,PIT,QB,0.0,10/18/2020,Browns,W 38 - 7,14.0,22.0,162.0,7.4,1.0,0.0,2.0,20.0,100.9,3.0,5.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.98
35,354,Benny Snell,PIT,RB,0.0,10/18/2020,Browns,W 38 - 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,2.8,5.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.6
37,164,Blaine Gabbert,TB,QB,0.0,10/18/2020,Packers,W 38 - 10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,3.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
38,49,Blake Bell,DAL,TE,0.0,10/20/2020,Cardinals,L 10 - 38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,376,Boston Scott,PHI,RB,0.0,10/18/2020,Ravens,L 28 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,0.0,2.0,5.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,1.9
40,66,Brandin Cooks,HOU,WR,0.0,10/18/2020,@Titans,L 36 - 42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,68.0,7.6,19.0,1.0,0.0,0.0,0.0,0.0,17.3
41,11,Brandon Aiyuk,SF,WR,0.0,10/19/2020,Rams,W 24 - 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,8.2
42,308,Brandon Powell,ATL,WR,0.0,10/18/2020,@Vikings,W 40 - 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,45,Braxton Berrios,NYJ,WR,0.0,10/18/2020,@Dolphins,L 0 - 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,2.3
45,314,Breshad Perriman,NYJ,WR,0.0,10/18/2020,@Dolphins,L 0 - 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,62.0,15.5,22.0,0.0,0.0,0.0,0.0,0.0,8.2
48,186,Brian Hill,ATL,RB,0.0,10/18/2020,@Vikings,W 40 - 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.8,9.0,0.0,2.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.4000000000000004
52,307,Byron Pringle,KC,WR,0.0,10/19/2020,@Bills,W 26 - 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,23.0,37.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005
54,42,C.J. Board,NYG,WR,0.0,10/18/2020,Football Team,W 20 - 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.3
56,339,Calvin Ridley,ATL,WR,0.0,10/18/2020,@Vikings,W 40 - 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,8.0,0.0,6.0,61.0,10.2,18.0,1.0,0.0,0.0,0.0,0.0,15.9
58,296,Cam Newton,NE,QB,0.0,10/18/2020,Broncos,L 12 - 18,17.0,25.0,157.0,6.3,0.0,2.0,4.0,24.0,51.6,10.0,76.0,7.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.880000000000003
59,369,Cam Sims,WSH,WR,0.0,10/18/2020,@Giants,L 19 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,8.7
60,57,Cameron Batson,TEN,WR,0.0,10/18/2020,Texans,W 42 - 36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1.8
61,33,Cameron Brate,TB,TE,0.0,10/18/2020,Packers,W 38 - 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8
