,Unnamed: 0,Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST,2PT,RET TD,Paddy
0,25,AJ Brown,TEN,WR,0.0,11/29/2020,@Colts,W 45 - 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,98.0,24.5,69.0,1.0,0.0,0.0,1.0,1.0,25.8
1,153,AJ Green,CIN,WR,0.0,11/29/2020,Giants,L 17 - 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,235,Aaron Jones,GB,RB,0.0,11/30/2020,Bears,W 41 - 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,90.0,5.3,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
4,365,Aaron Rodgers,GB,QB,0.0,11/30/2020,Bears,W 41 - 25,21.0,29.0,211.0,7.3,4.0,0.0,0.0,0.0,132.3,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.639999999999997
6,421,Adam Shaheen,MIA,TE,0.0,11/29/2020,@Jets,W 20 - 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,7.2
7,438,Adam Trautman,NO,TE,0.0,11/29/2020,@Broncos,W 31 - 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.3
8,342,Adrian Peterson,DET,RB,0.0,11/26/2020,Texans,L 25 - 41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,55.0,3.7,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5
9,116,Alex Erickson,CIN,WR,0.0,11/29/2020,Giants,L 17 - 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4
10,406,Alex Smith,WSH,QB,0.0,11/26/2020,@Cowboys,W 41 - 16,19.0,26.0,149.0,5.7,1.0,1.0,3.0,21.0,83.7,3.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06
11,317,Alexander Mattison,MIN,RB,0.0,11/29/2020,Panthers,W 28 - 27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
