,Unnamed: 0,Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST,2PT,RET TD,Paddy
1,110,A.J. Dillon,GB,RB,0.0,09/20/2020,Lions,W 42 - 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,3.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002
2,165,A.J. Green,CIN,WR,0.0,09/18/2020,@Browns,L 30 - 35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,9.7,15.0,0.0,0.0,0.0,0.0,0.0,4.4
4,251,Aaron Jones,GB,RB,0.0,09/20/2020,Lions,W 42 - 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,168.0,9.3,75.0,2.0,4.0,68.0,17.0,30.0,1.0,0.0,0.0,0.0,0.0,43.6
5,380,Aaron Rodgers,GB,QB,0.0,09/20/2020,Lions,W 42 - 21,18.0,30.0,240.0,8.0,2.0,0.0,1.0,11.0,107.6,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8
6,197,Adam Humphries,TEN,WR,0.0,09/20/2020,Jaguars,W 33 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,9.6,18.0,1.0,0.0,0.0,0.0,0.0,13.3
7,433,Adam Shaheen,MIA,TE,0.0,09/20/2020,Bills,L 28 - 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.9
8,459,Adam Thielen,MIN,WR,0.0,09/20/2020,@Colts,L 11 - 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,10.3,18.0,0.0,0.0,0.0,0.0,0.0,4.6
9,446,Adam Trautman,NO,TE,0.0,09/22/2020,@Raiders,L 24 - 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,2.2
10,358,Adrian Peterson,DET,RB,0.0,09/20/2020,@Packers,L 21 - 42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,5.9,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1000000000000005
14,335,Alexander Mattison,MIN,RB,0.0,09/20/2020,@Colts,L 11 - 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,4.3,11.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.1
15,293,Allen Lazard,GB,WR,0.0,09/20/2020,Lions,W 42 - 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0
16,383,Allen Robinson,CHI,WR,0.0,09/20/2020,Giants,W 17 - 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,4.800000000000001
18,283,Alvin Kamara,NO,RB,0.0,09/22/2020,@Raiders,L 24 - 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,79.0,6.1,21.0,2.0,9.0,95.0,10.6,20.0,0.0,0.0,0.0,0.0,0.0,33.9
19,70,Amari Cooper,DAL,WR,0.0,09/20/2020,Falcons,W 40 - 39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,16.7,58.0,0.0,0.0,0.0,0.0,0.0,13.0
23,120,Andy Dalton,DAL,QB,0.0,09/20/2020,Falcons,W 40 - 39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,241,Andy Isabella,ARI,WR,0.0,09/20/2020,Football Team,W 30 - 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,33.5,54.0,0.0,0.0,0.0,0.0,0.0,7.7
25,152,Anthony Firkser,TEN,TE,0.0,09/20/2020,Jaguars,W 33 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,11.3,16.0,0.0,0.0,0.0,0.0,0.0,6.5
27,315,Anthony Miller,CHI,WR,0.0,09/20/2020,Giants,W 17 - 13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,185,Antonio Gandy-Golden,WSH,WR,0.0,09/20/2020,@Cardinals,L 15 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8
30,180,Antonio Gibson,WSH,RB,0.0,09/20/2020,@Cardinals,L 15 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,55.0,4.2,11.0,1.0,1.0,-3.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,11.7
31,100,Ashton Dulin,IND,WR,0.0,09/20/2020,Vikings,W 28 - 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.1
33,131,Austin Ekeler,LAC,RB,0.0,09/20/2020,Chiefs,L 20 - 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,93.0,5.8,13.0,0.0,4.0,55.0,13.8,22.0,0.0,0.0,0.0,0.0,0.0,16.8
34,205,Austin Hooper,CLE,TE,0.0,09/18/2020,Bengals,W 35 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,3.2
35,334,Baker Mayfield,CLE,QB,0.0,09/18/2020,Bengals,W 35 - 30,16.0,23.0,219.0,9.5,2.0,1.0,0.0,0.0,110.6,3.0,5.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.259999999999998
38,378,Ben Roethlisberger,PIT,QB,0.0,09/20/2020,Broncos,W 26 - 21,29.0,41.0,311.0,7.6,2.0,1.0,1.0,10.0,98.7,3.0,-2.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.24
40,411,Benny Snell,PIT,RB,0.0,09/20/2020,Broncos,W 26 - 21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.7,3.0,0.0,1.0,-4.0,-4.0,-4.0,0.0,1.0,1.0,0.0,0.0,-1.4
41,257,Bisi Johnson,MIN,WR,0.0,09/20/2020,@Colts,L 11 - 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,2.9000000000000004
