,Unnamed: 0,Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST,2PT,RET TD,Paddy
0,30,A.J. Brown,TEN,WR,0.0,09/15/2020,@Broncos,W 16 - 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,7.8,12.0,0.0,0.0,0.0,0.0,0.0,6.4
1,108,A.J. Dillon,GB,RB,0.0,09/13/2020,@Vikings,W 43 - 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001
2,161,A.J. Green,CIN,WR,0.0,09/13/2020,Chargers,L 13 - 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,51.0,10.2,14.0,0.0,0.0,0.0,0.0,0.0,7.6000000000000005
4,247,Aaron Jones,GB,RB,0.0,09/13/2020,@Vikings,W 43 - 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,66.0,4.1,15.0,1.0,4.0,10.0,2.5,6.0,0.0,1.0,0.0,0.0,0.0,15.600000000000001
5,381,Aaron Rodgers,GB,QB,0.0,09/13/2020,@Vikings,W 43 - 34,32.0,44.0,364.0,8.3,4.0,0.0,0.0,0.0,127.5,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76
6,193,Adam Humphries,TEN,WR,0.0,09/15/2020,@Broncos,W 16 - 14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,7.8,10.0,0.0,0.0,0.0,0.0,0.0,7.7
8,460,Adam Thielen,MIN,WR,0.0,09/13/2020,Packers,L 34 - 43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,110.0,18.3,37.0,2.0,0.0,0.0,0.0,0.0,26.0
10,359,Adrian Peterson,DET,RB,0.0,09/13/2020,Bears,L 23 - 27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,93.0,6.6,21.0,0.0,3.0,21.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,12.9
14,334,Alexander Mattison,MIN,RB,0.0,09/13/2020,Packers,L 34 - 43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,8.3,21.0,0.0,4.0,30.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,10.0
15,291,Allen Lazard,GB,WR,0.0,09/13/2020,@Vikings,W 43 - 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,19.0,0.0,4.0,63.0,15.8,38.0,1.0,0.0,0.0,0.0,0.0,16.200000000000003
