,Unnamed: 0,Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST,2PT,RET TD,Paddy
0,28,A.J. Brown,TEN,WR,0.0,11/01/2020,@Bengals,L 20 - 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,10.4
1,91,A.J. Dillon,GB,RB,0.0,11/01/2020,Vikings,L 22 - 28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,4.2,8.0,0.0,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.2
2,132,A.J. Green,CIN,WR,0.0,11/01/2020,Titans,W 31 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,9.5,13.0,0.0,0.0,0.0,0.0,0.0,2.9000000000000004
4,332,Aaron Rodgers,GB,QB,0.0,11/01/2020,Vikings,L 22 - 28,27.0,41.0,291.0,7.1,3.0,0.0,1.0,0.0,110.9,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,22.54
5,160,Adam Humphries,TEN,WR,0.0,11/01/2020,@Bengals,L 20 - 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,376,Adam Shaheen,MIA,TE,0.0,11/01/2020,Rams,W 28 - 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,400,Adam Thielen,MIN,WR,0.0,11/01/2020,@Packers,W 28 - 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,4.2
9,309,Adrian Peterson,DET,RB,0.0,11/01/2020,Colts,L 21 - 41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.4,7.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002
10,299,Albert Okwuegbunam,DEN,TE,0.0,11/01/2020,Chargers,W 31 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,7.4
12,285,Alexander Mattison,MIN,RB,0.0,11/01/2020,@Packers,W 28 - 22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
