,Unnamed: 0,Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST,2PT,RET TD,Paddy
0,25,A.J. Brown,TEN,WR,0.0,11/08/2020,Bears,W 24 - 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,101.0,25.3,40.0,1.0,0.0,0.0,0.0,0.0,18.1
2,209,Aaron Jones,GB,RB,0.0,11/06/2020,@49ers,W 34 - 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,58.0,3.9,11.0,0.0,5.0,21.0,4.2,15.0,0.0,0.0,0.0,0.0,0.0,10.4
3,329,Aaron Rodgers,GB,QB,0.0,11/06/2020,@49ers,W 34 - 17,25.0,31.0,305.0,9.8,4.0,0.0,1.0,11.0,147.2,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.900000000000002
5,381,Adam Shaheen,MIA,TE,0.0,11/08/2020,@Cardinals,W 34 - 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,402,Adam Thielen,MIN,WR,0.0,11/08/2020,Lions,W 34 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,19.0,30.0,0.0,0.0,0.0,0.0,0.0,4.800000000000001
7,391,Adam Trautman,NO,TE,0.0,11/09/2020,@Buccaneers,W 38 - 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,13.0,29.0,1.0,0.0,0.0,0.0,0.0,11.4
8,309,Adrian Peterson,DET,RB,0.0,11/08/2020,@Vikings,L 20 - 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,3.6,8.0,0.0,3.0,14.0,4.7,10.0,0.0,0.0,0.0,0.0,0.0,5.800000000000001
9,299,Albert Okwuegbunam,DEN,TE,0.0,11/08/2020,@Falcons,L 27 - 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002
10,69,Alex Collins,0,RB,0.0,11/08/2020,@Bills,L 34 - 44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
11,367,Alex Smith,WSH,QB,0.0,11/08/2020,Giants,L 20 - 23,24.0,32.0,325.0,10.2,1.0,3.0,2.0,22.0,78.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
12,283,Alexander Mattison,MIN,RB,0.0,11/08/2020,Lions,W 34 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,69.0,5.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
13,252,Alfred Morris,NYG,RB,0.0,11/08/2020,@Football Team,W 23 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,67.0,7.4,20.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,7.6000000000000005
14,332,Allen Robinson,CHI,WR,0.0,11/08/2020,@Titans,L 17 - 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,81.0,11.6,27.0,0.0,0.0,0.0,0.0,0.0,11.6
15,237,Alvin Kamara,NO,RB,0.0,11/09/2020,@Buccaneers,W 38 - 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,4.4,17.0,1.0,5.0,9.0,1.8,9.0,0.0,0.0,0.0,0.0,0.0,13.4
16,62,Amari Cooper,DAL,WR,0.0,11/08/2020,Steelers,L 19 - 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,8.0,0.0,5.0,67.0,13.4,32.0,0.0,0.0,0.0,0.0,0.0,10.0
17,15,Ameer Abdullah,MIN,RB,0.0,11/08/2020,Lions,W 34 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,8.7
19,200,Andy Isabella,ARI,WR,0.0,11/08/2020,Dolphins,L 31 - 34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0
20,129,Anthony Firkser,TEN,TE,0.0,11/08/2020,Bears,W 24 - 17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,6.3,12.0,0.0,0.0,0.0,0.0,0.0,3.4000000000000004
21,276,Anthony McFarland,PIT,RB,0.0,11/08/2020,@Cowboys,W 24 - 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.3,6.0,0.0,2.0,15.0,7.5,8.0,0.0,0.0,0.0,0.0,0.0,3.2
22,263,Anthony Miller,CHI,WR,0.0,11/08/2020,@Titans,L 17 - 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,59.0,11.8,34.0,0.0,1.0,1.0,0.0,0.0,6.4
24,28,Antonio Brown,TB,WR,0.0,11/09/2020,Saints,L 3 - 38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,10.3,15.0,0.0,0.0,0.0,0.0,0.0,4.6
25,150,Antonio Gibson,WSH,RB,0.0,11/08/2020,Giants,L 20 - 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,3.3,11.0,1.0,3.0,35.0,11.7,21.0,0.0,1.0,1.0,0.0,0.0,11.0
28,288,Austin Mack,NYG,WR,0.0,11/08/2020,@Football Team,W 23 - 20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,72.0,18.0,50.0,0.0,0.0,0.0,0.0,0.0,9.2
32,328,Ben Roethlisberger,PIT,QB,0.0,11/08/2020,@Cowboys,W 24 - 19,29.0,42.0,306.0,7.3,3.0,0.0,0.0,0.0,113.8,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.040000000000003
33,356,Benny Snell,PIT,RB,0.0,11/08/2020,@Cowboys,W 24 - 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
35,156,Blaine Gabbert,TB,QB,0.0,11/09/2020,Saints,L 3 - 38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
36,47,Blake Bell,DAL,TE,0.0,11/08/2020,Steelers,L 19 - 24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998
37,63,Brandin Cooks,HOU,WR,0.0,11/08/2020,@Jaguars,W 27 - 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,83.0,27.7,57.0,1.0,0.0,0.0,0.0,0.0,15.8
38,304,Brandon Powell,ATL,WR,0.0,11/08/2020,Broncos,W 34 - 27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,1.0,9.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,7.8
39,444,Brandon Zylstra,CAR,WR,0.0,11/08/2020,@Chiefs,L 31 - 33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,3.3000000000000003
40,44,Braxton Berrios,NYJ,WR,0.0,11/10/2020,Patriots,L 27 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1.8
41,312,Breshad Perriman,NYJ,WR,0.0,11/10/2020,Patriots,L 27 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,101.0,20.2,50.0,2.0,0.0,0.0,0.0,0.0,24.6
44,178,Brian Hill,ATL,RB,0.0,11/08/2020,Broncos,W 34 - 27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004
