,Unnamed: 0,Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST,2PT,RET TD,Paddy
2,163,A.J. Green,CIN,WR,0.0,09/27/2020,@Eagles,T 23 - 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,7.2,12.0,0.0,0.0,0.0,0.0,0.0,6.1
4,250,Aaron Jones,GB,RB,0.0,09/28/2020,@Saints,W 37 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,69.0,4.3,19.0,1.0,2.0,17.0,8.5,12.0,0.0,0.0,0.0,0.0,0.0,15.600000000000001
5,378,Aaron Rodgers,GB,QB,0.0,09/28/2020,@Saints,W 37 - 30,21.0,32.0,283.0,8.8,3.0,0.0,1.0,12.0,124.9,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52
6,194,Adam Humphries,TEN,WR,0.0,09/27/2020,@Vikings,W 31 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,10.3,23.0,0.0,0.0,0.0,0.0,0.0,6.1000000000000005
8,457,Adam Thielen,MIN,WR,0.0,09/27/2020,Titans,L 30 - 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,3.0,29.0,9.7,16.0,1.0,0.0,0.0,0.0,0.0,10.8
9,444,Adam Trautman,NO,TE,0.0,09/28/2020,Packers,L 30 - 37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,8.5,10.0,0.0,0.0,0.0,0.0,0.0,2.7
10,356,Adrian Peterson,DET,RB,0.0,09/27/2020,@Cardinals,W 26 - 23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,75.0,3.4,27.0,0.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0
14,333,Alexander Mattison,MIN,RB,0.0,09/27/2020,Titans,L 30 - 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,27.0,3.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
15,293,Allen Lazard,GB,WR,0.0,09/28/2020,@Saints,W 37 - 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,0.0,6.0,146.0,24.3,72.0,1.0,0.0,0.0,0.0,0.0,23.400000000000002
16,381,Allen Robinson,CHI,WR,0.0,09/27/2020,@Falcons,W 30 - 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,123.0,12.3,37.0,1.0,0.0,0.0,0.0,0.0,23.3
