,team,opp,game_date,week_num,home_game,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_sacked,pass_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,fumbles
0,ARI,NO,2015-09-13,1,True,19.0,32.0,59.4,307.0,3.0,0.0,0.0,9.59,25.0,120.0,4,1.0,1.0
1,ARI,CHI,2015-09-20,2,False,17.0,24.0,70.8,185.0,4.0,1.0,0.0,7.71,28.0,115.0,4,1.0,1.0
2,ARI,SF,2015-09-27,3,True,20.0,32.0,62.5,311.0,2.0,1.0,1.0,9.72,37.0,139.0,4,2.0,1.0
3,ARI,LAR,2015-10-04,4,True,29.0,46.0,63.0,352.0,1.0,1.0,4.0,7.65,21.0,113.0,5,0.0,3.0
4,ARI,DET,2015-10-11,5,False,12.0,18.0,66.7,171.0,3.0,0.0,2.0,9.5,25.0,187.0,7,3.0,0.0
5,ARI,PIT,2015-10-18,6,False,29.0,45.0,64.4,421.0,1.0,2.0,1.0,9.36,20.0,55.0,2,0.0,2.0
6,ARI,BAL,2015-10-26,7,True,20.0,29.0,69.0,275.0,2.0,0.0,2.0,9.48,28.0,150.0,5,1.0,1.0
7,ARI,CLE,2015-11-01,8,False,23.0,38.0,60.5,374.0,4.0,1.0,1.0,9.84,38.0,119.0,3,0.0,4.0
8,ARI,SEA,2015-11-15,10,False,29.0,47.0,61.7,363.0,3.0,1.0,3.0,7.72,33.0,117.0,3,1.0,2.0
9,ARI,CIN,2015-11-22,11,True,20.0,31.0,64.5,317.0,4.0,2.0,2.0,10.23,25.0,82.0,3,0.0,2.0
10,ARI,SF,2015-11-29,12,False,24.0,40.0,60.0,271.0,0.0,0.0,1.0,6.78,29.0,70.0,2,2.0,0.0
11,ARI,LAR,2015-12-06,13,False,27.0,41.0,65.9,362.0,2.0,0.0,2.0,8.83,36.0,175.0,5,1.0,1.0
12,ARI,MIN,2015-12-10,14,True,25.0,35.0,71.4,310.0,2.0,0.0,2.0,8.86,29.0,97.0,3,0.0,0.0
13,ARI,PHI,2015-12-20,15,False,20.0,33.0,60.6,274.0,1.0,0.0,2.0,8.3,39.0,230.0,6,3.0,0.0
14,ARI,GB,2015-12-27,16,True,19.0,28.0,67.9,269.0,2.0,1.0,2.0,9.61,26.0,121.0,4,1.0,1.0
15,ARI,SEA,2016-01-03,17,True,20.0,43.0,46.5,213.0,1.0,3.0,2.0,4.95,13.0,27.0,2,0.0,0.0
16,ATL,PHI,2015-09-14,1,True,23.0,34.0,67.6,298.0,2.0,2.0,1.0,8.76,35.0,105.0,3,0.0,0.0
17,ATL,NYG,2015-09-20,2,False,30.0,46.0,65.2,363.0,1.0,0.0,2.0,7.89,22.0,56.0,2,2.0,0.0
18,ATL,DAL,2015-09-27,3,False,24.0,36.0,66.7,285.0,2.0,0.0,1.0,7.92,32.0,158.0,5,3.0,0.0
19,ATL,HOU,2015-10-04,4,True,19.0,27.0,70.4,256.0,1.0,0.0,2.0,9.48,35.0,135.0,4,4.0,0.0
20,ATL,WSH,2015-10-11,5,True,24.0,42.0,57.1,254.0,0.0,2.0,3.0,6.05,32.0,176.0,5,1.0,3.0
21,ATL,NO,2015-10-15,6,False,30.0,44.0,68.2,295.0,2.0,0.0,5.0,6.7,21.0,150.0,7,1.0,4.0
22,ATL,TEN,2015-10-25,7,False,22.0,38.0,57.9,251.0,1.0,2.0,0.0,6.61,31.0,127.0,4,0.0,0.0
23,ATL,TB,2015-11-01,8,True,37.0,45.0,82.2,397.0,2.0,1.0,1.0,8.82,27.0,101.0,3,0.0,3.0
24,ATL,SF,2015-11-08,9,False,30.0,45.0,66.7,303.0,1.0,0.0,2.0,6.73,14.0,17.0,1,0.0,0.0
25,ATL,IND,2015-11-22,11,True,25.0,46.0,54.3,280.0,3.0,3.0,1.0,6.09,24.0,100.0,4,0.0,1.0
26,ATL,MIN,2015-11-29,12,True,22.0,31.0,71.0,230.0,1.0,2.0,2.0,7.42,24.0,116.0,4,0.0,2.0
27,ATL,TB,2015-12-06,13,False,30.0,45.0,66.7,269.0,1.0,1.0,3.0,5.98,18.0,64.0,3,0.0,1.0
28,ATL,CAR,2015-12-13,14,False,25.0,41.0,61.0,235.0,0.0,2.0,5.0,5.73,16.0,54.0,3,0.0,4.0
29,ATL,JAX,2015-12-20,15,False,22.0,35.0,62.9,246.0,1.0,1.0,1.0,7.03,33.0,83.0,2,1.0,0.0
30,ATL,CAR,2015-12-27,16,True,23.0,30.0,76.7,306.0,1.0,0.0,2.0,10.2,30.0,77.0,2,1.0,1.0
31,ATL,NO,2016-01-03,17,True,24.0,36.0,66.7,334.0,2.0,1.0,1.0,9.28,26.0,87.0,3,0.0,2.0
32,BAL,DEN,2015-09-13,1,False,18.0,32.0,56.2,117.0,0.0,2.0,2.0,3.66,23.0,73.0,3,0.0,0.0
33,BAL,LV,2015-09-20,2,False,32.0,45.0,71.1,384.0,2.0,1.0,0.0,8.53,25.0,109.0,4,1.0,1.0
34,BAL,CIN,2015-09-27,3,True,32.0,49.0,65.3,362.0,2.0,1.0,0.0,7.39,17.0,33.0,2,0.0,0.0
35,BAL,PIT,2015-10-01,4,False,20.0,33.0,60.6,189.0,1.0,1.0,5.0,5.73,39.0,191.0,5,1.0,3.0
36,BAL,CLE,2015-10-11,5,True,19.0,35.0,54.3,210.0,1.0,0.0,1.0,6.0,31.0,181.0,5,3.0,0.0
37,BAL,SF,2015-10-18,6,False,33.0,53.0,62.3,343.0,2.0,2.0,0.0,6.47,22.0,77.0,3,0.0,0.0
38,BAL,ARI,2015-10-26,7,False,26.0,40.0,65.0,252.0,1.0,1.0,3.0,6.3,16.0,55.0,3,1.0,1.0
39,BAL,LAC,2015-11-01,8,True,25.0,37.0,67.6,319.0,1.0,0.0,3.0,8.62,25.0,72.0,3,1.0,1.0
40,BAL,JAX,2015-11-15,10,True,34.0,45.0,75.6,316.0,3.0,2.0,1.0,7.02,21.0,89.0,4,0.0,2.0
41,BAL,LAR,2015-11-22,11,True,27.0,44.0,61.4,299.0,1.0,2.0,1.0,6.8,28.0,96.0,3,0.0,2.0
42,BAL,CLE,2015-11-30,12,False,20.0,34.0,58.8,232.0,2.0,2.0,0.0,6.82,23.0,104.0,4,0.0,0.0
43,BAL,MIA,2015-12-06,13,False,32.0,46.0,69.6,308.0,1.0,2.0,3.0,6.7,26.0,94.0,3,0.0,0.0
44,BAL,SEA,2015-12-13,14,True,23.0,40.0,57.5,274.0,0.0,1.0,1.0,6.85,14.0,28.0,2,0.0,1.0
45,BAL,KC,2015-12-20,15,True,26.0,45.0,57.8,281.0,2.0,2.0,2.0,6.24,19.0,86.0,4,0.0,1.0
46,BAL,PIT,2015-12-27,16,True,28.0,41.0,68.3,274.0,1.0,0.0,1.0,6.68,31.0,121.0,4,1.0,0.0
47,BAL,CIN,2016-01-03,17,False,30.0,56.0,53.6,292.0,1.0,2.0,1.0,5.21,21.0,59.0,3,0.0,0.0
48,BUF,IND,2015-09-13,1,True,14.0,19.0,73.7,195.0,1.0,0.0,0.0,10.26,36.0,147.0,4,2.0,2.0
49,BUF,NE,2015-09-20,2,True,23.0,30.0,76.7,242.0,3.0,3.0,8.0,8.07,27.0,160.0,6,2.0,3.0
50,BUF,MIA,2015-09-27,3,False,21.0,29.0,72.4,277.0,3.0,0.0,0.0,9.55,34.0,151.0,4,1.0,0.0
51,BUF,NYG,2015-10-04,4,True,28.0,42.0,66.7,274.0,1.0,1.0,2.0,6.52,24.0,55.0,2,0.0,2.0
