,team,opp,game_date,week_num,home_game,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_sacked,pass_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,fumbles
0,ARI,WSH,2018-09-09,1,True,20.0,34.0,58.8,153.0,0.0,1.0,2.0,4.5,15.0,68.0,4,1.0,1.0
1,ARI,LAR,2018-09-16,2,False,17.0,27.0,63.0,90.0,0.0,1.0,1.0,3.33,15.0,54.0,3,0.0,0.0
2,ARI,CHI,2018-09-23,3,True,17.0,26.0,65.4,193.0,2.0,3.0,4.0,7.42,18.0,53.0,3,0.0,2.0
3,ARI,SEA,2018-09-30,4,True,15.0,27.0,55.6,180.0,1.0,0.0,1.0,6.67,28.0,92.0,3,1.0,1.0
4,ARI,SF,2018-10-07,5,False,10.0,25.0,40.0,170.0,1.0,0.0,1.0,6.8,23.0,56.0,2,2.0,0.0
5,ARI,MIN,2018-10-14,6,False,21.0,31.0,67.7,240.0,0.0,1.0,4.0,7.74,20.0,60.0,3,1.0,1.0
6,ARI,DEN,2018-10-18,7,True,21.0,39.0,53.8,194.0,1.0,3.0,6.0,4.97,21.0,69.0,3,0.0,3.0
7,ARI,SF,2018-10-28,8,True,23.0,40.0,57.5,252.0,2.0,1.0,3.0,6.3,21.0,88.0,4,0.0,1.0
8,ARI,KC,2018-11-11,10,False,22.0,39.0,56.4,208.0,1.0,2.0,5.0,5.33,25.0,94.0,3,1.0,1.0
9,ARI,LV,2018-11-18,11,True,9.0,20.0,45.0,136.0,3.0,2.0,1.0,6.8,31.0,154.0,5,0.0,1.0
10,ARI,LAC,2018-11-25,12,False,12.0,19.0,63.2,105.0,1.0,1.0,2.0,5.53,24.0,62.0,2,0.0,1.0
11,ARI,GB,2018-12-02,13,False,11.0,26.0,42.3,149.0,0.0,0.0,2.0,5.73,29.0,182.0,6,2.0,1.0
12,ARI,DET,2018-12-09,14,True,26.0,41.0,63.4,240.0,0.0,1.0,3.0,5.85,21.0,61.0,3,0.0,2.0
13,ARI,ATL,2018-12-16,15,False,23.0,36.0,63.9,243.0,1.0,2.0,7.0,6.75,22.0,60.0,2,1.0,1.0
14,ARI,LAR,2018-12-23,16,True,18.0,31.0,58.1,182.0,1.0,0.0,4.0,5.87,18.0,104.0,5,0.0,0.0
15,ARI,SEA,2018-12-30,17,False,18.0,34.0,52.9,149.0,1.0,0.0,6.0,4.38,24.0,85.0,3,0.0,3.0
16,ATL,PHI,2018-09-06,1,False,21.0,43.0,48.8,251.0,0.0,1.0,4.0,5.84,18.0,74.0,4,1.0,1.0
17,ATL,CAR,2018-09-16,2,True,23.0,28.0,82.1,272.0,2.0,1.0,0.0,9.71,32.0,170.0,5,2.0,3.0
18,ATL,NO,2018-09-23,3,True,26.0,35.0,74.3,374.0,5.0,0.0,3.0,10.69,22.0,48.0,2,0.0,0.0
19,ATL,CIN,2018-09-30,4,True,29.0,39.0,74.4,419.0,3.0,0.0,3.0,10.74,24.0,92.0,4,1.0,0.0
20,ATL,PIT,2018-10-07,5,False,31.0,45.0,68.9,305.0,1.0,0.0,6.0,6.78,19.0,62.0,3,1.0,1.0
21,ATL,TB,2018-10-14,6,True,31.0,41.0,75.6,355.0,3.0,0.0,1.0,8.66,22.0,70.0,3,1.0,2.0
22,ATL,NYG,2018-10-22,7,True,31.0,39.0,79.5,379.0,1.0,0.0,3.0,9.72,20.0,67.0,3,1.0,1.0
23,ATL,WSH,2018-11-04,9,False,26.0,38.0,68.4,350.0,4.0,1.0,2.0,9.21,24.0,154.0,6,1.0,0.0
24,ATL,CLE,2018-11-11,10,False,38.0,52.0,73.1,330.0,2.0,0.0,2.0,6.35,19.0,71.0,3,0.0,3.0
25,ATL,DAL,2018-11-18,11,True,24.0,34.0,70.6,291.0,1.0,1.0,3.0,8.56,18.0,80.0,4,0.0,0.0
26,ATL,NO,2018-11-22,12,False,35.0,47.0,74.5,377.0,2.0,1.0,6.0,8.02,16.0,26.0,1,0.0,5.0
27,ATL,BAL,2018-12-02,13,True,16.0,27.0,59.3,131.0,1.0,0.0,3.0,4.85,15.0,34.0,2,0.0,2.0
28,ATL,GB,2018-12-09,14,False,28.0,42.0,66.7,262.0,3.0,1.0,2.0,6.24,24.0,107.0,4,0.0,2.0
29,ATL,ARI,2018-12-16,15,True,22.0,36.0,61.1,231.0,2.0,0.0,2.0,6.42,27.0,215.0,7,2.0,0.0
30,ATL,CAR,2018-12-23,16,False,15.0,26.0,57.7,239.0,3.0,0.0,1.0,9.19,21.0,194.0,8,0.0,2.0
31,ATL,TB,2018-12-30,17,False,32.0,45.0,71.1,383.0,3.0,1.0,1.0,8.51,30.0,109.0,3,1.0,0.0
32,BAL,BUF,2018-09-09,1,True,26.0,38.0,68.4,260.0,3.0,0.0,2.0,6.84,34.0,117.0,3,3.0,4.0
33,BAL,CIN,2018-09-13,2,False,32.0,55.0,58.2,376.0,2.0,2.0,4.0,6.84,22.0,66.0,3,1.0,2.0
34,BAL,DEN,2018-09-23,3,True,25.0,40.0,62.5,277.0,1.0,0.0,2.0,6.92,28.0,77.0,3,2.0,1.0
35,BAL,PIT,2018-09-30,4,False,28.0,42.0,66.7,363.0,2.0,0.0,2.0,8.64,30.0,96.0,3,0.0,1.0
36,BAL,CLE,2018-10-07,5,False,29.0,57.0,50.9,298.0,0.0,1.0,2.0,5.23,25.0,116.0,4,0.0,2.0
37,BAL,TEN,2018-10-14,6,False,25.0,37.0,67.6,238.0,1.0,1.0,0.0,6.43,35.0,123.0,3,2.0,0.0
