,team,opp,game_date,week_num,home_game,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_sacked,pass_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,fumbles
0,ARI,NWE,2016-09-11,1,True,24.0,37.0,64.9,271.0,2.0,0.0,3.0,7.32,19.0,92.0,4,1.0,1.0
1,ARI,TAM,2016-09-18,2,True,18.0,34.0,52.9,315.0,3.0,0.0,1.0,9.26,30.0,105.0,3,1.0,0.0
2,ARI,BUF,2016-09-25,3,False,26.0,50.0,52.0,287.0,0.0,4.0,5.0,5.74,21.0,88.0,4,2.0,2.0
3,ARI,LAR,2016-10-02,4,True,27.0,47.0,57.4,325.0,1.0,3.0,3.0,6.91,25.0,118.0,4,0.0,2.0
4,ARI,SFO,2016-10-06,5,False,11.0,28.0,39.3,124.0,2.0,0.0,1.0,4.43,37.0,172.0,4,2.0,2.0
5,ARI,NYJ,2016-10-17,6,True,24.0,35.0,68.6,225.0,1.0,0.0,0.0,6.43,35.0,171.0,5,3.0,3.0
6,ARI,SEA,2016-10-23,7,True,29.0,49.0,59.2,342.0,0.0,0.0,4.0,6.98,37.0,132.0,3,0.0,1.0
7,ARI,CAR,2016-10-30,8,False,35.0,46.0,76.1,363.0,3.0,1.0,8.0,7.89,10.0,24.0,2,0.0,2.0
8,ARI,SFO,2016-11-13,10,True,30.0,49.0,61.2,376.0,1.0,2.0,2.0,7.67,23.0,80.0,3,1.0,2.0
9,ARI,MIN,2016-11-20,11,False,20.0,38.0,52.6,198.0,2.0,2.0,4.0,5.21,28.0,135.0,4,1.0,1.0
10,ARI,ATL,2016-11-27,12,False,25.0,45.0,55.6,289.0,2.0,1.0,2.0,6.42,14.0,58.0,4,0.0,1.0
11,ARI,WAS,2016-12-04,13,True,30.0,46.0,65.2,300.0,3.0,0.0,2.0,6.52,24.0,88.0,3,1.0,1.0
12,ARI,MIA,2016-12-11,14,False,18.0,33.0,54.5,145.0,2.0,2.0,3.0,4.39,27.0,175.0,6,1.0,4.0
13,ARI,NOR,2016-12-18,15,True,28.0,40.0,70.0,318.0,2.0,0.0,1.0,7.95,15.0,116.0,7,3.0,2.0
14,ARI,SEA,2016-12-24,16,False,16.0,27.0,59.3,284.0,1.0,0.0,1.0,10.52,29.0,94.0,3,3.0,1.0
15,ARI,LAR,2017-01-01,17,False,22.0,42.0,52.4,263.0,3.0,2.0,1.0,6.26,24.0,84.0,3,1.0,0.0
16,ATL,TAM,2016-09-11,1,True,27.0,39.0,69.2,334.0,2.0,0.0,3.0,8.56,22.0,52.0,2,0.0,0.0
17,ATL,OAK,2016-09-18,2,False,26.0,34.0,76.5,396.0,3.0,1.0,1.0,11.65,29.0,139.0,4,1.0,0.0
18,ATL,NOR,2016-09-26,3,False,20.0,30.0,66.7,240.0,2.0,0.0,2.0,8.0,31.0,217.0,7,3.0,0.0
19,ATL,CAR,2016-10-02,4,True,28.0,37.0,75.7,503.0,4.0,1.0,3.0,13.59,25.0,90.0,3,1.0,0.0
20,ATL,DEN,2016-10-09,5,False,15.0,28.0,53.6,267.0,1.0,0.0,2.0,9.54,32.0,122.0,4,1.0,1.0
21,ATL,SEA,2016-10-16,6,False,27.0,42.0,64.3,335.0,3.0,1.0,4.0,7.98,18.0,52.0,3,0.0,1.0
22,ATL,SDG,2016-10-23,7,True,22.0,34.0,64.7,273.0,1.0,1.0,3.0,8.03,26.0,130.0,5,1.0,0.0
23,ATL,GNB,2016-10-30,8,True,28.0,35.0,80.0,288.0,3.0,0.0,2.0,8.23,19.0,90.0,4,1.0,0.0
24,ATL,TAM,2016-11-03,9,False,25.0,34.0,73.5,344.0,4.0,0.0,2.0,10.12,34.0,136.0,4,1.0,2.0
25,ATL,PHI,2016-11-13,10,False,18.0,33.0,54.5,267.0,1.0,1.0,2.0,8.09,13.0,48.0,3,0.0,0.0
26,ATL,ARI,2016-11-27,12,True,26.0,34.0,76.5,269.0,2.0,1.0,3.0,7.91,30.0,116.0,4,3.0,0.0
27,ATL,KAN,2016-12-04,13,True,22.0,34.0,64.7,297.0,1.0,1.0,2.0,8.74,30.0,128.0,4,2.0,0.0
28,ATL,LAR,2016-12-11,14,False,18.0,30.0,60.0,237.0,3.0,0.0,2.0,7.9,25.0,66.0,2,1.0,0.0
29,ATL,SFO,2016-12-18,15,True,18.0,24.0,75.0,302.0,2.0,0.0,1.0,12.58,41.0,248.0,6,3.0,2.0
30,ATL,CAR,2016-12-24,16,False,27.0,33.0,81.8,277.0,2.0,0.0,4.0,8.39,24.0,152.0,6,1.0,1.0
31,ATL,NOR,2017-01-01,17,True,27.0,36.0,75.0,331.0,4.0,0.0,1.0,9.19,22.0,142.0,6,1.0,0.0
32,BAL,BUF,2016-09-11,1,True,22.0,33.0,66.7,258.0,1.0,0.0,4.0,7.82,28.0,83.0,3,0.0,1.0
33,BAL,CLE,2016-09-18,2,False,25.0,45.0,55.6,302.0,2.0,2.0,0.0,6.71,26.0,80.0,3,0.0,0.0
34,BAL,JAX,2016-09-25,3,False,29.0,40.0,72.5,214.0,0.0,2.0,2.0,5.35,22.0,84.0,4,1.0,1.0
35,BAL,OAK,2016-10-02,4,True,32.0,52.0,61.5,298.0,1.0,0.0,2.0,5.73,26.0,130.0,5,2.0,2.0
36,BAL,WAS,2016-10-09,5,True,30.0,47.0,63.8,210.0,1.0,0.0,3.0,4.47,19.0,118.0,6,0.0,0.0
37,BAL,NYG,2016-10-16,6,False,26.0,48.0,54.2,307.0,0.0,0.0,2.0,6.4,26.0,98.0,4,2.0,0.0
38,BAL,NYJ,2016-10-23,7,False,25.0,44.0,56.8,248.0,0.0,2.0,2.0,5.64,11.0,11.0,1,0.0,0.0
39,BAL,PIT,2016-11-06,9,True,19.0,31.0,61.3,250.0,1.0,1.0,3.0,8.06,29.0,50.0,2,0.0,2.0
40,BAL,CLE,2016-11-10,10,True,30.0,41.0,73.2,296.0,3.0,2.0,2.0,7.22,34.0,119.0,3,0.0,0.0
41,BAL,DAL,2016-11-20,11,False,23.0,35.0,65.7,269.0,1.0,0.0,1.0,7.69,16.0,101.0,6,1.0,1.0
42,BAL,CIN,2016-11-27,12,True,25.0,36.0,69.4,234.0,1.0,1.0,2.0,6.5,29.0,115.0,4,0.0,0.0
43,BAL,MIA,2016-12-04,13,True,37.0,50.0,74.0,386.0,4.0,1.0,0.0,7.72,20.0,110.0,5,1.0,1.0
44,BAL,NWE,2016-12-12,14,False,37.0,52.0,71.2,324.0,2.0,1.0,2.0,6.23,14.0,42.0,3,0.0,0.0
45,BAL,PHI,2016-12-18,15,True,16.0,30.0,53.3,206.0,2.0,1.0,3.0,6.87,24.0,151.0,6,1.0,2.0
46,BAL,PIT,2016-12-25,16,False,30.0,44.0,68.2,262.0,1.0,1.0,2.0,5.95,25.0,122.0,5,1.0,1.0
47,BAL,CIN,2017-01-01,17,False,33.0,51.0,64.7,279.0,0.0,2.0,3.0,5.47,16.0,72.0,4,1.0,0.0
48,BUF,BAL,2016-09-11,1,False,15.0,22.0,68.2,111.0,0.0,0.0,2.0,5.05,24.0,65.0,2,1.0,0.0
49,BUF,NYJ,2016-09-15,2,True,19.0,31.0,61.3,307.0,3.0,1.0,0.0,9.9,19.0,86.0,4,0.0,1.0
50,BUF,ARI,2016-09-25,3,True,14.0,25.0,56.0,119.0,0.0,1.0,4.0,4.76,32.0,208.0,6,3.0,3.0
51,BUF,NWE,2016-10-02,4,False,27.0,39.0,69.2,246.0,1.0,0.0,2.0,6.31,32.0,134.0,4,0.0,0.0
52,BUF,LAR,2016-10-09,5,False,12.0,23.0,52.2,124.0,2.0,0.0,2.0,5.39,27.0,193.0,7,1.0,0.0
53,BUF,SFO,2016-10-16,6,True,16.0,27.0,59.3,179.0,2.0,0.0,3.0,6.63,44.0,313.0,7,4.0,3.0
54,BUF,MIA,2016-10-23,7,False,14.0,28.0,50.0,221.0,1.0,0.0,4.0,7.89,22.0,67.0,3,2.0,0.0
55,BUF,NWE,2016-10-30,8,True,20.0,40.0,50.0,218.0,0.0,0.0,2.0,5.45,25.0,151.0,6,3.0,1.0
56,BUF,SEA,2016-11-07,9,False,27.0,39.0,69.2,289.0,1.0,1.0,5.0,7.41,38.0,162.0,4,2.0,0.0
57,BUF,CIN,2016-11-20,11,False,19.0,27.0,70.4,166.0,0.0,1.0,2.0,6.15,34.0,183.0,5,1.0,1.0
58,BUF,JAX,2016-11-27,12,True,12.0,18.0,66.7,166.0,1.0,0.0,5.0,9.22,29.0,153.0,5,3.0,0.0
59,BUF,OAK,2016-12-04,13,False,18.0,35.0,51.4,191.0,0.0,1.0,4.0,5.46,30.0,212.0,7,3.0,1.0
60,BUF,PIT,2016-12-11,14,True,15.0,25.0,60.0,228.0,2.0,1.0,5.0,9.12,18.0,67.0,3,1.0,0.0
61,BUF,CLE,2016-12-18,15,True,17.0,25.0,68.0,174.0,1.0,0.0,1.0,6.96,40.0,280.0,7,3.0,0.0
62,BUF,MIA,2016-12-24,16,True,26.0,39.0,66.7,329.0,3.0,0.0,2.0,8.44,49.0,272.0,5,1.0,1.0
63,BUF,NYJ,2017-01-01,17,False,15.0,31.0,48.4,182.0,0.0,1.0,3.0,5.87,28.0,68.0,2,1.0,2.0
64,CAR,DEN,2016-09-08,1,False,18.0,33.0,54.5,194.0,1.0,1.0,3.0,5.88,32.0,157.0,5,1.0,0.0
65,CAR,SFO,2016-09-18,2,True,24.0,40.0,60.0,353.0,4.0,1.0,1.0,8.82,37.0,176.0,5,0.0,3.0
66,CAR,MIN,2016-09-25,3,True,22.0,36.0,61.1,265.0,0.0,3.0,8.0,7.36,28.0,105.0,4,1.0,0.0
67,CAR,ATL,2016-10-02,4,False,31.0,48.0,64.6,337.0,3.0,2.0,1.0,7.02,15.0,49.0,3,0.0,0.0
68,CAR,TAM,2016-10-10,5,True,18.0,28.0,64.3,278.0,0.0,2.0,0.0,9.93,25.0,136.0,5,2.0,2.0
69,CAR,NOR,2016-10-16,6,False,27.0,47.0,57.4,322.0,2.0,1.0,2.0,6.85,27.0,103.0,4,3.0,1.0
70,CAR,ARI,2016-10-30,8,True,14.0,27.0,51.9,212.0,0.0,0.0,1.0,7.85,36.0,141.0,4,2.0,1.0
71,CAR,LAR,2016-11-06,9,False,20.0,32.0,62.5,225.0,1.0,0.0,5.0,7.03,25.0,59.0,2,0.0,0.0
72,CAR,KAN,2016-11-13,10,True,23.0,38.0,60.5,261.0,1.0,1.0,2.0,6.87,29.0,99.0,3,1.0,1.0
73,CAR,NOR,2016-11-17,11,True,14.0,33.0,42.4,192.0,1.0,0.0,2.0,5.82,27.0,50.0,2,1.0,1.0
74,CAR,OAK,2016-11-27,12,False,14.0,29.0,48.3,246.0,2.0,1.0,2.0,8.48,25.0,129.0,5,3.0,2.0
75,CAR,SEA,2016-12-04,13,False,14.0,33.0,42.4,182.0,1.0,1.0,0.0,5.52,21.0,89.0,4,0.0,1.0
76,CAR,SDG,2016-12-11,14,True,10.0,27.0,37.0,160.0,1.0,1.0,2.0,5.93,38.0,126.0,3,1.0,0.0
77,CAR,WAS,2016-12-19,15,False,21.0,37.0,56.8,300.0,2.0,0.0,2.0,8.11,33.0,148.0,4,0.0,1.0
78,CAR,ATL,2016-12-24,16,True,18.0,43.0,41.9,198.0,1.0,2.0,2.0,4.6,23.0,119.0,5,0.0,0.0
79,CAR,TAM,2017-01-01,17,False,18.0,32.0,56.2,237.0,1.0,3.0,3.0,7.41,32.0,128.0,4,1.0,0.0
80,CHI,HOU,2016-09-11,1,False,16.0,29.0,55.2,216.0,1.0,1.0,5.0,7.45,20.0,73.0,3,1.0,2.0
81,CHI,PHI,2016-09-19,2,True,21.0,29.0,72.4,235.0,0.0,1.0,3.0,8.1,18.0,64.0,3,1.0,2.0
82,CHI,DAL,2016-09-25,3,False,30.0,49.0,61.2,317.0,2.0,0.0,1.0,6.47,14.0,78.0,5,0.0,4.0
83,CHI,DET,2016-10-02,4,True,28.0,36.0,77.8,302.0,2.0,0.0,2.0,8.39,29.0,114.0,4,0.0,0.0
84,CHI,IND,2016-10-09,5,False,33.0,43.0,76.7,397.0,2.0,0.0,0.0,9.23,19.0,125.0,6,0.0,3.0
85,CHI,JAX,2016-10-16,6,True,30.0,49.0,61.2,302.0,0.0,0.0,1.0,6.16,27.0,92.0,3,1.0,1.0
86,CHI,GNB,2016-10-20,7,False,10.0,26.0,38.5,130.0,0.0,2.0,1.0,5.0,18.0,69.0,3,0.0,0.0
87,CHI,MIN,2016-10-31,8,True,20.0,31.0,64.5,252.0,1.0,0.0,1.0,8.13,29.0,158.0,5,1.0,0.0
88,CHI,TAM,2016-11-13,10,False,16.0,30.0,53.3,182.0,1.0,2.0,4.0,6.07,20.0,122.0,6,0.0,3.0
89,CHI,NYG,2016-11-20,11,False,17.0,30.0,56.7,252.0,1.0,1.0,4.0,8.4,25.0,93.0,3,1.0,2.0
90,CHI,TEN,2016-11-27,12,True,28.0,54.0,51.9,316.0,3.0,2.0,0.0,5.85,22.0,95.0,4,0.0,1.0
91,CHI,SFO,2016-12-04,13,True,11.0,18.0,61.1,192.0,0.0,0.0,1.0,10.67,40.0,142.0,3,3.0,2.0
92,CHI,DET,2016-12-11,14,False,20.0,32.0,62.5,212.0,1.0,0.0,1.0,6.62,17.0,92.0,5,0.0,0.0
93,CHI,GNB,2016-12-18,15,True,30.0,43.0,69.8,362.0,2.0,3.0,1.0,8.42,19.0,95.0,5,1.0,1.0
94,CHI,WAS,2016-12-24,16,True,24.0,40.0,60.0,323.0,2.0,5.0,1.0,8.07,25.0,138.0,5,1.0,0.0
95,CHI,MIN,2017-01-01,17,False,13.0,20.0,65.0,149.0,1.0,2.0,2.0,7.45,37.0,183.0,5,0.0,4.0
96,CIN,NYJ,2016-09-11,1,False,23.0,30.0,76.7,366.0,1.0,1.0,7.0,12.2,19.0,57.0,3,1.0,0.0
97,CIN,PIT,2016-09-18,2,False,31.0,54.0,57.4,366.0,1.0,0.0,1.0,6.78,18.0,46.0,2,0.0,2.0
98,CIN,DEN,2016-09-25,3,True,21.0,31.0,67.7,206.0,0.0,1.0,4.0,6.65,29.0,143.0,5,2.0,0.0
99,CIN,MIA,2016-09-29,4,True,22.0,31.0,71.0,296.0,1.0,0.0,1.0,9.55,37.0,77.0,2,0.0,2.0
100,CIN,DAL,2016-10-09,5,False,29.0,41.0,70.7,269.0,2.0,0.0,4.0,6.56,19.0,96.0,5,0.0,0.0
101,CIN,NWE,2016-10-16,6,False,21.0,31.0,67.7,254.0,1.0,0.0,2.0,8.19,32.0,120.0,4,1.0,0.0
102,CIN,CLE,2016-10-23,7,True,19.0,28.0,67.9,308.0,2.0,0.0,3.0,11.0,30.0,271.0,8,2.0,1.0
103,CIN,WAS,2016-10-30,8,True,27.0,42.0,64.3,284.0,1.0,1.0,3.0,6.76,36.0,152.0,4,3.0,1.0
104,CIN,NYG,2016-11-14,10,False,16.0,29.0,55.2,204.0,1.0,1.0,3.0,7.03,23.0,78.0,3,1.0,0.0
