,team,opp,game_date,week_num,home_game,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_sacked,pass_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,fumbles
0,ARI,DET,2017-09-10,1,False,29.0,41.0,70.7,292.0,4.0,1.0,1.0,7.12,26.0,72.0,3,0.0,0.0
1,ARI,IND,2017-09-17,2,False,20.0,37.0,54.1,216.0,0.0,1.0,4.0,5.84,29.0,76.0,2,1.0,2.0
2,ARI,DAL,2017-09-25,3,True,13.0,18.0,72.2,183.0,2.0,0.0,1.0,10.17,26.0,99.0,4,2.0,0.0
3,ARI,SF,2017-10-01,4,True,24.0,49.0,49.0,234.0,0.0,1.0,3.0,4.78,27.0,95.0,3,0.0,1.0
4,ARI,PHI,2017-10-08,5,False,21.0,30.0,70.0,304.0,4.0,1.0,1.0,10.13,33.0,122.0,3,0.0,0.0
5,ARI,TB,2017-10-15,6,True,27.0,42.0,64.3,351.0,3.0,2.0,2.0,8.36,21.0,68.0,3,1.0,0.0
6,ARI,LAR,2017-10-22,7,False,22.0,37.0,59.5,235.0,1.0,1.0,1.0,6.35,40.0,197.0,5,2.0,0.0
7,ARI,SF,2017-11-05,9,False,24.0,51.0,47.1,294.0,0.0,1.0,5.0,5.76,17.0,63.0,3,1.0,1.0
8,ARI,SEA,2017-11-09,10,True,22.0,32.0,68.8,238.0,2.0,0.0,5.0,7.44,23.0,75.0,3,0.0,1.0
9,ARI,HOU,2017-11-19,11,False,22.0,32.0,68.8,230.0,2.0,1.0,1.0,7.19,34.0,134.0,4,2.0,4.0
10,ARI,JAX,2017-11-26,12,True,19.0,33.0,57.6,160.0,0.0,1.0,3.0,4.85,22.0,91.0,4,2.0,3.0
11,ARI,LAR,2017-12-03,13,True,21.0,31.0,67.7,220.0,2.0,1.0,1.0,7.1,24.0,90.0,3,0.0,1.0
12,ARI,TEN,2017-12-10,14,True,16.0,31.0,51.6,159.0,0.0,2.0,3.0,5.13,22.0,65.0,3,1.0,0.0
13,ARI,WSH,2017-12-17,15,False,18.0,26.0,69.2,196.0,2.0,0.0,1.0,7.54,20.0,31.0,1,0.0,1.0
14,ARI,NYG,2017-12-24,16,True,27.0,45.0,60.0,263.0,0.0,2.0,2.0,5.84,20.0,43.0,2,0.0,2.0
15,ARI,SEA,2017-12-31,17,False,18.0,29.0,62.1,221.0,2.0,0.0,3.0,7.62,22.0,101.0,4,0.0,2.0
16,ATL,CHI,2017-09-10,1,False,26.0,40.0,65.0,213.0,1.0,0.0,4.0,5.33,19.0,125.0,6,1.0,2.0
17,ATL,GB,2017-09-17,2,True,33.0,50.0,66.0,343.0,2.0,1.0,3.0,6.86,5.0,24.0,3,0.0,1.0
18,ATL,DET,2017-09-24,3,False,25.0,45.0,55.6,264.0,1.0,0.0,2.0,5.87,19.0,71.0,3,0.0,0.0
19,ATL,BUF,2017-10-01,4,True,12.0,20.0,60.0,182.0,1.0,0.0,3.0,9.1,36.0,117.0,3,0.0,1.0
20,ATL,MIA,2017-10-15,6,True,19.0,33.0,57.6,151.0,2.0,1.0,0.0,4.58,31.0,138.0,4,0.0,0.0
21,ATL,NE,2017-10-22,7,False,21.0,29.0,72.4,249.0,2.0,0.0,2.0,8.59,36.0,162.0,4,0.0,1.0
22,ATL,NYJ,2017-10-29,8,False,26.0,33.0,78.8,257.0,2.0,0.0,3.0,7.79,21.0,43.0,2,0.0,3.0
