,Name,Team,Position,Salary
404,Christian McCaffrey,CAR,RB,10000.0
267,Derrick Henry,TEN,RB,9500.0
461,Patrick Mahomes II,KC,QB,9200.0
392,Dalvin Cook,MIN,RB,9200.0
345,Davante Adams,GB,WR,9100.0
318,Alvin Kamara,NO,RB,9000.0
264,Ezekiel Elliott,DAL,RB,8900.0
112,Russell Wilson,SEA,QB,8700.0
179,Michael Thomas,NO,WR,8600.0
286,Aaron Jones,GB,RB,8500.0
210,Mike Davis,CAR,RB,8400.0
583,Calvin Ridley,ATL,WR,8400.0
641,Aaron Rodgers,GB,QB,8400.0
531,Lamar Jackson,BAL,QB,8300.0
92,Julio Jones,ATL,WR,8300.0
334,Kareem Hunt,CLE,RB,8200.0
513,Josh Allen,BUF,QB,8200.0
386,Tyreek Hill,KC,WR,8100.0
383,Nick Chubb,CLE,RB,8000.0
621,Matt Ryan,ATL,QB,8000.0
242,Travis Kelce,KC,TE,7900.0
715,Miles Sanders,PHI,RB,7900.0
736,D.K. Metcalf,SEA,WR,7800.0
731,Josh Jacobs,LV,RB,7800.0
610,Tom Brady,TB,QB,7700.0
273,George Kittle,SF,TE,7700.0
272,Adam Thielen,MIN,WR,7700.0
647,Justin Herbert,LAC,QB,7700.0
421,Chris Godwin,TB,WR,7600.0
538,Joe Burrow,CIN,QB,7600.0
394,Kenny Golladay,DET,WR,7600.0
571,Chris Carson,SEA,RB,7600.0
611,Drew Brees,NO,QB,7600.0
672,Carson Wentz,PHI,QB,7500.0
780,Clyde Edwards-Helaire,KC,RB,7500.0
733,A.J. Brown,TEN,WR,7500.0
110,Ryan Tannehill,TEN,QB,7500.0
216,Amari Cooper,DAL,WR,7500.0
90,Cam Newton,NE,QB,7400.0
188,Keenan Allen,LAC,WR,7400.0
365,Joe Mixon,CIN,RB,7400.0
751,Cooper Kupp,LAR,WR,7300.0
344,Derek Carr,LV,QB,7300.0
256,Jared Goff,LAR,QB,7300.0
803,Jonathan Taylor,IND,RB,7300.0
243,Teddy Bridgewater,CAR,QB,7300.0
624,Matthew Stafford,DET,QB,7200.0
152,Tyler Lockett,SEA,WR,7200.0
303,Baker Mayfield,CLE,QB,7200.0
137,Stefon Diggs,BUF,WR,7100.0
619,Ben Roethlisberger,PIT,QB,7100.0
236,Mike Evans,TB,WR,7100.0
209,Todd Gurley II,ATL,RB,7100.0
117,Kirk Cousins,MIN,QB,7100.0
199,Robert Woods,LAR,WR,7000.0
569,Drew Lock,DEN,QB,7000.0
527,D.J. Moore,CAR,WR,7000.0
364,Mark Andrews,BAL,TE,7000.0
341,Jamaal Williams,GB,RB,7000.0
749,Philip Rivers,IND,QB,6900.0
290,James Conner,PIT,RB,6900.0
546,Daniel Jones,NYG,QB,6900.0
180,Allen Robinson II,CHI,WR,6800.0
136,Darren Waller,LV,TE,6800.0
807,Tua Tagovailoa,MIA,QB,6800.0
95,Andy Dalton,DAL,QB,6800.0
323,Boston Scott,PHI,RB,6800.0
114,Nick Foles,CHI,QB,6700.0
184,Melvin Gordon III,DEN,RB,6700.0
221,Odell Beckham Jr.,CLE,WR,6700.0
147,Robby Anderson,CAR,WR,6600.0
779,Justin Jefferson,MIN,WR,6600.0
397,Jimmy Garoppolo,SF,QB,6600.0
484,Jarrett Stidham,NE,QB,6500.0
431,JuJu Smith-Schuster,PIT,WR,6500.0
182,Raheem Mostert,SF,RB,6500.0
732,Alexander Mattison,MIN,RB,6500.0
756,Austin Ekeler,LAC,RB,6500.0
748,Brian Hoyer,NE,QB,6500.0
552,Sam Darnold,NYJ,QB,6500.0
542,Ben DiNucci,DAL,QB,6500.0
743,Ryan Fitzpatrick,MIA,QB,6400.0
289,Tyler Boyd,CIN,WR,6400.0
260,Mitchell Trubisky,CHI,QB,6400.0
231,Garrett Gilbert,DAL,QB,6400.0
102,Tyrod Taylor,LAC,QB,6300.0
553,Ronald Jones II,TB,RB,6300.0
132,Jamison Crowder,NYJ,WR,6300.0
465,Travis Fulgham,PHI,WR,6300.0
628,Joe Flacco,NYJ,QB,6300.0
811,D'Andre Swift,DET,RB,6300.0
563,Darius Slayton,NYG,WR,6200.0
304,Nick Mullens,SF,QB,6200.0
419,Jeff Wilson Jr.,SF,RB,6200.0
166,C.J. Beathard,SF,QB,6200.0
620,Diontae Johnson,PIT,WR,6200.0
354,Jonnu Smith,TEN,TE,6100.0
656,Jalen Hurts,PHI,QB,6100.0
244,DeVante Parker,MIA,WR,6100.0
197,Matt Barkley,BUF,QB,6100.0
670,Darrell Henderson,LAR,RB,6100.0
206,Jeff Driskel,DEN,QB,6100.0
493,Brett Rypien,DEN,QB,6100.0
172,Trevor Siemian,TEN,QB,6000.0
1,Easton Stick,LAC,QB,6000.0
150,Geno Smith,SEA,QB,6000.0
707,T.J. Hockenson,DET,TE,6000.0
30,Emmanuel Sanders,NO,WR,6000.0
348,Ryan Finley,CIN,QB,6000.0
28,Colt McCoy,NYG,QB,6000.0
165,Nate Sudfeld,PHI,QB,6000.0
804,Tee Higgins,CIN,WR,6000.0
171,Le'Veon Bell,KC,RB,6000.0
712,Anthony Gordon,SEA,QB,6000.0
193,Marcus Mariota,LV,QB,6000.0
227,Dak Prescott,DAL,QB,6000.0
266,Kurt Benkert,ATL,QB,6000.0
265,Danny Etling,SEA,QB,6000.0
495,J'mar Smith,NE,QB,6000.0
626,Matt Schaub,ATL,QB,6000.0
654,Jacob Eason,IND,QB,6000.0
252,Blake Bortles,DEN,QB,6000.0
248,Ryan Griffin,TB,QB,6000.0
660,Shea Patterson,KC,QB,6000.0
246,Paxton Lynch,PIT,QB,6000.0
661,Darius Bradwell,LAC,QB,6000.0
16,Jake Dolegala,NE,QB,6000.0
436,John Wolford,LAR,QB,6000.0
669,Tyler Huntley,BAL,QB,6000.0
812,Jake Fromm,BUF,QB,6000.0
194,Sean Mannion,MIN,QB,6000.0
326,David Fales,NYJ,QB,6000.0
332,Cooper Rush,NYG,QB,6000.0
219,Brandon Allen,CIN,QB,6000.0
214,Tyler Bray,CHI,QB,6000.0
213,Nathan Peterman,LV,QB,6000.0
490,Kendall Hinton,DEN,QB,6000.0
497,James Morgan,NYJ,QB,6000.0
359,Manny Wilkins,GB,QB,6000.0
205,Jacoby Brissett,IND,QB,6000.0
335,Logan Woodside,TEN,QB,6000.0
202,Zach Ertz,PHI,TE,6000.0
442,Trace McSorley,BAL,QB,6000.0
274,Davis Webb,BUF,QB,6000.0
357,Will Grier,CAR,QB,6000.0
399,Jerick McKinnon,SF,RB,6000.0
566,Josh Love,LAR,QB,6000.0
631,Josh McCown,PHI,QB,6000.0
508,Tommy Stevens,NO,QB,6000.0
514,Josh Rosen,TB,QB,6000.0
129,Chad Kelly,IND,QB,6000.0
71,Broc Rutter,SF,QB,6000.0
506,Josh Thomas,BUF,QB,6000.0
287,Tim Boyle,GB,QB,6000.0
82,Case Cookus,NYG,QB,6000.0
387,Mason Rudolph,PIT,QB,6000.0
126,Alex Tanney,NYG,QB,6000.0
766,Kyle Lauletta,CLE,QB,6000.0
124,Case Keenum,CLE,QB,6000.0
642,Jordan Love,GB,QB,6000.0
479,Jake Browning,MIN,QB,6000.0
109,Robert Griffin III,BAL,QB,6000.0
797,Chase Daniel,DET,QB,6000.0
62,Reid Sinnett,MIA,QB,6000.0
799,Jordan Ta'amu,KC,QB,6000.0
301,Phillip Lindsay,DEN,RB,6000.0
68,Kevin Davidson,CLE,QB,6000.0
738,Chase Claypool,PIT,WR,6000.0
476,Bryce Perkins,LAR,QB,6000.0
504,Riley Neal,DEN,QB,6000.0
632,Matt Moore,KC,QB,6000.0
284,Joshua Dobbs,PIT,QB,6000.0
371,David Blough,DET,QB,6000.0
788,CeeDee Lamb,DAL,WR,6000.0
308,Phillip Walker,CAR,QB,6000.0
93,Blaine Gabbert,TB,QB,6000.0
727,Cole McDonald,TEN,QB,6000.0
462,DeShone Kizer,LV,QB,6000.0
643,Khalil Tate,PHI,QB,6000.0
826,Devlin Hodges,PIT,QB,6000.0
79,Jalen Morton,GB,QB,6000.0
591,Brian Lewerke,NE,QB,6000.0
555,Kyle Shurmur,KC,QB,6000.0
407,Clayton Thorson,NYG,QB,6000.0
134,Jameis Winston,NO,QB,6000.0
518,Travis Jonsen,TB,QB,6000.0
745,Chad Henne,KC,QB,6000.0
813,Joshua Kelley,LAC,RB,5900.0
377,Leonard Fournette,TB,RB,5900.0
568,Hayden Hurst,ATL,TE,5900.0
781,Brandon Aiyuk,SF,WR,5900.0
140,Giovani Bernard,CIN,RB,5900.0
762,Robert Tonyan,GB,TE,5900.0
277,Mike Williams,LAC,WR,5900.0
789,Marquise Brown,BAL,WR,5900.0
744,Jared Cook,NO,TE,5800.0
222,Jarvis Landry,CLE,WR,5800.0
741,David Montgomery,CHI,RB,5800.0
91,A.J. Green,CIN,WR,5800.0
409,Justin Jackson,LAC,RB,5800.0
432,Deebo Samuel,SF,WR,5800.0
353,Tyler Higbee,LAR,TE,5700.0
706,Noah Fant,DEN,TE,5700.0
285,Greg Ward,PHI,WR,5700.0
747,Julian Edelman,NE,WR,5700.0
483,Myles Gaskin,MIA,RB,5700.0
805,Henry Ruggs III,LV,WR,5700.0
683,Devin Singletary,BUF,RB,5700.0
618,JaMycal Hasty,SF,RB,5600.0
496,Scotty Miller,TB,WR,5600.0
94,Mark Ingram II,BAL,RB,5600.0
292,Hunter Henry,LAC,TE,5600.0
25,Rob Gronkowski,TB,TE,5600.0
398,John Brown,BUF,WR,5600.0
825,Jalen Reagor,PHI,WR,5600.0
311,Evan Engram,NYG,TE,5600.0
666,Michael Gallup,DAL,WR,5600.0
806,Jerry Jeudy,DEN,WR,5600.0
115,T.Y. Hilton,IND,WR,5500.0
765,Dallas Goedert,PHI,TE,5500.0
135,Devonta Freeman,NYG,RB,5500.0
585,Damien Harris,NE,RB,5500.0
160,Sterling Shepard,NYG,WR,5500.0
441,Mike Gesicki,MIA,TE,5500.0
118,Marvin Jones Jr.,DET,WR,5500.0
342,Rashard Higgins,CLE,WR,5500.0
26,Golden Tate,NYG,WR,5500.0
276,Wayne Gallman,NYG,RB,5400.0
694,Mecole Hardman,KC,WR,5400.0
455,Tim Patrick,DEN,WR,5400.0
627,Adrian Peterson,DET,RB,5400.0
372,Curtis Samuel,CAR,WR,5400.0
668,Zack Moss,BUF,RB,5400.0
31,Jimmy Graham,CHI,TE,5400.0
338,Corey Davis,TEN,WR,5400.0
255,Demarcus Robinson,KC,WR,5300.0
207,Trey Burton,IND,TE,5300.0
186,James White,NE,RB,5300.0
190,Richard Rodgers,PHI,TE,5300.0
458,Tre'Quan Smith,NO,WR,5300.0
130,Sammy Watkins,KC,WR,5300.0
698,Lamical Perine,NYJ,RB,5300.0
