,Name,Team,Position,Salary
120,Cole Beasley,BUF,WR,5300.0
376,Russell Gage,ATL,WR,5300.0
787,John Hightower,PHI,WR,5300.0
403,Dalton Schultz,DAL,TE,5200.0
291,Corey Clement,PHI,RB,5200.0
524,Preston Williams,MIA,WR,5200.0
157,Rex Burkhead,NE,RB,5200.0
279,Austin Hooper,CLE,TE,5200.0
381,Zach Pascal,IND,WR,5200.0
810,Donovan Peoples-Jones,CLE,WR,5200.0
662,Darnell Mooney,CHI,WR,5200.0
391,Brian Hill,ATL,RB,5200.0
637,Tyler Johnson,TB,WR,5200.0
233,Malcolm Brown,LAR,RB,5200.0
253,Latavius Murray,NO,RB,5100.0
687,Benny Snell Jr.,PIT,RB,5100.0
288,Marquez Valdes-Scantling,GB,WR,5100.0
430,Royce Freeman,DEN,RB,5100.0
468,Hunter Renfrow,LV,WR,5100.0
645,N'Keal Harry,NE,WR,5100.0
601,Jalen Guyton,LAC,WR,5100.0
314,Anthony Miller,CHI,WR,5100.0
139,Eric Ebron,PIT,TE,5100.0
796,J.K. Dobbins,BAL,RB,5100.0
629,DeSean Jackson,PHI,WR,5000.0
634,Frank Gore,NYJ,RB,5000.0
414,David Njoku,CLE,TE,5000.0
251,Breshad Perriman,NYJ,WR,5000.0
540,Tae Crowder,NYG,RB,5000.0
385,Sony Michel,NE,RB,5000.0
768,Trenton Cannon,CAR,RB,5000.0
379,Josh Reynolds,LAR,WR,5000.0
759,Kendrick Bourne,SF,WR,5000.0
43,Kansas City Chiefs,KC,DST,5000.0
111,Alshon Jeffery,PHI,WR,5000.0
800,Cam Akers,LAR,RB,5000.0
127,Josh Gordon,SEA,WR,5000.0
424,James Washington,PIT,WR,5000.0
131,Adam Humphries,TEN,WR,5000.0
128,Mo Alie-Cox,IND,TE,5000.0
198,Nelson Agholor,LV,WR,5000.0
682,Harrison Bryant,CLE,TE,5000.0
164,Tevin Coleman,SF,RB,5000.0
450,Allen Lazard,GB,WR,5000.0
175,Carlos Hyde,SEA,RB,5000.0
691,Marquez Callaway,NO,WR,5000.0
644,Greg Olsen,SEA,TE,4900.0
57,Tampa Bay Buccaneers,TB,DST,4900.0
211,Damiere Byrd,NE,WR,4900.0
556,Nyheim Hines,IND,RB,4900.0
824,Gabriel Davis,BUF,WR,4900.0
763,Danny Amendola,DET,WR,4900.0
45,Los Angeles Rams,LAR,DST,4900.0
755,David Moore,SEA,WR,4900.0
723,Denzel Mims,NYJ,WR,4900.0
530,Ke'Shawn Vaughn,TB,RB,4900.0
582,Olamide Zaccheaus,ATL,WR,4900.0
702,Travis Homer,SEA,RB,4900.0
562,Kerryon Johnson,DET,RB,4900.0
605,JJ Arcega-Whiteside,PHI,WR,4900.0
380,Matt Breida,MIA,RB,4800.0
412,Reggie Bonnafon,CAR,RB,4800.0
401,Cameron Brate,TB,TE,4800.0
444,Christian Blake,ATL,WR,4800.0
271,Devontae Booker,LV,RB,4800.0
469,Mike Boone,MIN,RB,4800.0
785,KJ Hamler,DEN,WR,4800.0
677,Kalif Raymond,TEN,WR,4800.0
42,Indianapolis Colts,IND,DST,4800.0
658,Cedrick Wilson,DAL,WR,4800.0
650,Byron Pringle,KC,WR,4800.0
463,D'Ernest Johnson,CLE,RB,4800.0
278,Jack Doyle,IND,TE,4800.0
689,Devin Duvernay,BAL,WR,4800.0
818,AJ Dillon,GB,RB,4800.0
145,Tyler Kroft,BUF,TE,4800.0
443,Isaiah Ford,MIA,WR,4800.0
760,Anthony Firkser,TEN,TE,4800.0
212,Cordarrelle Patterson,CHI,WR,4700.0
327,Tyler Ervin,GB,RB,4700.0
685,Albert Okwuegbunam,DEN,TE,4700.0
422,Ito Smith,ATL,RB,4700.0
331,Willie Snead IV,BAL,WR,4700.0
375,Darrel Williams,KC,RB,4700.0
368,Braxton Berrios,NYJ,WR,4700.0
676,Darrynton Evans,TEN,RB,4700.0
586,Van Jefferson,LAR,WR,4700.0
59,Baltimore Ravens,BAL,DST,4700.0
366,Samaje Perine,CIN,RB,4700.0
340,Taysom Hill,NO,TE,4700.0
320,Jordan Howard,MIA,RB,4700.0
725,Ian Thomas,CAR,TE,4700.0
14,Deonte Harris,NO,WR,4700.0
561,Tony Pollard,DAL,RB,4700.0
358,Brandon Powell,ATL,WR,4700.0
105,Chris Hogan,NYJ,WR,4700.0
113,Mohamed Sanu,SF,WR,4600.0
100,Dion Lewis,NYG,RB,4600.0
305,DaeSean Hamilton,DEN,WR,4600.0
374,Dontrell Hilliard,CLE,RB,4600.0
302,John Ross,CIN,WR,4600.0
767,Justin Watson,TB,WR,4600.0
52,Philadelphia Eagles,PHI,DST,4600.0
384,Isaiah McKenzie,BUF,WR,4600.0
41,Tennessee Titans,TEN,DST,4600.0
19,Malik Taylor,GB,WR,4600.0
15,Donald Parham Jr.,LAC,TE,4600.0
576,Jeff Smith,NYJ,WR,4600.0
821,DeeJay Dallas,SEA,RB,4600.0
575,Auden Tate,CIN,WR,4600.0
721,J.J. Taylor,NE,RB,4600.0
716,Quintez Cephus,DET,WR,4600.0
439,Noah Brown,DAL,WR,4600.0
185,Alex Erickson,CIN,WR,4600.0
635,Austin Mack,NYG,WR,4600.0
630,LeSean McCoy,TB,RB,4600.0
310,Jordan Wilkins,IND,RB,4600.0
282,Gus Edwards,BAL,RB,4600.0
649,Bryan Edwards,LV,WR,4600.0
651,Freddie Swain,SEA,WR,4600.0
663,Trayveon Williams,CIN,RB,4600.0
239,Jakeem Grant,MIA,WR,4600.0
617,Deontay Burnett,PHI,WR,4600.0
558,Lawrence Cager,NYJ,WR,4600.0
203,Marvin Hall,DET,WR,4600.0
201,Ty Montgomery,NO,RB,4600.0
448,Will Dissly,SEA,TE,4600.0
449,Drew Sample,CIN,TE,4600.0
714,Joe Reed,LAC,WR,4600.0
697,Javon Wims,CHI,WR,4600.0
572,Hakeem Butler,PHI,WR,4500.0
551,Aca'Cedric Ware,TB,RB,4500.0
505,James Gilbert,LAR,RB,4500.0
533,Xavier Jones,LAR,RB,4500.0
541,Penny Hart,SEA,WR,4500.0
502,Jacques Patrick,CIN,RB,4500.0
503,Olabisi Johnson,MIN,WR,4500.0
509,Anthony Jones,SEA,RB,4500.0
539,Jordan Scarlett,CAR,RB,4500.0
501,George Campbell,NYJ,WR,4500.0
554,Jared Pinkney,ATL,WR,4500.0
535,K.J. Hill,LAC,WR,4500.0
557,Jakobi Meyers,NE,WR,4500.0
560,Alec Ingold,LV,RB,4500.0
545,Kemah Siverand,LV,WR,4500.0
532,James Proche,BAL,WR,4500.0
550,Kirk Merritt,MIA,WR,4500.0
510,Deon Cain,PIT,WR,4500.0
548,Dalton Schoen,LAC,WR,4500.0
517,Tyrell Williams,LV,WR,4500.0
547,Isaiah Zuber,NE,WR,4500.0
565,K.J. Osborn,MIN,WR,4500.0
543,Quadree Henderson,PIT,WR,4500.0
522,Malik Henry,NO,WR,4500.0
544,John Kelly,CLE,RB,4500.0
523,Omar Bayless,CAR,WR,4500.0
528,Ty Johnson,NYJ,RB,4500.0
529,Gary Jennings Jr.,MIA,WR,4500.0
570,Patrick Carr,SEA,RB,4500.0
537,Mike Weber,KC,RB,4500.0
659,Stephen Sullivan,SEA,WR,4500.0
574,Jordan Glasgow,IND,RB,4500.0
578,Nick Westbrook-Ikhine,TEN,WR,4500.0
753,Tarik Cohen,CHI,RB,4500.0
752,Chad Williams,KC,WR,4500.0
746,Matthew Slater,NE,WR,4500.0
742,Quez Watkins,PHI,WR,4500.0
740,Binjimen Victor,NYG,WR,4500.0
739,Tony Jones Jr.,NO,RB,4500.0
735,Aleva Hifo,KC,WR,4500.0
734,Anthony Johnson,PIT,WR,4500.0
730,Irv Smith Jr.,MIN,TE,4500.0
729,Adrian Killins Jr.,PHI,RB,4500.0
728,Troymaine Pope,LAC,RB,4500.0
726,Patrick Taylor Jr.,GB,RB,4500.0
724,Trishton Jackson,LAR,WR,4500.0
722,Gabe Nabers,LAC,RB,4500.0
720,Rico Dowdle,DAL,RB,4500.0
719,Antoine Wesley,BAL,WR,4500.0
718,Raymond Calais,LAR,RB,4500.0
717,Malcolm Perry,MIA,RB,4500.0
711,Sean Riley,NE,WR,4500.0
709,Aaron Fuller,SEA,WR,4500.0
708,Seth Dawkins,SEA,WR,4500.0
754,Alex Armah,CAR,RB,4500.0
758,C.J. Board,NYG,WR,4500.0
761,Patrick Ricard,BAL,RB,4500.0
798,Javon Leake,NYG,RB,4500.0
823,Darwin Thompson,KC,RB,4500.0
822,Jeff Thomas,NE,WR,4500.0
820,Easop Winston Jr.,LAR,WR,4500.0
819,Terry Wright,MIA,WR,4500.0
817,Isaiah Hodgins,BUF,WR,4500.0
816,Cody White,PIT,WR,4500.0
815,Damion Willis,CIN,WR,4500.0
809,Stephen Guidry,DAL,WR,4500.0
801,De'Michael Harris,IND,WR,4500.0
795,Noah Igbinoghene,MIA,WR,4500.0
764,Brandon Zylstra,CAR,WR,4500.0
793,Ahmad Wagner,CHI,WR,4500.0
792,Lynn Bowden Jr.,MIA,WR,4500.0
791,Salvon Ahmed,MIA,RB,4500.0
786,Michael Warren II,CAR,RB,4500.0
784,Dominique Dafney,GB,WR,4500.0
783,Nick Easley,BUF,WR,4500.0
778,KhaDarel Hodge,CLE,WR,4500.0
776,Vyncint Smith,NYJ,WR,4500.0
773,De'Lance Turner,MIA,RB,4500.0
705,Tino Ellis,MIA,WR,4500.0
704,Justice Hill,BAL,RB,4500.0
703,Maurice Ffrench,KC,WR,4500.0
599,Dexter Williams,GB,RB,4500.0
616,John Ursua,SEA,WR,4500.0
613,Sutton Smith,SEA,RB,4500.0
609,Francis Bernard,DAL,RB,4500.0
608,LeVante Bellamy,DEN,RB,4500.0
607,Ja'Marcus Bradley,CLE,WR,4500.0
606,Michael Jacquet,PHI,WR,4500.0
604,Trenton Irwin,CIN,WR,4500.0
603,Cameron Scarlett,TEN,RB,4500.0
600,Equanimeous St. Brown,GB,WR,4500.0
598,Chris Finke,SF,WR,4500.0
636,Antonio Williams,BUF,RB,4500.0
597,Miles Boykin,BAL,WR,4500.0
596,Brandon Polk,LAR,WR,4500.0
595,Juwan Johnson,NO,WR,4500.0
593,Josh Adams,NYJ,RB,4500.0
592,Darrell Stewart Jr.,CAR,WR,4500.0
590,Scotty Washington,CIN,WR,4500.0
588,DaMarkus Lodge,CIN,WR,4500.0
580,Dan Chisena,MIN,WR,4500.0
579,Saquon Barkley,NYG,RB,4500.0
622,Ted Ginn Jr.,CHI,WR,4500.0
639,Jaleel Scott,NYJ,WR,4500.0
701,Quartney Davis,MIN,WR,4500.0
675,Chester Rogers,TEN,WR,4500.0
700,Kendrick Rogers,DAL,WR,4500.0
699,Tyrie Cleveland,DEN,WR,4500.0
696,Brian Herrien,CLE,RB,4500.0
695,Elijah Holyfield,PHI,RB,4500.0
692,Kalija Lipscomb,GB,WR,4500.0
690,Devwah Whaley,CIN,RB,4500.0
688,Lil'Jordan Humphrey,NO,WR,4500.0
686,Damarea Crockett,DEN,RB,4500.0
681,C.J. Ham,MIN,RB,4500.0
671,Jason Huntley,PHI,RB,4500.0
640,Devin Gray,ATL,WR,4500.0
667,Tavien Feaster,DET,RB,4500.0
665,Sewo Olonilua,DAL,RB,4500.0
664,Darius Anderson,IND,RB,4500.0
499,Chandler Cox,MIA,RB,4500.0
657,Greg Dortch,LAR,WR,4500.0
655,Dezmon Patmon,IND,WR,4500.0
652,Riley Ridley,CHI,WR,4500.0
648,Michael Pittman Jr.,IND,WR,4500.0
646,Dillon Mitchell,MIN,WR,4500.0
500,Jauan Jennings,SF,WR,4500.0
0,Christian Wade,BUF,RB,4500.0
498,David Sills V,NYG,WR,4500.0
191,De'Anthony Thomas,BAL,WR,4500.0
234,Marcus Johnson,IND,WR,4500.0
232,Gehrig Dieter,KC,WR,4500.0
228,Corey Coleman,NYG,WR,4500.0
226,Fred Brown,DEN,WR,4500.0
225,Donte Moncrief,NYJ,WR,4500.0
224,Cody Core,NYG,WR,4500.0
223,Jeremy Hill,LV,RB,4500.0
218,T.J. Yeldon,BUF,RB,4500.0
217,DeAndrew White,BAL,WR,4500.0
208,Jordan Reed,SF,TE,4500.0
196,Marqise Lee,NE,WR,4500.0
192,Kenjon Barner,TB,RB,4500.0
187,Maurice Harris,NO,WR,4500.0
237,Josh Doctson,NYJ,WR,4500.0
183,Derek Watt,PIT,RB,4500.0
181,Jesse James,DET,TE,4500.0
177,Rod Smith,NYG,RB,4500.0
174,Austin Carr,NO,WR,4500.0
173,Dan Vitale,NE,RB,4500.0
170,Bennie Fowler III,NO,WR,4500.0
169,Devin Funchess,GB,WR,4500.0
168,Jehu Chesson,NYJ,WR,4500.0
167,Amara Darboh,PIT,WR,4500.0
162,Jake Kumerow,BUF,WR,4500.0
159,Damien Williams,KC,RB,4500.0
156,Andy Janovich,CLE,RB,4500.0
235,Marquise Goodwin,PHI,WR,4500.0
494,Jaylinn Hawkins,ATL,WR,4500.0
154,Marcus Murphy,CAR,RB,4500.0
297,Marcell Ateman,LV,WR,4500.0
321,Kenneth Dixon,NYJ,RB,4500.0
319,Robert Foster,GB,WR,4500.0
316,River Cracraft,SF,WR,4500.0
315,Victor Bolden Jr.,DET,WR,4500.0
313,Johnny Holton,NYG,WR,4500.0
312,Quincy Adeboyejo,NE,WR,4500.0
309,Dalyn Dawkins,DET,RB,4500.0
307,Laquon Treadwell,ATL,WR,4500.0
306,Chris Thompson,SF,WR,4500.0
300,Khalfani Muhammad,DEN,RB,4500.0
299,Trevor Davis,CHI,WR,4500.0
298,Zay Jones,LV,WR,4500.0
295,Ralph Webb,PIT,RB,4500.0
241,Chris Moore,BAL,WR,4500.0
294,Pharoh Cooper,CAR,WR,4500.0
293,J'Mon Moore,CLE,WR,4500.0
281,Elijah Wellman,GB,RB,4500.0
280,Ishmael Hyman,CAR,WR,4500.0
269,Kyle Juszczyk,SF,RB,4500.0
261,Ryan Switzer,CLE,WR,4500.0
259,T.J. Logan,TB,RB,4500.0
257,Wendell Smallwood,PIT,RB,4500.0
254,Dwayne Washington,NO,RB,4500.0
250,Geremy Davis,DET,WR,4500.0
247,Jalen Richard,LV,RB,4500.0
245,Senorise Perry,TEN,RB,4500.0
155,Ameer Abdullah,MIN,RB,4500.0
151,Paul Richardson Jr.,SEA,WR,4500.0
324,Tommylee Lewis,NO,WR,4500.0
21,Tom Kennedy,DET,WR,4500.0
70,Earnest Edwards,LAR,WR,4500.0
69,J.J. Koski,LAR,WR,4500.0
67,Zimari Manning,DEN,WR,4500.0
66,Matt Cole,MIA,WR,4500.0
65,Mason Kinsey,NE,WR,4500.0
64,Kristian Wilkerson,NE,WR,4500.0
61,Josh Pearson,TB,WR,4500.0
60,John Hurst,TB,WR,4500.0
33,Buffalo Bills,BUF,DST,4500.0
29,Andre Roberts,BUF,WR,4500.0
24,Justice Shelton-Mosley,KC,WR,4500.0
23,Gunner Olszewski,NE,WR,4500.0
20,Jason Moore,LAC,WR,4500.0
73,Juwan Green,ATL,WR,4500.0
18,Bruce Anderson III,IND,RB,4500.0
17,Wes Hills,DET,RB,4500.0
13,Darrius Shepherd,GB,WR,4500.0
12,Ashton Dulin,IND,WR,4500.0
10,Thomas Ives,CHI,WR,4500.0
9,Reggie White,NYG,WR,4500.0
8,Alex Wesley,CHI,WR,4500.0
7,Emmanuel Butler,NO,WR,4500.0
6,Trinity Benson,DEN,WR,4500.0
5,Alexander Hollins,MIN,WR,4500.0
4,Davion Davis,MIN,WR,4500.0
2,Nsimba Webster,LAR,WR,4500.0
72,Chris Rowland,ATL,WR,4500.0
74,Mikey Daniel,ATL,RB,4500.0
149,Tavon Austin,SF,WR,4500.0
104,Patrick DiMarco,BUF,RB,4500.0
148,Trey Edmunds,PIT,RB,4500.0
146,Michael Burton,NO,RB,4500.0
143,Phillip Dorsett II,SEA,WR,4500.0
142,Allen Hurns,MIA,WR,4500.0
141,Darius Jennings,LAC,WR,4500.0
138,Mack Hollins,MIA,WR,4500.0
125,Jamize Olawale,DAL,RB,4500.0
122,Brandon Bolden,NE,RB,4500.0
121,Josh Bellamy,NYJ,WR,4500.0
119,Alfred Morris,NYG,RB,4500.0
116,Travis Benjamin,SF,WR,4500.0
106,Nick Bellore,SEA,RB,4500.0
99,Anthony Sherman,KC,RB,4500.0
75,Aaron Parker,DAL,WR,4500.0
98,Taiwan Jones,BUF,RB,4500.0
89,Pete Guerriero,CAR,RB,4500.0
87,Bronson Rechsteiner,BAL,RB,4500.0
86,Jaylon Moore,BAL,WR,4500.0
85,Michael Dereus,BAL,WR,4500.0
84,Jeff Cotton,LAC,WR,4500.0
83,Rysen John,NYG,WR,4500.0
81,Sandro Platzgummer,NYG,RB,4500.0
80,Reggie Begelton,GB,WR,4500.0
78,Jordan Jones,GB,RB,4500.0
77,Luke Sellers,DET,RB,4500.0
76,Manasseh Bailey,PHI,WR,4500.0
322,Trent Taylor,SF,WR,4500.0
238,DeAndre Washington,KC,RB,4500.0
325,Chad Beebe,MIN,WR,4500.0
423,Mike Thomas,CIN,WR,4500.0
440,Parris Campbell,IND,WR,4500.0
