,Name,Team,Position,Salary
662,Darius Bradwell,LAC,QB,6000.0
708,T.J. Hockenson,DET,TE,6000.0
483,Kendall Hinton,DEN,QB,6000.0
553,Jakobi Meyers,NE,WR,6000.0
670,Darrell Henderson,LAR,RB,6000.0
105,Robert Griffin III,BAL,QB,6000.0
827,Devlin Hodges,PIT,QB,6000.0
260,Kurt Benkert,ATL,QB,6000.0
497,Riley Neal,DEN,QB,6000.0
501,Tommy Stevens,CAR,QB,6000.0
505,Josh Rosen,TB,QB,6000.0
511,Travis Jonsen,TB,QB,6000.0
492,James Morgan,NYJ,QB,6000.0
136,Duke Johnson Jr.,HOU,RB,6000.0
490,J'mar Smith,NE,QB,6000.0
121,Chad Kelly,IND,QB,6000.0
802,Jordan Ta'amu,KC,QB,6000.0
517,Nick Tiano,HOU,QB,6000.0
141,Geno Smith,SEA,QB,6000.0
799,Chase Daniel,DET,QB,6000.0
12,Jake Dolegala,NE,QB,6000.0
330,Corey Davis,TEN,WR,5900.0
267,Mike Williams,LAC,WR,5900.0
148,Rex Burkhead,NE,RB,5900.0
215,Jarvis Landry,CLE,WR,5900.0
770,Chase Edmonds,ARI,RB,5900.0
791,Marquise Brown,BAL,WR,5900.0
91,Mark Ingram II,BAL,RB,5900.0
280,Marquez Valdes-Scantling,GB,WR,5800.0
371,Leonard Fournette,TB,RB,5800.0
352,Kalen Ballage,LAC,RB,5800.0
768,Dallas Goedert,PHI,TE,5800.0
346,Jonnu Smith,TEN,TE,5800.0
587,Damien Harris,NE,RB,5800.0
790,CeeDee Lamb,DAL,WR,5800.0
809,Jerry Jeudy,DEN,WR,5700.0
224,Malcolm Brown,LAR,RB,5700.0
243,Breshad Perriman,NYJ,WR,5700.0
707,Noah Fant,DEN,TE,5700.0
806,Jonathan Taylor,IND,RB,5700.0
477,Myles Gaskin,MIA,RB,5700.0
374,Josh Reynolds,LAR,WR,5700.0
122,Sammy Watkins,KC,WR,5700.0
694,Mecole Hardman,KC,WR,5600.0
24,Emmanuel Sanders,NO,WR,5600.0
826,Jalen Reagor,PHI,WR,5600.0
793,Salvon Ahmed,MIA,RB,5600.0
314,J.D. McKissic,WAS,RB,5600.0
764,Robert Tonyan,GB,TE,5600.0
364,Curtis Samuel,CAR,WR,5600.0
287,Hunter Henry,LAC,TE,5500.0
88,A.J. Green,CIN,WR,5500.0
286,Alex Collins,SEA,RB,5500.0
797,J.K. Dobbins,BAL,RB,5500.0
749,Julian Edelman,NE,WR,5500.0
160,Le'Veon Bell,KC,RB,5500.0
442,Allen Lazard,GB,WR,5500.0
808,Henry Ruggs III,LV,WR,5500.0
446,Tim Patrick,DEN,WR,5500.0
649,Michael Pittman Jr.,IND,WR,5500.0
274,Gus Edwards,BAL,RB,5500.0
822,DeeJay Dallas,SEA,RB,5500.0
564,Hayden Hurst,ATL,TE,5500.0
803,Cam Akers,LAR,RB,5400.0
247,Demarcus Robinson,KC,WR,5400.0
298,Phillip Lindsay,DEN,RB,5400.0
110,T.Y. Hilton,IND,WR,5400.0
130,Eric Ebron,PIT,TE,5400.0
698,La'Mical Perine,NYJ,RB,5400.0
667,Michael Gallup,DAL,WR,5400.0
724,Denzel Mims,NYJ,WR,5400.0
334,Rashard Higgins,CLE,WR,5400.0
757,David Moore,SEA,WR,5400.0
345,Tyler Higbee,LAR,TE,5300.0
175,James White,NE,RB,5300.0
491,Scotty Miller,TB,WR,5300.0
203,Damiere Byrd,NE,WR,5300.0
451,Tre'Quan Smith,NO,WR,5300.0
333,Jamaal Williams,GB,RB,5300.0
646,N'Keal Harry,NE,WR,5300.0
434,Mike Gesicki,MIA,TE,5300.0
190,Nelson Agholor,LV,WR,5300.0
165,Carlos Hyde,SEA,RB,5300.0
758,Keelan Cole Sr.,JAC,WR,5300.0
376,Zach Pascal,IND,WR,5300.0
306,Jordan Wilkins,IND,RB,5300.0
639,Larry Fitzgerald,ARI,WR,5200.0
518,Preston Williams,MIA,WR,5200.0
277,Greg Ward,PHI,WR,5200.0
324,Willie Snead IV,BAL,WR,5200.0
316,Boston Scott,PHI,RB,5200.0
815,Joshua Kelley,LAC,RB,5200.0
264,Devontae Booker,LV,RB,5200.0
766,Danny Amendola,DET,WR,5200.0
787,KJ Hamler,DEN,WR,5200.0
415,James Washington,PIT,WR,5200.0
199,Trey Burton,IND,TE,5200.0
139,Logan Thomas,WAS,TE,5200.0
732,Irv Smith Jr.,MIN,TE,5100.0
369,Russell Gage,ATL,WR,5100.0
401,Justin Jackson,LAC,RB,5100.0
703,Travis Homer,SEA,RB,5100.0
94,Randall Cobb,HOU,WR,5100.0
628,Adrian Peterson,DET,RB,5100.0
270,Austin Hooper,CLE,TE,5100.0
378,Sony Michel,NE,RB,5100.0
195,Marvin Hall,DET,WR,5100.0
10,Deonte Harris,NO,WR,5000.0
225,Marcus Johnson,IND,WR,5000.0
118,Josh Gordon,SEA,WR,5000.0
397,Dalton Schultz,DAL,TE,5000.0
390,Cam Sims,WAS,WR,5000.0
798,Laviska Shenault Jr.,JAC,WR,5000.0
384,Brian Hill,ATL,RB,5000.0
180,Richard Rodgers,PHI,TE,5000.0
45,Pittsburgh Steelers,PIT,DST,5000.0
123,Adam Humphries,TEN,WR,5000.0
813,Donovan Peoples-Jones,CLE,WR,5000.0
248,Darren Fells,HOU,TE,5000.0
756,Alex Armah,CAR,RB,5000.0
635,Frank Gore,NYJ,RB,5000.0
245,Latavius Murray,NO,RB,5000.0
119,Mo Alie-Cox,IND,TE,4900.0
692,Marquez Callaway,NO,WR,4900.0
129,Mack Hollins,MIA,WR,4900.0
636,Tyler Johnson,TB,WR,4900.0
602,Jalen Guyton,LAC,WR,4900.0
659,Cedrick Wilson,DAL,WR,4900.0
359,Braxton Berrios,NYJ,WR,4900.0
417,D'Onta Foreman,TEN,RB,4900.0
819,AJ Dillon,GB,RB,4900.0
461,Hunter Renfrow,LV,WR,4900.0
450,Jordan Akins,HOU,TE,4900.0
200,Chris Conley,JAC,WR,4900.0
686,Benny Snell Jr.,PIT,RB,4900.0
599,Miles Boykin,BAL,WR,4800.0
361,Rodney Smith,CAR,RB,4800.0
762,Anthony Firkser,TEN,TE,4800.0
38,Miami Dolphins,MIA,DST,4800.0
536,Andy Isabella,ARI,WR,4800.0
302,DaeSean Hamilton,DEN,WR,4800.0
688,Devin Duvernay,BAL,WR,4800.0
558,Kerryon Johnson,DET,RB,4800.0
557,Tony Pollard,DAL,RB,4800.0
393,Cameron Brate,TB,TE,4800.0
678,Kalif Raymond,TEN,WR,4800.0
405,David Njoku,CLE,TE,4800.0
423,Royce Freeman,DEN,RB,4800.0
421,Patrick Laird,MIA,RB,4800.0
413,Ito Smith,ATL,RB,4800.0
723,Gabe Nabers,LAC,RB,4700.0
437,Christian Blake,ATL,WR,4700.0
436,Isaiah Ford,NE,WR,4700.0
651,Byron Pringle,KC,WR,4700.0
652,Freddie Swain,SEA,WR,4700.0
717,Quintez Cephus,DET,WR,4700.0
151,Kenny Stills,HOU,WR,4700.0
407,Qadree Ollison,ATL,RB,4700.0
383,Jacob Hollister,SEA,TE,4700.0
714,Joe Reed,LAC,WR,4700.0
52,Baltimore Ravens,BAL,DST,4700.0
357,Samaje Perine,CIN,RB,4700.0
681,Harrison Bryant,CLE,TE,4700.0
584,Olamide Zaccheaus,ATL,WR,4700.0
438,Jeremy McNichols,TEN,RB,4700.0
285,Corey Clement,PHI,RB,4700.0
127,Chris Thompson,JAC,RB,4700.0
107,Alshon Jeffery,PHI,WR,4700.0
101,Chris Hogan,NYJ,WR,4700.0
578,Jeff Smith,NYJ,WR,4700.0
772,Trenton Cannon,CAR,RB,4700.0
313,Jordan Howard,MIA,RB,4700.0
268,Jack Doyle,IND,TE,4700.0
35,Kansas City Chiefs,KC,DST,4700.0
525,Ke'Shawn Vaughn,TB,RB,4700.0
607,JJ Arcega-Whiteside,PHI,WR,4600.0
789,John Hightower,PHI,WR,4600.0
410,Buddy Howell,HOU,RB,4600.0
663,Collin Johnson,JAC,WR,4600.0
375,Matt Breida,MIA,RB,4600.0
230,Jakeem Grant,MIA,WR,4600.0
367,Darrel Williams,KC,RB,4600.0
350,Brandon Powell,ATL,WR,4600.0
19,Gunner Olszewski,NE,WR,4600.0
174,Alex Erickson,CIN,WR,4600.0
456,D'Ernest Johnson,CLE,RB,4600.0
9,Darrius Shepherd,GB,WR,4600.0
403,Reggie Bonnafon,CAR,RB,4600.0
465,Tyron Johnson,LAC,WR,4600.0
295,Zay Jones,LV,WR,4600.0
619,Deontay Burnett,PHI,WR,4600.0
15,Malik Taylor,GB,WR,4600.0
554,Lawrence Cager,NYJ,WR,4600.0
462,Mike Boone,MIN,RB,4600.0
804,DeMichael Harris,IND,WR,4600.0
677,Darrynton Evans,TEN,RB,4600.0
520,Steven Sims,WAS,WR,4600.0
21,Dez Bryant,BAL,WR,4600.0
631,LeSean McCoy,TB,RB,4600.0
238,Tyler Eifert,JAC,TE,4600.0
431,Noah Brown,DAL,WR,4600.0
109,Mohamed Sanu,DET,WR,4600.0
650,Bryan Edwards,LV,WR,4600.0
320,Tyler Ervin,GB,RB,4600.0
440,Will Dissly,SEA,TE,4600.0
441,Drew Sample,CIN,TE,4600.0
645,Greg Olsen,SEA,TE,4600.0
588,Van Jefferson,LAR,WR,4600.0
192,Ty Montgomery,NO,RB,4600.0
484,Devine Ozigbo,JAC,RB,4600.0
771,Justin Watson,TB,WR,4600.0
28,Cleveland Browns,CLE,DST,4600.0
640,Devin Gray,ATL,WR,4500.0
81,Jeff Cotton,LAC,WR,4500.0
73,Juwan Green,ATL,WR,4500.0
74,Mikey Daniel,ATL,RB,4500.0
539,Quadree Henderson,PIT,WR,4500.0
114,Brandon Bolden,NE,RB,4500.0
80,Reggie Begelton,GB,WR,4500.0
82,Michael Dereus,BAL,WR,4500.0
638,Jaleel Scott,NYJ,WR,4500.0
78,Jordan Jones,GB,RB,4500.0
630,DeSean Jackson,PHI,WR,4500.0
113,Josh Bellamy,NYJ,WR,4500.0
542,Kemah Siverand,LV,WR,4500.0
102,Nick Bellore,SEA,RB,4500.0
550,Jared Pinkney,ATL,WR,4500.0
77,Luke Sellers,DET,RB,4500.0
543,Isaiah Zuber,NE,WR,4500.0
544,Dalton Schoen,LAC,WR,4500.0
75,Aaron Parker,DAL,WR,4500.0
76,Manasseh Bailey,PHI,WR,4500.0
547,Aca'Cedric Ware,TB,RB,4500.0
540,John Kelly,CLE,RB,4500.0
580,Michael Walker,JAC,WR,4500.0
83,Jaylon Moore,BAL,WR,4500.0
86,Pete Guerriero,CAR,RB,4500.0
597,Juwan Johnson,NO,WR,4500.0
72,Chris Rowland,ATL,WR,4500.0
572,Karan Higdon,HOU,RB,4500.0
596,Ryquell Armstead,JAC,RB,4500.0
574,Jordan Glasgow,IND,RB,4500.0
594,Josh Adams,NYJ,RB,4500.0
593,Darrell Stewart Jr.,CAR,WR,4500.0
591,Scotty Washington,CIN,WR,4500.0
571,Hakeem Butler,PHI,WR,4500.0
589,DaMarkus Lodge,CIN,WR,4500.0
575,Keke Coutee,HOU,WR,4500.0
93,Kyle Rudolph,MIN,TE,4500.0
576,Tony Brown,WAS,WR,4500.0
577,Auden Tate,CIN,WR,4500.0
582,Dan Chisena,MIN,WR,4500.0
581,Nick Westbrook-Ikhine,TEN,WR,4500.0
598,Brandon Polk,LAR,WR,4500.0
96,Anthony Sherman,KC,RB,4500.0
556,Alec Ingold,LV,RB,4500.0
609,Ja'Marcus Bradley,CLE,WR,4500.0
560,K.J. Osborn,MIN,WR,4500.0
618,John Ursua,SEA,WR,4500.0
99,Bruce Miller,JAC,RB,4500.0
615,Sutton Smith,SEA,RB,4500.0
84,Bronson Rechsteiner,BAL,RB,4500.0
611,Francis Bernard,DAL,RB,4500.0
610,LeVante Bellamy,DEN,RB,4500.0
566,Johnathon Johnson,WAS,WR,4500.0
568,Patrick Carr,SEA,RB,4500.0
608,Michael Jacquet,PHI,WR,4500.0
606,Trenton Irwin,CIN,WR,4500.0
605,Cameron Scarlett,TEN,RB,4500.0
604,Bryce Love,WAS,RB,4500.0
567,Emanuel Hall,WAS,WR,4500.0
601,Equanimeous St. Brown,GB,WR,4500.0
600,Dexter Williams,GB,RB,4500.0
100,Dontrelle Inman,WAS,WR,4500.0
546,Kirk Merritt,MIA,WR,4500.0
643,Jonathan Ward,ARI,RB,4500.0
726,Ian Thomas,CAR,TE,4500.0
20,Justice Shelton-Mosley,KC,WR,4500.0
788,Michael Warren II,CAR,RB,4500.0
786,Dominique Dafney,GB,WR,4500.0
784,Eno Benjamin,ARI,RB,4500.0
781,KhaDarel Hodge,CLE,WR,4500.0
779,Vyncint Smith,NYJ,WR,4500.0
776,De'Lance Turner,MIA,RB,4500.0
767,Brandon Zylstra,CAR,WR,4500.0
765,Dan Arnold,ARI,TE,4500.0
763,Patrick Ricard,BAL,RB,4500.0
754,Chad Williams,KC,WR,4500.0
748,Matthew Slater,NE,WR,4500.0
744,Quez Watkins,PHI,WR,4500.0
743,Rashad Medaris,ARI,WR,4500.0
741,Tony Jones Jr.,NO,RB,4500.0
737,Aleva Hifo,KC,WR,4500.0
736,Anthony Johnson,PIT,WR,4500.0
46,Los Angeles Chargers,LAC,DST,4500.0
731,Adrian Killins Jr.,PHI,RB,4500.0
730,Troymaine Pope,LAC,RB,4500.0
729,Isaiah Wright,WAS,WR,4500.0
18,Craig Reynolds,JAC,RB,4500.0
794,Lynn Bowden Jr.,MIA,WR,4500.0
796,Noah Igbinoghene,MIA,WR,4500.0
818,Cody White,PIT,WR,4500.0
829,Jermiah Braswell,ARI,WR,4500.0
828,Sirgeo Hoffman,ARI,RB,4500.0
3,Davion Davis,MIN,WR,4500.0
825,Darwin Thompson,KC,RB,4500.0
824,Antonio Gandy-Golden,WAS,WR,4500.0
823,Jeff Thomas,NE,WR,4500.0
4,Alexander Hollins,MIN,WR,4500.0
821,Easop Winston Jr.,LAR,WR,4500.0
820,Terry Wright,MIA,WR,4500.0
817,Damion Willis,CIN,WR,4500.0
17,Tom Kennedy,DET,WR,4500.0
5,Trinity Benson,DEN,WR,4500.0
6,Emmanuel Butler,NO,WR,4500.0
812,Stephen Guidry,DAL,WR,4500.0
8,Ashton Dulin,IND,WR,4500.0
13,Wes Hills,DET,RB,4500.0
14,Bruce Anderson III,IND,RB,4500.0
801,Scottie Phillips,HOU,RB,4500.0
800,JoJo Ward,ARI,WR,4500.0
16,Jason Moore,LAC,WR,4500.0
727,Patrick Taylor Jr.,GB,RB,4500.0
725,Trishton Jackson,LAR,WR,4500.0
71,Earnest Edwards,LAR,WR,4500.0
722,J.J. Taylor,NE,RB,4500.0
680,C.J. Ham,MIN,RB,4500.0
676,Chester Rogers,TEN,WR,4500.0
537,Penny Hart,SEA,WR,4500.0
59,Isaiah Coulter,HOU,WR,4500.0
60,Kristian Wilkerson,NE,WR,4500.0
668,Tavien Feaster,DET,RB,4500.0
61,Mason Kinsey,NE,WR,4500.0
666,Sewo Olonilua,DAL,RB,4500.0
665,Darius Anderson,IND,RB,4500.0
664,Trayveon Williams,CIN,RB,4500.0
62,Matt Cole,MIA,WR,4500.0
63,Zimari Manning,DEN,WR,4500.0
660,Stephen Sullivan,SEA,WR,4500.0
658,Greg Dortch,LAR,WR,4500.0
64,Marvelle Ross,JAC,WR,4500.0
656,Dezmon Patmon,IND,WR,4500.0
653,Josh Hammond,JAC,WR,4500.0
67,Devin Phelps,ARI,WR,4500.0
68,Shane Leatherbury,ARI,WR,4500.0
647,Dillon Mitchell,MIN,WR,4500.0
70,J.J. Koski,LAR,WR,4500.0
683,Ryan Becker,ARI,WR,4500.0
685,Damarea Crockett,DEN,RB,4500.0
687,Lil'Jordan Humphrey,NO,WR,4500.0
705,Justice Hill,BAL,RB,4500.0
721,Rico Dowdle,DAL,RB,4500.0
720,Antoine Wesley,BAL,WR,4500.0
719,Raymond Calais,LAR,RB,4500.0
718,Malcolm Perry,MIA,RB,4500.0
712,Sean Riley,NE,WR,4500.0
710,Aaron Fuller,SEA,WR,4500.0
709,Seth Dawkins,SEA,WR,4500.0
54,John Hurst,LAC,WR,4500.0
706,Tino Ellis,MIA,WR,4500.0
704,Maurice Ffrench,KC,WR,4500.0
689,Kelvin Harmon,WAS,WR,4500.0
702,Quartney Davis,MIN,WR,4500.0
701,Kendrick Rogers,DAL,WR,4500.0
699,Tyrie Cleveland,DEN,WR,4500.0
55,Josh Pearson,TB,WR,4500.0
697,Tyler Simmons,HOU,WR,4500.0
696,Brian Herrien,CLE,RB,4500.0
695,Elijah Holyfield,PHI,RB,4500.0
693,Kalija Lipscomb,GB,WR,4500.0
691,Devwah Whaley,CIN,RB,4500.0
671,Jason Huntley,PHI,RB,4500.0
830,Keelan Doss,LV,WR,4500.0
535,Terry Godwin,JAC,WR,4500.0
1,Nsimba Webster,LAR,WR,4500.0
426,Trent Sherfield,ARI,WR,4500.0
425,Khari Blasingame,TEN,RB,4500.0
163,Dan Vitale,NE,RB,4500.0
422,Tony Brooks-James,MIN,RB,4500.0
420,Chad Hansen,HOU,WR,4500.0
419,Saeed Blacknall,PIT,WR,4500.0
228,Josh Doctson,NYJ,WR,4500.0
416,Chris Lacy,DAL,WR,4500.0
414,Mike Thomas,CIN,WR,4500.0
459,Rashaad Penny,SEA,RB,4500.0
164,Austin Carr,NO,WR,4500.0
409,Jon'Vea Johnson,DAL,WR,4500.0
408,Cody Thompson,SEA,WR,4500.0
404,Jaylen Samuels,PIT,RB,4500.0
399,Malik Turner,DAL,WR,4500.0
312,Robert Foster,WAS,WR,4500.0
226,Marquise Goodwin,PHI,WR,4500.0
396,Artavis Scott,IND,WR,4500.0
427,Bo Scarbrough,SEA,RB,4500.0
428,Cullen Gillaspia,HOU,RB,4500.0
429,Juwann Winfree,GB,WR,4500.0
159,Bennie Fowler III,NO,WR,4500.0
303,Laquon Treadwell,ATL,WR,4500.0
231,Chris Moore,BAL,WR,4500.0
453,Cam Batson,TEN,WR,4500.0
452,Courtland Sutton,DEN,WR,4500.0
305,Dalyn Dawkins,DET,RB,4500.0
307,Quincy Adeboyejo,NE,WR,4500.0
448,Gerald Everett,LAR,TE,4500.0
308,Victor Bolden Jr.,DET,WR,4500.0
447,KeeSean Johnson,ARI,WR,4500.0
154,Cody Latimer,WAS,WR,4500.0
229,DeAndre Washington,MIA,RB,4500.0
444,Ventell Bryant,DAL,WR,4500.0
156,Amara Darboh,PIT,WR,4500.0
439,Sean Modster,BAL,WR,4500.0
157,Jehu Chesson,NYJ,WR,4500.0
158,Devin Funchess,GB,WR,4500.0
433,Parris Campbell,IND,WR,4500.0
167,Devin Smith,HOU,WR,4500.0
315,Kenneth Dixon,NYJ,RB,4500.0
394,Diontae Spencer,DEN,WR,4500.0
360,Geronimo Allison,DET,WR,4500.0
189,Marqise Lee,NE,WR,4500.0
354,Josh Malone,NYJ,WR,4500.0
353,Jakob Johnson,NE,RB,4500.0
348,Robert Davis,LV,WR,4500.0
347,Albert Wilson,MIA,WR,4500.0
343,Taywan Taylor,CLE,WR,4500.0
326,Roosevelt Nix,IND,RB,4500.0
341,Tajae Sharpe,MIN,WR,4500.0
340,Darvin Kidsy,WAS,WR,4500.0
208,DeAndrew White,BAL,WR,4500.0
338,Keith Kirkwood,CAR,WR,4500.0
337,Marcus Kemp,KC,WR,4500.0
212,Jonathan Williams,DET,RB,4500.0
218,Fred Brown,DEN,WR,4500.0
214,Odell Beckham Jr.,CLE,WR,4500.0
332,Taysom Hill,NO,TE,4500.0
217,Donte Moncrief,NE,WR,4500.0
323,JoJo Natson,CLE,WR,4500.0
362,Johnnie Dixon,ARI,WR,4500.0
392,Seth Roberts,GB,WR,4500.0
365,Marcus Green,PHI,WR,4500.0
534,Jordan Scarlett,CAR,RB,4500.0
317,Tommylee Lewis,NO,WR,4500.0
318,Chad Beebe,MIN,WR,4500.0
386,A.J. Richardson,ARI,WR,4500.0
171,Dare Ogunbowale,JAC,RB,4500.0
223,Gehrig Dieter,KC,WR,4500.0
382,Nick Bawden,DET,RB,4500.0
381,Cody Hollister,TEN,WR,4500.0
172,Derek Watt,PIT,RB,4500.0
176,D.J. Foster,ARI,RB,4500.0
177,Maurice Harris,NO,WR,4500.0
321,Keith Smith,ATL,RB,4500.0
181,De'Anthony Thomas,BAL,WR,4500.0
182,Kenjon Barner,TB,RB,4500.0
322,Elijah McGuire,DAL,RB,4500.0
368,Trey Quinn,JAC,WR,4500.0
366,Dontrell Hilliard,CLE,RB,4500.0
