,Name,Team,Position,Salary
385,Dalvin Cook,MIN,RB,10500.0
398,Christian McCaffrey,CAR,RB,10000.0
311,Alvin Kamara,NO,RB,9700.0
336,Davante Adams,GB,WR,9500.0
454,Patrick Mahomes II,KC,QB,9200.0
541,Kyler Murray,ARI,QB,9100.0
641,Aaron Rodgers,GB,QB,9000.0
103,DeAndre Hopkins,ARI,WR,8800.0
108,Russell Wilson,SEA,QB,8800.0
379,Tyreek Hill,KC,WR,8500.0
648,Justin Herbert,LAC,QB,8500.0
526,Lamar Jackson,BAL,QB,8400.0
278,Aaron Jones,GB,RB,8200.0
613,Drew Brees,NO,QB,8200.0
738,D.K. Metcalf,SEA,WR,8200.0
261,Derrick Henry,TEN,RB,8200.0
169,Michael Thomas,NO,WR,8200.0
89,Julio Jones,ATL,WR,8100.0
377,Nick Chubb,CLE,RB,8100.0
621,Ben Roethlisberger,PIT,QB,8000.0
232,Travis Kelce,KC,TE,8000.0
178,Keenan Allen,LAC,WR,8000.0
257,Ezekiel Elliott,DAL,RB,8000.0
265,Adam Thielen,MIN,WR,7900.0
612,Tom Brady,TB,QB,7900.0
570,Chris Carson,SEA,RB,7800.0
585,Calvin Ridley,ATL,WR,7800.0
623,Matt Ryan,ATL,QB,7800.0
143,Tyler Lockett,SEA,WR,7800.0
715,Miles Sanders,PHI,RB,7700.0
533,Joe Burrow,CIN,QB,7700.0
395,Deshaun Watson,HOU,QB,7700.0
87,Cam Newton,NE,QB,7600.0
733,Josh Jacobs,LV,RB,7500.0
735,A.J. Brown,TEN,WR,7500.0
625,Matthew Stafford,DET,QB,7500.0
356,Joe Mixon,CIN,RB,7500.0
672,Carson Wentz,PHI,QB,7400.0
202,Mike Davis,CAR,RB,7400.0
106,Ryan Tannehill,TEN,QB,7300.0
432,Terry McLaurin,WAS,WR,7300.0
126,Jameis Winston,NO,QB,7200.0
66,James Robinson,JAC,RB,7200.0
412,Chris Godwin,TB,WR,7200.0
249,Jared Goff,LAR,QB,7200.0
233,Teddy Bridgewater,CAR,QB,7200.0
227,Mike Evans,TB,WR,7100.0
522,D.J. Moore,CAR,WR,7100.0
111,Kirk Cousins,MIN,QB,7100.0
309,Will Fuller V,HOU,WR,7100.0
128,Darren Waller,LV,TE,7000.0
388,Kenny Golladay,DET,WR,7000.0
191,Robert Woods,LAR,WR,7000.0
335,Derek Carr,LV,QB,7000.0
751,Philip Rivers,IND,QB,7000.0
301,Baker Mayfield,CLE,QB,7000.0
283,James Conner,PIT,RB,7000.0
814,D'Andre Swift,DET,RB,6900.0
92,Andy Dalton,DAL,QB,6900.0
207,Amari Cooper,DAL,WR,6900.0
458,Travis Fulgham,PHI,WR,6800.0
753,Cooper Kupp,LAR,WR,6800.0
499,Gardner Minshew II,JAC,QB,6800.0
565,Drew Lock,DEN,QB,6800.0
783,Clyde Edwards-Helaire,KC,RB,6700.0
201,Todd Gurley II,ATL,RB,6700.0
327,Kareem Hunt,CLE,RB,6700.0
810,Tua Tagovailoa,MIA,QB,6700.0
782,Justin Jefferson,MIN,WR,6700.0
281,Tyler Boyd,CIN,WR,6600.0
124,Jamison Crowder,NYJ,WR,6600.0
548,Sam Darnold,NYJ,QB,6600.0
761,Alex Smith,WAS,QB,6600.0
372,Jake Luton,JAC,QB,6500.0
549,Ronald Jones II,TB,RB,6500.0
355,Mark Andrews,BAL,TE,6500.0
222,Garrett Gilbert,DAL,QB,6500.0
742,Dwayne Haskins,WAS,QB,6500.0
473,Christian Kirk,ARI,WR,6500.0
424,JuJu Smith-Schuster,PIT,WR,6500.0
116,Case Keenum,CLE,QB,6500.0
304,Phillip Walker,CAR,QB,6500.0
811,Antonio Gibson,WAS,RB,6500.0
807,Tee Higgins,CIN,WR,6500.0
759,Austin Ekeler,LAC,RB,6500.0
112,Marvin Jones Jr.,DET,WR,6400.0
622,Diontae Johnson,PIT,WR,6400.0
173,Melvin Gordon III,DEN,RB,6400.0
740,Chase Claypool,PIT,WR,6400.0
538,Ben DiNucci,DAL,QB,6400.0
97,Tyrod Taylor,LAC,QB,6400.0
131,Giovani Bernard,CIN,RB,6300.0
138,Robby Anderson,CAR,WR,6300.0
206,Kenyan Drake,ARI,RB,6300.0
750,Brian Hoyer,NE,QB,6300.0
478,Jarrett Stidham,NE,QB,6300.0
234,DeVante Parker,MIA,WR,6200.0
22,Rob Gronkowski,TB,TE,6200.0
132,Mike Glennon,JAC,QB,6200.0
370,D.J. Chark Jr.,JAC,WR,6200.0
506,David Johnson,HOU,RB,6200.0
745,Ryan Fitzpatrick,MIA,QB,6200.0
25,Antonio Brown,TB,WR,6200.0
734,Alexander Mattison,MIN,RB,6100.0
487,Brett Rypien,DEN,QB,6100.0
552,Nyheim Hines,IND,RB,6100.0
198,Jeff Driskel,DEN,QB,6100.0
187,Brandin Cooks,HOU,WR,6100.0
629,Joe Flacco,NYJ,QB,6100.0
746,Jared Cook,NO,TE,6100.0
657,Jalen Hurts,PHI,QB,6100.0
471,Jake Browning,MIN,QB,6000.0
468,Bryce Perkins,LAR,QB,6000.0
435,Trace McSorley,BAL,QB,6000.0
162,Trevor Siemian,TEN,QB,6000.0
455,DeShone Kizer,LV,QB,6000.0
256,Chris Streveler,ARI,QB,6000.0
155,Nate Sudfeld,PHI,QB,6000.0
430,John Wolford,LAR,QB,6000.0
276,Joshua Dobbs,PIT,QB,6000.0
211,Brandon Allen,CIN,QB,6000.0
279,Tim Boyle,GB,QB,6000.0
186,Sean Mannion,MIN,QB,6000.0
339,Ryan Finley,CIN,QB,6000.0
204,Nathan Peterman,LV,QB,6000.0
328,Logan Woodside,TEN,QB,6000.0
349,Will Grier,CAR,QB,6000.0
197,Jacoby Brissett,IND,QB,6000.0
351,Manny Wilkins,GB,QB,6000.0
194,Brett Hundley,ARI,QB,6000.0
193,Zach Ertz,PHI,TE,6000.0
363,David Blough,DET,QB,6000.0
219,Dak Prescott,DAL,QB,6000.0
244,Blake Bortles,DEN,QB,6000.0
183,Marcus Mariota,LV,QB,6000.0
325,Cooper Rush,DAL,QB,6000.0
373,Kyle Allen,WAS,QB,6000.0
319,David Fales,NYJ,QB,6000.0
209,AJ McCarron,HOU,QB,6000.0
380,Mason Rudolph,PIT,QB,6000.0
391,Alex McGough,HOU,QB,6000.0
236,Paxton Lynch,PIT,QB,6000.0
240,Ryan Griffin,TB,QB,6000.0
0,Easton Stick,LAC,QB,6000.0
259,Danny Etling,SEA,QB,6000.0
669,Tyler Huntley,BAL,QB,6000.0
551,Kyle Shurmur,KC,QB,6000.0
562,Josh Love,LAR,QB,6000.0
569,Steven Montez,WAS,QB,6000.0
56,Reid Sinnett,MIA,QB,6000.0
769,Kyle Lauletta,CLE,QB,6000.0
90,Blaine Gabbert,TB,QB,6000.0
592,Brian Lewerke,NE,QB,6000.0
79,Jalen Morton,GB,QB,6000.0
747,Chad Henne,KC,QB,6000.0
627,Matt Schaub,ATL,QB,6000.0
632,Josh McCown,HOU,QB,6000.0
633,Matt Moore,KC,QB,6000.0
728,Cole McDonald,TEN,QB,6000.0
642,Jordan Love,GB,QB,6000.0
644,Khalil Tate,PHI,QB,6000.0
69,Kevin Davidson,CLE,QB,6000.0
713,Anthony Gordon,SEA,QB,6000.0
655,Jacob Eason,IND,QB,6000.0
661,Shea Patterson,KC,QB,6000.0
