,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
333,Andre Roberts,BUF,WR,,11/08/2020,Seahawks,W 44 - 34,,,,,,,,,,,,,,,,,,,,,
200,Andy Isabella,ARI,WR,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,,,,,,2,10,5,6,0,1,0
129,Anthony Firkser,TEN,TE,,11/08/2020,Bears,W 24 - 17,,,,,,,,,,,,,,,3,19,6.3,12,0,,
276,Anthony McFarland,PIT,RB,,11/08/2020,@Cowboys,W 24 - 19,,,,,,,,,,3,7,2.3,6,0,2,15,7.5,8,0,,
263,Anthony Miller,CHI,WR,,11/08/2020,@Titans,L 17 - 24,,,,,,,,,,,,,,,5,59,11.8,34,0,1,1
375,Anthony Sherman,KC,RB,,11/08/2020,Panthers,W 33 - 31,,,,,,,,,,,,,,,,,,,,,
28,Antonio Brown,TB,WR,,11/09/2020,Saints,L 3 - 38,,,,,,,,,,,,,,,3,31,10.3,15,0,,
150,Antonio Gibson,WSH,RB,,11/08/2020,Giants,L 20 - 23,,,,,,,,,,6,20,3.3,11,1,3,35,11.7,21,0,1,1
0,Antony Auclair,TB,TE,,11/09/2020,Saints,L 3 - 38,,,,,,,,,,,,,,,,,,,,,
308,Artavis Pierce,CHI,RB,,11/08/2020,@Titans,L 17 - 24,,,,,,,,,,,,,,,,,,,,,
288,Austin Mack,NYG,WR,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,,,,,,4,72,18,50,0,,
439,Austin Walter,SF,RB,,11/06/2020,Packers,L 17 - 34,,,,,,,,,,,,,,,,,,,,,
93,Ben DiNucci,DAL,QB,,11/08/2020,Steelers,L 19 - 24,,,,,,,,,,,,,,,,,,,,,
108,Ben Ellefson,JAX,TE,,11/08/2020,Texans,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
328,Ben Roethlisberger,PIT,QB,,11/08/2020,@Cowboys,W 24 - 19,29,42,306,7.3,3,0,0,0,113.8,1,8,8,,0,,,,,,,
356,Benny Snell,PIT,RB,,11/08/2020,@Cowboys,W 24 - 19,,,,,,,,,,3,1,0.3,3,0,,,,,,,
216,Bisi Johnson,MIN,WR,,11/08/2020,Lions,W 34 - 20,,,,,,,,,,,,,,,,,,,,,
156,Blaine Gabbert,TB,QB,,11/09/2020,Saints,L 3 - 38,,,,,,,,,,1,-1,-1,,0,,,,,,,
47,Blake Bell,DAL,TE,,11/08/2020,Steelers,L 19 - 24,,,,,,,,,,,,,,,1,-4,-4,-4,0,,
63,Brandin Cooks,HOU,WR,,11/08/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,3,83,27.7,57,1,,
304,Brandon Powell,ATL,WR,,11/08/2020,Broncos,W 34 - 27,,,,,,,,,,1,4,4,4,0,1,9,9,9,1,,
444,Brandon Zylstra,CAR,WR,,11/08/2020,@Chiefs,L 31 - 33,,,,,,,,,,,,,,,1,28,28,28,0,,
44,Braxton Berrios,NYJ,WR,,11/10/2020,Patriots,L 27 - 30,,,,,,,,,,,,,,,1,13,13,13,0,,
312,Breshad Perriman,NYJ,WR,,11/10/2020,Patriots,L 27 - 30,,,,,,,,,,,,,,,5,101,20.2,50,2,,
159,Brett Hundley,ARI,QB,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,,,,,,,,,,,,
322,Brett Rypien,DEN,QB,,11/08/2020,@Falcons,L 27 - 34,,,,,,,,,,,,,,,,,,,,,
178,Brian Hill,ATL,RB,,11/08/2020,Broncos,W 34 - 27,,,,,,,,,,8,24,3,8,0,0,0,,,0,,
162,Brian Hoyer,NE,QB,,11/10/2020,@Jets,W 30 - 27,,,,,,,,,,,,,,,,,,,,,
112,Bryan Edwards,LV,WR,,11/08/2020,@Chargers,W 31 - 26,,,,,,,,,,,,,,,,,,,,,
163,Buddy Howell,HOU,RB,,11/08/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,,,,,,,
303,Byron Pringle,,WR,,11/08/2020,Panthers,W 33 - 31,,,,,,,,,,,,,,,,,,,,,
50,C.J. Beathard,SF,QB,,11/06/2020,Packers,L 17 - 34,,,,,,,,,,,,,,,,,,,,,
41,C.J. Board,NYG,WR,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,,,,,,1,10,10,10,0,,
336,Calvin Ridley,ATL,WR,,11/08/2020,Broncos,W 34 - 27,,,,,,,,,,,,,,,,,,,,,
289,Cam Newton,NE,QB,,11/10/2020,@Jets,W 30 - 27,27,35,274,7.8,0,0,0,0,99,10,16,1.6,,2,,,,,,,
374,Cam Sims,WSH,WR,,11/08/2020,Giants,L 20 - 23,,,,,,,,,,,,,,,3,110,36.7,45,0,,
51,Cameron Batson,TEN,WR,,11/08/2020,Bears,W 24 - 17,,,,,,,,,,,,,,,1,6,6,6,0,,
34,Cameron Brate,TB,TE,,11/09/2020,Saints,L 3 - 38,,,,,,,,,,,,,,,,,,,,,
157,Carlos Hyde,SEA,RB,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,,,,,,,,,,,,
420,Ced Wilson,DAL,WR,,11/08/2020,Steelers,L 19 - 24,,,,,,,,,,,,,,,1,6,6,6,0,,
246,CeeDee Lamb,DAL,WR,,11/08/2020,Steelers,L 19 - 24,,,,,,,,,,,,,,,4,71,17.8,32,1,1,1
48,Chad Beebe,MIN,WR,,11/08/2020,Lions,W 34 - 20,,,,,,,,,,,,,,,,,,,,,
183,Chad Henne,KC,QB,,11/08/2020,Panthers,W 33 - 31,,,,,,,,,,,,,,,,,,,,,
416,Charlie Woerner,SF,TE,,11/06/2020,Packers,L 17 - 34,,,,,,,,,,,,,,,,,,,,,
74,Chase Claypool,PIT,WR,,11/08/2020,@Cowboys,W 24 - 19,,,,,,,,,,1,4,4,4,0,8,69,8.6,14,0,,
102,Chase Daniel,DET,QB,,11/08/2020,@Vikings,L 20 - 34,8,13,94,7.2,1,1,0,0,77.1,1,5,5,,0,,,,,,,
113,Chase Edmonds,ARI,RB,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,25,70,2.8,6,0,3,18,6,10,0,,
79,Chris Carson,SEA,RB,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,,,,,,,,,,,,
67,Chris Conley,JAX,WR,,11/08/2020,Texans,L 25 - 27,,,,,,,,,,,,,,,7,52,7.4,21,0,,
145,Chris Godwin,TB,WR,,11/09/2020,Saints,L 3 - 38,,,,,,,,,,,,,,,3,41,13.7,20,0,,
179,Chris Herndon,NYJ,TE,,11/10/2020,Patriots,L 27 - 30,,,,,,,,,,,,,,,,,,,,,
286,Chris Manhertz,CAR,TE,,11/08/2020,@Chiefs,L 31 - 33,,,,,,,,,,,,,,,,,,,,,
346,Chris Streveler,ARI,QB,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,,,,,,,,,,,,
398,Chris Thompson,,RB,,11/08/2020,Texans,L 25 - 27,,,,,,,,,,1,3,3,3,0,4,35,8.8,13,0,,
43,Christian Blake,ATL,WR,,11/08/2020,Broncos,W 34 - 27,,,,,,,,,,,,,,,3,31,10.3,21,0,,
232,Christian Kirk,ARI,WR,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,,,,,,5,123,24.6,56,1,,
282,Christian McCaffrey,CAR,RB,,11/08/2020,@Chiefs,L 31 - 33,,,,,,,,,,18,69,3.8,13,1,10,82,8.2,24,1,,
110,Clyde Edwards-Helaire,KC,RB,,11/08/2020,Panthers,W 33 - 31,,,,,,,,,,5,14,2.8,7,0,3,20,6.7,8,1,,
319,Colby Parkinson,SEA,TE,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,,,,,,,,,,,,
49,Cole Beasley,BUF,WR,,11/08/2020,Seahawks,W 44 - 34,,,,,,,,,,,,,,,3,39,13,23,0,,
231,Cole Kmet,CHI,TE,,11/08/2020,@Titans,L 17 - 24,,,,,,,,,,,,,,,,,,,,,
397,Colin Thompson,CAR,TE,,11/08/2020,@Chiefs,L 31 - 33,,,,,,,,,,,,,,,,,,,,,
215,Collin Johnson,JAX,WR,,11/08/2020,Texans,L 25 - 27,,,,,,,,,,,,,,,1,9,9,9,0,,
279,Colt McCoy,NYG,QB,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
324,Cooper Rush,,QB,,11/08/2020,Steelers,L 19 - 24,,,,,,,,,,,,,,,,,,,,,
315,Cordarrelle Patterson,CHI,WR,,11/08/2020,@Titans,L 17 - 24,,,,,,,,,,3,13,4.3,6,0,4,27,6.8,9,0,,
99,Corey Davis,TEN,WR,,11/08/2020,Bears,W 24 - 17,,,,,,,,,,,,,,,0,0,,,0,,
148,Cullen Gillaspia,HOU,RB,,11/08/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,,,,,,,
387,Curtis Samuel,CAR,WR,,11/08/2020,@Chiefs,L 31 - 33,,,,,,,,,,3,13,4.3,7,0,9,105,11.7,28,1,,
343,D'Andre Swift,DET,RB,,11/08/2020,@Vikings,L 20 - 34,,,,,,,,,,13,64,4.9,17,0,3,33,11,19,0,1,0
124,D'Onta Foreman,TEN,RB,,11/08/2020,Bears,W 24 - 17,,,,,,,,,,5,11,2.2,3,0,,,,,,,
76,D.J. Chark,JAX,WR,,11/08/2020,Texans,L 25 - 27,,,,,,,,,,,,,,,7,146,20.9,73,1,,
123,D.J. Foster,ARI,RB,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,1,2,2,2,0,1,7,7,7,0,,
255,D.J. Moore,CAR,WR,,11/08/2020,@Chiefs,L 31 - 33,,,,,,,,,,,,,,,2,18,9,11,0,,
267,DK Metcalf,SEA,WR,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,,,,,,7,108,15.4,41,1,,
197,DaeSean Hamilton,DEN,WR,,11/08/2020,@Falcons,L 27 - 34,,,,,,,,,,,,,,,2,12,6,9,0,,
236,Dalton Keene,,TE,,11/10/2020,@Jets,W 30 - 27,,,,,,,,,,,,,,,,,,,,,
383,Dalton Schultz,DAL,TE,,11/08/2020,Steelers,L 19 - 24,,,,,,,,,,,,,,,4,48,12,16,0,,
65,Dalvin Cook,MIN,RB,,11/08/2020,Lions,W 34 - 20,,,,,,,,,,22,206,9.4,70,2,2,46,23,29,0,,
194,Damien Harris,NE,RB,,11/10/2020,@Jets,W 30 - 27,,,,,,,,,,14,71,5.1,21,0,,,,,,,
16,Damiere Byrd,NE,WR,,11/10/2020,@Jets,W 30 - 27,,,,,,,,,,,,,,,5,65,13,31,0,,
1,Dan Arnold,ARI,TE,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,,,,,,1,16,16,16,0,,
75,Dan Chisena,MIN,WR,,11/08/2020,Lions,W 34 - 20,,,,,,,,,,,,,,,,,,,,,
27,Daniel Brown,NYJ,TE,,11/10/2020,Patriots,L 27 - 30,,,,,,,,,,,,,,,,,,,,,
185,Daniel Helm,,TE,,11/06/2020,Packers,L 17 - 34,,,,,,,,,,,,,,,,,,,,,
208,Daniel Jones,NYG,QB,,11/08/2020,@Football Team,W 23 - 20,23,34,212,6.2,1,0,5,28,94.2,6,4,0.7,,0,,,,,,2,0
5,Danny Amendola,DET,WR,,11/08/2020,@Vikings,L 20 - 34,,,,,,,,,,1,2,2,2,0,7,77,11,28,0,,
300,Dare Ogunbowale,JAX,RB,,11/08/2020,Texans,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
370,Darius Slayton,NYG,WR,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,1,2,2,2,0,1,6,6,6,0,,
257,Darnell Mooney,CHI,WR,,11/08/2020,@Titans,L 17 - 24,,,,,,,,,,,,,,,5,43,8.6,22,0,,
424,Darrel Williams,KC,RB,,11/08/2020,Panthers,W 33 - 31,,,,,,,,,,,,,,,1,3,3,3,0,,
101,Darrell Daniels,,TE,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,,,,,,1,21,21,21,1,,
130,Darren Fells,HOU,TE,,11/08/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,2,26,13,19,0,,
440,Darren Waller,LV,TE,,11/08/2020,@Chargers,W 31 - 26,,,,,,,,,,,,,,,5,22,4.4,8,1,,
377,Darrius Shepherd,GB,WR,,11/06/2020,@49ers,W 34 - 17,,,,,,,,,,,,,,,1,3,3,3,0,,
396,Darwin Thompson,KC,RB,,11/08/2020,Panthers,W 33 - 31,,,,,,,,,,,,,,,,,,,,,
121,Daurice Fountain,,WR,,11/08/2020,Ravens,L 10 - 24,,,,,,,,,,,,,,,,,,,,,
14,Davante Adams,GB,WR,,11/06/2020,@49ers,W 34 - 17,,,,,,,,,,,,,,,10,173,17.3,49,1,,
42,David Blough,DET,QB,,11/08/2020,@Vikings,L 20 - 34,,,,,,,,,,,,,,,,,,,,,
214,David Johnson,,RB,,11/08/2020,@Jaguars,W 27 - 25,,,,,,,,,,2,16,8,18,0,0,0,,,0,,
259,David Montgomery,CHI,RB,,11/08/2020,@Titans,L 17 - 24,,,,,,,,,,14,30,2.1,5,0,3,12,4,13,0,1,1
256,David Moore,SEA,WR,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,,,,,,4,71,17.8,55,1,,
230,Dawson Knox,BUF,TE,,11/08/2020,Seahawks,W 44 - 34,,,,,,,,,,,,,,,,,,,,,
192,De'Michael Harris,IND,WR,,11/08/2020,Ravens,L 10 - 24,,,,,,,,,,2,28,14,16,0,4,27,6.8,13,0,,
78,DeAndre Carter,CHI,WR,,11/08/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,,,,,,,
165,DeAndre Hopkins,ARI,WR,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,,,,,,3,30,10,17,0,,
320,DeVante Parker,MIA,WR,,11/08/2020,@Cardinals,W 34 - 31,,,,,,,,,,,,,,,6,64,10.7,17,0,,
103,DeeJay Dallas,SEA,RB,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,7,31,4.4,10,1,2,8,4,5,0,,
331,Demarcus Robinson,KC,WR,,11/08/2020,Panthers,W 33 - 31,,,,,,,,,,,,,,,3,34,11.3,28,1,1,1
193,Demetrius Harris,CHI,TE,,11/08/2020,@Titans,L 17 - 24,,,,,,,,,,,,,,,,,,,,,
261,Denzel Mims,NYJ,WR,,11/10/2020,Patriots,L 27 - 30,,,,,,,,,,,,,,,4,62,15.5,26,0,,
443,Deon Yelder,KC,TE,,11/08/2020,Panthers,W 33 - 31,,,,,,,,,,,,,,,,,,,,,
191,Deonte Harris,NO,WR,,11/09/2020,@Buccaneers,W 38 - 3,,,,,,,,,,,,,,,1,40,40,40,0,,
81,Derek Carr,LV,QB,,11/08/2020,@Chargers,W 31 - 26,13,23,165,7.2,2,0,1,5,108.1,2,14,7,,0,,,,,,1,1
80,Derek Carrier,LV,TE,,11/08/2020,@Chargers,W 31 - 26,,,,,,,,,,,,,,,,,,,,,
182,Derrick Henry,TEN,RB,,11/08/2020,Bears,W 24 - 17,,,,,,,,,,21,68,3.2,26,0,,,,,,,
434,Deshaun Watson,HOU,QB,,11/08/2020,@Jaguars,W 27 - 25,19,32,281,8.8,2,0,2,14,109,10,50,5,,0,,,,,,1,0
85,Devin Duvernay,BAL,WR,,11/08/2020,@Colts,W 24 - 10,,,,,,,,,,1,-1,-1,-1,0,,,,,,,
372,Devin Singletary,BUF,RB,,11/08/2020,Seahawks,W 44 - 34,,,,,,,,,,2,1,0.5,2,0,3,33,11,22,0,,
292,Devine Ozigbo,JAX,RB,,11/08/2020,Texans,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
119,Devonta Freeman,,RB,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
40,Devontae Booker,LV,RB,,11/08/2020,@Chargers,W 31 - 26,,,,,,,,,,8,68,8.5,23,1,,,,,,,
427,Dexter Williams,,RB,,11/06/2020,@49ers,W 34 - 17,,,,,,,,,,2,8,4,5,0,,,,,,,
20,Dez Bryant,BAL,WR,,11/08/2020,@Colts,W 24 - 10,,,,,,,,,,,,,,,,,,,,,
317,Dezmon Patmon,IND,WR,,11/08/2020,Ravens,L 10 - 24,,,,,,,,,,,,,,,,,,,,,
245,Dion Lewis,NYG,RB,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,3,5,1.7,5,0,2,16,8,8,0,,
219,Diontae Johnson,PIT,WR,,11/08/2020,@Cowboys,W 24 - 19,,,,,,,,,,1,4,4,4,0,6,77,12.8,42,0,,
355,Diontae Spencer,,WR,,11/08/2020,@Falcons,L 27 - 34,,,,,,,,,,,,,,,,,,,,,
321,Donald Parham,LAC,TE,,11/08/2020,Raiders,L 26 - 31,,,,,,,,,,,,,,,0,0,,,0,,
201,Dontrelle Inman,WSH,WR,,11/08/2020,Giants,L 20 - 23,,,,,,,,,,,,,,,,,,,,,
32,Drew Brees,,QB,,11/09/2020,@Buccaneers,W 38 - 3,26,32,222,6.9,4,0,1,0,135.2,2,-2,-1,,0,,,,,,1,1
242,Drew Lock,DEN,QB,,11/08/2020,@Falcons,L 27 - 34,25,48,313,6.5,2,1,1,11,77.9,7,47,6.7,,1,,,,,,,
220,Duke Johnson,HOU,RB,,11/08/2020,@Jaguars,W 27 - 25,,,,,,,,,,16,41,2.6,8,1,4,32,8,12,0,1,1
358,Durham Smythe,MIA,TE,,11/08/2020,@Cardinals,W 34 - 31,,,,,,,,,,,,,,,1,19,19,19,0,,
190,Dwayne Harris,,WR,,11/08/2020,@Titans,L 17 - 24,,,,,,,,,,,,,,,,,,,,,
187,Dwayne Haskins,WSH,QB,,11/08/2020,Giants,L 20 - 23,,,,,,,,,,,,,,,,,,,,,
437,Dwayne Washington,NO,RB,,11/09/2020,@Buccaneers,W 38 - 3,,,,,,,,,,5,9,1.8,5,0,,,,,,,
348,Easton Stick,LAC,QB,,11/08/2020,Raiders,L 26 - 31,,,,,,,,,,,,,,,,,,,,,
314,Elijhaa Penny,NYG,RB,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,1,2,2,2,0,0,0,,,0,,
385,Emmanuel Sanders,NO,WR,,11/09/2020,@Buccaneers,W 38 - 3,,,,,,,,,,,,,,,4,38,9.5,12,1,,
45,Eno Benjamin,ARI,RB,,11/08/2020,Dolphins,L 31 - 34,,,,,,,,,,,,,,,,,,,,,
352,Equanimeous St. Brown,GB,WR,,11/06/2020,@49ers,W 34 - 17,,,,,,,,,,,,,,,,,,,,,
114,Eric Ebron,PIT,TE,,11/08/2020,@Cowboys,W 24 - 19,,,,,,,,,,,,,,,3,22,7.3,9,1,,
393,Eric Tomlinson,,TE,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
106,Evan Engram,NYG,TE,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,,,,,,5,48,9.6,16,1,,
107,Ezekiel Elliott,DAL,RB,,11/08/2020,Steelers,L 19 - 24,,,,,,,,,,18,51,2.8,10,0,2,18,9,16,0,,
254,Foster Moreau,LV,TE,,11/08/2020,@Chargers,W 31 - 26,,,,,,,,,,,,,,,,,,,,,
142,Frank Gore,NYJ,RB,,11/10/2020,Patriots,L 27 - 30,,,,,,,,,,12,46,3.8,15,0,2,13,6.5,8,0,,
344,Freddie Swain,SEA,WR,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,,,,,,0,0,,,0,,
98,Gabriel Davis,BUF,WR,,11/08/2020,Seahawks,W 44 - 34,,,,,,,,,,,,,,,4,70,17.5,39,1,,
260,Gardner Minshew,JAX,QB,,11/08/2020,Texans,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
149,Garrett Gilbert,DAL,QB,,11/08/2020,Steelers,L 19 - 24,21,38,243,6.4,1,1,2,23,72.6,3,28,9.3,,0,,,,,,,
95,Gehrig Dieter,,WR,,11/08/2020,Panthers,W 33 - 31,,,,,,,,,,,,,,,,,,,,,
366,Geno Smith,SEA,QB,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,,,,,,,,,,,,
345,Geoff Swaim,TEN,TE,,11/08/2020,Bears,W 24 - 17,,,,,,,,,,,,,,,,,,,,,
408,Golden Tate,NYG,WR,,11/08/2020,@Football Team,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
296,Greg Olsen,,TE,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,,,,,,2,13,6.5,8,0,,
295,Gunner Olszewski,NE,WR,,11/10/2020,@Jets,W 30 - 27,,,,,,,,,,3,16,5.3,12,0,1,-1,-1,-1,0,,
111,Gus Edwards,BAL,RB,,11/08/2020,@Colts,W 24 - 10,,,,,,,,,,11,23,2.1,5,1,2,11,5.5,7,0,1,1
158,Hayden Hurst,ATL,TE,,11/08/2020,Broncos,W 34 - 27,,,,,,,,,,,,,,,7,62,8.9,24,0,,
325,Henry Ruggs III,LV,WR,,11/08/2020,@Chargers,W 31 - 26,,,,,,,,,,1,10,10,10,0,0,0,,,0,,
181,Hunter Henry,LAC,TE,,11/08/2020,Raiders,L 26 - 31,,,,,,,,,,,,,,,4,33,8.3,11,0,,
339,Hunter Renfrow,LV,WR,,11/08/2020,@Chargers,W 31 - 26,,,,,,,,,,,,,,,2,60,30,53,0,,
401,Ian Thomas,CAR,TE,,11/08/2020,@Chiefs,L 31 - 33,,,,,,,,,,,,,,,1,8,8,8,0,1,0
368,Irv Smith,MIN,TE,,11/08/2020,Lions,W 34 - 20,,,,,,,,,,,,,,,2,10,5,9,2,,
290,Isaac Nauta,DET,TE,,11/08/2020,@Vikings,L 20 - 34,,,,,,,,,,,,,,,,,,,,,
60,Isaiah Coulter,HOU,WR,,11/08/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,,,,,,,
275,Isaiah McKenzie,BUF,WR,,11/08/2020,Seahawks,W 44 - 34,,,,,,,,,,1,1,1,1,0,1,25,25,25,1,,
414,Isaiah Wright,WSH,WR,,11/08/2020,Giants,L 20 - 23,,,,,,,,,,,,,,,3,30,10,15,0,2,1
365,Ito Smith,ATL,RB,,11/08/2020,Broncos,W 34 - 27,,,,,,,,,,,,,,,,,,,,,
272,J.D. McKissic,WSH,RB,,11/08/2020,Giants,L 20 - 23,,,,,,,,,,3,17,5.7,10,0,9,65,7.2,11,0,,
407,J.J. Taylor,NE,RB,,11/10/2020,@Jets,W 30 - 27,,,,,,,,,,,,,,,,,,,,,
91,J.K. Dobbins,,RB,,11/08/2020,@Colts,W 24 - 10,,,,,,,,,,12,30,2.5,8,0,2,5,2.5,6,0,,
167,J.P. Holtz,CHI,TE,,11/08/2020,@Titans,L 17 - 24,,,,,,,,,,,,,,,,,,,,,
186,JaMycal Hasty,,RB,,11/06/2020,Packers,L 17 - 34,,,,,,,,,,4,3,0.8,4,0,2,10,5,7,0,,
351,Jace Sternberger,GB,TE,,11/06/2020,@49ers,W 34 - 17,,,,,,,,,,,,,,,1,1,1,1,0,,
88,Jack Doyle,IND,TE,,11/08/2020,Ravens,L 10 - 24,,,,,,,,,,,,,,,0,0,,,0,,
115,Jacob Eason,IND,QB,,11/08/2020,Ravens,L 10 - 24,,,,,,,,,,,,,,,,,,,,,
168,Jacob Hollister,SEA,TE,,11/08/2020,@Bills,L 34 - 44,,,,,,,,,,,,,,,5,60,12,19,0,,
29,Jacoby Brissett,IND,QB,,11/08/2020,Ravens,L 10 - 24,0,1,0,0,0,0,0,0,39.6,,,,,,,,,,,,
141,Jaeden Graham,ATL,TE,,11/08/2020,Broncos,W 34 - 27,,,,,,,,,,,,,,,,,,,,,
117,Jake Fromm,BUF,QB,,11/08/2020,Seahawks,W 44 - 34,,,,,,,,,,,,,,,,,,,,,
228,Jake Kumerow,BUF,WR,,11/08/2020,Seahawks,W 44 - 34,,,,,,,,,,,,,,,,,,,,,
238,Jake Luton,JAX,QB,,11/08/2020,Texans,L 25 - 27,26,38,304,8,1,1,2,16,90.2,1,13,13,,1,,,,,,1,0
139,Jakeem Grant,MIA,WR,,11/08/2020,@Cardinals,W 34 - 31,,,,,,,,,,,,,,,4,35,8.8,16,0,,
266,Jakobi Meyers,NE,WR,,11/10/2020,@Jets,W 30 - 27,,,,,,,,,,,,,,,12,169,14.1,33,0,,
132,Jalen Guyton,LAC,WR,,11/08/2020,Raiders,L 26 - 31,,,,,,,,,,,,,,,1,9,9,9,0,,
338,Jalen Richard,LV,RB,,11/08/2020,@Chargers,W 31 - 26,,,,,,,,,,1,3,3,3,0,1,19,19,19,0,,
12,Jamal Agnew,DET,WR,,11/08/2020,@Vikings,L 20 - 34,,,,,,,,,,,,,,,,,,,,,
418,Jameis Winston,NO,QB,,11/09/2020,@Buccaneers,W 38 - 3,1,1,12,12,0,0,0,0,116.7,3,-3,-1,,0,,,,,,,
66,James Conner,,RB,,11/08/2020,@Cowboys,W 24 - 19,,,,,,,,,,9,22,2.4,6,0,2,-2,-1,2,0,,
