,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
289,Alfred Morris,NYG,RB,,12/13/2020,Cardinals,L 7 - 26,,,,,,,,,,3,7,2.3,5,0,,,,,,,
278,Allen Lazard,GB,WR,,12/13/2020,@Lions,W 31 - 24,,,,,,,,,,,,,,,2,19,9.5,14,0,,
373,Allen Robinson,CHI,WR,,12/13/2020,Texans,W 36 - 7,,,,,,,,,,,,,,,9,123,13.7,35,1,,
247,Alshon Jeffery,PHI,WR,,12/13/2020,Saints,W 24 - 21,,,,,,,,,,,,,,,1,15,15,15,1,,
268,Alvin Kamara,NO,RB,,12/13/2020,@Eagles,L 21 - 24,,,,,,,,,,11,50,4.5,16,1,7,44,6.3,11,0,,
72,Amari Cooper,DAL,WR,,12/13/2020,@Bengals,W 30 - 7,,,,,,,,,,,,,,,4,51,12.8,20,1,,
21,Ameer Abdullah,MIN,RB,,12/13/2020,@Buccaneers,L 14 - 26,,,,,,,,,,3,11,3.7,4,0,2,10,5,6,0,,
374,Andre Roberts,BUF,WR,,12/14/2020,Steelers,W 26 - 15,,,,,,,,,,,,,,,,,,,,1,0
55,Andrew Beck,DEN,TE,,12/13/2020,@Panthers,W 32 - 27,,,,,,,,,,,,,,,,,,,,,
116,Andy Dalton,DAL,QB,,12/13/2020,@Bengals,W 30 - 7,16,23,185,8,2,0,2,14,122.6,1,-1,-1,,0,,,,,,,
223,Andy Isabella,ARI,WR,,12/13/2020,@Giants,W 26 - 7,,,,,,,,,,,,,,,,,,,,,
145,Anthony Firkser,TEN,TE,,12/13/2020,@Jaguars,W 31 - 10,,,,,,,,,,,,,,,1,5,5,5,0,,
314,Anthony McFarland,PIT,RB,,12/14/2020,@Bills,L 15 - 26,,,,,,,,,,,,,,,,,,,,,
301,Anthony Miller,CHI,WR,,12/13/2020,Texans,W 36 - 7,,,,,,,,,,,,,,,2,16,8,10,0,,
421,Anthony Sherman,KC,RB,,12/13/2020,@Dolphins,W 33 - 27,,,,,,,,,,,,,,,0,0,,,0,,
33,Antonio Brown,TB,WR,,12/13/2020,Vikings,W 26 - 14,,,,,,,,,,,,,,,5,49,9.8,16,0,,
94,Antonio Callaway,,WR,,12/13/2020,Chiefs,L 27 - 33,,,,,,,,,,,,,,,0,0,,,0,,
169,Antonio Gibson,WSH,RB,,12/13/2020,@49ers,W 23 - 15,,,,,,,,,,,,,,,,,,,,,
1,Antony Auclair,TB,TE,,12/13/2020,Vikings,W 26 - 14,,,,,,,,,,,,,,,0,0,,,0,,
345,Artavis Pierce,CHI,RB,,12/13/2020,Texans,W 36 - 7,,,,,,,,,,,,,,,,,,,,,
99,Ashton Dulin,IND,WR,,12/13/2020,@Raiders,W 44 - 27,,,,,,,,,,,,,,,,,,,,,
126,Austin Ekeler,LAC,RB,,12/13/2020,Falcons,W 20 - 17,,,,,,,,,,15,79,5.3,13,0,9,67,7.4,16,0,1,0
186,Austin Hooper,CLE,TE,,12/15/2020,Ravens,L 42 - 47,,,,,,,,,,,,,,,,,,,,,
328,Austin Mack,NYG,WR,,12/13/2020,Cardinals,L 7 - 26,,,,,,,,,,,,,,,,,,,,,
503,Austin Walter,,RB,,12/13/2020,Football Team,L 15 - 23,,,,,,,,,,,,,,,,,,,,,
322,Baker Mayfield,CLE,QB,,12/15/2020,Ravens,L 42 - 47,28,47,343,7.3,2,1,0,0,87.5,5,23,4.6,,1,,,,,,1,0
106,Ben DiNucci,DAL,QB,,12/13/2020,@Bengals,W 30 - 7,,,,,,,,,,,,,,,,,,,,,
368,Ben Roethlisberger,PIT,QB,,12/14/2020,@Bills,L 15 - 26,21,37,187,5.1,2,2,1,10,65.9,,,,,,,,,,,,
400,Benny Snell,PIT,RB,,12/14/2020,@Bills,L 15 - 26,,,,,,,,,,3,14,4.7,7,0,,,,,,,
241,Bisi Johnson,MIN,WR,,12/13/2020,@Buccaneers,L 14 - 26,,,,,,,,,,,,,,,,,,,,,
174,Blaine Gabbert,TB,QB,,12/13/2020,Vikings,W 26 - 14,,,,,,,,,,,,,,,,,,,,,
53,Blake Bell,DAL,TE,,12/13/2020,@Bengals,W 30 - 7,,,,,,,,,,,,,,,1,11,11,11,0,,
429,Boston Scott,PHI,RB,,12/13/2020,Saints,W 24 - 21,,,,,,,,,,3,6,2,3,0,1,11,11,11,0,,
73,Brandin Cooks,HOU,WR,,12/13/2020,@Bears,L 7 - 36,,,,,,,,,,,,,,,,,,,,,
15,Brandon Aiyuk,SF,WR,,12/13/2020,Football Team,L 15 - 23,,,,,,,,,,,,,,,10,119,11.9,19,0,,
11,Brandon Allen,CIN,QB,,12/13/2020,Cowboys,L 7 - 30,27,36,217,6,1,0,0,0,99,4,12,3,,0,,,,,,,
341,Brandon Powell,ATL,WR,,12/13/2020,@Chargers,L 17 - 20,,,,,,,,,,,,,,,1,9,9,9,0,,
508,Brandon Zylstra,CAR,WR,,12/13/2020,Broncos,L 27 - 32,,,,,,,,,,,,,,,1,3,3,3,0,,
49,Braxton Berrios,NYJ,WR,,12/13/2020,@Seahawks,L 3 - 40,,,,,,,,,,,,,,,3,49,16.3,34,0,,
352,Breshad Perriman,NYJ,WR,,12/13/2020,@Seahawks,L 3 - 40,,,,,,,,,,,,,,,3,26,8.7,17,0,,
180,Brett Hundley,ARI,QB,,12/13/2020,@Giants,W 26 - 7,,,,,,,,,,,,,,,,,,,,,
363,Brett Rypien,DEN,QB,,12/13/2020,@Panthers,W 32 - 27,,,,,,,,,,,,,,,,,,,,,
200,Brian Hill,ATL,RB,,12/13/2020,@Chargers,L 17 - 20,,,,,,,,,,1,3,3,3,0,1,12,12,12,0,,
182,Brian Hoyer,NE,QB,,12/11/2020,@Rams,L 3 - 24,,,,,,,,,,,,,,,,,,,,,
130,Bryan Edwards,LV,WR,,12/13/2020,Colts,L 27 - 44,,,,,,,,,,,,,,,,,,,,,
185,Brycen Hopkins,LAR,TE,,12/11/2020,Patriots,W 24 - 3,,,,,,,,,,,,,,,,,,,,,
183,Buddy Howell,HOU,RB,,12/13/2020,@Bears,L 7 - 36,,,,,,,,,,11,42,3.8,9,0,1,3,3,3,0,,
57,CJ Beathard,SF,QB,,12/13/2020,Football Team,L 15 - 23,,,,,,,,,,,,,,,,,,,,,
46,CJ Board,NYG,WR,,12/13/2020,Cardinals,L 7 - 26,,,,,,,,,,,,,,,,,,,,,
339,CJ Prosise,HOU,RB,,12/13/2020,@Bears,L 7 - 36,,,,,,,,,,1,2,2,2,0,1,10,10,10,0,,
377,Calvin Ridley,ATL,WR,,12/13/2020,@Chargers,L 17 - 20,,,,,,,,,,,,,,,8,124,15.5,39,1,,
14,Cam Akers,LAR,RB,,12/11/2020,Patriots,W 24 - 3,,,,,,,,,,29,171,5.9,35,0,2,23,11.5,16,0,,
330,Cam Newton,NE,QB,,12/11/2020,@Rams,L 3 - 24,9,16,119,7.4,0,1,4,21,53.9,7,16,2.3,,0,,,,,,1,0
419,Cam Sims,WSH,WR,,12/13/2020,@49ers,W 23 - 15,,,,,,,,,,1,5,5,5,0,1,8,8,8,0,,
59,Cameron Batson,TEN,WR,,12/13/2020,@Jaguars,W 31 - 10,,,,,,,,,,,,,,,,,,,,,
36,Cameron Brate,TB,TE,,12/13/2020,Vikings,W 26 - 14,,,,,,,,,,,,,,,1,9,9,9,0,,
175,Carlos Hyde,SEA,RB,,12/13/2020,Jets,W 40 - 3,,,,,,,,,,15,66,4.4,18,0,,,,,,,
491,Carson Wentz,PHI,QB,,12/13/2020,Saints,W 24 - 21,,,,,,,,,,,,,,,,,,,,,
266,Case Keenum,CLE,QB,,12/15/2020,Ravens,L 42 - 47,,,,,,,,,,,,,,,,,,,,,
480,Ced Wilson,DAL,WR,,12/13/2020,@Bengals,W 30 - 7,,,,,,,,,,,,,,,,,,,,,
280,CeeDee Lamb,DAL,WR,,12/13/2020,@Bengals,W 30 - 7,,,,,,,,,,1,15,15,15,0,2,46,23,32,0,,
88,Cethan Carter,CIN,TE,,12/13/2020,Cowboys,L 7 - 30,,,,,,,,,,,,,,,,,,,,,
54,Chad Beebe,MIN,WR,,12/13/2020,@Buccaneers,L 14 - 26,,,,,,,,,,,,,,,0,0,,,0,,
219,Chad Hansen,HOU,WR,,12/13/2020,@Bears,L 7 - 36,,,,,,,,,,,,,,,7,56,8,15,0,,
209,Chad Henne,KC,QB,,12/13/2020,@Dolphins,W 33 - 27,,,,,,,,,,,,,,,,,,,,,
472,Charlie Woerner,,TE,,12/13/2020,Football Team,L 15 - 23,,,,,,,,,,,,,,,0,0,,,0,,
83,Chase Claypool,PIT,WR,,12/14/2020,@Bills,L 15 - 26,,,,,,,,,,,,,,,3,15,5,6,0,,
115,Chase Daniel,DET,QB,,12/13/2020,Packers,L 24 - 31,3,6,29,4.8,0,0,0,0,63.9,,,,,,,,,,,,
131,Chase Edmonds,ARI,RB,,12/13/2020,@Giants,W 26 - 7,,,,,,,,,,7,32,4.6,11,0,4,21,5.3,8,0,,
89,Chris Carson,SEA,RB,,12/13/2020,Jets,W 40 - 3,,,,,,,,,,12,76,6.3,28,1,3,22,7.3,9,0,,
77,Chris Conley,JAX,WR,,12/13/2020,Titans,L 10 - 31,,,,,,,,,,,,,,,,,,,,,
165,Chris Godwin,TB,WR,,12/13/2020,Vikings,W 26 - 14,,,,,,,,,,,,,,,2,25,12.5,16,0,,
205,Chris Herndon,NYJ,TE,,12/13/2020,@Seahawks,L 3 - 40,,,,,,,,,,,,,,,1,9,9,9,0,,
326,Chris Manhertz,CAR,TE,,12/13/2020,Broncos,L 27 - 32,,,,,,,,,,,,,,,,,,,,,
282,Chris Myarick,,TE,,12/13/2020,Chiefs,L 27 - 33,,,,,,,,,,,,,,,,,,,,,
391,Chris Streveler,ARI,QB,,12/13/2020,@Giants,W 26 - 7,,,,,,,,,,,,,,,,,,,,,
48,Christian Blake,ATL,WR,,12/13/2020,@Chargers,L 17 - 20,,,,,,,,,,,,,,,,,,,,,
261,Christian Kirk,ARI,WR,,12/13/2020,@Giants,W 26 - 7,,,,,,,,,,,,,,,3,14,4.7,7,0,,
321,Christian McCaffrey,CAR,RB,,12/13/2020,Broncos,L 27 - 32,,,,,,,,,,,,,,,,,,,,,
128,Clyde Edwards-Helaire,KC,RB,,12/13/2020,@Dolphins,W 33 - 27,,,,,,,,,,16,32,2,12,0,5,59,11.8,26,0,,
360,Colby Parkinson,SEA,TE,,12/13/2020,Jets,W 40 - 3,,,,,,,,,,,,,,,2,16,8,10,0,,
56,Cole Beasley,BUF,WR,,12/14/2020,Steelers,W 26 - 15,,,,,,,,,,,,,,,5,41,8.2,13,0,,
260,Cole Kmet,CHI,TE,,12/13/2020,Texans,W 36 - 7,,,,,,,,,,,,,,,4,41,10.3,16,0,,
450,Colin Thompson,CAR,TE,,12/13/2020,Broncos,L 27 - 32,,,,,,,,,,,,,,,,,,,,,
240,Collin Johnson,JAX,WR,,12/13/2020,Titans,L 10 - 31,,,,,,,,,,,,,,,2,33,16.5,27,0,,
317,Colt McCoy,NYG,QB,,12/13/2020,Cardinals,L 7 - 26,2,3,18,6,0,0,2,12,82.6,,,,,,,,,,,1,1
256,Cooper Kupp,LAR,WR,,12/11/2020,Patriots,W 24 - 3,,,,,,,,,,,,,,,5,33,6.6,20,1,,
356,Cordarrelle Patterson,CHI,WR,,12/13/2020,Texans,W 36 - 7,,,,,,,,,,6,26,4.3,12,0,0,0,,,0,,
82,Corey Clement,PHI,RB,,12/13/2020,Saints,W 24 - 21,,,,,,,,,,,,,,,,,,,,,
113,Corey Davis,TEN,WR,,12/13/2020,@Jaguars,W 31 - 10,,,,,,,,,,,,,,,3,34,11.3,19,0,1,1
439,Curtis Samuel,CAR,WR,,12/13/2020,Broncos,L 27 - 32,,,,,,,,,,2,22,11,12,0,7,68,9.7,19,0,,
387,D'Andre Swift,DET,RB,,12/13/2020,Packers,L 24 - 31,,,,,,,,,,7,24,3.4,5,1,4,26,6.5,17,0,,
239,D'Ernest Johnson,CLE,RB,,12/15/2020,Ravens,L 42 - 47,,,,,,,,,,,,,,,,,,,,,
140,D'Onta Foreman,TEN,RB,,12/13/2020,@Jaguars,W 31 - 10,,,,,,,,,,,,,,,,,,,,,
86,DJ Chark,JAX,WR,,12/13/2020,Titans,L 10 - 31,,,,,,,,,,,,,,,2,16,8,11,0,,
305,DK Metcalf,SEA,WR,,12/13/2020,Jets,W 40 - 3,,,,,,,,,,,,,,,6,61,10.2,19,1,,
221,DaeSean Hamilton,DEN,WR,,12/13/2020,@Panthers,W 32 - 27,,,,,,,,,,,,,,,1,13,13,13,0,,
164,Dallas Goedert,PHI,TE,,12/13/2020,Saints,W 24 - 21,,,,,,,,,,,,,,,4,43,10.8,19,0,,
267,Dalton Keene,NE,TE,,12/11/2020,@Rams,L 3 - 24,,,,,,,,,,,,,,,,,,,,,
430,Dalton Schultz,DAL,TE,,12/13/2020,@Bengals,W 30 - 7,,,,,,,,,,,,,,,3,34,11.3,15,0,,
75,Dalvin Cook,MIN,RB,,12/13/2020,@Buccaneers,L 14 - 26,,,,,,,,,,22,102,4.6,14,1,2,8,4,5,0,,
217,Damien Harris,NE,RB,,12/11/2020,@Rams,L 3 - 24,,,,,,,,,,11,50,4.5,12,0,1,0,0,0,0,,
22,Damiere Byrd,NE,WR,,12/11/2020,@Rams,L 3 - 24,,,,,,,,,,,,,,,5,48,9.6,25,0,,
3,Dan Arnold,ARI,TE,,12/13/2020,@Giants,W 26 - 7,,,,,,,,,,,,,,,2,27,13.5,20,1,,
85,Dan Chisena,MIN,WR,,12/13/2020,@Buccaneers,L 14 - 26,,,,,,,,,,,,,,,,,,,,,
32,Daniel Brown,NYJ,TE,,12/13/2020,@Seahawks,L 3 - 40,,,,,,,,,,,,,,,,,,,,,
232,Daniel Jones,NYG,QB,,12/13/2020,Cardinals,L 7 - 26,11,21,127,6,0,0,6,52,70.9,,,,,,,,,,,3,1
8,Danny Amendola,DET,WR,,12/13/2020,Packers,L 24 - 31,,,,,,,,,,,,,,,6,66,11,16,0,,
347,Dante Pettis,NYG,WR,,12/13/2020,Cardinals,L 7 - 26,,,,,,,,,,,,,,,,,,,,,
337,Dare Ogunbowale,JAX,RB,,12/13/2020,Titans,L 10 - 31,,,,,,,,,,,,,,,1,12,12,12,0,,
415,Darius Slayton,NYG,WR,,12/13/2020,Cardinals,L 7 - 26,,,,,,,,,,,,,,,3,31,10.3,13,0,,
294,Darnell Mooney,CHI,WR,,12/13/2020,Texans,W 36 - 7,,,,,,,,,,1,5,5,5,0,2,22,11,12,1,,
484,Darrel Williams,KC,RB,,12/13/2020,@Dolphins,W 33 - 27,,,,,,,,,,,,,,,,,,,,,
210,Darrell Henderson,LAR,RB,,12/11/2020,Patriots,W 24 - 3,,,,,,,,,,2,5,2.5,3,0,,,,,,,
147,Darren Fells,HOU,TE,,12/13/2020,@Bears,L 7 - 36,,,,,,,,,,,,,,,1,15,15,15,0,,
504,Darren Waller,LV,TE,,12/13/2020,Colts,L 27 - 44,,,,,,,,,,,,,,,7,75,10.7,29,0,,
121,Darrynton Evans,TEN,RB,,12/13/2020,@Jaguars,W 31 - 10,,,,,,,,,,,,,,,,,,,,,
449,Darwin Thompson,KC,RB,,12/13/2020,@Dolphins,W 33 - 27,,,,,,,,,,,,,,,,,,,,,
20,Davante Adams,GB,WR,,12/13/2020,@Lions,W 31 - 24,,,,,,,,,,,,,,,7,115,16.4,56,1,,
47,David Blough,DET,QB,,12/13/2020,Packers,L 24 - 31,,,,,,,,,,,,,,,,,,,,,
296,David Montgomery,CHI,RB,,12/13/2020,Texans,W 36 - 7,,,,,,,,,,11,113,10.3,80,1,3,42,14,18,0,,
293,David Moore,SEA,WR,,12/13/2020,Jets,W 40 - 3,,,,,,,,,,1,9,9,9,0,3,20,6.7,14,1,,
329,David Njoku,CLE,TE,,12/15/2020,Ravens,L 42 - 47,,,,,,,,,,,,,,,3,45,15,20,0,,
259,Dawson Knox,BUF,TE,,12/14/2020,Steelers,W 26 - 15,,,,,,,,,,,,,,,4,34,8.5,16,0,1,1
215,De'Michael Harris,IND,WR,,12/13/2020,@Raiders,W 44 - 27,,,,,,,,,,,,,,,,,,,,,
184,DeAndre Hopkins,ARI,WR,,12/13/2020,@Giants,W 26 - 7,,,,,,,,,,,,,,,9,136,15.1,41,0,,
499,DeAndre Washington,MIA,RB,,12/13/2020,Chiefs,L 27 - 33,,,,,,,,,,13,35,2.7,7,0,2,17,8.5,10,0,,
361,DeVante Parker,MIA,WR,,12/13/2020,Chiefs,L 27 - 33,,,,,,,,,,,,,,,0,0,,,0,,
117,DeeJay Dallas,SEA,RB,,12/13/2020,Jets,W 40 - 3,,,,,,,,,,4,7,1.8,4,0,,,,,,,
438,Deebo Samuel,SF,WR,,12/13/2020,Football Team,L 15 - 23,,,,,,,,,,1,9,9,9,0,,,,,,,
372,Demarcus Robinson,KC,WR,,12/13/2020,@Dolphins,W 33 - 27,,,,,,,,,,,,,,,1,13,13,13,0,,
216,Demetrius Harris,CHI,TE,,12/13/2020,Texans,W 36 - 7,,,,,,,,,,,,,,,,,,,,,
507,Deon Yelder,KC,TE,,12/13/2020,@Dolphins,W 33 - 27,,,,,,,,,,,,,,,,,,,,,
214,Deonte Harris,,WR,,12/13/2020,@Eagles,L 21 - 24,,,,,,,,,,,,,,,,,,,,,
91,Derek Carr,LV,QB,,12/13/2020,Colts,L 27 - 44,31,45,316,7,2,2,0,0,85,3,12,4,,1,,,,,,,
90,Derek Carrier,LV,TE,,12/13/2020,Colts,L 27 - 44,,,,,,,,,,,,,,,,,,,,,
208,Derrick Henry,TEN,RB,,12/13/2020,@Jaguars,W 31 - 10,,,,,,,,,,26,215,8.3,47,2,2,7,3.5,6,0,,
494,Deshaun Watson,HOU,QB,,12/13/2020,@Bears,L 7 - 36,21,30,219,7.3,1,0,6,52,101.9,7,38,5.4,,0,,,,,,,
2,Devin Asiasi,NE,TE,,12/11/2020,@Rams,L 3 - 24,,,,,,,,,,,,,,,0,0,,,0,,
98,Devin Duvernay,BAL,WR,,12/15/2020,@Browns,W 47 - 42,,,,,,,,,,,,,,,,,,,,,
417,Devin Singletary,BUF,RB,,12/14/2020,Steelers,W 26 - 15,,,,,,,,,,7,32,4.6,14,0,1,2,2,2,0,,
332,Devine Ozigbo,JAX,RB,,12/13/2020,Titans,L 10 - 31,,,,,,,,,,,,,,,4,30,7.5,12,0,,
45,Devontae Booker,LV,RB,,12/13/2020,Colts,L 27 - 44,,,,,,,,,,4,8,2,6,0,3,11,3.7,4,0,,
358,Dezmon Patmon,IND,WR,,12/13/2020,@Raiders,W 44 - 27,,,,,,,,,,,,,,,,,,,,,
276,Dion Lewis,NYG,RB,,12/13/2020,Cardinals,L 7 - 26,,,,,,,,,,2,14,7,13,1,,,,,,1,1
244,Diontae Johnson,PIT,WR,,12/14/2020,@Bills,L 15 - 26,,,,,,,,,,,,,,,4,40,10,17,0,,
399,Diontae Spencer,DEN,WR,,12/13/2020,@Panthers,W 32 - 27,,,,,,,,,,,,,,,,,,,,,
118,Dominique Dafney,GB,TE,,12/13/2020,@Lions,W 31 - 24,,,,,,,,,,,,,,,,,,,,,
362,Donald Parham,LAC,TE,,12/13/2020,Falcons,W 20 - 17,,,,,,,,,,,,,,,,,,,,,
354,Donovan Peoples-Jones,CLE,WR,,12/15/2020,Ravens,L 42 - 47,,,,,,,,,,,,,,,3,74,24.7,37,0,,
297,Donte Moncrief,NE,WR,,12/11/2020,@Rams,L 3 - 24,,,,,,,,,,,,,,,,,,,,,
224,Dontrelle Inman,,WR,,12/13/2020,@49ers,W 23 - 15,,,,,,,,,,,,,,,,,,,,,
272,Drew Lock,DEN,QB,,12/13/2020,@Panthers,W 32 - 27,21,27,280,10.4,4,0,1,11,149.5,6,4,0.7,,0,,,,,,2,1
440,Drew Sample,CIN,TE,,12/13/2020,Cowboys,L 7 - 30,,,,,,,,,,,,,,,3,21,7,9,0,,
245,Duke Johnson,HOU,RB,,12/13/2020,@Bears,L 7 - 36,,,,,,,,,,8,26,3.3,10,0,2,53,26.5,48,0,1,1
402,Durham Smythe,MIA,TE,,12/13/2020,Chiefs,L 27 - 33,,,,,,,,,,,,,,,2,19,9.5,10,0,,
211,Dwayne Haskins,WSH,QB,,12/13/2020,@49ers,W 23 - 15,7,12,51,4.3,0,0,1,8,68.4,4,-12,-3,,0,,,,,,,
498,Dwayne Washington,NO,RB,,12/13/2020,@Eagles,L 21 - 24,,,,,,,,,,,,,,,,,,,,,
393,Easton Stick,LAC,QB,,12/13/2020,Falcons,W 20 - 17,,,,,,,,,,,,,,,,,,,,,
313,Elijah McGuire,,RB,,12/13/2020,@Dolphins,W 33 - 27,,,,,,,,,,,,,,,,,,,,,
355,Elijhaa Penny,NYG,RB,,12/13/2020,Cardinals,L 7 - 26,,,,,,,,,,,,,,,,,,,,,
435,Emmanuel Sanders,NO,WR,,12/13/2020,@Eagles,L 21 - 24,,,,,,,,,,,,,,,3,48,16,37,1,,
51,Eno Benjamin,ARI,RB,,12/13/2020,@Giants,W 26 - 7,,,,,,,,,,,,,,,,,,,,,
396,Equanimeous St Brown,GB,WR,,12/13/2020,@Lions,W 31 - 24,,,,,,,,,,,,,,,1,15,15,15,0,,
132,Eric Ebron,PIT,TE,,12/14/2020,@Bills,L 15 - 26,,,,,,,,,,,,,,,2,30,15,17,0,,
433,Eric Saubert,JAX,TE,,12/13/2020,Titans,L 10 - 31,,,,,,,,,,,,,,,1,4,4,4,0,,
447,Eric Tomlinson,BAL,TE,,12/15/2020,@Browns,W 47 - 42,,,,,,,,,,,,,,,,,,,,,
124,Evan Engram,NYG,TE,,12/13/2020,Cardinals,L 7 - 26,,,,,,,,,,,,,,,2,18,9,14,0,,
125,Ezekiel Elliott,DAL,RB,,12/13/2020,@Bengals,W 30 - 7,,,,,,,,,,12,48,4,26,0,2,11,5.5,7,0,,
292,Foster Moreau,LV,TE,,12/13/2020,Colts,L 27 - 44,,,,,,,,,,,,,,,1,47,47,47,1,,
160,Frank Gore,NYJ,RB,,12/13/2020,@Seahawks,L 3 - 40,,,,,,,,,,8,23,2.9,11,0,1,8,8,8,0,1,1
388,Freddie Swain,SEA,WR,,12/13/2020,Jets,W 40 - 3,,,,,,,,,,,,,,,2,22,11,19,1,,
112,Gabriel Davis,BUF,WR,,12/14/2020,Steelers,W 26 - 15,,,,,,,,,,,,,,,3,19,6.3,13,1,,
299,Gardner Minshew,JAX,QB,,12/13/2020,Titans,L 10 - 31,18,31,178,5.7,1,0,0,0,85.1,2,22,11,,0,,,,,,,
168,Garrett Gilbert,DAL,QB,,12/13/2020,@Bengals,W 30 - 7,,,,,,,,,,,,,,,,,,,,,
154,Garrett Griffin,,TE,,12/13/2020,@Eagles,L 21 - 24,,,,,,,,,,,,,,,,,,,,,
411,Geno Smith,SEA,QB,,12/13/2020,Jets,W 40 - 3,4,5,33,6.6,0,0,1,3,94.2,2,-2,-1,,0,,,,,,1,0
389,Geoff Swaim,TEN,TE,,12/13/2020,@Jaguars,W 31 - 10,,,,,,,,,,,,,,,3,34,11.3,16,1,,
119,Gerald Everett,LAR,TE,,12/11/2020,Patriots,W 24 - 3,,,,,,,,,,,,,,,1,9,9,9,0,,
50,Giovani Bernard,CIN,RB,,12/13/2020,Cowboys,L 7 - 30,,,,,,,,,,3,8,2.7,4,0,3,15,5,9,0,1,1
462,Golden Tate,NYG,WR,,12/13/2020,Cardinals,L 7 - 26,,,,,,,,,,,,,,,1,39,39,39,0,,
502,Greg Ward,PHI,WR,,12/13/2020,Saints,W 24 - 21,,,,,,,,,,,,,,,2,20,10,14,0,,
335,Gunner Olszewski,NE,WR,,12/11/2020,@Rams,L 3 - 24,,,,,,,,,,,,,,,,,,,,,
129,Gus Edwards,BAL,RB,,12/15/2020,@Browns,W 47 - 42,,,,,,,,,,7,49,7,19,2,1,4,4,4,0,,
26,Harrison Bryant,CLE,TE,,12/15/2020,Ravens,L 42 - 47,,,,,,,,,,,,,,,3,18,6,9,0,,
177,Hayden Hurst,ATL,TE,,12/13/2020,@Chargers,L 17 - 20,,,,,,,,,,,,,,,1,7,7,7,0,,
365,Henry Ruggs,LV,WR,,12/13/2020,Colts,L 27 - 44,,,,,,,,,,,,,,,3,18,6,6,0,,
25,Hunter Bryant,DET,TE,,12/13/2020,Packers,L 24 - 31,,,,,,,,,,,,,,,,,,,,,
207,Hunter Henry,,TE,,12/13/2020,Falcons,W 20 - 17,,,,,,,,,,,,,,,6,41,6.8,15,0,,
381,Hunter Renfrow,LV,WR,,12/13/2020,Colts,L 27 - 44,,,,,,,,,,,,,,,5,38,7.6,13,0,1,1
455,Ian Thomas,CAR,TE,,12/13/2020,Broncos,L 27 - 32,,,,,,,,,,,,,,,3,20,6.7,8,0,,
413,Irv Smith,MIN,TE,,12/13/2020,@Buccaneers,L 14 - 26,,,,,,,,,,,,,,,4,63,15.8,25,1,,
69,Isaiah Coulter,HOU,WR,,12/13/2020,@Bears,L 7 - 36,,,,,,,,,,,,,,,,,,,,,
312,Isaiah McKenzie,BUF,WR,,12/14/2020,Steelers,W 26 - 15,,,,,,,,,,,,,,,1,12,12,12,0,,
468,Isaiah Wright,WSH,WR,,12/13/2020,@49ers,W 23 - 15,,,,,,,,,,,,,,,1,9,9,9,0,,
410,Ito Smith,ATL,RB,,12/13/2020,@Chargers,L 17 - 20,,,,,,,,,,11,42,3.8,8,0,1,3,3,3,0,,
