,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
185,Brycen Hopkins,LAR,TE,,11/29/2020,49ers,L 20 - 23,,,,,,,,,,,,,,,,,,,,,
183,Buddy Howell,HOU,RB,,11/26/2020,@Lions,W 41 - 25,,,,,,,,,,,,,,,,,,,,,
53,CJ Beathard,SF,QB,,11/29/2020,@Rams,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
43,CJ Board,NYG,WR,,11/29/2020,@Bengals,W 19 - 17,,,,,,,,,,,,,,,1,11,11,11,0,,
334,CJ Prosise,HOU,RB,,11/26/2020,@Lions,W 41 - 25,,,,,,,,,,5,12,2.4,7,0,1,2,2,2,1,1,1
480,Caleb Wilson,,TE,,12/01/2020,Seahawks,L 17 - 23,,,,,,,,,,,,,,,,,,,,,
372,Calvin Ridley,ATL,WR,,11/29/2020,Raiders,W 43 - 6,,,,,,,,,,,,,,,6,50,8.3,16,1,,
10,Cam Akers,LAR,RB,,11/29/2020,49ers,L 20 - 23,,,,,,,,,,9,84,9.3,61,1,,,,,,,
324,Cam Newton,NE,QB,,11/29/2020,Cardinals,W 20 - 17,9,18,84,4.7,0,2,3,15,23.6,9,46,5.1,,0,,,,,,,
414,Cam Sims,WSH,WR,,11/26/2020,@Cowboys,W 41 - 16,,,,,,,,,,,,,,,,,,,,,
55,Cameron Batson,TEN,WR,,11/29/2020,@Colts,W 45 - 26,,,,,,,,,,1,5,5,5,0,,,,,,,
34,Cameron Brate,TB,TE,,11/29/2020,Chiefs,L 24 - 27,,,,,,,,,,,,,,,4,34,8.5,14,0,,
173,Carlos Hyde,SEA,RB,,12/01/2020,@Eagles,W 23 - 17,,,,,,,,,,15,22,1.5,8,0,2,7,3.5,7,0,,
485,Carson Wentz,PHI,QB,,12/01/2020,Seahawks,L 17 - 23,25,45,215,4.8,2,1,6,41,73.8,5,42,8.4,,0,,,,,,,
265,Case Keenum,CLE,QB,,11/29/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,,,,,,,
473,Ced Wilson,DAL,WR,,11/26/2020,Football Team,L 16 - 41,,,,,,,,,,1,-1,-1,-1,0,,,,,,,
276,CeeDee Lamb,DAL,WR,,11/26/2020,Football Team,L 16 - 41,,,,,,,,,,,,,,,5,21,4.2,9,0,,
84,Cethan Carter,CIN,TE,,11/29/2020,Giants,L 17 - 19,,,,,,,,,,,,,,,1,5,5,5,0,,
51,Chad Beebe,MIN,WR,,11/29/2020,Panthers,W 28 - 27,,,,,,,,,,,,,,,7,63,9,16,1,1,1
211,Chad Henne,KC,QB,,11/29/2020,@Buccaneers,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
466,Charlie Woerner,SF,TE,,11/29/2020,@Rams,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
78,Chase Claypool,PIT,WR,,12/02/2020,Ravens,W 19 - 14,,,,,,,,,,,,,,,6,52,8.7,22,0,,
110,Chase Daniel,DET,QB,,11/26/2020,Texans,L 25 - 41,,,,,,,,,,,,,,,,,,,,,
125,Chase Edmonds,ARI,RB,,11/29/2020,@Patriots,L 17 - 20,,,,,,,,,,6,29,4.8,9,0,4,14,3.5,7,0,,
85,Chris Carson,SEA,RB,,12/01/2020,@Eagles,W 23 - 17,,,,,,,,,,8,41,5.1,16,1,2,18,9,12,0,,
72,Chris Conley,JAX,WR,,11/29/2020,Browns,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
162,Chris Godwin,TB,WR,,11/29/2020,Chiefs,L 24 - 27,,,,,,,,,,,,,,,8,97,12.1,44,0,,
207,Chris Herndon,NYJ,TE,,11/29/2020,Dolphins,L 3 - 20,,,,,,,,,,,,,,,,,,,,,
320,Chris Manhertz,CAR,TE,,11/29/2020,@Vikings,L 27 - 28,,,,,,,,,,,,,,,1,11,11,11,0,,
386,Chris Streveler,ARI,QB,,11/29/2020,@Patriots,L 17 - 20,,,,,,,,,,,,,,,,,,,,,
45,Christian Blake,ATL,WR,,11/29/2020,Raiders,W 43 - 6,,,,,,,,,,,,,,,1,17,17,17,0,,
260,Christian Kirk,ARI,WR,,11/29/2020,@Patriots,L 17 - 20,,,,,,,,,,1,0,0,0,0,3,19,6.3,8,0,,
315,Christian McCaffrey,CAR,RB,,11/29/2020,@Vikings,L 27 - 28,,,,,,,,,,,,,,,,,,,,,
122,Clyde Edwards-Helaire,KC,RB,,11/29/2020,@Buccaneers,W 27 - 24,,,,,,,,,,11,37,3.4,10,0,1,2,2,2,0,,
354,Colby Parkinson,SEA,TE,,12/01/2020,@Eagles,W 23 - 17,,,,,,,,,,,,,,,,,,,,,
52,Cole Beasley,BUF,WR,,11/29/2020,Chargers,W 27 - 17,,,,,,,,,,,,,,,2,25,12.5,14,0,,
259,Cole Kmet,CHI,TE,,11/30/2020,@Packers,L 25 - 41,,,,,,,,,,,,,,,1,8,8,8,0,,
444,Colin Thompson,CAR,TE,,11/29/2020,@Vikings,L 27 - 28,,,,,,,,,,,,,,,,,,,,,
241,Collin Johnson,JAX,WR,,11/29/2020,Browns,L 25 - 27,,,,,,,,,,,,,,,4,96,24,46,1,,
311,Colt McCoy,NYG,QB,,11/29/2020,@Bengals,W 19 - 17,6,10,31,3.1,0,0,0,0,65,5,7,1.4,,0,,,,,,,
255,Cooper Kupp,LAR,WR,,11/29/2020,49ers,L 20 - 23,,,,,,,,,,,,,,,2,41,20.5,33,0,,
350,Cordarrelle Patterson,CHI,WR,,11/30/2020,@Packers,L 25 - 41,,,,,,,,,,2,8,4,6,0,,,,,,,
77,Corey Clement,PHI,RB,,12/01/2020,Seahawks,L 17 - 23,,,,,,,,,,1,6,6,6,0,,,,,,,
108,Corey Davis,TEN,WR,,11/29/2020,@Colts,W 45 - 26,,,,,,,,,,,,,,,3,70,23.3,37,0,,
375,Craig Reynolds,,RB,,11/29/2020,Browns,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
165,Cullen Gillaspia,,RB,,11/26/2020,@Lions,W 41 - 25,,,,,,,,,,,,,,,,,,,,,
433,Curtis Samuel,CAR,WR,,11/29/2020,@Vikings,L 27 - 28,,,,,,,,,,1,5,5,5,0,5,72,14.4,35,0,,
382,D'Andre Swift,DET,RB,,11/26/2020,Texans,L 25 - 41,,,,,,,,,,,,,,,,,,,,,
240,D'Ernest Johnson,CLE,RB,,11/29/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,,,,,,,
136,D'Onta Foreman,TEN,RB,,11/29/2020,@Colts,W 45 - 26,,,,,,,,,,4,28,7,12,0,,,,,,,
81,DJ Chark,JAX,WR,,11/29/2020,Browns,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
135,DJ Foster,ARI,RB,,11/29/2020,@Patriots,L 17 - 20,,,,,,,,,,,,,,,,,,,,,
287,DJ Moore,CAR,WR,,11/29/2020,@Vikings,L 27 - 28,,,,,,,,,,,,,,,4,61,15.3,25,0,,
300,DK Metcalf,SEA,WR,,12/01/2020,@Eagles,W 23 - 17,,,,,,,,,,,,,,,10,177,17.7,52,0,,
223,DaeSean Hamilton,DEN,WR,,11/29/2020,Saints,L 3 - 31,,,,,,,,,,,,,,,0,0,,,0,,
161,Dallas Goedert,PHI,TE,,12/01/2020,Seahawks,L 17 - 23,,,,,,,,,,,,,,,7,75,10.7,27,1,,
424,Dalton Schultz,DAL,TE,,11/26/2020,Football Team,L 16 - 41,,,,,,,,,,,,,,,5,24,4.8,7,0,,
71,Dalvin Cook,MIN,RB,,11/29/2020,Panthers,W 28 - 27,,,,,,,,,,18,61,3.4,14,0,4,21,5.3,12,0,1,1
220,Damien Harris,NE,RB,,11/29/2020,Cardinals,W 20 - 17,,,,,,,,,,14,47,3.4,18,0,,,,,,,
17,Damiere Byrd,NE,WR,,11/29/2020,Cardinals,W 20 - 17,,,,,,,,,,,,,,,3,33,11,17,0,,
1,Dan Arnold,ARI,TE,,11/29/2020,@Patriots,L 17 - 20,,,,,,,,,,,,,,,1,17,17,17,0,,
80,Dan Chisena,MIN,WR,,11/29/2020,Panthers,W 28 - 27,,,,,,,,,,,,,,,,,,,,,
27,Daniel Brown,NYJ,TE,,11/29/2020,Dolphins,L 3 - 20,,,,,,,,,,,,,,,,,,,,,
234,Daniel Jones,NYG,QB,,11/29/2020,@Bengals,W 19 - 17,16,27,213,7.9,0,0,0,0,84.3,6,19,3.2,,0,,,,,,,
4,Danny Amendola,DET,WR,,11/26/2020,Texans,L 25 - 41,,,,,,,,,,,,,,,,,,,,,
332,Dare Ogunbowale,JAX,RB,,11/29/2020,Browns,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
409,Darius Slayton,NYG,WR,,11/29/2020,@Bengals,W 19 - 17,,,,,,,,,,,,,,,0,0,,,0,,
289,Darnell Mooney,CHI,WR,,11/30/2020,@Packers,L 25 - 41,,,,,,,,,,,,,,,3,34,11.3,13,0,,
478,Darrel Williams,KC,RB,,11/29/2020,@Buccaneers,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
212,Darrell Henderson,LAR,RB,,11/29/2020,49ers,L 20 - 23,,,,,,,,,,10,19,1.9,5,0,0,0,,,0,,
143,Darren Fells,HOU,TE,,11/26/2020,@Lions,W 41 - 25,,,,,,,,,,,,,,,,,,,,,
499,Darren Waller,LV,TE,,11/29/2020,@Falcons,L 6 - 43,,,,,,,,,,,,,,,4,23,5.8,11,0,,
417,Darrius Shepherd,,WR,,11/30/2020,Bears,W 41 - 25,,,,,,,,,,,,,,,,,,,,,
443,Darwin Thompson,KC,RB,,11/29/2020,@Buccaneers,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
15,Davante Adams,GB,WR,,11/30/2020,Bears,W 41 - 25,,,,,,,,,,,,,,,6,61,10.2,15,1,,
44,David Blough,DET,QB,,11/26/2020,Texans,L 25 - 41,,,,,,,,,,,,,,,,,,,,,
291,David Montgomery,CHI,RB,,11/30/2020,@Packers,L 25 - 41,,,,,,,,,,11,103,9.4,57,0,5,40,8,13,1,,
288,David Moore,SEA,WR,,12/01/2020,@Eagles,W 23 - 17,,,,,,,,,,1,1,1,1,0,3,-6,-2,1,1,,
323,David Njoku,CLE,TE,,11/29/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,,,,,,,
258,Dawson Knox,BUF,TE,,11/29/2020,Chargers,W 27 - 17,,,,,,,,,,,,,,,1,2,2,2,1,,
218,De'Michael Harris,IND,WR,,11/29/2020,Titans,L 26 - 45,,,,,,,,,,1,2,2,2,0,1,1,1,1,0,,
83,DeAndre Carter,CHI,WR,,11/30/2020,@Packers,L 25 - 41,,,,,,,,,,,,,,,,,,,,,
184,DeAndre Hopkins,ARI,WR,,11/29/2020,@Patriots,L 17 - 20,,,,,,,,,,,,,,,5,55,11,16,0,,
494,DeAndre Washington,MIA,RB,,11/29/2020,@Jets,W 20 - 3,,,,,,,,,,13,49,3.8,16,0,2,11,5.5,6,0,,
355,DeVante Parker,MIA,WR,,11/29/2020,@Jets,W 20 - 3,,,,,,,,,,,,,,,8,119,14.9,25,0,1,0
112,DeeJay Dallas,SEA,RB,,12/01/2020,@Eagles,W 23 - 17,,,,,,,,,,,,,,,,,,,,,
432,Deebo Samuel,SF,WR,,11/29/2020,@Rams,W 23 - 20,,,,,,,,,,,,,,,11,133,12.1,33,0,,
367,Demarcus Robinson,KC,WR,,11/29/2020,@Buccaneers,W 27 - 24,,,,,,,,,,,,,,,5,36,7.2,13,0,,
219,Demetrius Harris,CHI,TE,,11/30/2020,@Packers,L 25 - 41,,,,,,,,,,,,,,,,,,,,,
295,Denzel Mims,NYJ,WR,,11/29/2020,Dolphins,L 3 - 20,,,,,,,,,,,,,,,4,67,16.8,30,0,,
502,Deon Yelder,KC,TE,,11/29/2020,@Buccaneers,W 27 - 24,,,,,,,,,,,,,,,1,2,2,2,0,,
217,Deonte Harris,NO,WR,,11/29/2020,@Broncos,W 31 - 3,,,,,,,,,,,,,,,,,,,,,
87,Derek Carr,LV,QB,,11/29/2020,@Falcons,L 6 - 43,22,34,215,6.3,0,1,3,21,70.1,,,,,,,,,,,3,3
86,Derek Carrier,LV,TE,,11/29/2020,@Falcons,L 6 - 43,,,,,,,,,,,,,,,,,,,,,
210,Derrick Henry,TEN,RB,,11/29/2020,@Colts,W 45 - 26,,,,,,,,,,27,178,6.6,31,3,2,7,3.5,4,0,,
489,Deshaun Watson,HOU,QB,,11/26/2020,@Lions,W 41 - 25,17,25,318,12.7,4,0,2,11,150.4,8,24,3,,0,,,,,,,
95,Devin Duvernay,BAL,WR,,12/02/2020,@Steelers,L 14 - 19,,,,,,,,,,,,,,,3,20,6.7,8,0,,
412,Devin Singletary,BUF,RB,,11/29/2020,Chargers,W 27 - 17,,,,,,,,,,11,82,7.5,24,0,3,20,6.7,14,0,1,1
327,Devine Ozigbo,JAX,RB,,11/29/2020,Browns,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
42,Devontae Booker,LV,RB,,11/29/2020,@Falcons,L 6 - 43,,,,,,,,,,5,6,1.2,4,0,1,-1,-1,-1,0,,
21,Dez Bryant,BAL,WR,,12/02/2020,@Steelers,L 14 - 19,,,,,,,,,,,,,,,0,0,,,0,,
352,Dezmon Patmon,IND,WR,,11/29/2020,Titans,L 26 - 45,,,,,,,,,,,,,,,,,,,,,
273,Dion Lewis,NYG,RB,,11/29/2020,@Bengals,W 19 - 17,,,,,,,,,,2,10,5,7,0,1,7,7,7,0,,
245,Diontae Johnson,PIT,WR,,12/02/2020,Ravens,W 19 - 14,,,,,,,,,,,,,,,8,46,5.8,11,0,1,0
356,Donald Parham,LAC,TE,,11/29/2020,@Bills,L 17 - 27,,,,,,,,,,,,,,,0,0,,,0,,
348,Donovan Peoples-Jones,CLE,WR,,11/29/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,,,,,,,
292,Donte Moncrief,NE,WR,,11/29/2020,Cardinals,W 20 - 17,,,,,,,,,,,,,,,,,,,,,
196,Dontrell Hilliard,CLE,RB,,11/29/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,,,,,,,
227,Dontrelle Inman,WSH,WR,,11/26/2020,@Cowboys,W 41 - 16,,,,,,,,,,,,,,,1,15,15,15,0,,
270,Drew Lock,DEN,QB,,11/29/2020,Saints,L 3 - 31,,,,,,,,,,,,,,,,,,,,,
434,Drew Sample,CIN,TE,,11/29/2020,Giants,L 17 - 19,,,,,,,,,,,,,,,4,40,10,16,0,1,1
246,Duke Johnson,HOU,RB,,11/26/2020,@Lions,W 41 - 25,,,,,,,,,,9,37,4.1,8,0,3,43,14.3,33,1,,
396,Durham Smythe,MIA,TE,,11/29/2020,@Jets,W 20 - 3,,,,,,,,,,,,,,,3,19,6.3,12,0,,
214,Dwayne Haskins,WSH,QB,,11/26/2020,@Cowboys,W 41 - 16,,,,,,,,,,,,,,,,,,,,,
493,Dwayne Washington,NO,RB,,11/29/2020,@Broncos,W 31 - 3,,,,,,,,,,3,6,2,4,0,,,,,,,
388,Easton Stick,LAC,QB,,11/29/2020,@Bills,L 17 - 27,,,,,,,,,,,,,,,,,,,,,
349,Elijhaa Penny,NYG,RB,,11/29/2020,@Bengals,W 19 - 17,,,,,,,,,,,,,,,,,,,,,
429,Emmanuel Sanders,NO,WR,,11/29/2020,@Broncos,W 31 - 3,,,,,,,,,,,,,,,1,4,4,4,0,,
48,Eno Benjamin,ARI,RB,,11/29/2020,@Patriots,L 17 - 20,,,,,,,,,,,,,,,,,,,,,
392,Equanimeous St Brown,GB,WR,,11/30/2020,Bears,W 41 - 25,,,,,,,,,,1,7,7,7,0,2,39,19.5,24,0,,
126,Eric Ebron,PIT,TE,,12/02/2020,Ravens,W 19 - 14,,,,,,,,,,,,,,,7,54,7.7,27,0,,
427,Eric Saubert,JAX,TE,,11/29/2020,Browns,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
440,Eric Tomlinson,,TE,,12/02/2020,@Steelers,L 14 - 19,,,,,,,,,,,,,,,,,,,,,
54,Evan Baylis,,TE,,11/29/2020,@Patriots,L 17 - 20,,,,,,,,,,,,,,,,,,,,,
117,Evan Engram,NYG,TE,,11/29/2020,@Bengals,W 19 - 17,,,,,,,,,,,,,,,6,129,21.5,53,0,1,1
118,Ezekiel Elliott,DAL,RB,,11/26/2020,Football Team,L 16 - 41,,,,,,,,,,10,32,3.2,8,0,1,7,7,7,0,1,1
286,Foster Moreau,LV,TE,,11/29/2020,@Falcons,L 6 - 43,,,,,,,,,,,,,,,,,,,,,
157,Frank Gore,NYJ,RB,,11/29/2020,Dolphins,L 3 - 20,,,,,,,,,,18,74,4.1,17,0,3,12,4,6,0,,
383,Freddie Swain,SEA,WR,,12/01/2020,@Eagles,W 23 - 17,,,,,,,,,,,,,,,,,,,,,
107,Gabriel Davis,BUF,WR,,11/29/2020,Chargers,W 27 - 17,,,,,,,,,,,,,,,3,79,26.3,44,1,,
294,Gardner Minshew,JAX,QB,,11/29/2020,Browns,L 25 - 27,,,,,,,,,,,,,,,,,,,,,
166,Garrett Gilbert,DAL,QB,,11/26/2020,Football Team,L 16 - 41,,,,,,,,,,,,,,,,,,,,,
151,Garrett Griffin,NO,TE,,11/29/2020,@Broncos,W 31 - 3,,,,,,,,,,,,,,,,,,,,,
405,Geno Smith,SEA,QB,,12/01/2020,@Eagles,W 23 - 17,,,,,,,,,,,,,,,,,,,,,
384,Geoff Swaim,TEN,TE,,11/29/2020,@Colts,W 45 - 26,,,,,,,,,,,,,,,3,30,10,12,0,,
113,Gerald Everett,LAR,TE,,11/29/2020,49ers,L 20 - 23,,,,,,,,,,,,,,,2,16,8,10,0,,
47,Giovani Bernard,CIN,RB,,11/29/2020,Giants,L 17 - 19,,,,,,,,,,8,32,4,15,0,2,17,8.5,16,0,,
455,Golden Tate,NYG,WR,,11/29/2020,@Bengals,W 19 - 17,,,,,,,,,,,,,,,4,36,9,13,0,,
497,Greg Ward,PHI,WR,,12/01/2020,Seahawks,L 17 - 23,,,,,,,,,,,,,,,1,3,3,3,0,,
330,Gunner Olszewski,NE,WR,,11/29/2020,Cardinals,W 20 - 17,,,,,,,,,,1,1,1,1,0,,,,,,,
123,Gus Edwards,BAL,RB,,12/02/2020,@Steelers,L 14 - 19,,,,,,,,,,9,10,1.1,6,1,,,,,,,
20,Harrison Bryant,CLE,TE,,11/29/2020,@Jaguars,W 27 - 25,,,,,,,,,,,,,,,1,13,13,13,0,1,1
175,Hayden Hurst,ATL,TE,,11/29/2020,Raiders,W 43 - 6,,,,,,,,,,,,,,,4,48,12,14,0,,
360,Henry Ruggs,LV,WR,,11/29/2020,@Falcons,L 6 - 43,,,,,,,,,,1,-2,-2,-2,0,3,56,18.7,36,0,,
209,Hunter Henry,LAC,TE,,11/29/2020,@Bills,L 17 - 27,,,,,,,,,,,,,,,7,67,9.6,15,0,,
376,Hunter Renfrow,LV,WR,,11/29/2020,@Falcons,L 6 - 43,,,,,,,,,,,,,,,7,73,10.4,19,0,,
449,Ian Thomas,CAR,TE,,11/29/2020,@Vikings,L 27 - 28,,,,,,,,,,,,,,,1,4,4,4,0,,
407,Irv Smith,MIN,TE,,11/29/2020,Panthers,W 28 - 27,,,,,,,,,,,,,,,,,,,,,
325,Isaac Nauta,,TE,,11/26/2020,Texans,L 25 - 41,,,,,,,,,,,,,,,,,,,,,
65,Isaiah Coulter,HOU,WR,,11/26/2020,@Lions,W 41 - 25,,,,,,,,,,,,,,,,,,,,,
137,Isaiah Ford,,WR,,11/29/2020,Cardinals,W 20 - 17,,,,,,,,,,,,,,,,,,,,,
