,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
30,AJ Brown,TEN,WR,,09/20/2020,Jaguars,W 33 - 30,,,,,,,,,,,,,,,,,,,,,
110,AJ Dillon,,RB,,09/20/2020,Lions,W 42 - 21,,,,,,,,,,5,17,3.4,12,0,,,,,,,
165,AJ Green,CIN,WR,,09/18/2020,@Browns,L 30 - 35,,,,,,,,,,,,,,,3,29,9.7,15,0,,
332,AJ McCarron,HOU,QB,,09/20/2020,Ravens,L 16 - 33,,,,,,,,,,,,,,,,,,,,,
251,Aaron Jones,GB,RB,,09/20/2020,Lions,W 42 - 21,,,,,,,,,,18,168,9.3,75,2,4,68,17,30,1,,
380,Aaron Rodgers,GB,QB,,09/20/2020,Lions,W 42 - 21,18,30,240,8,2,0,1,11,107.6,2,12,6,,0,,,,,,,
197,Adam Humphries,TEN,WR,,09/20/2020,Jaguars,W 33 - 30,,,,,,,,,,,,,,,5,48,9.6,18,1,,
433,Adam Shaheen,MIA,TE,,09/20/2020,Bills,L 28 - 31,,,,,,,,,,,,,,,1,4,4,4,0,,
459,Adam Thielen,MIN,WR,,09/20/2020,@Colts,L 11 - 28,,,,,,,,,,,,,,,3,31,10.3,18,0,,
446,Adam Trautman,NO,TE,,09/22/2020,@Raiders,L 24 - 34,,,,,,,,,,,,,,,1,17,17,17,0,,
358,Adrian Peterson,DET,RB,,09/20/2020,@Packers,L 21 - 42,,,,,,,,,,7,41,5.9,25,0,,,,,,,
347,Albert Okwuegbunam,,TE,,09/20/2020,@Steelers,L 21 - 26,,,,,,,,,,,,,,,,,,,,,
127,Alex Erickson,CIN,WR,,09/18/2020,@Browns,L 30 - 35,,,,,,,,,,,,,,,,,,,,,
420,Alex Smith,WSH,QB,,09/20/2020,@Cardinals,L 15 - 30,,,,,,,,,,,,,,,,,,,,,
335,Alexander Mattison,MIN,RB,,09/20/2020,@Colts,L 11 - 28,,,,,,,,,,3,13,4.3,11,0,1,3,3,3,0,,
293,Allen Lazard,GB,WR,,09/20/2020,Lions,W 42 - 21,,,,,,,,,,,,,,,3,45,15,25,0,,
383,Allen Robinson,CHI,WR,,09/20/2020,Giants,W 17 - 13,,,,,,,,,,,,,,,3,33,11,17,0,,
262,Alshon Jeffery,PHI,WR,,09/20/2020,Rams,L 19 - 37,,,,,,,,,,,,,,,,,,,,,
283,Alvin Kamara,NO,RB,,09/22/2020,@Raiders,L 24 - 34,,,,,,,,,,13,79,6.1,21,2,9,95,10.6,20,0,,
70,Amari Cooper,DAL,WR,,09/20/2020,Falcons,W 40 - 39,,,,,,,,,,,,,,,6,100,16.7,58,0,,
18,Ameer Abdullah,MIN,RB,,09/20/2020,@Colts,L 11 - 28,,,,,,,,,,,,,,,,,,,,,
385,Andre Roberts,BUF,WR,,09/20/2020,@Dolphins,W 31 - 28,,,,,,,,,,,,,,,,,,,,,
57,Andrew Beck,DEN,TE,,09/20/2020,@Steelers,L 21 - 26,,,,,,,,,,,,,,,,,,,,,
120,Andy Dalton,DAL,QB,,09/20/2020,Falcons,W 40 - 39,0,1,0,0,0,0,0,0,39.6,,,,,,,,,,,,
241,Andy Isabella,ARI,WR,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,,,,,,2,67,33.5,54,0,,
152,Anthony Firkser,TEN,TE,,09/20/2020,Jaguars,W 33 - 30,,,,,,,,,,,,,,,4,45,11.3,16,0,,
327,Anthony McFarland,PIT,RB,,09/20/2020,Broncos,W 26 - 21,,,,,,,,,,,,,,,,,,,,,
315,Anthony Miller,CHI,WR,,09/20/2020,Giants,W 17 - 13,,,,,,,,,,,,,,,0,0,,,0,,
428,Anthony Sherman,KC,RB,,09/20/2020,@Chargers,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
185,Antonio Gandy-Golden,,WR,,09/20/2020,@Cardinals,L 15 - 30,,,,,,,,,,,,,,,1,3,3,3,0,,
180,Antonio Gibson,WSH,RB,,09/20/2020,@Cardinals,L 15 - 30,,,,,,,,,,13,55,4.2,11,1,1,-3,-3,-3,0,,
100,Ashton Dulin,IND,WR,,09/20/2020,Vikings,W 28 - 11,,,,,,,,,,,,,,,1,6,6,6,0,,
466,Auden Tate,,WR,,09/18/2020,@Browns,L 30 - 35,,,,,,,,,,,,,,,,,,,,,
131,Austin Ekeler,LAC,RB,,09/20/2020,Chiefs,L 20 - 23,,,,,,,,,,16,93,5.8,13,0,4,55,13.8,22,0,,
205,Austin Hooper,CLE,TE,,09/18/2020,Bengals,W 35 - 30,,,,,,,,,,,,,,,2,22,11,11,0,,
334,Baker Mayfield,CLE,QB,,09/18/2020,Bengals,W 35 - 30,16,23,219,9.5,2,1,0,0,110.6,3,5,1.7,,0,,,,,,,
109,Ben DiNucci,DAL,QB,,09/20/2020,Falcons,W 40 - 39,,,,,,,,,,,,,,,,,,,,,
130,Ben Ellefson,,TE,,09/20/2020,@Titans,L 30 - 33,,,,,,,,,,,,,,,,,,,,,
378,Ben Roethlisberger,PIT,QB,,09/20/2020,Broncos,W 26 - 21,29,41,311,7.6,2,1,1,10,98.7,3,-2,-0.7,,0,,,,,,1,0
143,Bennie Fowler,,WR,,09/22/2020,@Raiders,L 24 - 34,,,,,,,,,,,,,,,,,,,,,
411,Benny Snell,PIT,RB,,09/20/2020,Broncos,W 26 - 21,,,,,,,,,,3,5,1.7,3,0,1,-4,-4,-4,0,1,1
257,Bisi Johnson,MIN,WR,,09/20/2020,@Colts,L 11 - 28,,,,,,,,,,,,,,,1,24,24,24,0,,
190,Blaine Gabbert,TB,QB,,09/20/2020,Panthers,W 31 - 17,,,,,,,,,,,,,,,,,,,,,
54,Blake Bell,DAL,TE,,09/20/2020,Falcons,W 40 - 39,,,,,,,,,,,,,,,2,34,17,24,0,,
435,Boston Scott,PHI,RB,,09/20/2020,Rams,L 19 - 37,,,,,,,,,,4,19,4.8,9,0,3,24,8,12,0,,
71,Brandin Cooks,HOU,WR,,09/20/2020,Ravens,L 16 - 33,,,,,,,,,,,,,,,5,95,19,38,0,,
13,Brandon Aiyuk,SF,WR,,09/20/2020,@Jets,W 31 - 13,,,,,,,,,,,,,,,2,21,10.5,13,0,,
354,Brandon Powell,ATL,WR,,09/20/2020,@Cowboys,L 39 - 40,,,,,,,,,,,,,,,,,,,,,
509,Brandon Zylstra,CAR,WR,,09/20/2020,@Buccaneers,L 17 - 31,,,,,,,,,,,,,,,,,,,,,
50,Braxton Berrios,NYJ,WR,,09/20/2020,49ers,L 13 - 31,,,,,,,,,,,,,,,6,59,9.8,30,1,,
362,Breshad Perriman,NYJ,WR,,09/20/2020,49ers,L 13 - 31,,,,,,,,,,,,,,,2,12,6,9,0,,
196,Brett Hundley,ARI,QB,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,,,,,,,,,,,,
220,Brian Hill,ATL,RB,,09/20/2020,@Cowboys,L 39 - 40,,,,,,,,,,3,14,4.7,10,0,2,11,5.5,7,0,,
199,Brian Hoyer,NE,QB,,09/21/2020,@Seahawks,L 30 - 35,,,,,,,,,,,,,,,,,,,,,
135,Bryan Edwards,LV,WR,,09/22/2020,Saints,W 34 - 24,,,,,,,,,,,,,,,2,42,21,22,0,,
287,Bryce Love,,RB,,09/20/2020,@Cardinals,L 15 - 30,,,,,,,,,,,,,,,,,,,,,
204,Brycen Hopkins,LAR,TE,,09/20/2020,@Eagles,W 37 - 19,,,,,,,,,,,,,,,,,,,,,
200,Buddy Howell,HOU,RB,,09/20/2020,Ravens,L 16 - 33,,,,,,,,,,,,,,,,,,,,,
352,Byron Pringle,,WR,,09/20/2020,@Chargers,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
59,CJ Beathard,SF,QB,,09/20/2020,@Jets,W 31 - 13,,,,,,,,,,,,,,,,,,,,,
48,CJ Board,NYG,WR,,09/20/2020,@Bears,L 13 - 17,,,,,,,,,,,,,,,3,32,10.7,12,0,,
350,CJ Prosise,HOU,RB,,09/20/2020,Ravens,L 16 - 33,,,,,,,,,,,,,,,,,,,,,
469,CJ Uzomah,,TE,,09/18/2020,@Browns,L 30 - 35,,,,,,,,,,,,,,,4,42,10.5,23,1,,
388,Calvin Ridley,ATL,WR,,09/20/2020,@Cowboys,L 39 - 40,,,,,,,,,,,,,,,7,109,15.6,25,2,,
12,Cam Akers,LAR,RB,,09/20/2020,@Eagles,W 37 - 19,,,,,,,,,,3,13,4.3,5,0,,,,,,,
340,Cam Newton,NE,QB,,09/21/2020,@Seahawks,L 30 - 35,30,44,397,9,1,1,1,0,94.6,11,47,4.3,,2,,,,,,,
427,Cam Sims,WSH,WR,,09/20/2020,@Cardinals,L 15 - 30,,,,,,,,,,,,,,,,,,,,,
61,Cameron Batson,TEN,WR,,09/20/2020,Jaguars,W 33 - 30,,,,,,,,,,1,11,11,11,0,2,26,13,18,0,,
37,Cameron Brate,TB,TE,,09/20/2020,Panthers,W 31 - 17,,,,,,,,,,,,,,,,,,,,,
191,Carlos Hyde,SEA,RB,,09/21/2020,Patriots,W 35 - 30,,,,,,,,,,5,22,4.4,9,0,2,15,7.5,9,0,,
497,Carson Wentz,PHI,QB,,09/20/2020,Rams,L 19 - 37,26,43,242,5.6,0,2,0,0,56.5,2,7,3.5,,1,,,,,,,
281,Case Keenum,CLE,QB,,09/18/2020,Bengals,W 35 - 30,,,,,,,,,,,,,,,,,,,,,
484,Ced Wilson,DAL,WR,,09/20/2020,Falcons,W 40 - 39,,,,,,,,,,,,,,,,,,,,,
295,CeeDee Lamb,DAL,WR,,09/20/2020,Falcons,W 40 - 39,,,,,,,,,,1,9,9,9,0,6,106,17.7,37,0,,
89,Cethan Carter,CIN,TE,,09/18/2020,@Browns,L 30 - 35,,,,,,,,,,,,,,,,,,,,,
55,Chad Beebe,MIN,WR,,09/20/2020,@Colts,L 11 - 28,,,,,,,,,,,,,,,,,,,,,
229,Chad Henne,KC,QB,,09/20/2020,@Chargers,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
477,Charlie Woerner,SF,TE,,09/20/2020,@Jets,W 31 - 13,,,,,,,,,,,,,,,,,,,,,
83,Chase Claypool,PIT,WR,,09/20/2020,Broncos,W 26 - 21,,,,,,,,,,,,,,,3,88,29.3,84,1,,
119,Chase Daniel,DET,QB,,09/20/2020,@Packers,L 21 - 42,,,,,,,,,,,,,,,,,,,,,
136,Chase Edmonds,ARI,RB,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,3,4,1.3,5,0,3,9,3,9,0,1,0
90,Chris Carson,SEA,RB,,09/21/2020,Patriots,W 35 - 30,,,,,,,,,,17,72,4.2,13,0,3,36,12,18,1,,
75,Chris Conley,JAX,WR,,09/20/2020,@Titans,L 30 - 33,,,,,,,,,,,,,,,4,48,12,24,0,,
175,Chris Godwin,TB,WR,,09/20/2020,Panthers,W 31 - 17,,,,,,,,,,,,,,,,,,,,,
225,Chris Herndon,NYJ,TE,,09/20/2020,49ers,L 13 - 31,,,,,,,,,,,,,,,1,5,5,5,0,,
210,Chris Hogan,,WR,,09/20/2020,49ers,L 13 - 31,,,,,,,,,,,,,,,6,75,12.5,27,0,,
337,Chris Manhertz,CAR,TE,,09/20/2020,@Buccaneers,L 17 - 31,,,,,,,,,,,,,,,1,8,8,8,0,,
308,Chris Moore,,WR,,09/20/2020,@Texans,W 33 - 16,,,,,,,,,,,,,,,,,,,,,
402,Chris Streveler,ARI,QB,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,,,,,,,,,,,,
453,Chris Thompson,,RB,,09/20/2020,@Titans,L 30 - 33,,,,,,,,,,2,7,3.5,5,0,3,20,6.7,14,1,,
49,Christian Blake,ATL,WR,,09/20/2020,@Cowboys,L 39 - 40,,,,,,,,,,,,,,,,,,,,,
276,Christian Kirk,ARI,WR,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,1,3,3,3,0,2,57,28.5,49,0,,
333,Christian McCaffrey,CAR,RB,,09/20/2020,@Buccaneers,L 17 - 31,,,,,,,,,,18,59,3.3,9,2,4,29,7.3,10,0,,
133,Clyde Edwards-Helaire,KC,RB,,09/20/2020,@Chargers,W 23 - 20,,,,,,,,,,10,38,3.8,17,0,6,32,5.3,10,0,,
58,Cole Beasley,BUF,WR,,09/20/2020,@Dolphins,W 31 - 28,,,,,,,,,,,,,,,5,70,14,26,0,,
274,Cole Kmet,CHI,TE,,09/20/2020,Giants,W 17 - 13,,,,,,,,,,,,,,,1,12,12,12,0,,
452,Colin Thompson,CAR,TE,,09/20/2020,@Buccaneers,L 17 - 31,,,,,,,,,,,,,,,,,,,,,
256,Collin Johnson,JAX,WR,,09/20/2020,@Titans,L 30 - 33,,,,,,,,,,,,,,,0,0,,,0,,
330,Colt McCoy,NYG,QB,,09/20/2020,@Bears,L 13 - 17,,,,,,,,,,,,,,,,,,,,,
271,Cooper Kupp,LAR,WR,,09/20/2020,@Eagles,W 37 - 19,,,,,,,,,,2,19,9.5,15,0,5,81,16.2,24,0,1,1
367,Cordarrelle Patterson,CHI,WR,,09/20/2020,Giants,W 17 - 13,,,,,,,,,,7,25,3.6,10,0,2,8,4,9,0,,
82,Corey Clement,PHI,RB,,09/20/2020,Rams,L 19 - 37,,,,,,,,,,,,,,,,,,,,,
116,Corey Davis,TEN,WR,,09/20/2020,Jaguars,W 33 - 30,,,,,,,,,,,,,,,3,36,12,17,1,,
400,Courtland Sutton,,WR,,09/20/2020,@Steelers,L 21 - 26,,,,,,,,,,,,,,,3,66,22,45,0,,
179,Cullen Gillaspia,,RB,,09/20/2020,Ravens,L 16 - 33,,,,,,,,,,,,,,,,,,,,,
