,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
442,Curtis Samuel,CAR,WR,,09/20/2020,@Buccaneers,L 17 - 31,,,,,,,,,,4,26,6.5,14,0,2,13,6.5,10,0,,
166,Cyril Grayson,,WR,,09/20/2020,Panthers,W 31 - 17,,,,,,,,,,,,,,,0,0,,,0,,
397,D'Andre Swift,DET,RB,,09/20/2020,@Packers,L 21 - 42,,,,,,,,,,5,12,2.4,5,0,5,60,12,17,0,,
254,D'Ernest Johnson,CLE,RB,,09/18/2020,Bengals,W 35 - 30,,,,,,,,,,,,,,,,,,,,,
86,DJ Chark,JAX,WR,,09/20/2020,@Titans,L 30 - 33,,,,,,,,,,,,,,,4,84,21,45,0,,
146,DJ Foster,ARI,RB,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,,,,,,,,,,,,
306,DJ Moore,CAR,WR,,09/20/2020,@Buccaneers,L 17 - 31,,,,,,,,,,,,,,,8,120,15,30,0,,
319,DK Metcalf,SEA,WR,,09/21/2020,Patriots,W 35 - 30,,,,,,,,,,,,,,,4,92,23,54,1,,
238,DaeSean Hamilton,DEN,WR,,09/20/2020,@Steelers,L 21 - 26,,,,,,,,,,,,,,,1,5,5,5,0,,
353,Dak Prescott,,QB,,09/20/2020,Falcons,W 40 - 39,34,47,450,9.6,1,0,1,5,109.4,5,18,3.6,,3,,,,,,1,1
174,Dallas Goedert,PHI,TE,,09/20/2020,Rams,L 19 - 37,,,,,,,,,,,,,,,4,30,7.5,11,0,,
282,Dalton Keene,NE,TE,,09/21/2020,@Seahawks,L 30 - 35,,,,,,,,,,,,,,,,,,,,,
436,Dalton Schultz,DAL,TE,,09/20/2020,Falcons,W 40 - 39,,,,,,,,,,,,,,,9,88,9.8,18,1,1,1
73,Dalvin Cook,MIN,RB,,09/20/2020,@Colts,L 11 - 28,,,,,,,,,,14,63,4.5,16,1,2,8,4,6,0,,
19,Damiere Byrd,NE,WR,,09/21/2020,@Seahawks,L 30 - 35,,,,,,,,,,,,,,,6,72,12,20,0,,
396,Damion Ratley,,WR,,09/20/2020,@Bears,L 13 - 17,,,,,,,,,,,,,,,0,0,,,0,,
1,Dan Arnold,ARI,TE,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,,,,,,2,26,13,20,0,,
85,Dan Chisena,MIN,WR,,09/20/2020,@Colts,L 11 - 28,,,,,,,,,,,,,,,,,,,,,
32,Daniel Brown,NYJ,TE,,09/20/2020,49ers,L 13 - 31,,,,,,,,,,,,,,,,,,,,,
250,Daniel Jones,NYG,QB,,09/20/2020,@Bears,L 13 - 17,25,40,241,6,0,1,4,21,68.9,3,21,7,,0,,,,,,1,1
6,Danny Amendola,DET,WR,,09/20/2020,@Packers,L 21 - 42,,,,,,,,,,,,,,,2,21,10.5,13,0,,
357,Dante Pettis,NYG,WR,,09/20/2020,@Jets,W 31 - 13,,,,,,,,,,,,,,,,,,,,,
348,Dare Ogunbowale,JAX,RB,,09/20/2020,@Titans,L 30 - 33,,,,,,,,,,,,,,,,,,,,,
39,Darius Bradwell,,RB,,09/20/2020,Chiefs,L 20 - 23,,,,,,,,,,,,,,,,,,,,,
423,Darius Slayton,NYG,WR,,09/20/2020,@Bears,L 13 - 17,,,,,,,,,,,,,,,3,33,11,17,0,,
309,Darnell Mooney,CHI,WR,,09/20/2020,Giants,W 17 - 13,,,,,,,,,,,,,,,3,36,12,16,1,1,0
488,Darrel Williams,KC,RB,,09/20/2020,@Chargers,W 23 - 20,,,,,,,,,,,,,,,1,12,12,12,0,,
118,Darrell Daniels,,TE,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,,,,,,0,0,,,0,,
230,Darrell Henderson,LAR,RB,,09/20/2020,@Eagles,W 37 - 19,,,,,,,,,,12,81,6.8,40,1,2,40,20,28,0,,
154,Darren Fells,HOU,TE,,09/20/2020,Ravens,L 16 - 33,,,,,,,,,,,,,,,2,23,11.5,13,1,,
505,Darren Waller,LV,TE,,09/22/2020,Saints,W 34 - 24,,,,,,,,,,,,,,,12,105,8.8,18,1,,
124,Darrynton Evans,,RB,,09/20/2020,Jaguars,W 33 - 30,,,,,,,,,,,,,,,,,,,,,
451,Darwin Thompson,KC,RB,,09/20/2020,@Chargers,W 23 - 20,,,,,,,,,,4,21,5.3,14,0,0,0,,,0,,
145,Daurice Fountain,,WR,,09/20/2020,Vikings,W 28 - 11,,,,,,,,,,,,,,,,,,,,,
17,Davante Adams,GB,WR,,09/20/2020,Lions,W 42 - 21,,,,,,,,,,,,,,,3,36,12,17,0,,
255,David Johnson,HOU,RB,,09/20/2020,Ravens,L 16 - 33,,,,,,,,,,11,34,3.1,9,0,2,16,8,9,0,,
311,David Montgomery,CHI,RB,,09/20/2020,Giants,W 17 - 13,,,,,,,,,,16,82,5.1,23,0,3,45,15,28,1,,
307,David Moore,SEA,WR,,09/21/2020,Patriots,W 35 - 30,,,,,,,,,,,,,,,3,48,16,38,1,,
273,Dawson Knox,BUF,TE,,09/20/2020,@Dolphins,W 31 - 28,,,,,,,,,,,,,,,1,36,36,36,0,1,1
88,DeAndre Carter,CHI,WR,,09/20/2020,@Texans,W 33 - 16,,,,,,,,,,,,,,,,,,,,,
203,DeAndre Hopkins,ARI,WR,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,,,,,,8,68,8.5,25,1,,
270,DeSean Jackson,,WR,,09/20/2020,Rams,L 19 - 37,,,,,,,,,,,,,,,6,64,10.7,25,0,,
371,DeVante Parker,MIA,WR,,09/20/2020,Bills,L 28 - 31,,,,,,,,,,,,,,,5,53,10.6,20,1,,
495,Dede Westbrook,,WR,,09/20/2020,@Titans,L 30 - 33,,,,,,,,,,,,,,,,,,,,,
121,DeeJay Dallas,SEA,RB,,09/21/2020,Patriots,W 35 - 30,,,,,,,,,,,,,,,,,,,,,
382,Demarcus Robinson,KC,WR,,09/20/2020,@Chargers,W 23 - 20,,,,,,,,,,,,,,,3,28,9.3,14,0,,
235,Demetrius Harris,CHI,TE,,09/20/2020,Giants,W 17 - 13,,,,,,,,,,,,,,,0,0,,,0,,
508,Deon Yelder,KC,TE,,09/20/2020,@Chargers,W 23 - 20,,,,,,,,,,,,,,,,,,,,,
234,Deonte Harris,NO,WR,,09/22/2020,@Raiders,L 24 - 34,,,,,,,,,,1,11,11,11,0,3,23,7.7,9,0,,
92,Derek Carr,LV,QB,,09/22/2020,Saints,W 34 - 24,28,38,284,7.5,3,0,3,23,120.9,3,3,1,,0,,,,,,2,1
91,Derek Carrier,LV,TE,,09/22/2020,Saints,W 34 - 24,,,,,,,,,,,,,,,,,,,,,
228,Derrick Henry,TEN,RB,,09/20/2020,Jaguars,W 33 - 30,,,,,,,,,,25,84,3.4,14,0,0,0,,,0,,
500,Deshaun Watson,HOU,QB,,09/20/2020,Ravens,L 16 - 33,25,36,275,7.6,1,1,4,22,89.5,5,17,3.4,,0,,,,,,,
0,Devin Asiasi,,TE,,09/21/2020,@Seahawks,L 30 - 35,,,,,,,,,,,,,,,,,,,,,
99,Devin Duvernay,BAL,WR,,09/20/2020,@Texans,W 33 - 16,,,,,,,,,,,,,,,1,19,19,19,0,,
425,Devin Singletary,BUF,RB,,09/20/2020,@Dolphins,W 31 - 28,,,,,,,,,,10,56,5.6,18,0,2,20,10,12,0,,
47,Devontae Booker,LV,RB,,09/22/2020,Saints,W 34 - 24,,,,,,,,,,3,-1,-0.3,1,0,1,6,6,6,0,,
369,Dezmon Patmon,IND,WR,,09/20/2020,Vikings,W 28 - 11,,,,,,,,,,,,,,,,,,,,,
292,Dion Lewis,NYG,RB,,09/20/2020,@Bears,L 13 - 17,,,,,,,,,,10,20,2,6,1,4,36,9,15,0,,
259,Diontae Johnson,PIT,WR,,09/20/2020,Broncos,W 26 - 21,,,,,,,,,,,,,,,8,92,11.5,28,1,,
410,Diontae Spencer,,WR,,09/20/2020,@Steelers,L 21 - 26,,,,,,,,,,,,,,,,,,,,,
372,Donald Parham,LAC,TE,,09/20/2020,Chiefs,L 20 - 23,,,,,,,,,,,,,,,,,,,,,
365,Donovan Peoples-Jones,CLE,WR,,09/18/2020,Bengals,W 35 - 30,,,,,,,,,,,,,,,,,,,,,
242,Dontrelle Inman,WSH,WR,,09/20/2020,@Cardinals,L 15 - 30,,,,,,,,,,,,,,,2,17,8.5,14,0,,
36,Drew Brees,,QB,,09/22/2020,@Raiders,L 24 - 34,26,38,312,8.2,1,1,0,0,91.1,,,,,,,,,,,,
289,Drew Lock,DEN,QB,,09/20/2020,@Steelers,L 21 - 26,1,5,20,4,0,0,1,8,43.8,,,,,,,,,,,1,1
443,Drew Sample,CIN,TE,,09/18/2020,@Browns,L 30 - 35,,,,,,,,,,,,,,,7,45,6.4,10,0,,
260,Duke Johnson,HOU,RB,,09/20/2020,Ravens,L 16 - 33,,,,,,,,,,,,,,,,,,,,,
413,Durham Smythe,MIA,TE,,09/20/2020,Bills,L 28 - 31,,,,,,,,,,,,,,,,,,,,,
231,Dwayne Haskins,WSH,QB,,09/20/2020,@Cardinals,L 15 - 30,19,33,223,6.8,1,0,4,24,88.3,1,8,8,,0,,,,,,1,1
503,Dwayne Washington,NO,RB,,09/22/2020,@Raiders,L 24 - 34,,,,,,,,,,,,,,,,,,,,,
404,Easton Stick,LAC,QB,,09/20/2020,Chiefs,L 20 - 23,,,,,,,,,,,,,,,,,,,,,
366,Elijhaa Penny,NYG,RB,,09/20/2020,@Bears,L 13 - 17,,,,,,,,,,,,,,,,,,,,,
439,Emmanuel Sanders,NO,WR,,09/22/2020,@Raiders,L 24 - 34,,,,,,,,,,,,,,,1,18,18,18,0,,
52,Eno Benjamin,ARI,RB,,09/20/2020,Football Team,W 30 - 15,,,,,,,,,,,,,,,,,,,,,
138,Eric Ebron,PIT,TE,,09/20/2020,Broncos,W 26 - 21,,,,,,,,,,,,,,,3,43,14.3,21,0,,
448,Eric Tomlinson,,TE,,09/20/2020,@Bears,L 13 - 17,,,,,,,,,,,,,,,,,,,,,
128,Evan Engram,NYG,TE,,09/20/2020,@Bears,L 13 - 17,,,,,,,,,,,,,,,6,65,10.8,22,0,,
129,Ezekiel Elliott,DAL,RB,,09/20/2020,Falcons,W 40 - 39,,,,,,,,,,22,89,4,11,1,6,33,5.5,11,0,2,1
164,Farrod Green,,TE,,09/20/2020,Vikings,W 28 - 11,,,,,,,,,,,,,,,,,,,,,
304,Foster Moreau,LV,TE,,09/22/2020,Saints,W 34 - 24,,,,,,,,,,,,,,,1,31,31,31,0,,
170,Frank Gore,NYJ,RB,,09/20/2020,49ers,L 13 - 31,,,,,,,,,,21,63,3,13,0,0,0,,,0,,
398,Freddie Swain,SEA,WR,,09/21/2020,Patriots,W 35 - 30,,,,,,,,,,,,,,,1,21,21,21,1,,
115,Gabriel Davis,BUF,WR,,09/20/2020,@Dolphins,W 31 - 28,,,,,,,,,,1,0,0,0,0,1,6,6,6,1,,
313,Gardner Minshew,JAX,QB,,09/20/2020,@Titans,L 30 - 33,30,45,339,7.5,3,2,2,24,92.7,4,19,4.8,,0,,,,,,1,0
419,Geno Smith,SEA,QB,,09/21/2020,Patriots,W 35 - 30,,,,,,,,,,,,,,,,,,,,,
399,Geoff Swaim,TEN,TE,,09/20/2020,Jaguars,W 33 - 30,,,,,,,,,,,,,,,,,,,,,
275,George Kittle,,TE,,09/20/2020,@Jets,W 31 - 13,,,,,,,,,,,,,,,,,,,,,
122,Gerald Everett,LAR,TE,,09/20/2020,@Eagles,W 37 - 19,,,,,,,,,,,,,,,,,,,,,
51,Giovani Bernard,CIN,RB,,09/18/2020,@Browns,L 30 - 35,,,,,,,,,,1,3,3,3,0,5,22,4.4,6,0,,
465,Golden Tate,NYG,WR,,09/20/2020,@Bears,L 13 - 17,,,,,,,,,,,,,,,5,47,9.4,20,0,,
345,Greg Olsen,,TE,,09/21/2020,Patriots,W 35 - 30,,,,,,,,,,,,,,,0,0,,,0,,
504,Greg Ward,PHI,WR,,09/20/2020,Rams,L 19 - 37,,,,,,,,,,,,,,,1,5,5,5,0,,
134,Gus Edwards,BAL,RB,,09/20/2020,@Texans,W 33 - 16,,,,,,,,,,10,73,7.3,22,0,,,,,,,
25,Harrison Bryant,CLE,TE,,09/18/2020,Bengals,W 35 - 30,,,,,,,,,,,,,,,1,14,14,14,0,,
193,Hayden Hurst,ATL,TE,,09/20/2020,@Cowboys,L 39 - 40,,,,,,,,,,,,,,,5,72,14.4,42,1,,
374,Henry Ruggs,LV,WR,,09/22/2020,Saints,W 34 - 24,,,,,,,,,,,,,,,1,4,4,4,0,,
24,Hunter Bryant,DET,TE,,09/20/2020,@Packers,L 21 - 42,,,,,,,,,,,,,,,,,,,,,
227,Hunter Henry,LAC,TE,,09/20/2020,Chiefs,L 20 - 23,,,,,,,,,,,,,,,6,83,13.8,22,0,,
391,Hunter Renfrow,LV,WR,,09/22/2020,Saints,W 34 - 24,,,,,,,,,,,,,,,3,37,12.3,17,0,,
458,Ian Thomas,CAR,TE,,09/20/2020,@Buccaneers,L 17 - 31,,,,,,,,,,,,,,,,,,,,,
421,Irv Smith,MIN,TE,,09/20/2020,@Colts,L 11 - 28,,,,,,,,,,,,,,,1,3,3,3,0,,
147,Isaiah Ford,,WR,,09/20/2020,@Dolphins,W 31 - 28,,,,,,,,,,,,,,,7,76,10.9,14,0,,
326,Isaiah McKenzie,BUF,WR,,09/20/2020,@Dolphins,W 31 - 28,,,,,,,,,,,,,,,2,47,23.5,46,0,,
473,Isaiah Wright,WSH,WR,,09/20/2020,@Cardinals,L 15 - 30,,,,,,,,,,,,,,,,,,,,,
418,Ito Smith,ATL,RB,,09/20/2020,@Cowboys,L 39 - 40,,,,,,,,,,5,20,4,9,0,,,,,,,
