,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
314,Breshad Perriman,NYJ,WR,,10/18/2020,@Dolphins,L 0 - 24,,,,,,,,,,,,,,,4,62,15.5,22,0,,
169,Brett Hundley,ARI,QB,,10/20/2020,@Cowboys,W 38 - 10,,,,,,,,,,,,,,,,,,,,,
324,Brett Rypien,DEN,QB,,10/18/2020,@Patriots,W 18 - 12,,,,,,,,,,,,,,,,,,,,,
186,Brian Hill,ATL,RB,,10/18/2020,@Vikings,W 40 - 23,,,,,,,,,,10,28,2.8,9,0,2,6,3,3,0,1,1
172,Brian Hoyer,NE,QB,,10/18/2020,Broncos,L 12 - 18,,,,,,,,,,,,,,,,,,,,,
176,Brycen Hopkins,LAR,TE,,10/19/2020,@49ers,L 16 - 24,,,,,,,,,,,,,,,,,,,,,
173,Buddy Howell,HOU,RB,,10/18/2020,@Titans,L 36 - 42,,,,,,,,,,,,,,,,,,,,,
307,Byron Pringle,,WR,,10/19/2020,@Bills,W 26 - 17,,,,,,,,,,,,,,,2,46,23,37,0,,
54,C.J. Beathard,SF,QB,,10/19/2020,Rams,W 24 - 16,,,,,,,,,,,,,,,,,,,,,
42,C.J. Board,NYG,WR,,10/18/2020,Football Team,W 20 - 19,,,,,,,,,,,,,,,1,8,8,8,0,,
305,C.J. Prosise,HOU,RB,,10/18/2020,@Titans,L 36 - 42,,,,,,,,,,,,,,,,,,,,,
339,Calvin Ridley,ATL,WR,,10/18/2020,@Vikings,W 40 - 23,,,,,,,,,,1,8,8,8,0,6,61,10.2,18,1,,
10,Cam Akers,LAR,RB,,10/19/2020,@49ers,L 16 - 24,,,,,,,,,,,,,,,,,,,,,
296,Cam Newton,NE,QB,,10/18/2020,Broncos,L 12 - 18,17,25,157,6.3,0,2,4,24,51.6,10,76,7.6,,1,,,,,,2,0
369,Cam Sims,WSH,WR,,10/18/2020,@Giants,L 19 - 20,,,,,,,,,,,,,,,1,22,22,22,1,,
57,Cameron Batson,TEN,WR,,10/18/2020,Texans,W 42 - 36,,,,,,,,,,,,,,,1,13,13,13,0,,
33,Cameron Brate,TB,TE,,10/18/2020,Packers,W 38 - 10,,,,,,,,,,,,,,,1,3,3,3,0,,
430,Carson Wentz,PHI,QB,,10/18/2020,Ravens,L 28 - 30,21,40,213,5.3,2,0,6,43,84.7,5,49,9.8,,1,,,,,,1,1
248,Case Keenum,CLE,QB,,10/18/2020,@Steelers,L 7 - 38,5,10,46,4.6,0,0,0,0,62.9,,,,,,,,,,,,
418,Ced Wilson,DAL,WR,,10/20/2020,Cardinals,L 10 - 38,,,,,,,,,,,,,,,2,10,5,5,0,,
258,CeeDee Lamb,DAL,WR,,10/20/2020,Cardinals,L 10 - 38,,,,,,,,,,,,,,,7,64,9.1,27,0,1,0
80,Cethan Carter,CIN,TE,,10/18/2020,@Colts,L 27 - 31,,,,,,,,,,,,,,,0,0,,,0,,
50,Chad Beebe,MIN,WR,,10/18/2020,Falcons,L 23 - 40,,,,,,,,,,,,,,,2,13,6.5,9,0,,
193,Chad Henne,KC,QB,,10/19/2020,@Bills,W 26 - 17,,,,,,,,,,,,,,,,,,,,,
415,Charlie Woerner,SF,TE,,10/19/2020,Rams,W 24 - 16,,,,,,,,,,,,,,,,,,,,,
75,Chase Claypool,PIT,WR,,10/18/2020,Browns,W 38 - 7,,,,,,,,,,2,7,3.5,4,1,4,74,18.5,36,0,,
102,Chase Daniel,DET,QB,,10/18/2020,@Jaguars,W 34 - 16,,,,,,,,,,,,,,,,,,,,,
114,Chase Edmonds,ARI,RB,,10/20/2020,@Cowboys,W 38 - 10,,,,,,,,,,5,23,4.6,9,0,1,6,6,6,0,,
69,Chris Conley,JAX,WR,,10/18/2020,Lions,L 16 - 34,,,,,,,,,,,,,,,1,6,6,6,0,,
149,Chris Godwin,TB,WR,,10/18/2020,Packers,W 38 - 10,,,,,,,,,,,,,,,5,48,9.6,25,0,,
191,Chris Herndon,NYJ,TE,,10/18/2020,@Dolphins,L 0 - 24,,,,,,,,,,,,,,,,,,,,,
292,Chris Manhertz,CAR,TE,,10/18/2020,Bears,L 16 - 23,,,,,,,,,,,,,,,1,6,6,6,0,,
267,Chris Moore,,WR,,10/18/2020,@Eagles,W 30 - 28,,,,,,,,,,,,,,,,,,,,,
345,Chris Streveler,ARI,QB,,10/20/2020,@Cowboys,W 38 - 10,,,,,,,,,,,,,,,,,,,,,
393,Chris Thompson,,RB,,10/18/2020,Lions,L 16 - 34,,,,,,,,,,,,,,,3,15,5,8,0,,
44,Christian Blake,ATL,WR,,10/18/2020,@Vikings,W 40 - 23,,,,,,,,,,,,,,,1,5,5,5,0,,
244,Christian Kirk,ARI,WR,,10/20/2020,@Cowboys,W 38 - 10,,,,,,,,,,,,,,,2,86,43,80,2,,
112,Clyde Edwards-Helaire,KC,RB,,10/19/2020,@Bills,W 26 - 17,,,,,,,,,,26,161,6.2,31,0,4,8,2,8,0,,
53,Cole Beasley,BUF,WR,,10/19/2020,Chiefs,L 17 - 26,,,,,,,,,,,,,,,4,45,11.3,22,1,,
241,Cole Kmet,CHI,TE,,10/18/2020,@Panthers,W 23 - 16,,,,,,,,,,,,,,,2,20,10,11,1,,
392,Colin Thompson,CAR,TE,,10/18/2020,Bears,L 16 - 23,,,,,,,,,,,,,,,,,,,,,
223,Collin Johnson,JAX,WR,,10/18/2020,Lions,L 16 - 34,,,,,,,,,,,,,,,,,,,,,
286,Colt McCoy,NYG,QB,,10/18/2020,Football Team,W 20 - 19,,,,,,,,,,,,,,,,,,,,,
238,Cooper Kupp,LAR,WR,,10/19/2020,@49ers,L 16 - 24,,,,,,,,,,,,,,,3,11,3.7,7,0,,
319,Cordarrelle Patterson,CHI,WR,,10/18/2020,@Panthers,W 23 - 16,,,,,,,,,,1,1,1,1,0,1,8,8,8,0,,
74,Corey Clement,PHI,RB,,10/18/2020,Ravens,L 28 - 30,,,,,,,,,,,,,,,,,,,,,
153,Cullen Gillaspia,HOU,RB,,10/18/2020,@Titans,L 36 - 42,,,,,,,,,,,,,,,,,,,,,
383,Curtis Samuel,CAR,WR,,10/18/2020,Bears,L 16 - 23,,,,,,,,,,,,,,,,,,,,,
141,Cyril Grayson,,WR,,10/18/2020,Packers,W 38 - 10,,,,,,,,,,,,,,,0,0,,,0,,
342,D'Andre Swift,DET,RB,,10/18/2020,@Jaguars,W 34 - 16,,,,,,,,,,14,116,8.3,54,2,3,7,2.3,3,0,,
221,D'Ernest Johnson,CLE,RB,,10/18/2020,@Steelers,L 7 - 38,,,,,,,,,,4,1,0.3,6,0,0,0,,,0,1,0
77,D.J. Chark,JAX,WR,,10/18/2020,Lions,L 16 - 34,,,,,,,,,,,,,,,7,45,6.4,14,0,,
266,D.J. Moore,CAR,WR,,10/18/2020,Bears,L 16 - 23,,,,,,,,,,,,,,,5,93,18.6,38,0,,
205,DaeSean Hamilton,DEN,WR,,10/18/2020,@Patriots,W 18 - 12,,,,,,,,,,,,,,,0,0,,,0,,
249,Dalton Keene,,TE,,10/18/2020,Broncos,L 12 - 18,,,,,,,,,,,,,,,,,,,,,
377,Dalton Schultz,DAL,TE,,10/20/2020,Cardinals,L 10 - 38,,,,,,,,,,,,,,,4,35,8.8,13,0,,
67,Dalvin Cook,MIN,RB,,10/18/2020,Falcons,L 23 - 40,,,,,,,,,,,,,,,,,,,,,
202,Damien Harris,NE,RB,,10/18/2020,Broncos,L 12 - 18,,,,,,,,,,6,19,3.2,6,0,1,14,14,14,0,,
16,Damiere Byrd,NE,WR,,10/18/2020,Broncos,L 12 - 18,,,,,,,,,,,,,,,3,38,12.7,19,0,1,0
1,Dan Arnold,ARI,TE,,10/20/2020,@Cowboys,W 38 - 10,,,,,,,,,,,,,,,,,,,,,
76,Dan Chisena,MIN,WR,,10/18/2020,Falcons,L 23 - 40,,,,,,,,,,,,,,,,,,,,,
29,Daniel Brown,NYJ,TE,,10/18/2020,@Dolphins,L 0 - 24,,,,,,,,,,,,,,,,,,,,,
196,Daniel Helm,,TE,,10/19/2020,Rams,W 24 - 16,,,,,,,,,,,,,,,,,,,,,
216,Daniel Jones,NYG,QB,,10/18/2020,Football Team,W 20 - 19,12,19,112,5.9,1,1,1,4,74.9,7,74,10.6,,0,,,,,,,
5,Danny Amendola,DET,WR,,10/18/2020,@Jaguars,W 34 - 16,,,,,,,,,,,,,,,2,31,15.5,19,0,,
311,Dante Pettis,,WR,,10/19/2020,@49ers,L 16 - 24,,,,,,,,,,,,,,,,,,,,,
304,Dare Ogunbowale,JAX,RB,,10/18/2020,Lions,L 16 - 34,,,,,,,,,,,,,,,,,,,,,
366,Darius Slayton,NYG,WR,,10/18/2020,Football Team,W 20 - 19,,,,,,,,,,1,-3,-3,-3,0,2,41,20.5,23,1,,
268,Darnell Mooney,CHI,WR,,10/18/2020,@Panthers,W 23 - 16,,,,,,,,,,,,,,,3,36,12,18,0,,
421,Darrel Williams,KC,RB,,10/19/2020,@Bills,W 26 - 17,,,,,,,,,,6,26,4.3,13,1,1,15,15,15,0,,
101,Darrell Daniels,,TE,,10/20/2020,@Cowboys,W 38 - 10,,,,,,,,,,,,,,,1,1,1,1,0,,
194,Darrell Henderson,LAR,RB,,10/19/2020,@49ers,L 16 - 24,,,,,,,,,,14,88,6.3,18,0,0,4,,4,0,,
132,Darren Fells,HOU,TE,,10/18/2020,@Titans,L 36 - 42,,,,,,,,,,,,,,,6,85,14.2,35,1,,
371,Darrius Shepherd,GB,WR,,10/18/2020,@Buccaneers,L 10 - 38,,,,,,,,,,,,,,,1,16,16,16,0,,
391,Darwin Thompson,KC,RB,,10/19/2020,@Bills,W 26 - 17,,,,,,,,,,3,17,5.7,11,0,,,,,,,
124,Daurice Fountain,,WR,,10/18/2020,Bengals,W 31 - 27,,,,,,,,,,,,,,,,,,,,,
14,Davante Adams,GB,WR,,10/18/2020,@Buccaneers,L 10 - 38,,,,,,,,,,,,,,,6,61,10.2,18,0,,
43,David Blough,DET,QB,,10/18/2020,@Jaguars,W 34 - 16,,,,,,,,,,,,,,,,,,,,,
222,David Johnson,,RB,,10/18/2020,@Titans,L 36 - 42,,,,,,,,,,19,57,3,11,1,1,12,12,12,0,,
269,David Montgomery,CHI,RB,,10/18/2020,@Panthers,W 23 - 16,,,,,,,,,,19,58,3.1,12,0,4,39,9.8,13,0,,
295,David Njoku,CLE,TE,,10/18/2020,@Steelers,L 7 - 38,,,,,,,,,,,,,,,1,7,7,7,0,,
240,Dawson Knox,BUF,TE,,10/19/2020,Chiefs,L 17 - 26,,,,,,,,,,,,,,,,,,,,,
200,De'Michael Harris,IND,WR,,10/18/2020,Bengals,W 31 - 27,,,,,,,,,,,,,,,3,29,9.7,13,0,,
79,DeAndre Carter,CHI,WR,,10/18/2020,@Titans,L 36 - 42,,,,,,,,,,,,,,,,,,,,,
175,DeAndre Hopkins,ARI,WR,,10/20/2020,@Cowboys,W 38 - 10,,,,,,,,,,,,,,,2,73,36.5,60,0,,
437,DeAndre Washington,MIA,RB,,10/19/2020,@Bills,W 26 - 17,,,,,,,,,,,,,,,,,,,,,
237,DeSean Jackson,,WR,,10/18/2020,Ravens,L 28 - 30,,,,,,,,,,,,,,,,,,,,,
323,DeVante Parker,MIA,WR,,10/18/2020,Jets,W 24 - 0,,,,,,,,,,,,,,,3,35,11.7,18,0,,
428,Dede Westbrook,,WR,,10/18/2020,Lions,L 16 - 34,,,,,,,,,,,,,,,,,,,,,
382,Deebo Samuel,SF,WR,,10/19/2020,Rams,W 24 - 16,,,,,,,,,,1,-6,-6,-6,0,6,66,11,35,1,,
333,Demarcus Robinson,KC,WR,,10/19/2020,@Bills,W 26 - 17,,,,,,,,,,,,,,,5,69,13.8,22,0,,
201,Demetrius Harris,CHI,TE,,10/18/2020,@Panthers,W 23 - 16,,,,,,,,,,,,,,,0,0,,,0,,
84,Deon Cain,,WR,,10/18/2020,Browns,W 38 - 7,,,,,,,,,,,,,,,,,,,,,
442,Deon Yelder,KC,TE,,10/19/2020,@Bills,W 26 - 17,,,,,,,,,,,,,,,,,,,,,
192,Derrick Henry,TEN,RB,,10/18/2020,Texans,W 42 - 36,,,,,,,,,,22,212,9.6,94,2,2,52,26,53,0,,
433,Deshaun Watson,HOU,QB,,10/18/2020,@Titans,L 36 - 42,28,37,335,9.1,4,0,2,15,138.9,4,26,6.5,,0,,,,,,,
0,Devin Asiasi,,TE,,10/18/2020,Broncos,L 12 - 18,,,,,,,,,,,,,,,,,,,,,
86,Devin Duvernay,BAL,WR,,10/18/2020,@Eagles,W 30 - 28,,,,,,,,,,,,,,,3,31,10.3,17,0,,
368,Devin Singletary,BUF,RB,,10/19/2020,Chiefs,L 17 - 26,,,,,,,,,,10,32,3.2,10,0,1,13,13,13,0,,
122,Devonta Freeman,,RB,,10/18/2020,Football Team,W 20 - 19,,,,,,,,,,18,61,3.4,14,0,1,-4,-4,-4,0,,
321,Dezmon Patmon,IND,WR,,10/18/2020,Bengals,W 31 - 27,,,,,,,,,,,,,,,,,,,,,
256,Dion Lewis,NYG,RB,,10/18/2020,Football Team,W 20 - 19,,,,,,,,,,,,,,,1,10,10,10,0,,
227,Diontae Johnson,PIT,WR,,10/18/2020,Browns,W 38 - 7,,,,,,,,,,,,,,,,,,,,,
353,Diontae Spencer,,WR,,10/18/2020,@Patriots,W 18 - 12,,,,,,,,,,1,9,9,9,0,0,0,,,0,,
317,Donovan Peoples-Jones,CLE,WR,,10/18/2020,@Steelers,L 7 - 38,,,,,,,,,,,,,,,0,0,,,0,,
183,Dontrell Hilliard,CLE,RB,,10/18/2020,@Steelers,L 7 - 38,,,,,,,,,,4,29,7.3,19,0,,,,,,,
209,Dontrelle Inman,WSH,WR,,10/18/2020,@Giants,L 19 - 20,,,,,,,,,,,,,,,5,45,9,15,0,,
253,Drew Lock,DEN,QB,,10/18/2020,@Patriots,W 18 - 12,10,24,189,7.9,0,2,2,25,34.9,5,-1,-0.2,,0,,,,,,1,0
384,Drew Sample,CIN,TE,,10/18/2020,@Colts,L 27 - 31,,,,,,,,,,,,,,,0,0,,,0,,
228,Duke Johnson,HOU,RB,,10/18/2020,@Titans,L 36 - 42,,,,,,,,,,4,9,2.3,10,0,1,2,2,2,0,,
356,Durham Smythe,MIA,TE,,10/18/2020,Jets,W 24 - 0,,,,,,,,,,,,,,,1,4,4,4,1,,
198,Dwayne Haskins,WSH,QB,,10/18/2020,@Giants,L 19 - 20,,,,,,,,,,,,,,,,,,,,,
318,Elijhaa Penny,NYG,RB,,10/18/2020,Football Team,W 20 - 19,,,,,,,,,,,,,,,,,,,,,
47,Eno Benjamin,ARI,RB,,10/20/2020,@Cowboys,W 38 - 10,,,,,,,,,,,,,,,,,,,,,
350,Equanimeous St. Brown,GB,WR,,10/18/2020,@Buccaneers,L 10 - 38,,,,,,,,,,,,,,,0,0,,,0,,
116,Eric Ebron,PIT,TE,,10/18/2020,Browns,W 38 - 7,,,,,,,,,,,,,,,2,9,4.5,7,0,,
388,Eric Tomlinson,,TE,,10/18/2020,@Giants,L 19 - 20,,,,,,,,,,,,,,,,,,,,,
55,Evan Baylis,ARI,TE,,10/20/2020,@Cowboys,W 38 - 10,,,,,,,,,,,,,,,,,,,,,
109,Evan Engram,NYG,TE,,10/18/2020,Football Team,W 20 - 19,,,,,,,,,,,,,,,2,30,15,21,0,,
110,Ezekiel Elliott,DAL,RB,,10/20/2020,Cardinals,L 10 - 38,,,,,,,,,,12,49,4.1,11,0,8,31,3.9,11,0,2,2
145,Frank Gore,NYJ,RB,,10/18/2020,@Dolphins,L 0 - 24,,,,,,,,,,11,46,4.2,14,0,4,24,6,9,0,,
99,Gabriel Davis,BUF,WR,,10/19/2020,Chiefs,L 17 - 26,,,,,,,,,,,,,,,1,7,7,7,0,,
271,Gardner Minshew,JAX,QB,,10/18/2020,Lions,L 16 - 34,25,44,243,5.5,1,1,1,12,70.5,3,14,4.7,,1,,,,,,1,1
154,Garrett Gilbert,DAL,QB,,10/20/2020,Cardinals,L 10 - 38,,,,,,,,,,,,,,,,,,,,,
343,Geoff Swaim,TEN,TE,,10/18/2020,Texans,W 42 - 36,,,,,,,,,,,,,,,2,10,5,8,0,,
242,George Kittle,,TE,,10/19/2020,Rams,W 24 - 16,,,,,,,,,,,,,,,7,109,15.6,44,1,,
104,Gerald Everett,LAR,TE,,10/19/2020,@49ers,L 16 - 24,,,,,,,,,,,,,,,3,27,9,17,0,,
46,Giovani Bernard,CIN,RB,,10/18/2020,@Colts,L 27 - 31,,,,,,,,,,8,15,1.9,9,1,3,13,4.3,7,0,,
404,Golden Tate,NYG,WR,,10/18/2020,Football Team,W 20 - 19,,,,,,,,,,,,,,,1,11,11,11,0,,
439,Greg Ward,PHI,WR,,10/18/2020,Ravens,L 28 - 30,,,,,,,,,,,,,,,2,19,9.5,13,0,2,0
301,Gunner Olszewski,NE,WR,,10/18/2020,Broncos,L 12 - 18,,,,,,,,,,,,,,,,,,,,,
113,Gus Edwards,BAL,RB,,10/18/2020,@Eagles,W 30 - 28,,,,,,,,,,14,26,1.9,7,1,,,,,,,
18,Hakeem Butler,,TE,,10/18/2020,Ravens,L 28 - 30,,,,,,,,,,,,,,,,,,,,,
22,Harrison Bryant,CLE,TE,,10/18/2020,@Steelers,L 7 - 38,,,,,,,,,,,,,,,1,11,11,11,0,,
166,Hayden Hurst,ATL,TE,,10/18/2020,@Vikings,W 40 - 23,,,,,,,,,,,,,,,4,57,14.3,35,1,,
397,Ian Thomas,CAR,TE,,10/18/2020,Bears,L 16 - 23,,,,,,,,,,,,,,,1,9,9,9,0,,
364,Irv Smith,MIN,TE,,10/18/2020,Falcons,L 23 - 40,,,,,,,,,,,,,,,4,55,13.8,36,0,,
297,Isaac Nauta,DET,TE,,10/18/2020,@Jaguars,W 34 - 16,,,,,,,,,,,,,,,,,,,,,
125,Isaiah Ford,NE,WR,,10/18/2020,@Dolphins,L 0 - 24,,,,,,,,,,,,,,,,,,,,,
282,Isaiah McKenzie,BUF,WR,,10/19/2020,Chiefs,L 17 - 26,,,,,,,,,,,,,,,1,4,4,4,0,,
411,Isaiah Wright,WSH,WR,,10/18/2020,@Giants,L 19 - 20,,,,,,,,,,1,1,1,1,0,4,25,6.3,12,0,,
444,Isaiah Zuber,,WR,,10/18/2020,Broncos,L 12 - 18,,,,,,,,,,,,,,,1,16,16,16,0,,
362,Ito Smith,ATL,RB,,10/18/2020,@Vikings,W 40 - 23,,,,,,,,,,2,8,4,4,0,1,17,17,17,0,,
279,J.D. McKissic,WSH,RB,,10/18/2020,@Giants,L 19 - 20,,,,,,,,,,8,41,5.1,14,0,6,43,7.2,13,0,,
2,J.J. Arcega-Whiteside,,WR,,10/18/2020,Ravens,L 28 - 30,,,,,,,,,,,,,,,0,0,,,0,,
403,J.J. Taylor,NE,RB,,10/18/2020,Broncos,L 12 - 18,,,,,,,,,,,,,,,,,,,,,
93,J.K. Dobbins,,RB,,10/18/2020,@Eagles,W 30 - 28,,,,,,,,,,9,28,3.1,16,0,2,1,0.5,2,0,,
178,J.P. Holtz,CHI,TE,,10/18/2020,@Panthers,W 23 - 16,,,,,,,,,,,,,,,,,,,,,
197,JaMycal Hasty,,RB,,10/19/2020,Rams,W 24 - 16,,,,,,,,,,9,37,4.1,10,0,0,0,,,0,,
349,Jace Sternberger,GB,TE,,10/18/2020,@Buccaneers,L 10 - 38,,,,,,,,,,,,,,,,,,,,,
90,Jack Doyle,IND,TE,,10/18/2020,Bengals,W 31 - 27,,,,,,,,,,,,,,,3,29,9.7,17,1,1,1
117,Jacob Eason,IND,QB,,10/18/2020,Bengals,W 31 - 27,,,,,,,,,,,,,,,,,,,,,
30,Jacoby Brissett,IND,QB,,10/18/2020,Bengals,W 31 - 27,,,,,,,,,,,,,,,,,,,,,
144,Jaeden Graham,ATL,TE,,10/18/2020,@Vikings,W 40 - 23,,,,,,,,,,,,,,,,,,,,,
17,Jake Butt,,TE,,10/18/2020,@Patriots,W 18 - 12,,,,,,,,,,,,,,,,,,,,,
120,Jake Fromm,BUF,QB,,10/19/2020,Chiefs,L 17 - 26,,,,,,,,,,,,,,,,,,,,,
250,Jake Luton,JAX,QB,,10/18/2020,Lions,L 16 - 34,,,,,,,,,,,,,,,,,,,,,
142,Jakeem Grant,MIA,WR,,10/18/2020,Jets,W 24 - 0,,,,,,,,,,,,,,,4,48,12,30,0,,
275,Jakobi Meyers,NE,WR,,10/18/2020,Broncos,L 12 - 18,,,,,,,,,,,,,,,,,,,,,
165,Jalen Hurts,PHI,QB,,10/18/2020,Ravens,L 28 - 30,,,,,,,,,,2,23,11.5,,0,,,,,,,
420,Jamaal Williams,GB,RB,,10/18/2020,@Buccaneers,L 10 - 38,,,,,,,,,,4,34,8.5,25,0,0,0,,,0,,
13,Jamal Agnew,DET,WR,,10/18/2020,@Jaguars,W 34 - 16,,,,,,,,,,,,,,,2,17,8.5,11,0,,
68,James Conner,,RB,,10/18/2020,Browns,W 38 - 7,,,,,,,,,,20,101,5.1,14,1,1,1,1,1,0,,
265,James Morgan,NYJ,QB,,10/18/2020,@Dolphins,L 0 - 24,,,,,,,,,,,,,,,,,,,,,
299,James O'Shaughnessy,JAX,TE,,10/18/2020,Lions,L 16 - 34,,,,,,,,,,,,,,,0,0,,,0,,
