,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
24,A.J. Brown,TEN,WR,,10/13/2020,Bills,W 42 - 16,,,,,,,,,,,,,,,7,82,11.7,16,1,,
140,A.J. Green,CIN,WR,,10/11/2020,@Ravens,L 3 - 27,,,,,,,,,,,,,,,0,0,,,0,,
285,AJ McCarron,HOU,QB,,10/11/2020,Jaguars,W 30 - 14,,,,,,,,,,,,,,,,,,,,,
369,Adam Shaheen,MIA,TE,,10/11/2020,@49ers,W 43 - 17,,,,,,,,,,,,,,,1,3,3,3,1,,
395,Adam Thielen,,WR,,10/12/2020,@Seahawks,L 26 - 27,,,,,,,,,,1,3,3,3,0,9,80,8.9,14,2,,
383,Adam Trautman,NO,TE,,10/13/2020,Chargers,W 30 - 27,,,,,,,,,,,,,,,,,,,,,
105,Alex Erickson,CIN,WR,,10/11/2020,@Ravens,L 3 - 27,,,,,,,,,,,,,,,,,,,,,
359,Alex Smith,WSH,QB,,10/11/2020,Rams,L 10 - 30,9,17,37,2.2,0,0,6,31,58.7,1,1,1,,0,,,,,,1,0
287,Alexander Mattison,MIN,RB,,10/12/2020,@Seahawks,L 26 - 27,,,,,,,,,,20,112,5.6,25,0,3,24,8,14,0,,
329,Allen Robinson,CHI,WR,,10/09/2020,Buccaneers,W 20 - 19,,,,,,,,,,,,,,,10,90,9,24,0,,
228,Alshon Jeffery,PHI,WR,,10/11/2020,@Steelers,L 29 - 38,,,,,,,,,,,,,,,,,,,,,
246,Alvin Kamara,NO,RB,,10/13/2020,Chargers,W 30 - 27,,,,,,,,,,11,45,4.1,10,0,8,74,9.3,28,0,,
60,Amari Cooper,DAL,WR,,10/11/2020,Giants,W 37 - 34,,,,,,,,,,1,-2,-2,-2,0,2,23,11.5,15,0,,
14,Ameer Abdullah,MIN,RB,,10/12/2020,@Seahawks,L 26 - 27,,,,,,,,,,,,,,,,,,,,,
331,Andre Roberts,BUF,WR,,10/13/2020,@Titans,L 16 - 42,,,,,,,,,,,,,,,1,16,16,16,0,1,1
99,Andy Dalton,DAL,QB,,10/11/2020,Giants,W 37 - 34,9,11,111,10.1,0,0,1,5,108.7,1,0,0,,0,,,,,,1,1
208,Andy Isabella,ARI,WR,,10/11/2020,@Jets,W 30 - 10,,,,,,,,,,,,,,,2,30,15,24,0,,
128,Anthony Firkser,TEN,TE,,10/13/2020,Bills,W 42 - 16,,,,,,,,,,,,,,,3,19,6.3,12,0,,
280,Anthony McFarland,PIT,RB,,10/11/2020,Eagles,W 38 - 29,,,,,,,,,,3,6,2,4,0,,,,,,,
270,Anthony Miller,CHI,WR,,10/09/2020,Buccaneers,W 20 - 19,,,,,,,,,,,,,,,4,28,7,10,0,,
365,Anthony Sherman,KC,RB,,10/11/2020,Raiders,L 32 - 40,,,,,,,,,,,,,,,,,,,,,
157,Antonio Gandy-Golden,,WR,,10/11/2020,Rams,L 10 - 30,,,,,,,,,,,,,,,,,,,,,
152,Antonio Gibson,WSH,RB,,10/11/2020,Rams,L 10 - 30,,,,,,,,,,11,27,2.5,6,0,5,24,4.8,18,0,,
305,Artavis Pierce,CHI,RB,,10/09/2020,Buccaneers,W 20 - 19,,,,,,,,,,,,,,,,,,,,,
85,Ashton Dulin,IND,WR,,10/11/2020,@Browns,L 23 - 32,,,,,,,,,,1,3,3,3,0,1,34,34,34,0,,
401,Auden Tate,CIN,WR,,10/11/2020,@Ravens,L 3 - 27,,,,,,,,,,,,,,,1,12,12,12,0,,
78,Austin Carr,NO,WR,,10/13/2020,Chargers,W 30 - 27,,,,,,,,,,,,,,,,,,,,,
174,Austin Hooper,CLE,TE,,10/11/2020,Colts,W 32 - 23,,,,,,,,,,,,,,,5,57,11.4,18,0,,
286,Baker Mayfield,CLE,QB,,10/11/2020,Colts,W 32 - 23,21,37,247,6.7,2,2,1,4,72.7,2,17,8.5,,0,,,,,,1,0
92,Ben DiNucci,DAL,QB,,10/11/2020,Giants,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
325,Ben Roethlisberger,PIT,QB,,10/11/2020,Eagles,W 38 - 29,27,34,239,7,3,0,1,8,125.4,2,-2,-1,,0,,,,,,,
120,Bennie Fowler,,WR,,10/13/2020,Chargers,W 30 - 27,,,,,,,,,,,,,,,2,11,5.5,7,0,,
349,Benny Snell,PIT,RB,,10/11/2020,Eagles,W 38 - 29,,,,,,,,,,7,19,2.7,8,0,,,,,,,
223,Bisi Johnson,MIN,WR,,10/12/2020,@Seahawks,L 26 - 27,,,,,,,,,,,,,,,1,13,13,13,0,,
162,Blaine Gabbert,TB,QB,,10/09/2020,@Bears,L 19 - 20,,,,,,,,,,,,,,,,,,,,,
46,Blake Bell,DAL,TE,,10/11/2020,Giants,W 37 - 34,,,,,,,,,,,,,,,1,13,13,13,0,,
371,Boston Scott,PHI,RB,,10/11/2020,@Steelers,L 29 - 38,,,,,,,,,,1,3,3,3,0,,,,,,,
61,Brandin Cooks,HOU,WR,,10/11/2020,Jaguars,W 30 - 14,,,,,,,,,,,,,,,8,161,20.1,36,1,,
11,Brandon Aiyuk,,WR,,10/11/2020,Dolphins,L 17 - 43,,,,,,,,,,,,,,,3,44,14.7,20,0,,
302,Brandon Powell,ATL,WR,,10/11/2020,Panthers,L 16 - 23,,,,,,,,,,,,,,,0,0,,,0,,
442,Brandon Zylstra,CAR,WR,,10/11/2020,@Falcons,W 23 - 16,,,,,,,,,,,,,,,,,,,,,
42,Braxton Berrios,NYJ,WR,,10/11/2020,Cardinals,L 10 - 30,,,,,,,,,,1,13,13,13,0,0,0,,,0,,
309,Breshad Perriman,NYJ,WR,,10/11/2020,Cardinals,L 10 - 30,,,,,,,,,,,,,,,,,,,,,
168,Brett Hundley,ARI,QB,,10/11/2020,@Jets,W 30 - 10,,,,,,,,,,,,,,,,,,,,,
189,Brian Hill,ATL,RB,,10/11/2020,Panthers,L 16 - 23,,,,,,,,,,6,39,6.5,11,0,2,15,7.5,9,0,,
111,Bryan Edwards,LV,WR,,10/11/2020,@Chiefs,W 40 - 32,,,,,,,,,,,,,,,,,,,,,
173,Brycen Hopkins,LAR,TE,,10/11/2020,@Football Team,W 30 - 10,,,,,,,,,,,,,,,,,,,,,
170,Buddy Howell,HOU,RB,,10/11/2020,Jaguars,W 30 - 14,,,,,,,,,,,,,,,,,,,,,
300,Byron Pringle,,WR,,10/11/2020,Raiders,L 32 - 40,,,,,,,,,,,,,,,1,23,23,23,0,,
50,C.J. Beathard,SF,QB,,10/11/2020,Dolphins,L 17 - 43,9,18,94,5.2,1,0,2,20,84,,,,,,,,,,,1,1
40,C.J. Board,NYG,WR,,10/11/2020,@Cowboys,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
298,C.J. Prosise,HOU,RB,,10/11/2020,Jaguars,W 30 - 14,,,,,,,,,,,,,,,,,,,,,
334,Calvin Ridley,ATL,WR,,10/11/2020,Panthers,L 16 - 23,,,,,,,,,,,,,,,8,136,17,26,0,,
10,Cam Akers,LAR,RB,,10/11/2020,@Football Team,W 30 - 10,,,,,,,,,,9,61,6.8,46,0,,,,,,,
364,Cam Sims,WSH,WR,,10/11/2020,Rams,L 10 - 30,,,,,,,,,,,,,,,,,,,,,
31,Cameron Brate,TB,TE,,10/09/2020,@Bears,L 19 - 20,,,,,,,,,,,,,,,5,44,8.8,20,0,,
163,Carlos Hyde,SEA,RB,,10/12/2020,Vikings,W 27 - 26,,,,,,,,,,,,,,,,,,,,,
427,Carson Wentz,PHI,QB,,10/11/2020,@Steelers,L 29 - 38,20,35,258,7.4,2,2,5,34,75.7,4,11,2.8,,0,,,,,,,
245,Case Keenum,CLE,QB,,10/11/2020,Colts,W 32 - 23,,,,,,,,,,,,,,,,,,,,,
416,Ced Wilson,DAL,WR,,10/11/2020,Giants,W 37 - 34,,,,,,,,,,,,,,,4,22,5.5,10,0,,
251,CeeDee Lamb,DAL,WR,,10/11/2020,Giants,W 37 - 34,,,,,,,,,,,,,,,8,124,15.5,26,0,,
74,Cethan Carter,CIN,TE,,10/11/2020,@Ravens,L 3 - 27,,,,,,,,,,,,,,,,,,,,,
47,Chad Beebe,MIN,WR,,10/12/2020,@Seahawks,L 26 - 27,,,,,,,,,,,,,,,1,11,11,11,0,1,0
198,Chad Henne,KC,QB,,10/11/2020,Raiders,L 32 - 40,,,,,,,,,,,,,,,,,,,,,
409,Charlie Woerner,SF,TE,,10/11/2020,Dolphins,L 17 - 43,,,,,,,,,,,,,,,,,,,,,
70,Chase Claypool,PIT,WR,,10/11/2020,Eagles,W 38 - 29,,,,,,,,,,3,6,2,3,1,7,110,15.7,35,3,,
113,Chase Edmonds,ARI,RB,,10/11/2020,@Jets,W 30 - 10,,,,,,,,,,3,36,12,29,1,5,56,11.2,30,0,,
75,Chris Carson,SEA,RB,,10/12/2020,Vikings,W 27 - 26,,,,,,,,,,8,52,6.5,29,1,6,27,4.5,13,0,,
65,Chris Conley,JAX,WR,,10/11/2020,@Texans,L 14 - 30,,,,,,,,,,,,,,,2,58,29,51,0,,
147,Chris Godwin,TB,WR,,10/09/2020,@Bears,L 19 - 20,,,,,,,,,,,,,,,,,,,,,
194,Chris Herndon,NYJ,TE,,10/11/2020,Cardinals,L 10 - 30,,,,,,,,,,,,,,,2,24,12,15,0,,
180,Chris Hogan,,WR,,10/11/2020,Cardinals,L 10 - 30,,,,,,,,,,,,,,,3,20,6.7,10,0,,
289,Chris Manhertz,CAR,TE,,10/11/2020,@Falcons,W 23 - 16,,,,,,,,,,,,,,,,,,,,,
264,Chris Moore,,WR,,10/11/2020,Bengals,W 27 - 3,,,,,,,,,,,,,,,,,,,,,
344,Chris Streveler,ARI,QB,,10/11/2020,@Jets,W 30 - 10,,,,,,,,,,,,,,,,,,,,,
389,Chris Thompson,,RB,,10/11/2020,@Texans,L 14 - 30,,,,,,,,,,2,7,3.5,4,0,3,35,11.7,15,0,,
41,Christian Blake,ATL,WR,,10/11/2020,Panthers,L 16 - 23,,,,,,,,,,,,,,,,,,,,,
241,Christian Kirk,ARI,WR,,10/11/2020,@Jets,W 30 - 10,,,,,,,,,,,,,,,5,78,15.6,24,0,1,0
109,Clyde Edwards-Helaire,KC,RB,,10/11/2020,Raiders,L 32 - 40,,,,,,,,,,10,40,4,9,0,3,40,13.3,20,0,,
178,Cody Hollister,,WR,,10/13/2020,Bills,W 42 - 16,,,,,,,,,,,,,,,1,12,12,12,0,,
49,Cole Beasley,BUF,WR,,10/13/2020,@Titans,L 16 - 42,,,,,,,,,,,,,,,6,53,8.8,14,0,,
239,Cole Kmet,CHI,TE,,10/09/2020,Buccaneers,W 20 - 19,,,,,,,,,,,,,,,,,,,,,
388,Colin Thompson,CAR,TE,,10/11/2020,@Falcons,W 23 - 16,,,,,,,,,,,,,,,,,,,,,
222,Collin Johnson,JAX,WR,,10/11/2020,@Texans,L 14 - 30,,,,,,,,,,,,,,,3,30,10,19,1,,
283,Colt McCoy,NYG,QB,,10/11/2020,@Cowboys,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
236,Cooper Kupp,LAR,WR,,10/11/2020,@Football Team,W 30 - 10,,,,,,,,,,,,,,,5,66,13.2,49,0,,
315,Cordarrelle Patterson,CHI,WR,,10/09/2020,Buccaneers,W 20 - 19,,,,,,,,,,3,7,2.3,3,0,3,38,12.7,25,0,,
69,Corey Clement,PHI,RB,,10/11/2020,@Steelers,L 29 - 38,,,,,,,,,,,,,,,,,,,,,
151,Cullen Gillaspia,HOU,RB,,10/11/2020,Jaguars,W 30 - 14,,,,,,,,,,,,,,,,,,,,,
379,Curtis Samuel,CAR,WR,,10/11/2020,@Falcons,W 23 - 16,,,,,,,,,,4,28,7,17,0,5,36,7.2,17,0,,
141,Cyril Grayson,,WR,,10/09/2020,@Bears,L 19 - 20,,,,,,,,,,,,,,,,,,,,,
220,D'Ernest Johnson,CLE,RB,,10/11/2020,Colts,W 32 - 23,,,,,,,,,,8,32,4,28,0,1,4,4,4,0,,
72,D.J. Chark,JAX,WR,,10/11/2020,@Texans,L 14 - 30,,,,,,,,,,,,,,,3,16,5.3,11,0,,
262,D.J. Moore,CAR,WR,,10/11/2020,@Falcons,W 23 - 16,,,,,,,,,,,,,,,4,93,23.3,57,1,,
272,DK Metcalf,SEA,WR,,10/12/2020,Vikings,W 27 - 26,,,,,,,,,,,,,,,6,93,15.5,39,2,,
301,Dak Prescott,,QB,,10/11/2020,Giants,W 37 - 34,14,21,166,7.9,0,1,1,7,70.7,2,7,3.5,,0,,,,,,,
372,Dalton Schultz,DAL,TE,,10/11/2020,Giants,W 37 - 34,,,,,,,,,,,,,,,1,6,6,6,0,,
63,Dalvin Cook,MIN,RB,,10/12/2020,@Seahawks,L 26 - 27,,,,,,,,,,17,65,3.8,10,1,5,24,4.8,10,0,,
340,Damion Ratley,,WR,,10/11/2020,@Cowboys,L 34 - 37,,,,,,,,,,,,,,,0,0,,,0,,
0,Dan Arnold,ARI,TE,,10/11/2020,@Jets,W 30 - 10,,,,,,,,,,,,,,,,,,,,,
71,Dan Chisena,MIN,WR,,10/12/2020,@Seahawks,L 26 - 27,,,,,,,,,,,,,,,,,,,,,
26,Daniel Brown,NYJ,TE,,10/11/2020,Cardinals,L 10 - 30,,,,,,,,,,,,,,,,,,,,,
201,Daniel Helm,,TE,,10/11/2020,Dolphins,L 17 - 43,,,,,,,,,,,,,,,,,,,,,
216,Daniel Jones,NYG,QB,,10/11/2020,@Cowboys,L 34 - 37,20,33,222,6.7,0,0,2,11,80.6,2,-7,-3.5,,0,,,,,,1,1
306,Dante Pettis,,WR,,10/11/2020,@49ers,W 43 - 17,,,,,,,,,,,,,,,,,,,,,
297,Dare Ogunbowale,JAX,RB,,10/11/2020,@Texans,L 14 - 30,,,,,,,,,,,,,,,,,,,,,
362,Darius Slayton,NYG,WR,,10/11/2020,@Cowboys,L 34 - 37,,,,,,,,,,,,,,,8,129,16.1,39,0,,
265,Darnell Mooney,CHI,WR,,10/09/2020,Buccaneers,W 20 - 19,,,,,,,,,,,,,,,2,15,7.5,10,0,,
418,Darrel Williams,KC,RB,,10/11/2020,Raiders,L 32 - 40,,,,,,,,,,1,4,4,4,0,1,15,15,15,0,,
98,Darrell Daniels,,TE,,10/11/2020,@Jets,W 30 - 10,,,,,,,,,,,,,,,2,37,18.5,31,0,,
199,Darrell Henderson,LAR,RB,,10/11/2020,@Football Team,W 30 - 10,,,,,,,,,,15,38,2.5,7,1,3,30,10,12,1,,
130,Darren Fells,HOU,TE,,10/11/2020,Jaguars,W 30 - 14,,,,,,,,,,,,,,,2,57,28.5,44,1,,
438,Darren Waller,LV,TE,,10/11/2020,@Chiefs,W 40 - 32,,,,,,,,,,,,,,,5,48,9.6,23,1,,
103,Darrynton Evans,,RB,,10/13/2020,Bills,W 42 - 16,,,,,,,,,,2,12,6,9,0,,,,,,,
387,Darwin Thompson,KC,RB,,10/11/2020,Raiders,L 32 - 40,,,,,,,,,,,,,,,,,,,,,
122,Daurice Fountain,,WR,,10/11/2020,@Browns,L 23 - 32,,,,,,,,,,,,,,,,,,,,,
221,David Johnson,,RB,,10/11/2020,Jaguars,W 30 - 14,,,,,,,,,,17,96,5.6,29,0,2,7,3.5,4,0,,
266,David Montgomery,CHI,RB,,10/09/2020,Buccaneers,W 20 - 19,,,,,,,,,,10,29,2.9,7,1,7,30,4.3,17,0,,
263,David Moore,SEA,WR,,10/12/2020,Vikings,W 27 - 26,,,,,,,,,,,,,,,0,0,,,0,,
291,David Njoku,CLE,TE,,10/11/2020,Colts,W 32 - 23,,,,,,,,,,,,,,,1,6,6,6,0,,
238,Dawson Knox,BUF,TE,,10/13/2020,@Titans,L 16 - 42,,,,,,,,,,,,,,,1,15,15,15,0,,
73,DeAndre Carter,CHI,WR,,10/11/2020,@Texans,L 14 - 30,,,,,,,,,,,,,,,,,,,,,
172,DeAndre Hopkins,ARI,WR,,10/11/2020,@Jets,W 30 - 10,,,,,,,,,,,,,,,6,131,21.8,45,1,,
435,DeAndre Washington,MIA,RB,,10/11/2020,@Chiefs,W 40 - 32,,,,,,,,,,,,,,,,,,,,,
