,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
27,AJ Brown,TEN,WR,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,6,153,25.5,73,1,,
87,AJ Dillon,GB,RB,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,5,11,2.2,5,0,,,,,,,
133,AJ Green,CIN,WR,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,7,82,11.7,22,0,,
284,AJ McCarron,HOU,QB,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,,,,,,,
210,Aaron Jones,GB,RB,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,,,,,,,
326,Aaron Rodgers,GB,QB,,10/25/2020,@Texans,W 35 - 20,23,34,283,8.3,4,0,0,0,132.4,,,,,,,,,,,,
161,Adam Humphries,,WR,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,1,19,19,19,0,,
385,Adam Trautman,NO,TE,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,0,0,,,0,,
309,Adrian Peterson,DET,RB,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,11,29,2.6,7,0,1,1,1,1,0,,
299,Albert Okwuegbunam,,TE,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,7,60,8.6,17,0,,
53,Alex Bachman,,WR,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,,,,,,,
101,Alex Erickson,CIN,WR,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
361,Alex Smith,WSH,QB,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,,,,,,,
329,Allen Robinson,CHI,WR,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,4,70,17.5,42,0,,
223,Alshon Jeffery,PHI,WR,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,,,,,,,
242,Alvin Kamara,NO,RB,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,14,83,5.9,32,0,8,65,8.1,17,0,,
58,Amari Cooper,DAL,WR,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,1,5,5,5,0,7,80,11.4,32,0,,
331,Andre Roberts,BUF,WR,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,,,,,,,
46,Andrew Beck,DEN,TE,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,,,,,,,
96,Andy Dalton,DAL,QB,,10/25/2020,@Football Team,L 3 - 25,9,19,75,3.9,0,1,3,30,36.1,3,16,5.3,,0,,,,,,1,0
201,Andy Isabella,ARI,WR,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,1,7,7,7,0,,
122,Anthony Firkser,TEN,TE,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,2,7,3.5,4,0,,
279,Anthony McFarland,PIT,RB,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,1,6,6,6,0,0,0,,,0,,
268,Anthony Miller,CHI,WR,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,3,20,6.7,8,0,,
147,Antonio Gibson,WSH,RB,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,20,128,6.4,40,1,0,0,,,0,,
307,Artavis Pierce,CHI,RB,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,,,,,,,
402,Auden Tate,,WR,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,0,0,,,0,,
75,Austin Carr,,WR,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,1,6,6,6,0,,
167,Austin Hooper,CLE,TE,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
289,Austin Mack,NYG,WR,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,,,,,,,
285,Baker Mayfield,CLE,QB,,10/25/2020,@Bengals,W 37 - 34,22,28,297,10.6,5,1,0,0,135.6,1,-1,-1,,0,,,,,,,
86,Ben DiNucci,DAL,QB,,10/25/2020,@Football Team,L 3 - 25,2,3,39,13,0,0,3,25,109.7,1,0,0,,0,,,,,,2,0
104,Ben Ellefson,,TE,,10/25/2020,@Chargers,L 29 - 39,,,,,,,,,,,,,,,,,,,,,
324,Ben Roethlisberger,PIT,QB,,10/25/2020,@Titans,W 27 - 24,32,49,268,5.5,2,3,0,0,67.4,1,-1,-1,,0,,,,,,,
353,Benny Snell,PIT,RB,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,2,2,1,1,1,,,,,,,
154,Blaine Gabbert,TB,QB,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,,,,,,,
44,Blake Bell,DAL,TE,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,,,,,,,
376,Bo Scarbrough,,RB,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,,,,,,,
372,Boston Scott,PHI,RB,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,12,46,3.8,12,0,3,46,15.3,18,1,,
59,Brandin Cooks,HOU,WR,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,7,60,8.6,12,0,,
11,Brandon Aiyuk,SF,WR,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,6,115,19.2,35,0,,
304,Brandon Powell,ATL,WR,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,1,4,4,4,0,,
444,Brandon Zylstra,CAR,WR,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,1,4,4,4,0,,
40,Braxton Berrios,NYJ,WR,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,4,35,8.8,22,0,,
311,Breshad Perriman,NYJ,WR,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,2,27,13.5,19,0,,
160,Brett Hundley,ARI,QB,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
319,Brett Rypien,DEN,QB,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,,,,,,,
177,Brian Hill,ATL,RB,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,2,3,1.5,2,0,3,27,9,11,0,,
163,Brian Hoyer,NE,QB,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,,,,,,,
107,Bryan Edwards,LV,WR,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,,,,,,,
166,Brycen Hopkins,LAR,TE,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,,,,,,,,,,,,
164,Buddy Howell,HOU,RB,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,,,,,,,
303,Byron Pringle,KC,WR,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,,,,,,,
48,CJ Beathard,SF,QB,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,,,,,,,
37,CJ Board,NYG,WR,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,,,,,,,
302,CJ Prosise,HOU,RB,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,,,,,,,
333,Calvin Ridley,ATL,WR,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,5,69,13.8,27,1,,
10,Cam Akers,LAR,RB,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,,,,,,,,,,,,
291,Cam Newton,NE,QB,,10/25/2020,49ers,L 6 - 33,9,15,98,6.5,0,3,1,8,39.7,5,19,3.8,,0,,,,,,,
366,Cam Sims,WSH,WR,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,1,22,22,22,0,,
31,Cameron Brate,TB,TE,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,1,8,8,8,0,,
155,Carlos Hyde,SEA,RB,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,15,68,4.5,24,1,3,8,2.7,8,0,,
429,Carson Wentz,PHI,QB,,10/23/2020,Giants,W 22 - 21,25,43,359,8.3,2,1,3,13,91.1,7,14,2,,1,,,,,,,
240,Case Keenum,CLE,QB,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
418,Ced Wilson,DAL,WR,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,,,,,,,
252,CeeDee Lamb,DAL,WR,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,1,1,1,1,0,0,0,,,0,,
71,Cethan Carter,CIN,TE,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
186,Chad Henne,KC,QB,,10/25/2020,@Broncos,W 43 - 16,2,2,13,6.5,0,0,1,3,93.8,4,-2,-0.5,,1,,,,,,,
411,Charlie Woerner,,TE,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,,,,,,,
67,Chase Claypool,PIT,WR,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,,,,,,1,-2,-2,-2,0,1,0
95,Chase Daniel,DET,QB,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,,,,,,,
109,Chase Edmonds,ARI,RB,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,5,58,11.6,32,0,7,87,12.4,21,0,,
72,Chris Carson,SEA,RB,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,5,34,6.8,10,0,1,7,7,7,0,,
62,Chris Conley,JAX,WR,,10/25/2020,@Chargers,L 29 - 39,,,,,,,,,,,,,,,1,28,28,28,1,,
141,Chris Godwin,TB,WR,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,9,88,9.8,23,1,,
182,Chris Herndon,NYJ,TE,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,,,,,,,
287,Chris Manhertz,CAR,TE,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
343,Chris Streveler,ARI,QB,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
39,Christian Blake,ATL,WR,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,,,,,,,
235,Christian Kirk,ARI,WR,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,5,37,7.4,16,2,,
106,Clyde Edwards-Helaire,KC,RB,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,8,46,5.8,27,1,1,17,17,17,0,,
47,Cole Beasley,BUF,WR,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,11,112,10.2,23,0,,
233,Cole Kmet,CHI,TE,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,2,45,22.5,38,0,,
390,Colin Thompson,CAR,TE,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
217,Collin Johnson,JAX,WR,,10/25/2020,@Chargers,L 29 - 39,,,,,,,,,,,,,,,1,13,13,13,0,,
282,Colt McCoy,NYG,QB,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,,,,,,,
231,Cooper Kupp,LAR,WR,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,1,16,16,16,0,6,43,7.2,13,0,,
316,Cordarrelle Patterson,CHI,WR,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,3,1,0.3,2,0,3,11,3.7,7,0,,
66,Corey Clement,PHI,RB,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,2,9,4.5,7,0,1,12,12,12,0,,
92,Corey Davis,TEN,WR,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,6,35,5.8,7,1,,
145,Cullen Gillaspia,,RB,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,,,,,,,
381,Curtis Samuel,CAR,WR,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,1,5,5,5,1,6,48,8,22,0,,
134,Cyril Grayson,,WR,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,,,,,,,
339,D'Andre Swift,DET,RB,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,9,27,3,13,1,4,21,5.3,14,0,,
215,D'Ernest Johnson,CLE,RB,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,1,3,3,3,0,,,,,,,
68,DJ Chark,JAX,WR,,10/25/2020,@Chargers,L 29 - 39,,,,,,,,,,,,,,,1,26,26,26,0,,
260,DJ Moore,CAR,WR,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,4,93,23.3,74,2,,
272,DK Metcalf,SEA,WR,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,2,23,11.5,17,0,,
198,DaeSean Hamilton,DEN,WR,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,2,26,13,13,0,,
241,Dalton Keene,NE,TE,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,1,8,8,8,0,,
373,Dalton Schultz,DAL,TE,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,2,22,11,14,0,,
195,Damien Harris,NE,RB,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,10,58,5.8,12,0,1,12,12,12,0,,
15,Damiere Byrd,NE,WR,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,1,16,16,16,0,,
1,Dan Arnold,ARI,TE,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,2,57,28.5,41,0,,
28,Daniel Brown,NYJ,TE,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,,,,,,,
209,Daniel Jones,NYG,QB,,10/23/2020,@Eagles,L 21 - 22,20,30,187,6.2,2,1,3,22,91.9,4,92,23,,0,,,,,,1,1
5,Danny Amendola,DET,WR,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,3,62,20.7,36,0,,
308,Dante Pettis,NYG,WR,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,,,,,,,
300,Dare Ogunbowale,JAX,RB,,10/25/2020,@Chargers,L 29 - 39,,,,,,,,,,,,,,,,,,,,,
363,Darius Slayton,NYG,WR,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,2,23,11.5,12,0,,
262,Darnell Mooney,CHI,WR,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,3,40,13.3,19,0,,
421,Darrel Williams,KC,RB,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,,,,,,,
94,Darrell Daniels,ARI,TE,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,0,0,,,0,,
187,Darrell Henderson,LAR,RB,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,15,63,4.2,11,0,2,13,6.5,11,0,,
124,Darren Fells,HOU,TE,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,,,,,,,
440,Darren Waller,LV,TE,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,6,50,8.3,14,1,,
368,Darrius Shepherd,,WR,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,0,0,,,0,,
389,Darwin Thompson,KC,RB,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,,,,,,,
14,Davante Adams,GB,WR,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,13,196,15.1,45,2,,
38,David Blough,DET,QB,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,,,,,,,
216,David Johnson,HOU,RB,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,14,42,3,13,0,4,42,10.5,16,1,1,1
263,David Montgomery,CHI,RB,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,14,48,3.4,11,0,5,21,4.2,7,0,,
261,David Moore,SEA,WR,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,1,4,4,4,0,3,54,18,18,0,,
290,David Njoku,CLE,TE,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,2,20,10,16,1,,
70,DeAndre Carter,,WR,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,,,,,,,
165,DeAndre Hopkins,ARI,WR,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,10,103,10.3,35,1,1,1
437,DeAndre Washington,MIA,RB,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,3,5,1.7,3,0,1,2,2,2,0,,
230,DeSean Jackson,,WR,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,1,12,12,12,0,3,34,11.3,15,0,,
427,Dede Westbrook,,WR,,10/25/2020,@Chargers,L 29 - 39,,,,,,,,,,,,,,,,,,,,1,1
97,DeeJay Dallas,SEA,RB,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,2,18,9,10,0,,
380,Deebo Samuel,SF,WR,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,3,7,2.3,3,0,5,65,13,23,0,,
328,Demarcus Robinson,KC,WR,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,1,4,4,4,0,,
194,Demetrius Harris,CHI,TE,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,2,15,7.5,9,0,,
266,Denzel Mims,NYJ,WR,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,4,42,10.5,16,0,,
443,Deon Yelder,KC,TE,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,,,,,,,
193,Deonte Harris,,WR,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,4,46,11.5,18,1,,
74,Derek Carr,LV,QB,,10/25/2020,Buccaneers,L 20 - 45,24,36,284,7.9,2,1,3,13,97.5,2,19,9.5,,0,,,,,,1,0
73,Derek Carrier,LV,TE,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,,,,,,,
185,Derrick Henry,TEN,RB,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,20,75,3.8,17,1,2,-3,-1.5,-1,0,,
432,Deshaun Watson,HOU,QB,,10/25/2020,Packers,L 20 - 35,29,39,309,7.9,2,0,3,23,114.2,7,38,5.4,,0,,,,,,,
0,Devin Asiasi,NE,TE,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,,,,,,,
365,Devin Singletary,BUF,RB,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,8,29,3.6,12,0,2,18,9,12,0,,
294,Devine Ozigbo,JAX,RB,,10/25/2020,@Chargers,L 29 - 39,,,,,,,,,,,,,,,,,,,,,
116,Devonta Freeman,,RB,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,3,8,2.7,7,0,0,0,,,0,,
36,Devontae Booker,LV,RB,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,3,5,1.7,2,0,2,9,4.5,6,0,,
423,Dexter Williams,,RB,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,,,,,,,
250,Dion Lewis,NYG,RB,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,3,23,7.7,19,0,,,,,,1,1
220,Diontae Johnson,PIT,WR,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,,,,,,9,80,8.9,14,2,,
352,Diontae Spencer,DEN,WR,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,,,,,,,
318,Donald Parham,LAC,TE,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,,,,,,1,22,22,22,1,,
314,Donovan Peoples-Jones,CLE,WR,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,3,56,18.7,24,1,,
172,Dontrell Hilliard,,RB,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
202,Dontrelle Inman,WSH,WR,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,,,,,,,
30,Drew Brees,NO,QB,,10/25/2020,Panthers,W 27 - 24,29,36,287,8,2,0,1,10,118.4,3,2,0.7,,1,,,,,,1,1
247,Drew Lock,DEN,QB,,10/25/2020,Chiefs,L 16 - 43,24,40,254,6.4,0,2,3,20,57.7,3,8,2.7,,1,,,,,,,
382,Drew Sample,CIN,TE,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,5,52,10.4,16,0,,
221,Duke Johnson,HOU,RB,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,1,-1,-1,-1,0,5,43,8.6,30,0,1,0
420,Duke Williams,,WR,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,,,,,,,
190,Dwayne Haskins,WSH,QB,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,,,,,,,
436,Dwayne Washington,NO,RB,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
345,Easton Stick,LAC,QB,,10/25/2020,Jaguars,W 39 - 29,1,1,4,4,0,0,0,0,83.3,1,-2,-2,,0,,,,,,,
315,Elijhaa Penny,NYG,RB,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,,,,,,,
42,Eno Benjamin,ARI,RB,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
