,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
186,Blaine Gabbert,TB,QB,,09/13/2020,@Saints,L 23 - 34,,,,,,,,,,,,,,,,,,,,,
53,Blake Bell,DAL,TE,,09/14/2020,@Rams,L 17 - 20,,,,,,,,,,,,,,,,,,,,,
261,Blake Jarwin,,TE,,09/14/2020,@Rams,L 17 - 20,,,,,,,,,,,,,,,1,12,12,12,0,,
437,Boston Scott,PHI,RB,,09/13/2020,@Football Team,L 17 - 27,,,,,,,,,,9,35,3.9,13,0,2,19,9.5,12,0,,
69,Brandin Cooks,HOU,WR,,09/11/2020,@Chiefs,L 20 - 34,,,,,,,,,,,,,,,2,20,10,11,0,,
14,Brandon Aiyuk,SF,WR,,09/13/2020,Cardinals,L 20 - 24,,,,,,,,,,,,,,,,,,,,,
354,Brandon Powell,ATL,WR,,09/13/2020,Seahawks,L 25 - 38,,,,,,,,,,,,,,,,,,,,,
511,Brandon Zylstra,CAR,WR,,09/13/2020,Raiders,L 30 - 34,,,,,,,,,,,,,,,,,,,,,
49,Braxton Berrios,NYJ,WR,,09/13/2020,@Bills,L 17 - 27,,,,,,,,,,,,,,,,,,,,,
363,Breshad Perriman,NYJ,WR,,09/13/2020,@Bills,L 17 - 27,,,,,,,,,,,,,,,3,17,5.7,13,0,,
192,Brett Hundley,ARI,QB,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,,,,,,,,,,,,
216,Brian Hill,ATL,RB,,09/13/2020,Seahawks,L 25 - 38,,,,,,,,,,3,12,4,10,0,2,8,4,4,0,,
194,Brian Hoyer,NE,QB,,09/13/2020,Dolphins,W 21 - 11,,,,,,,,,,,,,,,,,,,,,
133,Bryan Edwards,LV,WR,,09/13/2020,@Panthers,W 34 - 30,,,,,,,,,,,,,,,1,9,9,9,0,,
285,Bryce Love,,RB,,09/13/2020,Eagles,W 27 - 17,,,,,,,,,,,,,,,,,,,,,
199,Brycen Hopkins,LAR,TE,,09/14/2020,Cowboys,W 20 - 17,,,,,,,,,,,,,,,,,,,,,
195,Buddy Howell,HOU,RB,,09/11/2020,@Chiefs,L 20 - 34,,,,,,,,,,,,,,,,,,,,,
352,Byron Pringle,,WR,,09/11/2020,Texans,W 34 - 20,,,,,,,,,,,,,,,,,,,,,
58,CJ Beathard,SF,QB,,09/13/2020,Cardinals,L 20 - 24,,,,,,,,,,,,,,,,,,,,,
47,CJ Board,NYG,WR,,09/14/2020,Steelers,L 16 - 26,,,,,,,,,,,,,,,2,17,8.5,10,0,,
470,CJ Uzomah,,TE,,09/13/2020,Chargers,L 13 - 16,,,,,,,,,,,,,,,4,45,11.3,19,0,,
389,Calvin Ridley,ATL,WR,,09/13/2020,Seahawks,L 25 - 38,,,,,,,,,,1,-1,-1,-1,0,9,130,14.4,22,2,,
13,Cam Akers,LAR,RB,,09/14/2020,Cowboys,W 20 - 17,,,,,,,,,,14,39,2.8,6,0,1,4,4,4,0,,
341,Cam Newton,NE,QB,,09/13/2020,Dolphins,W 21 - 11,15,19,155,8.2,0,0,2,15,100.7,15,75,5,,2,,,,,,,
429,Cam Sims,WSH,WR,,09/13/2020,Eagles,W 27 - 17,,,,,,,,,,,,,,,,,,,,,
37,Cameron Brate,TB,TE,,09/13/2020,@Saints,L 23 - 34,,,,,,,,,,,,,,,0,0,,,0,,
187,Carlos Hyde,SEA,RB,,09/13/2020,@Falcons,W 38 - 25,,,,,,,,,,7,23,3.3,9,1,,,,,,,
499,Carson Wentz,PHI,QB,,09/13/2020,@Football Team,L 17 - 27,24,42,270,6.4,2,2,8,62,72.5,1,2,2,,0,,,,,,2,1
279,Case Keenum,CLE,QB,,09/13/2020,@Ravens,L 6 - 38,,,,,,,,,,,,,,,,,,,,,
485,Ced Wilson,DAL,WR,,09/14/2020,@Rams,L 17 - 20,,,,,,,,,,,,,,,,,,,,,
293,CeeDee Lamb,DAL,WR,,09/14/2020,@Rams,L 17 - 20,,,,,,,,,,,,,,,5,59,11.8,33,0,,
87,Cethan Carter,CIN,TE,,09/13/2020,Chargers,L 13 - 16,,,,,,,,,,,,,,,,,,,,,
54,Chad Beebe,MIN,WR,,09/13/2020,Packers,L 34 - 43,,,,,,,,,,,,,,,,,,,,,
225,Chad Henne,KC,QB,,09/11/2020,Texans,W 34 - 20,,,,,,,,,,,,,,,,,,,,,
478,Charlie Woerner,SF,TE,,09/13/2020,Cardinals,L 20 - 24,,,,,,,,,,,,,,,,,,,,,
81,Chase Claypool,PIT,WR,,09/14/2020,@Giants,W 26 - 16,,,,,,,,,,1,8,8,8,0,2,39,19.5,28,0,,
117,Chase Daniel,DET,QB,,09/13/2020,Bears,L 23 - 27,,,,,,,,,,,,,,,,,,,,,
134,Chase Edmonds,ARI,RB,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,6,26,4.3,20,0,3,19,6.3,10,1,1,0
88,Chris Carson,SEA,RB,,09/13/2020,@Falcons,W 38 - 25,,,,,,,,,,6,21,3.5,11,0,6,45,7.5,19,2,,
73,Chris Conley,JAX,WR,,09/13/2020,Colts,W 27 - 20,,,,,,,,,,,,,,,1,6,6,6,0,,
171,Chris Godwin,TB,WR,,09/13/2020,@Saints,L 23 - 34,,,,,,,,,,,,,,,6,79,13.2,29,0,,
221,Chris Herndon,NYJ,TE,,09/13/2020,@Bills,L 17 - 27,,,,,,,,,,,,,,,6,37,6.2,18,0,1,1
206,Chris Hogan,,WR,,09/13/2020,@Bills,L 17 - 27,,,,,,,,,,,,,,,1,0,0,0,0,,
336,Chris Manhertz,CAR,TE,,09/13/2020,Raiders,L 30 - 34,,,,,,,,,,,,,,,1,4,4,4,0,,
306,Chris Moore,,WR,,09/13/2020,Browns,W 38 - 6,,,,,,,,,,,,,,,,,,,,,
403,Chris Streveler,ARI,QB,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,1,3,3,,0,,,,,,,
455,Chris Thompson,,RB,,09/13/2020,Colts,W 27 - 20,,,,,,,,,,,,,,,2,6,3,4,0,,
48,Christian Blake,ATL,WR,,09/13/2020,Seahawks,L 25 - 38,,,,,,,,,,,,,,,,,,,,,
274,Christian Kirk,ARI,WR,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,,,,,,1,0,0,0,0,,
332,Christian McCaffrey,CAR,RB,,09/13/2020,Raiders,L 30 - 34,,,,,,,,,,23,97,4.2,15,2,3,38,12.7,16,0,,
131,Clyde Edwards-Helaire,KC,RB,,09/11/2020,Texans,W 34 - 20,,,,,,,,,,25,138,5.5,27,1,0,0,,,0,,
204,Cody Hollister,,WR,,09/15/2020,@Broncos,W 16 - 14,,,,,,,,,,,,,,,,,,,,,
57,Cole Beasley,BUF,WR,,09/13/2020,Jets,W 27 - 17,,,,,,,,,,,,,,,4,58,14.5,29,0,,
272,Cole Kmet,CHI,TE,,09/13/2020,@Lions,W 27 - 23,,,,,,,,,,,,,,,0,0,,,0,,
454,Colin Thompson,CAR,TE,,09/13/2020,Raiders,L 30 - 34,,,,,,,,,,,,,,,,,,,,,
252,Collin Johnson,JAX,WR,,09/13/2020,Colts,W 27 - 20,,,,,,,,,,,,,,,1,14,14,14,0,,
329,Colt McCoy,NYG,QB,,09/14/2020,Steelers,L 16 - 26,,,,,,,,,,,,,,,,,,,,,
269,Cooper Kupp,LAR,WR,,09/14/2020,Cowboys,W 20 - 17,,,,,,,,,,,,,,,4,40,10,15,0,,
368,Cordarrelle Patterson,CHI,WR,,09/13/2020,@Lions,W 27 - 23,,,,,,,,,,4,19,4.8,13,0,1,12,12,12,0,,
80,Corey Clement,PHI,RB,,09/13/2020,@Football Team,L 17 - 27,,,,,,,,,,6,19,3.2,7,0,2,2,1,8,0,,
114,Corey Davis,TEN,WR,,09/15/2020,@Broncos,W 16 - 14,,,,,,,,,,,,,,,7,101,14.4,23,0,,
401,Courtland Sutton,,WR,,09/15/2020,Titans,L 14 - 16,,,,,,,,,,,,,,,,,,,,,
175,Cullen Gillaspia,,RB,,09/11/2020,@Chiefs,L 20 - 34,,,,,,,,,,,,,,,,,,,,,
444,Curtis Samuel,CAR,WR,,09/13/2020,Raiders,L 30 - 34,,,,,,,,,,1,5,5,5,0,5,38,7.6,19,0,,
162,Cyril Grayson,,WR,,09/13/2020,@Saints,L 23 - 34,,,,,,,,,,,,,,,,,,,,,
398,D'Andre Swift,DET,RB,,09/13/2020,Bears,L 23 - 27,,,,,,,,,,3,8,2.7,6,1,3,15,5,7,0,,
250,D'Ernest Johnson,CLE,RB,,09/13/2020,@Ravens,L 6 - 38,,,,,,,,,,1,5,5,5,0,,,,,,,
84,DJ Chark,JAX,WR,,09/13/2020,Colts,W 27 - 20,,,,,,,,,,,,,,,3,25,8.3,12,1,,
143,DJ Foster,ARI,RB,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,,,,,,,,,,,,
304,DJ Moore,CAR,WR,,09/13/2020,Raiders,L 30 - 34,,,,,,,,,,,,,,,4,54,13.5,18,0,,
318,DK Metcalf,SEA,WR,,09/13/2020,@Falcons,W 38 - 25,,,,,,,,,,,,,,,4,95,23.8,38,1,,
234,DaeSean Hamilton,DEN,WR,,09/15/2020,Titans,L 14 - 16,,,,,,,,,,,,,,,1,18,18,18,0,,
353,Dak Prescott,,QB,,09/14/2020,@Rams,L 17 - 20,25,39,266,6.8,1,0,3,22,92.5,3,30,10,,0,,,,,,,
170,Dallas Goedert,PHI,TE,,09/13/2020,@Football Team,L 17 - 27,,,,,,,,,,,,,,,8,101,12.6,34,1,,
280,Dalton Keene,NE,TE,,09/13/2020,Dolphins,W 21 - 11,,,,,,,,,,,,,,,,,,,,,
438,Dalton Schultz,DAL,TE,,09/14/2020,@Rams,L 17 - 20,,,,,,,,,,,,,,,1,11,11,11,0,,
71,Dalvin Cook,MIN,RB,,09/13/2020,Packers,L 34 - 43,,,,,,,,,,12,50,4.2,12,2,1,-2,-2,-2,0,,
20,Damiere Byrd,NE,WR,,09/13/2020,Dolphins,W 21 - 11,,,,,,,,,,,,,,,,,,,,1,0
397,Damion Ratley,,WR,,09/14/2020,@Giants,W 26 - 16,,,,,,,,,,,,,,,0,0,,,0,,
2,Dan Arnold,ARI,TE,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,,,,,,2,21,10.5,13,0,1,0
83,Dan Chisena,MIN,WR,,09/13/2020,Packers,L 34 - 43,,,,,,,,,,,,,,,,,,,,,
32,Daniel Brown,NYJ,TE,,09/13/2020,@Bills,L 17 - 27,,,,,,,,,,,,,,,,,,,,,
246,Daniel Jones,NYG,QB,,09/14/2020,Steelers,L 16 - 26,26,41,279,6.8,2,2,3,17,79.2,4,22,5.5,,0,,,,,,,
7,Danny Amendola,DET,WR,,09/13/2020,Bears,L 23 - 27,,,,,,,,,,,,,,,5,81,16.2,32,0,,
358,Dante Pettis,NYG,WR,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,,,,,,0,0,,,0,,
349,Dare Ogunbowale,JAX,RB,,09/13/2020,Colts,W 27 - 20,,,,,,,,,,,,,,,,,,,,,
425,Darius Slayton,NYG,WR,,09/14/2020,Steelers,L 16 - 26,,,,,,,,,,,,,,,6,102,17,41,2,,
307,Darnell Mooney,CHI,WR,,09/13/2020,@Lions,W 27 - 23,,,,,,,,,,,,,,,3,38,12.7,19,0,,
490,Darrel Williams,KC,RB,,09/11/2020,Texans,W 34 - 20,,,,,,,,,,7,23,3.3,7,0,2,7,3.5,6,0,,
116,Darrell Daniels,,TE,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,,,,,,,,,,,,
226,Darrell Henderson,LAR,RB,,09/14/2020,Cowboys,W 20 - 17,,,,,,,,,,3,6,2,3,0,,,,,,,
151,Darren Fells,HOU,TE,,09/11/2020,@Chiefs,L 20 - 34,,,,,,,,,,,,,,,2,19,9.5,12,0,,
507,Darren Waller,LV,TE,,09/13/2020,@Panthers,W 34 - 30,,,,,,,,,,,,,,,6,45,7.5,8,0,,
122,Darrynton Evans,,RB,,09/15/2020,@Broncos,W 16 - 14,,,,,,,,,,,,,,,,,,,,,
453,Darwin Thompson,KC,RB,,09/11/2020,Texans,W 34 - 20,,,,,,,,,,,,,,,,,,,,,
18,Davante Adams,GB,WR,,09/13/2020,@Vikings,W 43 - 34,,,,,,,,,,,,,,,14,156,11.1,40,2,,
251,David Johnson,HOU,RB,,09/11/2020,@Chiefs,L 20 - 34,,,,,,,,,,11,77,7,19,1,3,32,10.7,15,0,,
309,David Montgomery,CHI,RB,,09/13/2020,@Lions,W 27 - 23,,,,,,,,,,13,64,4.9,10,0,1,10,10,10,0,,
305,David Moore,SEA,WR,,09/13/2020,@Falcons,W 38 - 25,,,,,,,,,,1,12,12,12,0,3,28,9.3,18,0,,
340,David Njoku,CLE,TE,,09/13/2020,@Ravens,L 6 - 38,,,,,,,,,,,,,,,3,50,16.7,28,1,,
271,Dawson Knox,BUF,TE,,09/13/2020,Jets,W 27 - 17,,,,,,,,,,,,,,,2,26,13,15,0,,
86,DeAndre Carter,CHI,WR,,09/11/2020,@Chiefs,L 20 - 34,,,,,,,,,,,,,,,1,8,8,8,0,,
198,DeAndre Hopkins,ARI,WR,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,,,,,,14,151,10.8,33,0,,
268,DeSean Jackson,,WR,,09/13/2020,@Football Team,L 17 - 27,,,,,,,,,,,,,,,2,46,23,27,0,,
372,DeVante Parker,MIA,WR,,09/13/2020,@Patriots,L 11 - 21,,,,,,,,,,,,,,,4,47,11.8,18,0,,
497,Dede Westbrook,,WR,,09/13/2020,Colts,W 27 - 20,,,,,,,,,,,,,,,,,,,,,
119,DeeJay Dallas,SEA,RB,,09/13/2020,@Falcons,W 38 - 25,,,,,,,,,,,,,,,,,,,,,
383,Demarcus Robinson,KC,WR,,09/11/2020,Texans,W 34 - 20,,,,,,,,,,,,,,,3,20,6.7,9,0,,
231,Demetrius Harris,CHI,TE,,09/13/2020,@Lions,W 27 - 23,,,,,,,,,,,,,,,0,0,,,0,,
312,Denzel Mims,NYJ,WR,,09/13/2020,@Bills,L 17 - 27,,,,,,,,,,,,,,,,,,,,,
510,Deon Yelder,KC,TE,,09/11/2020,Texans,W 34 - 20,,,,,,,,,,,,,,,,,,,,,
230,Deonte Harris,NO,WR,,09/13/2020,Buccaneers,W 34 - 23,,,,,,,,,,1,9,9,9,0,1,17,17,17,0,,
90,Derek Carr,LV,QB,,09/13/2020,@Panthers,W 34 - 30,22,30,239,8,1,0,0,0,107.5,,,,,,,,,,,,
89,Derek Carrier,LV,TE,,09/13/2020,@Panthers,W 34 - 30,,,,,,,,,,,,,,,,,,,,,
224,Derrick Henry,TEN,RB,,09/15/2020,@Broncos,W 16 - 14,,,,,,,,,,31,116,3.7,13,0,3,15,5,6,0,,
502,Deshaun Watson,HOU,QB,,09/11/2020,@Chiefs,L 20 - 34,20,32,253,7.9,1,1,4,11,84.5,6,27,4.5,,1,,,,,,,
1,Devin Asiasi,,TE,,09/13/2020,Dolphins,W 21 - 11,,,,,,,,,,,,,,,,,,,,,
97,Devin Duvernay,BAL,WR,,09/13/2020,Browns,W 38 - 6,,,,,,,,,,,,,,,1,12,12,12,0,,
427,Devin Singletary,BUF,RB,,09/13/2020,Jets,W 27 - 17,,,,,,,,,,9,30,3.3,12,0,5,23,4.6,9,0,,
46,Devontae Booker,LV,RB,,09/13/2020,@Panthers,W 34 - 30,,,,,,,,,,4,29,7.3,15,0,3,23,7.7,14,0,1,0
370,Dezmon Patmon,IND,WR,,09/13/2020,@Jaguars,L 20 - 27,,,,,,,,,,,,,,,,,,,,,
290,Dion Lewis,NYG,RB,,09/14/2020,Steelers,L 16 - 26,,,,,,,,,,1,1,1,1,0,0,0,,,0,,
255,Diontae Johnson,PIT,WR,,09/14/2020,@Giants,W 26 - 16,,,,,,,,,,,,,,,6,57,9.5,18,0,1,1
412,Diontae Spencer,,WR,,09/15/2020,Titans,L 14 - 16,,,,,,,,,,,,,,,,,,,,,
373,Donald Parham,LAC,TE,,09/13/2020,@Bengals,W 16 - 13,,,,,,,,,,,,,,,,,,,,,
366,Donovan Peoples-Jones,CLE,WR,,09/13/2020,@Ravens,L 6 - 38,,,,,,,,,,,,,,,,,,,,,
238,Dontrelle Inman,WSH,WR,,09/13/2020,Eagles,W 27 - 17,,,,,,,,,,,,,,,2,21,10.5,11,0,,
36,Drew Brees,,QB,,09/13/2020,Buccaneers,W 34 - 23,18,30,160,5.3,2,0,1,9,96.5,2,0,0,,0,,,,,,,
287,Drew Lock,DEN,QB,,09/15/2020,Titans,L 14 - 16,22,33,216,6.5,1,0,0,0,95,3,5,1.7,,0,,,,,,2,0
445,Drew Sample,CIN,TE,,09/13/2020,Chargers,L 13 - 16,,,,,,,,,,,,,,,1,7,7,7,0,,
256,Duke Johnson,HOU,RB,,09/11/2020,@Chiefs,L 20 - 34,,,,,,,,,,5,14,2.8,7,0,0,0,,,0,,
415,Durham Smythe,MIA,TE,,09/13/2020,@Patriots,L 11 - 21,,,,,,,,,,,,,,,,,,,,,
227,Dwayne Haskins,WSH,QB,,09/13/2020,Eagles,W 27 - 17,17,31,178,5.7,1,0,3,19,82.5,7,17,2.4,,0,,,,,,1,0
405,Easton Stick,LAC,QB,,09/13/2020,@Bengals,W 16 - 13,,,,,,,,,,,,,,,,,,,,,
367,Elijhaa Penny,NYG,RB,,09/14/2020,Steelers,L 16 - 26,,,,,,,,,,,,,,,,,,,,,
441,Emmanuel Sanders,NO,WR,,09/13/2020,Buccaneers,W 34 - 23,,,,,,,,,,,,,,,3,15,5,6,1,,
51,Eno Benjamin,ARI,RB,,09/13/2020,@49ers,W 24 - 20,,,,,,,,,,,,,,,,,,,,,
409,Equanimeous St Brown,GB,WR,,09/13/2020,@Vikings,W 43 - 34,,,,,,,,,,,,,,,,,,,,,
136,Eric Ebron,PIT,TE,,09/14/2020,@Giants,W 26 - 16,,,,,,,,,,,,,,,1,18,18,18,0,,
440,Eric Saubert,JAX,TE,,09/13/2020,@Lions,W 27 - 23,,,,,,,,,,,,,,,,,,,,,
450,Eric Tomlinson,,TE,,09/14/2020,@Giants,W 26 - 16,,,,,,,,,,,,,,,,,,,,,
126,Evan Engram,NYG,TE,,09/14/2020,Steelers,L 16 - 26,,,,,,,,,,,,,,,2,9,4.5,5,0,,
127,Ezekiel Elliott,DAL,RB,,09/14/2020,@Rams,L 17 - 20,,,,,,,,,,22,96,4.4,14,1,3,31,10.3,19,1,,
302,Foster Moreau,LV,TE,,09/13/2020,@Panthers,W 34 - 30,,,,,,,,,,,,,,,,,,,,,
166,Frank Gore,NYJ,RB,,09/13/2020,@Bills,L 17 - 27,,,,,,,,,,6,24,4,8,0,,,,,,,
399,Freddie Swain,SEA,WR,,09/13/2020,@Falcons,W 38 - 25,,,,,,,,,,,,,,,1,17,17,17,0,,
113,Gabriel Davis,BUF,WR,,09/13/2020,Jets,W 27 - 17,,,,,,,,,,,,,,,2,16,8,13,0,,
311,Gardner Minshew,JAX,QB,,09/13/2020,Colts,W 27 - 20,19,20,173,8.7,3,0,4,23,142.3,5,19,3.8,,0,,,,,,,
421,Geno Smith,SEA,QB,,09/13/2020,@Falcons,W 38 - 25,,,,,,,,,,,,,,,,,,,,,
400,Geoff Swaim,TEN,TE,,09/15/2020,@Broncos,W 16 - 14,,,,,,,,,,,,,,,,,,,,,
273,George Kittle,,TE,,09/13/2020,Cardinals,L 20 - 24,,,,,,,,,,1,9,9,9,0,4,44,11,14,0,,
120,Gerald Everett,LAR,TE,,09/14/2020,Cowboys,W 20 - 17,,,,,,,,,,,,,,,1,7,7,7,0,,
50,Giovani Bernard,CIN,RB,,09/13/2020,Chargers,L 13 - 16,,,,,,,,,,1,7,7,7,0,4,21,5.3,10,0,,
466,Golden Tate,NYG,WR,,09/14/2020,Steelers,L 16 - 26,,,,,,,,,,,,,,,,,,,,,
346,Greg Olsen,,TE,,09/13/2020,@Falcons,W 38 - 25,,,,,,,,,,,,,,,4,24,6,9,1,,
506,Greg Ward,PHI,WR,,09/13/2020,@Football Team,L 17 - 27,,,,,,,,,,,,,,,5,31,6.2,11,0,,
132,Gus Edwards,BAL,RB,,09/13/2020,Browns,W 38 - 6,,,,,,,,,,4,17,4.3,13,0,,,,,,,
26,Harrison Bryant,CLE,TE,,09/13/2020,@Ravens,L 6 - 38,,,,,,,,,,,,,,,1,5,5,5,0,,
189,Hayden Hurst,ATL,TE,,09/13/2020,Seahawks,L 25 - 38,,,,,,,,,,,,,,,3,38,12.7,27,0,,
375,Henry Ruggs,LV,WR,,09/13/2020,@Panthers,W 34 - 30,,,,,,,,,,2,11,5.5,7,0,3,55,18.3,45,0,,
25,Hunter Bryant,DET,TE,,09/13/2020,Bears,L 23 - 27,,,,,,,,,,,,,,,,,,,,,
223,Hunter Henry,LAC,TE,,09/13/2020,@Bengals,W 16 - 13,,,,,,,,,,,,,,,5,73,14.6,33,0,,
392,Hunter Renfrow,LV,WR,,09/13/2020,@Panthers,W 34 - 30,,,,,,,,,,,,,,,2,21,10.5,11,0,,
459,Ian Thomas,CAR,TE,,09/13/2020,Raiders,L 30 - 34,,,,,,,,,,,,,,,2,16,8,11,0,,
423,Irv Smith,MIN,TE,,09/13/2020,Packers,L 34 - 43,,,,,,,,,,,,,,,1,11,11,11,0,,
144,Isaiah Ford,,WR,,09/13/2020,Dolphins,W 21 - 11,,,,,,,,,,,,,,,2,13,6.5,8,0,,
325,Isaiah McKenzie,BUF,WR,,09/13/2020,Jets,W 27 - 17,,,,,,,,,,,,,,,3,17,5.7,10,0,,
474,Isaiah Wright,WSH,WR,,09/13/2020,Eagles,W 27 - 17,,,,,,,,,,,,,,,,,,,,,
