,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
234,Demetrius Harris,CHI,TE,,09/27/2020,@Falcons,W 30 - 26,,,,,,,,,,,,,,,3,15,5,8,0,,
505,Deon Yelder,KC,TE,,09/29/2020,@Ravens,W 34 - 20,,,,,,,,,,,,,,,,,,,,,
22,Deontay Burnett,,WR,,09/27/2020,Bengals,T 23 - 23,,,,,,,,,,,,,,,3,19,6.3,10,0,,
233,Deonte Harris,,WR,,09/28/2020,Packers,L 30 - 37,,,,,,,,,,,,,,,2,5,2.5,3,0,1,0
93,Derek Carr,LV,QB,,09/27/2020,@Patriots,L 20 - 36,24,32,261,8.2,2,0,2,12,119.4,2,10,5,,0,,,,,,2,2
92,Derek Carrier,LV,TE,,09/27/2020,@Patriots,L 20 - 36,,,,,,,,,,,,,,,,,,,,,
226,Derrick Henry,TEN,RB,,09/27/2020,@Vikings,W 31 - 30,,,,,,,,,,26,119,4.6,16,2,2,11,5.5,6,0,,
496,Deshaun Watson,HOU,QB,,09/27/2020,@Steelers,L 21 - 28,19,27,264,9.8,2,1,5,33,110.7,1,5,5,,0,,,,,,,
0,Devin Asiasi,NE,TE,,09/27/2020,Raiders,W 36 - 20,,,,,,,,,,,,,,,,,,,,,
100,Devin Duvernay,BAL,WR,,09/29/2020,Chiefs,L 20 - 34,,,,,,,,,,,,,,,2,7,3.5,7,0,,
422,Devin Singletary,BUF,RB,,09/27/2020,Rams,W 35 - 32,,,,,,,,,,13,71,5.5,17,0,4,50,12.5,34,0,,
142,Devonta Freeman,,RB,,09/27/2020,49ers,L 9 - 36,,,,,,,,,,5,10,2,6,0,,,,,,,
48,Devontae Booker,LV,RB,,09/27/2020,@Patriots,L 20 - 36,,,,,,,,,,3,31,10.3,23,0,,,,,,,
366,Dezmon Patmon,IND,WR,,09/27/2020,Jets,W 36 - 7,,,,,,,,,,,,,,,,,,,,,
292,Dion Lewis,NYG,RB,,09/27/2020,49ers,L 9 - 36,,,,,,,,,,1,0,0,0,0,1,10,10,10,0,,
259,Diontae Johnson,PIT,WR,,09/27/2020,Texans,W 28 - 21,,,,,,,,,,1,9,9,9,0,0,0,,,0,,
407,Diontae Spencer,DEN,WR,,09/27/2020,Buccaneers,L 10 - 28,,,,,,,,,,,,,,,1,7,7,7,0,,
369,Donald Parham,LAC,TE,,09/27/2020,Panthers,L 16 - 21,,,,,,,,,,,,,,,,,,,,,
362,Donovan Peoples-Jones,CLE,WR,,09/27/2020,Football Team,W 34 - 20,,,,,,,,,,,,,,,,,,,,,
241,Dontrelle Inman,WSH,WR,,09/27/2020,@Browns,L 20 - 34,,,,,,,,,,,,,,,3,38,12.7,17,2,1,0
36,Drew Brees,NO,QB,,09/28/2020,Packers,L 30 - 37,29,36,288,8,3,0,2,13,127.8,,,,,,,,,,,1,0
289,Drew Lock,DEN,QB,,09/27/2020,Buccaneers,L 10 - 28,,,,,,,,,,,,,,,,,,,,,
441,Drew Sample,CIN,TE,,09/27/2020,@Eagles,T 23 - 23,,,,,,,,,,,,,,,1,1,1,1,0,,
260,Duke Johnson,HOU,RB,,09/27/2020,@Steelers,L 21 - 28,,,,,,,,,,,,,,,,,,,,,
410,Durham Smythe,MIA,TE,,09/25/2020,@Jaguars,W 31 - 13,,,,,,,,,,,,,,,1,7,7,7,0,,
230,Dwayne Haskins,WSH,QB,,09/27/2020,@Browns,L 20 - 34,21,37,224,6.1,2,3,3,18,58.8,2,2,1,,0,,,,,,2,1
499,Dwayne Washington,NO,RB,,09/28/2020,Packers,L 30 - 37,,,,,,,,,,,,,,,,,,,,,
401,Easton Stick,LAC,QB,,09/27/2020,Panthers,L 16 - 21,,,,,,,,,,,,,,,,,,,,,
363,Elijhaa Penny,NYG,RB,,09/27/2020,49ers,L 9 - 36,,,,,,,,,,,,,,,,,,,,,
437,Emmanuel Sanders,NO,WR,,09/28/2020,Packers,L 30 - 37,,,,,,,,,,,,,,,4,56,14,18,1,,
54,Eno Benjamin,ARI,RB,,09/27/2020,Lions,L 23 - 26,,,,,,,,,,,,,,,,,,,,,
137,Eric Ebron,PIT,TE,,09/27/2020,Texans,W 28 - 21,,,,,,,,,,,,,,,5,52,10.4,17,1,,
446,Eric Tomlinson,BAL,TE,,09/27/2020,@Giants,W 36 - 9,,,,,,,,,,,,,,,,,,,,,
128,Evan Engram,NYG,TE,,09/27/2020,49ers,L 9 - 36,,,,,,,,,,,,,,,3,22,7.3,9,0,,
129,Ezekiel Elliott,DAL,RB,,09/27/2020,@Seahawks,L 31 - 38,,,,,,,,,,14,34,2.4,9,1,6,24,4,10,0,,
304,Foster Moreau,LV,TE,,09/27/2020,@Patriots,L 20 - 36,,,,,,,,,,,,,,,2,25,12.5,24,1,,
167,Frank Gore,NYJ,RB,,09/27/2020,@Colts,L 7 - 36,,,,,,,,,,15,57,3.8,10,0,1,5,5,5,0,,
396,Freddie Swain,SEA,WR,,09/27/2020,Cowboys,W 38 - 31,,,,,,,,,,,,,,,1,13,13,13,0,,
115,Gabriel Davis,BUF,WR,,09/27/2020,Rams,W 35 - 32,,,,,,,,,,,,,,,4,81,20.3,39,0,,
312,Gardner Minshew,JAX,QB,,09/25/2020,Dolphins,L 13 - 31,30,42,275,6.5,0,1,4,29,79,3,22,7.3,,0,,,,,,1,1
416,Geno Smith,SEA,QB,,09/27/2020,Cowboys,W 38 - 31,,,,,,,,,,,,,,,,,,,,,
397,Geoff Swaim,TEN,TE,,09/27/2020,@Vikings,W 31 - 30,,,,,,,,,,,,,,,,,,,,,
275,George Kittle,,TE,,09/27/2020,@Giants,W 36 - 9,,,,,,,,,,,,,,,,,,,,,
122,Gerald Everett,LAR,TE,,09/27/2020,@Bills,L 32 - 35,,,,,,,,,,,,,,,2,34,17,18,0,,
53,Giovani Bernard,CIN,RB,,09/27/2020,@Eagles,T 23 - 23,,,,,,,,,,,,,,,3,55,18.3,42,0,,
463,Golden Tate,NYG,WR,,09/27/2020,49ers,L 9 - 36,,,,,,,,,,,,,,,5,36,7.2,18,0,,
343,Greg Olsen,,TE,,09/27/2020,Cowboys,W 38 - 31,,,,,,,,,,,,,,,5,61,12.2,21,0,,
501,Greg Ward,PHI,WR,,09/27/2020,Bengals,T 23 - 23,,,,,,,,,,1,-6,-6,-6,0,8,72,9,29,1,,
133,Gus Edwards,BAL,RB,,09/29/2020,Chiefs,L 20 - 34,,,,,,,,,,4,39,9.8,24,0,,,,,,,
25,Harrison Bryant,CLE,TE,,09/27/2020,Football Team,W 34 - 20,,,,,,,,,,,,,,,1,3,3,3,1,,
190,Hayden Hurst,ATL,TE,,09/27/2020,Bears,L 26 - 30,,,,,,,,,,,,,,,1,1,1,1,1,,
372,Henry Ruggs,,WR,,09/27/2020,@Patriots,L 20 - 36,,,,,,,,,,,,,,,,,,,,,
24,Hunter Bryant,DET,TE,,09/27/2020,@Cardinals,W 26 - 23,,,,,,,,,,,,,,,,,,,,,
225,Hunter Henry,LAC,TE,,09/27/2020,Panthers,L 16 - 21,,,,,,,,,,,,,,,5,50,10,16,0,,
389,Hunter Renfrow,LV,WR,,09/27/2020,@Patriots,L 20 - 36,,,,,,,,,,,,,,,6,84,14,26,1,,
456,Ian Thomas,CAR,TE,,09/27/2020,@Chargers,W 21 - 16,,,,,,,,,,,,,,,1,9,9,9,0,,
418,Irv Smith,MIN,TE,,09/27/2020,Titans,L 30 - 31,,,,,,,,,,,,,,,,,,,,,
146,Isaiah Ford,MIA,WR,,09/25/2020,@Jaguars,W 31 - 13,,,,,,,,,,,,,,,2,14,7,11,0,,
325,Isaiah McKenzie,BUF,WR,,09/27/2020,Rams,W 35 - 32,,,,,,,,,,1,4,4,4,0,1,6,6,6,0,,
470,Isaiah Wright,WSH,WR,,09/27/2020,@Browns,L 20 - 34,,,,,,,,,,1,6,6,6,0,4,24,6,7,0,,
507,Isaiah Zuber,,WR,,09/27/2020,Raiders,W 36 - 20,,,,,,,,,,1,13,13,13,0,,,,,,,
415,Ito Smith,ATL,RB,,09/27/2020,Bears,L 26 - 30,,,,,,,,,,,,,,,0,0,,,0,,
