,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
259,Allen Lazard,GB,WR,,12/06/2020,Eagles,W 30 - 16,,,,,,,,,,,,,,,3,50,16.7,31,0,,
348,Allen Robinson,CHI,WR,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,,,,,,6,75,12.5,21,0,,
230,Alshon Jeffery,PHI,WR,,12/06/2020,@Packers,L 16 - 30,,,,,,,,,,,,,,,0,0,,,0,,
250,Alvin Kamara,NO,RB,,12/06/2020,@Falcons,W 21 - 16,,,,,,,,,,15,88,5.9,37,1,2,9,4.5,8,0,,
62,Amari Cooper,DAL,WR,,12/09/2020,@Ravens,L 17 - 34,,,,,,,,,,1,10,10,10,0,5,43,8.6,13,1,,
17,Ameer Abdullah,MIN,RB,,12/06/2020,Jaguars,W 27 - 24,,,,,,,,,,2,11,5.5,7,0,1,18,18,18,0,,
349,Andre Roberts,BUF,WR,,12/08/2020,@49ers,W 34 - 24,,,,,,,,,,,,,,,,,,,,,
48,Andrew Beck,DEN,TE,,12/07/2020,@Chiefs,L 16 - 22,,,,,,,,,,,,,,,,,,,,,
103,Andy Dalton,DAL,QB,,12/09/2020,@Ravens,L 17 - 34,31,48,285,5.9,2,1,1,8,85.9,1,2,2,,0,,,,,,,
207,Andy Isabella,ARI,WR,,12/06/2020,Rams,L 28 - 38,,,,,,,,,,,,,,,2,7,3.5,5,0,,
130,Anthony Firkser,TEN,TE,,12/06/2020,Browns,L 35 - 41,,,,,,,,,,,,,,,5,51,10.2,14,0,,
292,Anthony McFarland,PIT,RB,,12/07/2020,Football Team,L 17 - 23,,,,,,,,,,4,15,3.8,9,0,0,0,,,0,,
281,Anthony Miller,CHI,WR,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,1,3,3,3,0,5,56,11.2,19,0,,
393,Anthony Sherman,KC,RB,,12/07/2020,Broncos,W 22 - 16,,,,,,,,,,,,,,,,,,,,,
83,Antonio Callaway,MIA,WR,,12/06/2020,Bengals,W 19 - 7,,,,,,,,,,,,,,,,,,,,,
150,Antonio Gibson,WSH,RB,,12/07/2020,@Steelers,W 23 - 17,,,,,,,,,,2,14,7,13,0,,,,,,,
320,Artavis Pierce,CHI,RB,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,,,,,,,,,,,,
87,Ashton Dulin,IND,WR,,12/06/2020,@Texans,W 26 - 20,,,,,,,,,,,,,,,0,0,,,0,,
112,Austin Ekeler,LAC,RB,,12/06/2020,Patriots,L 0 - 45,,,,,,,,,,8,36,4.5,9,0,4,32,8,15,0,,
168,Austin Hooper,CLE,TE,,12/06/2020,@Titans,W 41 - 35,,,,,,,,,,,,,,,2,24,12,16,0,,
303,Austin Mack,NYG,WR,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,,,,,,,,,,,,
469,Austin Walter,,RB,,12/08/2020,Bills,L 24 - 34,,,,,,,,,,,,,,,,,,,,,
298,Baker Mayfield,CLE,QB,,12/06/2020,@Titans,W 41 - 35,25,33,334,10.1,4,0,0,0,147,4,5,1.3,,0,,,,,,1,1
94,Ben DiNucci,DAL,QB,,12/09/2020,@Ravens,L 17 - 34,,,,,,,,,,,,,,,,,,,,,
343,Ben Roethlisberger,PIT,QB,,12/07/2020,Football Team,L 17 - 23,33,53,305,5.8,2,1,0,0,82.7,1,0,0,,0,,,,,,,
374,Benny Snell,PIT,RB,,12/07/2020,Football Team,L 17 - 23,,,,,,,,,,8,5,0.6,4,0,2,5,2.5,4,0,,
224,Bisi Johnson,MIN,WR,,12/06/2020,Jaguars,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
46,Blake Bell,DAL,TE,,12/09/2020,@Ravens,L 17 - 34,,,,,,,,,,,,,,,1,2,2,2,0,,
400,Boston Scott,PHI,RB,,12/06/2020,@Packers,L 16 - 30,,,,,,,,,,2,9,4.5,6,0,0,0,,,0,,
63,Brandin Cooks,HOU,WR,,12/06/2020,Colts,L 20 - 26,,,,,,,,,,,,,,,5,65,13,23,0,,
11,Brandon Aiyuk,SF,WR,,12/08/2020,Bills,L 24 - 34,,,,,,,,,,,,,,,5,95,19,49,1,,
7,Brandon Allen,CIN,QB,,12/06/2020,@Dolphins,L 7 - 19,11,19,153,8.1,1,1,5,30,79.5,2,3,1.5,,0,,,,,,,
95,Brandon Dillon,,TE,,12/06/2020,Jaguars,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
316,Brandon Powell,ATL,WR,,12/06/2020,Saints,L 16 - 21,,,,,,,,,,,,,,,1,9,9,9,0,,
42,Braxton Berrios,NYJ,WR,,12/06/2020,Raiders,L 28 - 31,,,,,,,,,,,,,,,2,33,16.5,25,0,,
327,Breshad Perriman,NYJ,WR,,12/06/2020,Raiders,L 28 - 31,,,,,,,,,,,,,,,1,22,22,22,0,,
161,Brett Hundley,ARI,QB,,12/06/2020,Rams,L 28 - 38,,,,,,,,,,,,,,,,,,,,,
338,Brett Rypien,DEN,QB,,12/07/2020,@Chiefs,L 16 - 22,,,,,,,,,,,,,,,,,,,,,
183,Brian Hill,ATL,RB,,12/06/2020,Saints,L 16 - 21,,,,,,,,,,5,18,3.6,7,0,,,,,,,
163,Brian Hoyer,NE,QB,,12/06/2020,@Chargers,W 45 - 0,,,,,,,,,,,,,,,,,,,,,
116,Bryan Edwards,LV,WR,,12/06/2020,@Jets,W 31 - 28,,,,,,,,,,,,,,,0,0,,,0,,
167,Brycen Hopkins,LAR,TE,,12/06/2020,@Cardinals,W 38 - 28,,,,,,,,,,,,,,,,,,,,,
164,Buddy Howell,HOU,RB,,12/06/2020,Colts,L 20 - 26,,,,,,,,,,,,,,,,,,,,,
50,CJ Beathard,SF,QB,,12/08/2020,Bills,L 24 - 34,,,,,,,,,,,,,,,,,,,,,
39,CJ Board,NYG,WR,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,,,,,,1,-2,-2,-2,0,,
314,CJ Prosise,HOU,RB,,12/06/2020,Colts,L 20 - 26,,,,,,,,,,,,,,,,,,,,,
352,Calvin Ridley,ATL,WR,,12/06/2020,Saints,L 16 - 21,,,,,,,,,,,,,,,5,108,21.6,31,0,,
10,Cam Akers,LAR,RB,,12/06/2020,@Cardinals,W 38 - 28,,,,,,,,,,21,72,3.4,12,1,1,22,22,22,0,,
305,Cam Newton,NE,QB,,12/06/2020,@Chargers,W 45 - 0,12,19,69,3.6,1,0,1,4,87.4,14,48,3.4,,2,,,,,,1,0
391,Cam Sims,WSH,WR,,12/07/2020,@Steelers,W 23 - 17,,,,,,,,,,,,,,,5,92,18.4,31,0,,
51,Cameron Batson,TEN,WR,,12/06/2020,Browns,L 35 - 41,,,,,,,,,,1,0,0,0,0,3,14,4.7,8,1,1,0
156,Carlos Hyde,SEA,RB,,12/06/2020,Giants,L 12 - 17,,,,,,,,,,2,1,0.5,1,0,3,10,3.3,11,0,1,0
458,Carson Wentz,PHI,QB,,12/06/2020,@Packers,L 16 - 30,6,15,79,5.3,0,0,4,22,57.4,3,18,6,,0,,,,,,,
248,Case Keenum,CLE,QB,,12/06/2020,@Titans,W 41 - 35,,,,,,,,,,,,,,,,,,,,,
448,Ced Wilson,DAL,WR,,12/09/2020,@Ravens,L 17 - 34,,,,,,,,,,,,,,,,,,,,,
261,CeeDee Lamb,DAL,WR,,12/09/2020,@Ravens,L 17 - 34,,,,,,,,,,,,,,,6,46,7.7,14,0,,
78,Cethan Carter,CIN,TE,,12/06/2020,@Dolphins,L 7 - 19,,,,,,,,,,,,,,,,,,,,,
47,Chad Beebe,MIN,WR,,12/06/2020,Jaguars,W 27 - 24,,,,,,,,,,,,,,,2,10,5,5,0,,
203,Chad Hansen,HOU,WR,,12/06/2020,Colts,L 20 - 26,,,,,,,,,,,,,,,5,101,20.2,28,0,,
192,Chad Henne,KC,QB,,12/07/2020,Broncos,W 22 - 16,,,,,,,,,,,,,,,,,,,,,
441,Charlie Woerner,,TE,,12/08/2020,Bills,L 24 - 34,,,,,,,,,,,,,,,2,33,16.5,18,0,,
72,Chase Claypool,PIT,WR,,12/07/2020,Football Team,L 17 - 23,,,,,,,,,,,,,,,2,38,19,30,0,,
102,Chase Daniel,DET,QB,,12/06/2020,@Bears,W 34 - 30,,,,,,,,,,,,,,,,,,,,,
117,Chase Edmonds,ARI,RB,,12/06/2020,Rams,L 28 - 38,,,,,,,,,,6,28,4.7,13,0,2,15,7.5,8,0,,
79,Chris Carson,SEA,RB,,12/06/2020,Giants,L 12 - 17,,,,,,,,,,13,65,5,11,0,3,45,15,28,1,,
66,Chris Conley,JAX,WR,,12/06/2020,@Vikings,L 24 - 27,,,,,,,,,,,,,,,2,12,6,9,0,1,1
188,Chris Herndon,NYJ,TE,,12/06/2020,Raiders,L 28 - 31,,,,,,,,,,,,,,,,,,,,,
366,Chris Streveler,ARI,QB,,12/06/2020,Rams,L 28 - 38,,,,,,,,,,,,,,,,,,,,,
41,Christian Blake,ATL,WR,,12/06/2020,Saints,L 16 - 21,,,,,,,,,,,,,,,,,,,,,
243,Christian Kirk,ARI,WR,,12/06/2020,Rams,L 28 - 38,,,,,,,,,,,,,,,1,2,2,2,0,,
419,Clayton Thorson,NYG,QB,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,,,,,,,,,,,,
114,Clyde Edwards-Helaire,KC,RB,,12/07/2020,Broncos,W 22 - 16,,,,,,,,,,,,,,,,,,,,,
335,Colby Parkinson,SEA,TE,,12/06/2020,Giants,L 12 - 17,,,,,,,,,,,,,,,,,,,,,
49,Cole Beasley,BUF,WR,,12/08/2020,@49ers,W 34 - 24,,,,,,,,,,,,,,,9,130,14.4,35,1,,
242,Cole Kmet,CHI,TE,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,,,,,,5,37,7.4,13,1,,
223,Collin Johnson,JAX,WR,,12/06/2020,@Vikings,L 24 - 27,,,,,,,,,,,,,,,4,66,16.5,34,0,,
294,Colt McCoy,NYG,QB,,12/06/2020,@Seahawks,W 17 - 12,13,22,105,4.8,1,1,2,5,67.4,2,2,1,,0,,,,,,,
238,Cooper Kupp,LAR,WR,,12/06/2020,@Cardinals,W 38 - 28,,,,,,,,,,,,,,,8,73,9.1,15,0,,
331,Cordarrelle Patterson,CHI,WR,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,10,59,5.9,13,1,1,4,4,4,0,,
71,Corey Clement,PHI,RB,,12/06/2020,@Packers,L 16 - 30,,,,,,,,,,,,,,,,,,,,,
100,Corey Davis,TEN,WR,,12/06/2020,Browns,L 35 - 41,,,,,,,,,,,,,,,11,182,16.5,43,1,,
362,D'Andre Swift,DET,RB,,12/06/2020,@Bears,W 34 - 30,,,,,,,,,,,,,,,,,,,,,
221,D'Ernest Johnson,CLE,RB,,12/06/2020,@Titans,W 41 - 35,,,,,,,,,,,,,,,1,5,5,5,0,,
126,D'Onta Foreman,TEN,RB,,12/06/2020,Browns,L 35 - 41,,,,,,,,,,,,,,,,,,,,,
75,DJ Chark,JAX,WR,,12/06/2020,@Vikings,L 24 - 27,,,,,,,,,,,,,,,2,41,20.5,22,0,,
125,DJ Foster,ARI,RB,,12/06/2020,Rams,L 28 - 38,,,,,,,,,,,,,,,,,,,,,
284,DK Metcalf,SEA,WR,,12/06/2020,Giants,L 12 - 17,,,,,,,,,,,,,,,5,80,16,21,0,,
205,DaeSean Hamilton,DEN,WR,,12/07/2020,@Chiefs,L 16 - 22,,,,,,,,,,,,,,,,,,,,,
146,Dallas Goedert,PHI,TE,,12/06/2020,@Packers,L 16 - 30,,,,,,,,,,,,,,,5,66,13.2,41,0,,
249,Dalton Keene,NE,TE,,12/06/2020,@Chargers,W 45 - 0,,,,,,,,,,,,,,,,,,,,,
401,Dalton Schultz,DAL,TE,,12/09/2020,@Ravens,L 17 - 34,,,,,,,,,,,,,,,4,44,11,19,0,,
65,Dalvin Cook,MIN,RB,,12/06/2020,Jaguars,W 27 - 24,,,,,,,,,,32,120,3.8,12,0,6,59,9.8,20,0,,
201,Damien Harris,NE,RB,,12/06/2020,@Chargers,W 45 - 0,,,,,,,,,,16,80,5,12,0,1,15,15,15,0,1,0
18,Damiere Byrd,NE,WR,,12/06/2020,@Chargers,W 45 - 0,,,,,,,,,,,,,,,2,16,8,9,0,,
1,Dan Arnold,ARI,TE,,12/06/2020,Rams,L 28 - 38,,,,,,,,,,,,,,,2,61,30.5,59,2,,
74,Dan Chisena,MIN,WR,,12/06/2020,Jaguars,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
29,Daniel Brown,NYJ,TE,,12/06/2020,Raiders,L 28 - 31,,,,,,,,,,,,,,,,,,,,,
215,Daniel Jones,NYG,QB,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,,,,,,,,,,,,
4,Danny Amendola,DET,WR,,12/06/2020,@Bears,W 34 - 30,,,,,,,,,,,,,,,3,62,20.7,23,0,,
322,Dante Pettis,NYG,WR,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,,,,,,,,,,,,
312,Dare Ogunbowale,JAX,RB,,12/06/2020,@Vikings,L 24 - 27,,,,,,,,,,2,7,3.5,4,0,0,0,,,0,,
387,Darius Slayton,NYG,WR,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,,,,,,1,14,14,14,0,,
274,Darnell Mooney,CHI,WR,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,,,,,,4,43,10.8,21,0,,
452,Darrel Williams,KC,RB,,12/07/2020,Broncos,W 22 - 16,,,,,,,,,,6,38,6.3,12,0,1,5,5,5,0,,
193,Darrell Henderson,LAR,RB,,12/06/2020,@Cardinals,W 38 - 28,,,,,,,,,,3,49,16.3,38,1,2,25,12.5,19,0,,
132,Darren Fells,HOU,TE,,12/06/2020,Colts,L 20 - 26,,,,,,,,,,,,,,,0,0,,,0,,
470,Darren Waller,LV,TE,,12/06/2020,@Jets,W 31 - 28,,,,,,,,,,,,,,,13,200,15.4,38,2,,
420,Darwin Thompson,KC,RB,,12/07/2020,Broncos,W 22 - 16,,,,,,,,,,,,,,,,,,,,,
16,Davante Adams,GB,WR,,12/06/2020,Eagles,W 30 - 16,,,,,,,,,,,,,,,10,121,12.1,42,2,,
40,David Blough,DET,QB,,12/06/2020,@Bears,W 34 - 30,,,,,,,,,,,,,,,,,,,,,
222,David Johnson,HOU,RB,,12/06/2020,Colts,L 20 - 26,,,,,,,,,,10,44,4.4,19,1,0,0,,,0,,
276,David Montgomery,CHI,RB,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,17,72,4.2,13,2,4,39,9.8,16,0,,
273,David Moore,SEA,WR,,12/06/2020,Giants,L 12 - 17,,,,,,,,,,,,,,,1,6,6,6,0,,
304,David Njoku,CLE,TE,,12/06/2020,@Titans,W 41 - 35,,,,,,,,,,,,,,,1,5,5,5,0,,
241,Dawson Knox,BUF,TE,,12/08/2020,@49ers,W 34 - 24,,,,,,,,,,,,,,,4,27,6.8,12,1,,
199,De'Michael Harris,IND,WR,,12/06/2020,@Texans,W 26 - 20,,,,,,,,,,1,-3,-3,-3,0,,,,,,,
77,DeAndre Carter,,WR,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,,,,,,,,,,,,
166,DeAndre Hopkins,ARI,WR,,12/06/2020,Rams,L 28 - 38,,,,,,,,,,,,,,,8,52,6.5,10,1,,
465,DeAndre Washington,MIA,RB,,12/06/2020,Bengals,W 19 - 7,,,,,,,,,,,,,,,,,,,,,
336,DeVante Parker,MIA,WR,,12/06/2020,Bengals,W 19 - 7,,,,,,,,,,,,,,,4,35,8.8,14,0,,
104,DeeJay Dallas,SEA,RB,,12/06/2020,Giants,L 12 - 17,,,,,,,,,,,,,,,2,11,5.5,6,0,,
409,Deebo Samuel,SF,WR,,12/08/2020,Bills,L 24 - 34,,,,,,,,,,1,3,3,3,0,6,73,12.2,23,0,,
347,Demarcus Robinson,KC,WR,,12/07/2020,Broncos,W 22 - 16,,,,,,,,,,,,,,,2,39,19.5,20,0,,
200,Demetrius Harris,CHI,TE,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,,,,,,,,,,,,
280,Denzel Mims,NYJ,WR,,12/06/2020,Raiders,L 28 - 31,,,,,,,,,,,,,,,2,40,20,23,0,,
472,Deon Yelder,KC,TE,,12/07/2020,Broncos,W 22 - 16,,,,,,,,,,,,,,,,,,,,,
198,Deonte Harris,,WR,,12/06/2020,@Falcons,W 21 - 16,,,,,,,,,,,,,,,,,,,,,
81,Derek Carr,LV,QB,,12/06/2020,@Jets,W 31 - 28,28,47,381,8.1,3,1,2,13,97.9,2,5,2.5,,1,,,,,,,
80,Derek Carrier,LV,TE,,12/06/2020,@Jets,W 31 - 28,,,,,,,,,,,,,,,,,,,,,
191,Derrick Henry,TEN,RB,,12/06/2020,Browns,L 35 - 41,,,,,,,,,,15,60,4,10,0,1,9,9,9,0,1,1
460,Deshaun Watson,HOU,QB,,12/06/2020,Colts,L 20 - 26,26,38,341,9,0,1,5,33,85.5,7,38,5.4,,1,,,,,,2,1
86,Devin Duvernay,BAL,WR,,12/09/2020,Cowboys,W 34 - 17,,,,,,,,,,,,,,,1,2,2,2,0,,
389,Devin Singletary,BUF,RB,,12/08/2020,@49ers,W 34 - 24,,,,,,,,,,18,61,3.4,15,0,3,22,7.3,9,0,,
307,Devine Ozigbo,JAX,RB,,12/06/2020,@Vikings,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
38,Devontae Booker,LV,RB,,12/06/2020,@Jets,W 31 - 28,,,,,,,,,,16,50,3.1,14,0,1,1,1,1,0,,
23,Dez Bryant,BAL,WR,,12/09/2020,Cowboys,W 34 - 17,,,,,,,,,,,,,,,,,,,,,
333,Dezmon Patmon,IND,WR,,12/06/2020,@Texans,W 26 - 20,,,,,,,,,,,,,,,,,,,,,
258,Dion Lewis,NYG,RB,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,3,6,2,3,0,,,,,,,
227,Diontae Johnson,PIT,WR,,12/07/2020,Football Team,L 17 - 23,,,,,,,,,,,,,,,8,71,8.9,17,1,,
105,Dominique Dafney,GB,TE,,12/06/2020,Eagles,W 30 - 16,,,,,,,,,,,,,,,,,,,,,
337,Donald Parham,LAC,TE,,12/06/2020,Patriots,L 0 - 45,,,,,,,,,,,,,,,2,21,10.5,12,0,,
329,Donovan Peoples-Jones,CLE,WR,,12/06/2020,@Titans,W 41 - 35,,,,,,,,,,,,,,,2,92,46,75,1,,
277,Donte Moncrief,NE,WR,,12/06/2020,@Chargers,W 45 - 0,,,,,,,,,,1,4,4,4,0,,,,,,,
177,Dontrell Hilliard,,RB,,12/06/2020,@Titans,W 41 - 35,,,,,,,,,,,,,,,,,,,,,
208,Dontrelle Inman,WSH,WR,,12/07/2020,@Steelers,W 23 - 17,,,,,,,,,,,,,,,,,,,,,
254,Drew Lock,DEN,QB,,12/07/2020,@Chiefs,L 16 - 22,15,28,151,5.4,2,2,0,0,63.2,2,9,4.5,,0,,,,,,,
410,Drew Sample,CIN,TE,,12/06/2020,@Dolphins,L 7 - 19,,,,,,,,,,,,,,,7,49,7,15,0,,
228,Duke Johnson,HOU,RB,,12/06/2020,Colts,L 20 - 26,,,,,,,,,,2,8,4,4,0,6,24,4,9,0,,
375,Durham Smythe,MIA,TE,,12/06/2020,Bengals,W 19 - 7,,,,,,,,,,,,,,,2,16,8,11,0,,
195,Dwayne Haskins,WSH,QB,,12/07/2020,@Steelers,W 23 - 17,,,,,,,,,,,,,,,,,,,,,
464,Dwayne Washington,NO,RB,,12/06/2020,@Falcons,W 21 - 16,,,,,,,,,,,,,,,,,,,,,
368,Easton Stick,LAC,QB,,12/06/2020,Patriots,L 0 - 45,,,,,,,,,,,,,,,,,,,,,
330,Elijhaa Penny,NYG,RB,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,2,8,4,5,0,,,,,,,
406,Emmanuel Sanders,NO,WR,,12/06/2020,@Falcons,W 21 - 16,,,,,,,,,,,,,,,5,39,7.8,18,0,,
44,Eno Benjamin,ARI,RB,,12/06/2020,Rams,L 28 - 38,,,,,,,,,,,,,,,,,,,,,
371,Equanimeous St Brown,GB,WR,,12/06/2020,Eagles,W 30 - 16,,,,,,,,,,,,,,,1,7,7,7,0,,
118,Eric Ebron,PIT,TE,,12/07/2020,Football Team,L 17 - 23,,,,,,,,,,,,,,,7,68,9.7,22,0,,
404,Eric Saubert,JAX,TE,,12/06/2020,@Vikings,L 24 - 27,,,,,,,,,,,,,,,0,0,,,0,,
417,Eric Tomlinson,BAL,TE,,12/09/2020,Cowboys,W 34 - 17,,,,,,,,,,,,,,,,,,,,,
110,Evan Engram,NYG,TE,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,,,,,,4,32,8,11,0,,
111,Ezekiel Elliott,DAL,RB,,12/09/2020,@Ravens,L 17 - 34,,,,,,,,,,18,77,4.3,14,0,4,18,4.5,12,0,,
272,Foster Moreau,LV,TE,,12/06/2020,@Jets,W 31 - 28,,,,,,,,,,,,,,,,,,,,,
142,Frank Gore,NYJ,RB,,12/06/2020,Raiders,L 28 - 31,,,,,,,,,,1,2,2,2,0,,,,,,,
363,Freddie Swain,SEA,WR,,12/06/2020,Giants,L 12 - 17,,,,,,,,,,,,,,,0,0,,,0,,
99,Gabriel Davis,BUF,WR,,12/08/2020,@49ers,W 34 - 24,,,,,,,,,,,,,,,3,68,22.7,28,1,,
279,Gardner Minshew,JAX,QB,,12/06/2020,@Vikings,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
149,Garrett Gilbert,DAL,QB,,12/09/2020,@Ravens,L 17 - 34,,,,,,,,,,,,,,,,,,,,,
137,Garrett Griffin,,TE,,12/06/2020,@Falcons,W 21 - 16,,,,,,,,,,,,,,,,,,,,,
383,Geno Smith,SEA,QB,,12/06/2020,Giants,L 12 - 17,,,,,,,,,,,,,,,,,,,,,
364,Geoff Swaim,TEN,TE,,12/06/2020,Browns,L 35 - 41,,,,,,,,,,,,,,,0,0,,,0,,
106,Gerald Everett,LAR,TE,,12/06/2020,@Cardinals,W 38 - 28,,,,,,,,,,,,,,,6,44,7.3,22,0,,
43,Giovani Bernard,CIN,RB,,12/06/2020,@Dolphins,L 7 - 19,,,,,,,,,,12,30,2.5,10,0,2,-1,-0.5,2,0,,
432,Golden Tate,NYG,WR,,12/06/2020,@Seahawks,W 17 - 12,,,,,,,,,,,,,,,4,30,7.5,16,0,,
468,Greg Ward,PHI,WR,,12/06/2020,@Packers,L 16 - 30,,,,,,,,,,,,,,,3,57,19,32,1,,
310,Gunner Olszewski,NE,WR,,12/06/2020,@Chargers,W 45 - 0,,,,,,,,,,,,,,,1,38,38,38,1,,
115,Gus Edwards,BAL,RB,,12/09/2020,Cowboys,W 34 - 17,,,,,,,,,,7,101,14.4,36,0,,,,,,,
22,Harrison Bryant,CLE,TE,,12/06/2020,@Titans,W 41 - 35,,,,,,,,,,,,,,,,,,,,,
158,Hayden Hurst,ATL,TE,,12/06/2020,Saints,L 16 - 21,,,,,,,,,,,,,,,1,9,9,9,0,,
340,Henry Ruggs,,WR,,12/06/2020,@Jets,W 31 - 28,,,,,,,,,,,,,,,3,84,28,46,1,1,1
21,Hunter Bryant,DET,TE,,12/06/2020,@Bears,W 34 - 30,,,,,,,,,,,,,,,,,,,,,
190,Hunter Henry,LAC,TE,,12/06/2020,Patriots,L 0 - 45,,,,,,,,,,,,,,,1,5,5,5,0,,
356,Hunter Renfrow,LV,WR,,12/06/2020,@Jets,W 31 - 28,,,,,,,,,,,,,,,4,47,11.8,18,0,,
385,Irv Smith,MIN,TE,,12/06/2020,Jaguars,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
60,Isaiah Coulter,HOU,WR,,12/06/2020,Colts,L 20 - 26,,,,,,,,,,,,,,,,,,,,,
291,Isaiah McKenzie,BUF,WR,,12/08/2020,@49ers,W 34 - 24,,,,,,,,,,,,,,,2,31,15.5,23,1,,
437,Isaiah Wright,WSH,WR,,12/07/2020,@Steelers,W 23 - 17,,,,,,,,,,,,,,,1,5,5,5,0,,
382,Ito Smith,ATL,RB,,12/06/2020,Saints,L 16 - 21,,,,,,,,,,8,36,4.5,15,0,1,-2,-2,-2,0,,
288,JD McKissic,WSH,RB,,12/07/2020,@Steelers,W 23 - 17,,,,,,,,,,5,8,1.6,8,0,10,70,7,16,0,1,0
2,JJ Arcega-Whiteside,PHI,WR,,12/06/2020,@Packers,L 16 - 30,,,,,,,,,,,,,,,,,,,,,
431,JJ Taylor,NE,RB,,12/06/2020,@Chargers,W 45 - 0,,,,,,,,,,,,,,,,,,,,,
92,JK Dobbins,BAL,RB,,12/09/2020,Cowboys,W 34 - 17,,,,,,,,,,11,71,6.5,30,1,,,,,,,
170,JP Holtz,CHI,TE,,12/06/2020,Lions,L 30 - 34,,,,,,,,,,,,,,,,,,,,,
31,Ja'Marcus Bradley,,WR,,12/06/2020,@Titans,W 41 - 35,,,,,,,,,,,,,,,,,,,,,
370,Jace Sternberger,GB,TE,,12/06/2020,Eagles,W 30 - 16,,,,,,,,,,,,,,,,,,,,,
89,Jack Doyle,IND,TE,,12/06/2020,@Texans,W 26 - 20,,,,,,,,,,,,,,,1,12,12,12,0,,
119,Jacob Eason,IND,QB,,12/06/2020,@Texans,W 26 - 20,,,,,,,,,,,,,,,,,,,,,
