,Player Name,Team,Position,WK,Game Date,OPP,RESULT,PASS COMP,PASS ATT,PASS YDS,PASS AVG,PASS TD,PASS INT,SCK,SCKY,PASS RATE,RUSH ATT,RUSH YDS,RUSH AVG,RUSH LONG,RUSH TD,REC,REC YDS,REC AVG,REC LONG,REC TD,FUM,FUM LOST
165,Jacob Hollister,Seattle Seahawks,TE,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,3,22,7.3,17,0,,
132,Jaeden Graham,Atlanta Falcons,TE,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,,,,,,,
16,Jake Butt,,TE,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,,,,,,,
110,Jake Fromm,Buffalo Bills,QB,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,,,,,,,
264,Jakobi Meyers,New England Patriots,WR,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,1,2,2,2,0,4,60,15,21,0,,
122,Jalen Guyton,Los Angeles Chargers,WR,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,,,,,,2,84,42,70,1,,
151,Jalen Hurts,Philadelphia Eagles,QB,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,2,2,1,,0,,,,,,,
324,Jalen Richard,Las Vegas Raiders,RB,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,7,24,3.4,9,0,,,,,,,
407,Jamaal Williams,Green Bay Packers,RB,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,19,77,4.1,13,1,4,37,9.3,17,0,,
12,Jamal Agnew,Detroit Lions,WR,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,0,0,,,0,,
401,Jameis Winston,New Orleans Saints,QB,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
63,James Conner,Pittsburgh Steelers,RB,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,20,82,4.1,24,0,3,29,9.7,18,0,1,0
252,James Morgan,New York Jets,QB,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,,,,,,,
422,James Washington,Pittsburgh Steelers,WR,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,,,,,,0,0,,,0,,
413,James White,New England Patriots,RB,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,1,3,3,3,0,,
55,Jamison Crowder,New York Jets,WR,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,,,,,,,
62,Jared Cook,New Orleans Saints,TE,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,3,32,10.7,22,1,,
136,Jared Goff,Los Angeles Rams,QB,,10/27/2020,Bears,W 24 - 10,23,33,220,6.7,2,0,1,9,108.1,4,1,0.3,,0,,,,,,1,0
337,Jarrett Stidham,New England Patriots,QB,,10/25/2020,49ers,L 6 - 33,6,10,64,6.4,0,1,1,7,39.2,2,3,1.5,,0,,,,,,,
245,Jarvis Landry,Cleveland Browns,WR,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,2,4,2,5,0,5,48,9.6,28,0,,
56,Jason Croom,,TE,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,,,,,,,
153,Jason Huntley,Philadelphia Eagles,RB,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,2,13,6.5,10,0,0,0,,,0,,
400,Jason Witten,Las Vegas Raiders,TE,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,1,6,6,6,0,,
402,Javon Wims,Chicago Bears,WR,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,1,8,8,8,0,,
262,Jaydon Mickens,,WR,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,,,,,,,
367,Jaylen Samuels,Pittsburgh Steelers,RB,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,1,5,5,5,0,,,,,,,
53,Jeff Badet,Washington Football Team,WR,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,,,,,,,
80,Jeff Driskel,Denver Broncos,QB,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,,,,,,,
348,Jeff Smith,New York Jets,WR,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,0,0,,,0,,
405,Jeff Wilson,,RB,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,17,112,6.6,17,3,2,8,4,7,0,,
57,Jeremy Cox,Denver Broncos,RB,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,,,,,,,
266,Jeremy McNichols,Tennessee Titans,RB,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,1,2,2,2,0,,,,,,,
341,Jeremy Sprinkle,Washington Football Team,TE,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,1,6,6,6,0,,
269,Jerick McKinnon,San Francisco 49ers,RB,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,3,-1,-0.3,1,0,,,,,,,
216,Jerry Jeudy,Denver Broncos,WR,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,2,20,10,13,0,,
221,Jesse James,Detroit Lions,TE,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,,,,,,,
144,Jimmy Garoppolo,,QB,,10/25/2020,@Patriots,W 33 - 6,20,25,277,11.1,0,2,1,7,79.5,1,4,4,,0,,,,,,,
131,Jimmy Graham,Chicago Bears,TE,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,5,31,6.2,14,0,,
19,Joe Burrow,,QB,,10/25/2020,Browns,L 34 - 37,35,47,406,8.6,3,1,4,35,112.5,6,34,5.7,,1,,,,,,3,1
116,Joe Flacco,New York Jets,QB,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,,,,,,,
258,Joe Mixon,,RB,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
327,Joe Reed,Los Angeles Chargers,WR,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,2,14,7,7,1,,,,,,,
26,John Brown,Buffalo Bills,WR,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,,,,,,,
173,John Hightower,Philadelphia Eagles,WR,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,1,59,59,59,0,,
238,John Lovett,,TE,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,,,,,,,
314,John Ross,,WR,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
398,John Wolford,Los Angeles Rams,QB,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,,,,,,,,,,,,
249,Johnny Mundt,Los Angeles Rams,TE,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,,,,,,3,48,16,34,0,,
425,Jonathan Ward,Arizona Cardinals,RB,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
347,Jonnu Smith,Tennessee Titans,TE,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,1,9,9,9,0,,
9,Jordan Akins,Houston Texans,TE,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,,,,,,,
239,Jordan Love,Green Bay Packers,QB,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,,,,,,,
382,Jordan Thomas,New England Patriots,TE,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
8,Josh Allen,Buffalo Bills,QB,,10/25/2020,@Jets,W 18 - 10,30,43,307,7.1,0,0,2,11,90,11,61,5.5,,0,,,,,,1,1
171,Josh Hill,New Orleans Saints,TE,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,1,0,0,0,0,,
222,Josh Jacobs,Las Vegas Raiders,RB,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,10,17,1.7,5,0,3,14,4.7,7,0,,
325,Josh Reynolds,Los Angeles Rams,WR,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,,,,,,4,52,13,21,1,,
83,Joshua Dobbs,Pittsburgh Steelers,QB,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
232,Joshua Kelley,Los Angeles Chargers,RB,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,12,29,2.4,9,0,5,24,4.8,10,0,,
344,JuJu Smith-Schuster,Pittsburgh Steelers,WR,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,,,,,,9,85,9.4,28,0,,
106,Julian Edelman,,WR,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,1,13,13,13,0,,
201,Julio Jones,Atlanta Falcons,WR,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,8,97,12.1,28,0,,
178,Justin Herbert,Los Angeles Chargers,QB,,10/25/2020,Jaguars,W 39 - 29,27,43,347,8.1,3,0,1,2,111.3,9,66,7.3,,1,,,,,,,
224,Justin Jackson,,RB,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,5,12,2.4,11,0,5,43,8.6,14,0,,
418,Justin Watson,Tampa Bay Buccaneers,WR,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,,,,,,,
209,Juwan Johnson,,WR,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
192,K.J. Hamler,Denver Broncos,WR,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,1,10,10,10,0,2,24,12,21,0,2,0
170,K.J. Hill,Los Angeles Chargers,WR,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,,,,,,,,,,,,
352,Kaden Smith,,TE,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,,,,,,,
328,Kalif Raymond,Tennessee Titans,WR,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
154,Kareem Hunt,Cleveland Browns,RB,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,18,76,4.2,15,0,3,26,8.7,12,1,,
392,Ke'Shawn Vaughn,Tampa Bay Buccaneers,RB,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,,,,,,,
213,KeeSean Johnson,Arizona Cardinals,WR,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
7,Keenan Allen,Los Angeles Chargers,WR,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,,,,,,10,125,12.5,27,0,,
58,Keke Coutee,Houston Texans,WR,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,,,,,,,
35,Kendrick Bourne,San Francisco 49ers,WR,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,0,0,,,0,,
135,Kenny Golladay,Detroit Lions,WR,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,6,114,19,29,0,,
336,Kenny Stills,Houston Texans,WR,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,2,34,17,18,0,,
81,Kenyan Drake,Arizona Cardinals,RB,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,14,34,2.4,9,0,1,7,7,7,0,,
208,Kerryon Johnson,Detroit Lions,RB,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,,,,,,,
39,Khari Blasingame,Tennessee Titans,RB,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
6,Kyle Allen,,QB,,10/25/2020,Cowboys,W 25 - 3,15,25,194,7.8,2,0,2,5,111.1,4,11,2.8,,0,,,,,,,
248,Kyler Murray,Arizona Cardinals,QB,,10/26/2020,Seahawks,W 37 - 34,34,48,360,7.5,3,1,0,0,104.5,14,67,4.8,,1,,,,,,2,0
304,La'Mical Perine,,RB,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,11,40,3.6,20,1,2,16,8,9,0,,
117,Larry Fitzgerald,Arizona Cardinals,WR,,10/26/2020,Seahawks,W 37 - 34,,,,,,,,,,,,,,,8,62,7.8,12,0,,
247,Latavius Murray,New Orleans Saints,RB,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,11,47,4.3,25,0,1,9,9,9,0,,
44,Le'Veon Bell,Kansas City Chiefs,RB,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,6,39,6.5,16,0,,,,,,,
274,LeSean McCoy,Tampa Bay Buccaneers,RB,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,,,,,,,
113,Leonard Fournette,Tampa Bay Buccaneers,RB,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,11,50,4.5,24,0,6,47,7.8,13,0,,
376,Levine Toilolo,New York Giants,TE,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,,,,,,,
381,Logan Thomas,Washington Football Team,TE,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,4,60,15,26,1,,
396,Logan Woodside,Tennessee Titans,QB,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
334,Luke Stocker,Atlanta Falcons,TE,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,0,0,,,0,,
404,Luke Willson,,TE,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
25,Malcolm Brown,Los Angeles Rams,RB,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,10,57,5.7,13,1,0,0,,,0,,
387,Malik Taylor,Green Bay Packers,WR,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,2,6,3,5,1,,
371,Malik Turner,Dallas Cowboys,WR,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,,,,,,,
243,Marcedes Lewis,Green Bay Packers,TE,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,1,9,9,9,0,,
231,Marcus Kemp,,WR,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,1,11,11,11,0,,
279,Marcus Mariota,Las Vegas Raiders,QB,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,,,,,,,
263,Marken Michel,,WR,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
77,Marquez Callaway,New Orleans Saints,WR,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,8,75,9.4,15,0,,
394,Marquez Valdes-Scantling,Green Bay Packers,WR,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,1,9,9,9,0,0,0,,,0,,
194,Marvin Hall,Detroit Lions,WR,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,0,0,,,0,,
202,Marvin Jones,Detroit Lions,WR,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,5,80,16,23,0,,
313,Mason Rudolph,Pittsburgh Steelers,QB,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
363,Mason Schreck,Cincinnati Bengals,TE,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
51,Matt Barkley,Buffalo Bills,QB,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,,,,,,,
311,Matt Ryan,Atlanta Falcons,QB,,10/25/2020,Lions,L 22 - 23,31,42,338,8,1,0,2,16,105.1,,,,,,,,,,,1,1
364,Matt Schaub,Atlanta Falcons,QB,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,,,,,,,
354,Matthew Slater,New England Patriots,WR,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,,,,,,,
340,Matthew Stafford,Detroit Lions,QB,,10/25/2020,@Falcons,W 23 - 22,25,36,340,9.4,1,0,2,18,108.6,1,8,8,,0,,,,,,,
191,Mecole Hardman,Kansas City Chiefs,WR,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,1,13,13,13,0,2,57,28.5,38,0,,
134,Melvin Gordon,Denver Broncos,RB,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,17,68,4,11,1,2,12,6,10,0,2,2
18,Michael Burton,New Orleans Saints,RB,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
145,Michael Gallup,Dallas Cowboys,WR,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,0,0,,,0,,
380,Michael Thomas,New Orleans Saints,WR,,10/25/2020,Panthers,W 27 - 24,,,,,,,,,,,,,,,,,,,,,
88,Mike Davis,Carolina Panthers,RB,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,7,12,1.7,7,0,5,24,4.8,8,0,,
97,Mike Evans,Tampa Bay Buccaneers,WR,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,2,37,18.5,22,0,,
379,Mike Thomas,Cincinnati Bengals,WR,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,2,54,27,29,0,,
412,Mike Williams,Los Angeles Chargers,WR,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,,,,,,1,4,4,4,0,,
366,Miles Sanders,Philadelphia Eagles,RB,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,,,,,,,
372,Mitchell Trubisky,Chicago Bears,QB,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,,,,,,,
292,MyCole Pruitt,Tennessee Titans,TE,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
187,N'Keal Harry,New England Patriots,WR,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,1,6,6,6,0,,
332,Nate Sudfeld,Philadelphia Eagles,QB,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,,,,,,,
301,Nathan Peterman,Las Vegas Raiders,QB,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,,,,,,,
13,Nelson Agholor,Las Vegas Raiders,WR,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,5,107,21.4,44,1,,
115,Nick Foles,Chicago Bears,QB,,10/27/2020,@Rams,L 10 - 24,28,40,261,6.5,0,2,4,31,66.8,,,,,,,,,,,,
234,Nick Keizer,Kansas City Chiefs,TE,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,2,36,18,22,0,1,1
250,Nick Mullens,San Francisco 49ers,QB,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,,,,,,,
393,Nick Vannett,Denver Broncos,TE,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,2,25,12.5,19,0,,
414,Nick Westbrook,Tennessee Titans,WR,,10/25/2020,Steelers,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
24,Noah Brown,Dallas Cowboys,WR,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,,,,,,,
121,Noah Fant,Denver Broncos,TE,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,3,38,12.7,24,0,,
417,Nsimba Webster,Los Angeles Rams,WR,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,,,,,,,,,,,,
46,Odell Beckham Jr.,,WR,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,0,0,,,0,,
432,Olamide Zaccheaus,Atlanta Falcons,WR,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,1,0,0,0,0,,,,,,,
428,P.J. Walker,Carolina Panthers,QB,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
281,Patrick Mahomes,Kansas City Chiefs,QB,,10/25/2020,@Broncos,W 43 - 16,15,23,200,8.7,1,0,3,25,107.2,,,,,,,,,,,,
186,Penny Hart,Seattle Seahawks,WR,,10/26/2020,@Cardinals,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
52,Peyton Barber,Washington Football Team,RB,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,10,34,3.4,11,0,,,,,,,
23,Pharaoh Brown,Houston Texans,TE,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,,,,,,,
59,Pharoh Cooper,Carolina Panthers,WR,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
242,Phillip Lindsay,Denver Broncos,RB,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,9,79,8.8,20,0,,,,,,,
290,Qadree Ollison,Atlanta Falcons,RB,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,,,,,,,
421,Quez Watkins,Philadelphia Eagles,WR,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,,,,,,,
68,Quintez Cephus,Detroit Lions,WR,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,,,,,,,
64,Randall Cobb,Houston Texans,WR,,10/25/2020,Packers,L 20 - 35,,,,,,,,,,,,,,,8,95,11.9,28,0,,
175,Rashard Higgins,Cleveland Browns,WR,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,6,110,18.3,30,0,,
276,Ray-Ray McCloud,Pittsburgh Steelers,WR,,10/25/2020,@Titans,W 27 - 24,,,,,,,,,,,,,,,2,12,6,9,0,,
78,Raymond Calais,Los Angeles Rams,RB,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,,,,,,,,,,,,
139,Reggie Gilliam,Buffalo Bills,TE,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,1,15,15,15,0,,
20,Rex Burkhead,New England Patriots,RB,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,4,12,3,5,0,3,35,11.7,17,0,,
316,Richard Rodgers,Philadelphia Eagles,TE,,10/23/2020,Giants,W 22 - 21,,,,,,,,,,,,,,,6,85,14.2,30,0,,
220,Richie James,San Francisco 49ers,WR,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,,,,,,,
360,Ricky Seals-Jones,Kansas City Chiefs,TE,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,,,,,,,
82,Rico Dowdle,Dallas Cowboys,RB,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,,,,,,,
148,Rico Gafford,,WR,,10/25/2020,Buccaneers,L 20 - 45,,,,,,,,,,,,,,,0,0,,,0,,
322,Riley Ridley,Chicago Bears,WR,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,,,,,,,
124,Rob Gronkowski,Tampa Bay Buccaneers,TE,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,5,62,12.4,26,1,1,0
4,Robby Anderson,Carolina Panthers,WR,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,6,74,12.3,26,0,,
114,Robert Foster,Washington Football Team,WR,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,,,,,,,
374,Robert Tonyan,Green Bay Packers,TE,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,,,,,,2,32,16,31,0,,
397,Robert Woods,Los Angeles Rams,WR,,10/27/2020,Bears,W 24 - 10,,,,,,,,,,4,23,5.8,25,0,3,22,7.3,13,0,1,1
200,Ronald Jones,Tampa Bay Buccaneers,RB,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,13,34,2.6,13,1,1,2,2,2,0,,
79,Ross Dwelley,San Francisco 49ers,TE,,10/25/2020,@Patriots,W 33 - 6,,,,,,,,,,,,,,,,,,,,,
111,Royce Freeman,Denver Broncos,RB,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,3,12,4,6,0,1,5,5,5,0,,
147,Russell Gage,Atlanta Falcons,WR,,10/25/2020,Lions,L 22 - 23,,,,,,,,,,,,,,,6,54,9,16,0,,
403,Russell Wilson,Seattle Seahawks,QB,,10/26/2020,@Cardinals,L 34 - 37,33,50,388,7.8,3,3,2,16,84.4,6,84,14,,0,,,,,,,
119,Ryan Finley,Cincinnati Bengals,QB,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,,,,,,,,,,,,
126,Ryan Griffin,New York Jets,TE,,10/25/2020,Bills,L 10 - 18,,,,,,,,,,,,,,,,,,,,,
125,Ryan Griffin,Tampa Bay Buccaneers,QB,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,,,,,,,
195,Ryan Izzo,New England Patriots,TE,,10/25/2020,49ers,L 6 - 33,,,,,,,,,,,,,,,1,8,8,8,0,,
286,Ryan Nall,Chicago Bears,RB,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,,,,,,,
391,Ryan Tannehill,Tennessee Titans,QB,,10/25/2020,Steelers,L 24 - 27,18,30,220,7.3,2,0,2,10,104.9,2,5,2.5,,0,,,,,,,
91,Sam Darnold,New York Jets,QB,,10/25/2020,Bills,L 10 - 18,12,23,120,5.2,0,2,6,29,31.1,,,,,,,,,,,1,0
303,Samaje Perine,Cincinnati Bengals,RB,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,1,3,3,3,0,1,3,3,3,0,,
420,Sammy Watkins,Kansas City Chiefs,WR,,10/25/2020,@Broncos,W 43 - 16,,,,,,,,,,,,,,,,,,,,,
260,Scott Miller,Tampa Bay Buccaneers,WR,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,6,109,18.2,35,1,,
270,Sean McKeon,Dallas Cowboys,TE,,10/25/2020,@Football Team,L 3 - 25,,,,,,,,,,,,,,,,,,,,,
320,Seth Roberts,,WR,,10/25/2020,@Saints,L 24 - 27,,,,,,,,,,,,,,,,,,,,,
87,Stefon Diggs,Buffalo Bills,WR,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,6,48,8,12,0,,
3,Stephen Anderson,Los Angeles Chargers,TE,,10/25/2020,Jaguars,W 39 - 29,,,,,,,,,,,,,,,,,,,,,
75,Stephen Carlson,Cleveland Browns,TE,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
359,Sterling Shepard,New York Giants,WR,,10/23/2020,@Eagles,L 21 - 22,,,,,,,,,,,,,,,6,59,9.8,29,1,,
166,T.J. Hockenson,Detroit Lions,TE,,10/25/2020,@Falcons,W 23 - 22,,,,,,,,,,,,,,,5,59,11.8,16,1,,
429,T.J. Yeldon,Buffalo Bills,RB,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,,,,,,,
199,Taiwan Jones,Buffalo Bills,RB,,10/25/2020,@Jets,W 18 - 10,,,,,,,,,,,,,,,,,,,,,
157,Tanner Hudson,Tampa Bay Buccaneers,TE,,10/25/2020,@Raiders,W 45 - 20,,,,,,,,,,,,,,,1,12,12,12,0,,
169,Taysom Hill,New Orleans Saints,QB,,10/25/2020,Panthers,W 27 - 24,1,1,0,0,0,0,0,0,79.2,1,6,6,,0,,,,,,,
386,Taywan Taylor,Cleveland Browns,WR,,10/25/2020,@Bengals,W 37 - 34,,,,,,,,,,,,,,,,,,,,,
138,Ted Ginn,,WR,,10/27/2020,@Rams,L 10 - 24,,,,,,,,,,,,,,,,,,,,,
29,Teddy Bridgewater,Carolina Panthers,QB,,10/25/2020,@Saints,L 24 - 27,23,28,254,9.1,2,0,1,8,128.3,2,10,5,,0,,,,,,,
174,Tee Higgins,Cincinnati Bengals,WR,,10/25/2020,Browns,L 34 - 37,,,,,,,,,,1,7,7,7,0,5,71,14.2,27,1,,
183,Temarrick Hemingway,Washington Football Team,TE,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,0,0,,,0,,
267,Terry McLaurin,Washington Football Team,WR,,10/25/2020,Cowboys,W 25 - 3,,,,,,,,,,,,,,,7,90,12.9,52,1,,
33,Tim Boyle,Green Bay Packers,QB,,10/25/2020,@Texans,W 35 - 20,,,,,,,,,,2,-1,-0.5,,0,,,,,,,
308,Tim Patrick,Denver Broncos,WR,,10/25/2020,Chiefs,L 16 - 43,,,,,,,,,,,,,,,3,44,14.7,27,0,,
