,Name,Team,Position,Salary
313,Derrick Henry,TEN,RB,10200.0
475,Christian McCaffrey,CAR,RB,10000.0
403,Davante Adams,GB,WR,9500.0
458,Dalvin Cook,MIN,RB,9400.0
452,Tyreek Hill,KC,WR,9300.0
747,Aaron Rodgers,GB,QB,9200.0
540,Patrick Mahomes,KC,QB,8900.0
125,DeAndre Hopkins,ARI,WR,8600.0
283,Travis Kelce,KC,TE,8500.0
131,Russell Wilson,SEA,QB,8400.0
599,Josh Allen,BUF,QB,8400.0
218,Keenan Allen,LAC,WR,8400.0
685,Calvin Ridley,ATL,WR,8400.0
850,AJ Brown,TEN,WR,8300.0
621,Lamar Jackson,BAL,QB,8200.0
449,Nick Chubb,CLE,RB,8200.0
853,DK Metcalf,SEA,WR,8200.0
335,Aaron Jones,GB,RB,8200.0
159,Stefon Diggs,BUF,WR,8200.0
472,Deshaun Watson,HOU,QB,8100.0
638,Kyler Murray,ARI,QB,8000.0
754,Justin Herbert,LAC,QB,8000.0
714,Tom Brady,TB,QB,7900.0
300,Jared Goff,LAR,QB,7800.0
375,Alvin Kamara,NO,RB,7800.0
129,Ryan Tannehill,TEN,QB,7700.0
724,Ben Roethlisberger,PIT,QB,7700.0
669,Chris Carson,SEA,RB,7600.0
905,Justin Jefferson,MIN,WR,7600.0
878,Austin Ekeler,LAC,RB,7600.0
106,Julio Jones,ATL,WR,7500.0
318,Adam Thielen,MIN,WR,7500.0
398,Taysom Hill,NO,QB,7500.0
715,Drew Brees,NO,QB,7500.0
177,Tyler Lockett,SEA,WR,7400.0
246,Mike Davis,CAR,RB,7400.0
932,Jonathan Taylor,IND,RB,7400.0
726,Matt Ryan,ATL,QB,7400.0
232,Robert Woods,LAR,WR,7400.0
848,Josh Jacobs,LV,RB,7400.0
729,Matthew Stafford,DET,QB,7300.0
284,Teddy Bridgewater,CAR,QB,7300.0
859,David Montgomery,CHI,RB,7300.0
208,Allen Robinson,CHI,WR,7300.0
359,Baker Mayfield,CLE,QB,7300.0
104,Cam Newton,NE,QB,7300.0
402,Derek Carr,LV,QB,7200.0
424,Joe Mixon,CIN,RB,7200.0
137,Kirk Cousins,MIN,QB,7200.0
493,Chris Godwin,TB,WR,7200.0
647,Ronald Jones,TB,RB,7200.0
870,Cooper Kupp,LAR,WR,7100.0
868,Philip Rivers,IND,QB,7100.0
277,Mike Evans,TB,WR,7100.0
158,Darren Waller,LV,TE,7100.0
309,Ezekiel Elliott,DAL,RB,7000.0
79,James Robinson,JAX,RB,7000.0
207,Michael Thomas,NO,WR,7000.0
304,Mitchell Trubisky,CHI,QB,7000.0
617,DJ Moore,CAR,WR,7000.0
133,Nick Foles,CHI,QB,7000.0
764,Jalen Hurts,PHI,QB,6900.0
210,Raheem Mostert,SF,RB,6900.0
908,Brandon Aiyuk,SF,WR,6900.0
516,Terry McLaurin,WSH,WR,6900.0
781,Carson Wentz,PHI,QB,6900.0
423,Mark Andrews,BAL,TE,6800.0
134,TY Hilton,IND,WR,6800.0
830,Miles Sanders,PHI,RB,6800.0
640,Daniel Jones,NYG,QB,6800.0
664,Drew Lock,DEN,QB,6800.0
725,Diontae Johnson,PIT,WR,6800.0
936,Tua Tagovailoa,MIA,QB,6800.0
360,Nick Mullens,SF,QB,6800.0
466,Jimmy Garoppolo,SF,QB,6800.0
396,Corey Davis,TEN,WR,6800.0
941,D'Andre Swift,DET,RB,6700.0
171,Robby Anderson,CAR,WR,6700.0
505,JuJu Smith-Schuster,PIT,WR,6700.0
929,Cam Akers,LAR,RB,6700.0
109,Andy Dalton,DAL,QB,6700.0
254,Amari Cooper,DAL,WR,6700.0
591,Gardner Minshew,JAX,QB,6600.0
163,Mike Glennon,JAX,QB,6600.0
253,Kenyan Drake,ARI,RB,6600.0
30,Colt McCoy,NYG,QB,6600.0
646,Sam Darnold,NYJ,QB,6600.0
227,Brandin Cooks,HOU,WR,6600.0
924,Chase Daniel,DET,QB,6500.0
259,Brandon Allen,CIN,QB,6500.0
461,Kenny Golladay,DET,WR,6500.0
406,Ryan Finley,CIN,QB,6500.0
880,Alex Smith,WSH,QB,6500.0
937,Antonio Gibson,WSH,RB,6500.0
155,Jameis Winston,NO,QB,6500.0
885,Robert Tonyan,GB,TE,6500.0
862,Ryan Fitzpatrick,MIA,QB,6500.0
34,Antonio Brown,TB,WR,6500.0
858,Dwayne Haskins,WSH,QB,6500.0
153,Jamison Crowder,NYJ,WR,6400.0
263,Jarvis Landry,CLE,WR,6400.0
906,Clyde Edwards-Helaire,KC,RB,6400.0
364,Phillip Walker,CAR,QB,6400.0
27,Rob Gronkowski,TB,TE,6300.0
733,Joe Flacco,NYJ,QB,6300.0
272,Garrett Gilbert,DAL,QB,6300.0
285,DeVante Parker,MIA,WR,6300.0
635,Ben DiNucci,DAL,QB,6200.0
192,CJ Beathard,SF,QB,6200.0
506,Deebo Samuel,SF,WR,6200.0
855,Chase Claypool,PIT,WR,6200.0
144,Case Keenum,CLE,QB,6200.0
822,TJ Hockenson,DET,TE,6200.0
128,Robert Griffin,BAL,QB,6200.0
442,Jake Luton,JAX,QB,6200.0
340,James Conner,PIT,RB,6200.0
650,Nyheim Hines,IND,RB,6200.0
433,Curtis Samuel,CAR,WR,6200.0
118,Tyrod Taylor,LAC,QB,6200.0
138,Marvin Jones,DET,WR,6100.0
444,Kyle Allen,WSH,QB,6100.0
230,Matt Barkley,BUF,QB,6100.0
576,Brett Rypien,DEN,QB,6100.0
566,Jarrett Stidham,NE,QB,6100.0
245,Todd Gurley,ATL,RB,6100.0
867,Brian Hoyer,NE,QB,6100.0
453,Mason Rudolph,PIT,QB,6100.0
241,Jeff Driskel,DEN,QB,6100.0
338,Tyler Boyd,CIN,WR,6100.0
736,Josh McCown,HOU,QB,6000.0
213,Melvin Gordon,DEN,RB,6000.0
311,Danny Etling,SEA,QB,6000.0
649,Kyle Shurmur,CIN,QB,6000.0
308,Chris Streveler,ARI,QB,6000.0
