,Name,Team,Position,Salary
814,Cam Akers,LAR,RB,5600.0
143,Eric Ebron,PIT,TE,5600.0
117,TY Hilton,IND,WR,5600.0
133,Sammy Watkins,KC,WR,5600.0
463,Allen Lazard,GB,WR,5600.0
782,Chase Edmonds,ARI,RB,5500.0
392,Josh Reynolds,LAR,WR,5500.0
761,Julian Edelman,NE,WR,5500.0
839,Jalen Reagor,PHI,WR,5500.0
434,Ito Smith,ATL,RB,5500.0
758,Jared Cook,NO,TE,5500.0
322,Jordan Wilkins,IND,RB,5500.0
499,Myles Gaskin,MIA,RB,5500.0
735,Denzel Mims,NYJ,WR,5500.0
222,Cordarrelle Patterson,CHI,WR,5500.0
217,Trey Burton,IND,TE,5500.0
707,Mecole Hardman,KC,WR,5500.0
466,Tim Patrick,DEN,WR,5500.0
694,Devin Singletary,BUF,RB,5500.0
353,Rashard Higgins,CLE,WR,5400.0
247,DeAndre Washington,MIA,RB,5400.0
334,JD McKissic,WSH,RB,5400.0
206,Nelson Agholor,LV,WR,5400.0
31,Jimmy Graham,CHI,TE,5400.0
123,Cole Beasley,BUF,WR,5400.0
119,Lamar Miller,CHI,RB,5400.0
819,Henry Ruggs,LV,WR,5400.0
482,Hunter Renfrow,LV,WR,5400.0
712,La'Mical Perine,NYJ,RB,5400.0
432,Jeff Wilson,SF,RB,5400.0
313,Phillip Lindsay,DEN,RB,5300.0
646,Frank Gore,NYJ,RB,5300.0
30,Emmanuel Sanders,NO,WR,5300.0
287,Austin Hooper,CLE,TE,5300.0
771,Keelan Cole,JAC,WR,5300.0
168,Tevin Coleman,SF,RB,5300.0
631,JaMycal Hasty,SF,RB,5300.0
262,Demarcus Robinson,KC,WR,5300.0
393,Matt Breida,MIA,RB,5300.0
339,Chad Beebe,MIN,WR,5300.0
153,Logan Thomas,WSH,TE,5300.0
221,Damiere Byrd,NE,WR,5300.0
398,Sony Michel,NE,RB,5300.0
775,Kendrick Bourne,SF,WR,5200.0
808,Laviska Shenault,JAC,WR,5200.0
352,Jamaal Williams,GB,RB,5200.0
387,Russell Gage,ATL,WR,5200.0
198,Richard Rodgers,PHI,TE,5200.0
26,Golden Tate,NYG,WR,5200.0
470,Jordan Akins,HOU,TE,5200.0
93,AJ Green,CIN,WR,5200.0
827,Joshua Kelley,LAC,RB,5200.0
96,Randall Cobb,HOU,WR,5200.0
243,Malcolm Brown,LAR,RB,5200.0
570,Kerryon Johnson,DET,RB,5200.0
674,Darnell Mooney,CHI,WR,5100.0
370,Kalen Ballage,LAC,RB,5100.0
657,N'Keal Harry,NE,WR,5100.0
301,Alex Collins,SEA,RB,5100.0
364,Tyler Higbee,LAR,TE,5100.0
800,KJ Hamler,DEN,WR,5100.0
395,Richie James,SF,WR,5100.0
129,Josh Gordon,SEA,WR,5000.0
784,Ross Dwelley,SF,TE,5000.0
423,Justin Jackson,LAC,RB,5000.0
448,Bo Scarbrough,SEA,RB,5000.0
779,Danny Amendola,DET,WR,5000.0
95,Kyle Rudolph,MIN,TE,5000.0
218,Jordan Reed,SF,TE,5000.0
650,Larry Fitzgerald,ARI,WR,5000.0
770,David Moore,SEA,WR,5000.0
675,Collin Johnson,JAC,WR,5000.0
139,Devonta Freeman,NYG,RB,5000.0
53,PIT,PIT,DST,5000.0
616,Jalen Guyton,LAC,WR,4900.0
326,Anthony Miller,CHI,WR,4900.0
45,MIA,MIA,DST,4900.0
115,Mohamed Sanu,DET,WR,4900.0
403,Jacob Hollister,SEA,TE,4900.0
429,Qadree Ollison,ATL,RB,4900.0
134,Adam Humphries,TEN,WR,4900.0
106,Dontrelle Inman,WSH,WR,4900.0
253,CJ Prosise,HOU,RB,4900.0
742,Irv Smith,MIN,TE,4900.0
285,Jack Doyle,IND,TE,4900.0
598,Olamide Zaccheaus,ATL,WR,4900.0
213,Marvin Hall,DET,WR,4900.0
834,DeeJay Dallas,SEA,RB,4900.0
538,Preston Williams,MIA,WR,4900.0
100,Dion Lewis,NYG,RB,4900.0
292,Greg Ward,PHI,WR,4900.0
113,Alshon Jeffery,PHI,WR,4800.0
263,Darren Fells,HOU,TE,4800.0
248,Jakeem Grant,MIA,WR,4800.0
14,Deonte Harris,NO,WR,4800.0
437,D'Onta Foreman,TEN,RB,4800.0
541,Ty Johnson,NYJ,RB,4800.0
465,Ryan Nall,CHI,RB,4800.0
48,NO,NO,DST,4800.0
549,Antonio Callaway,MIA,WR,4800.0
588,Keke Coutee,HOU,WR,4800.0
436,James Washington,PIT,WR,4800.0
471,Tre'Quan Smith,NO,WR,4800.0
487,Tyron Johnson,LAC,WR,4800.0
130,Mo Alie-Cox,IND,TE,4800.0
468,Gerald Everett,LAR,TE,4800.0
838,Gabriel Davis,BUF,WR,4800.0
552,Andy Isabella,ARI,WR,4800.0
602,Van Jefferson,LAR,WR,4800.0
441,Patrick Laird,MIA,RB,4800.0
394,Zach Pascal,IND,WR,4800.0
831,AJ Dillon,GB,RB,4800.0
378,Braxton Berrios,NYJ,WR,4700.0
163,Kenny Stills,HOU,WR,4700.0
730,Quintez Cephus,DET,WR,4700.0
740,Troymaine Pope,LAC,RB,4700.0
368,Brandon Powell,ATL,WR,4700.0
427,David Njoku,CLE,TE,4700.0
397,Isaiah McKenzie,BUF,WR,4700.0
518,Olabisi Johnson,MIN,WR,4700.0
467,KeeSean Johnson,ARI,WR,4700.0
318,DaeSean Hamilton,DEN,WR,4700.0
459,Jeremy McNichols,TEN,RB,4700.0
526,Ray-Ray McCloud,PIT,WR,4700.0
122,Alfred Morris,NYG,RB,4700.0
411,Cam Sims,WSH,WR,4700.0
661,Bryan Edwards,LV,WR,4700.0
310,Zay Jones,LV,WR,4700.0
300,Corey Clement,PHI,RB,4700.0
663,Freddie Swain,SEA,WR,4700.0
219,Chris Conley,JAC,WR,4700.0
254,Tyler Eifert,JAC,TE,4700.0
56,SEA,SEA,DST,4700.0
476,D'Ernest Johnson,CLE,RB,4600.0
443,Royce Freeman,DEN,RB,4600.0
776,Anthony Firkser,TEN,TE,4600.0
19,Malik Taylor,GB,WR,4600.0
336,Trent Taylor,SF,WR,4600.0
244,Marcus Johnson,IND,WR,4600.0
505,Devine Ozigbo,JAC,RB,4600.0
778,Dan Arnold,ARI,TE,4600.0
704,Marquez Callaway,NO,WR,4600.0
375,Samaje Perine,CIN,RB,4600.0
209,Ty Montgomery,NO,RB,4600.0
457,Isaiah Ford,NE,WR,4600.0
768,Jamal Agnew,DET,WR,4600.0
662,Byron Pringle,KC,WR,4600.0
13,Darrius Shepherd,GB,WR,4600.0
594,Nick Westbrook-Ikhine,TEN,WR,4600.0
385,Darrel Williams,KC,RB,4600.0
539,Steven Sims,WSH,WR,4600.0
591,Jeff Smith,NYJ,WR,4600.0
458,Christian Blake,ATL,WR,4600.0
151,Tyler Kroft,BUF,TE,4600.0
621,JJ Arcega-Whiteside,PHI,WR,4600.0
815,DeMichael Harris,IND,WR,4600.0
341,Tyler Ervin,GB,RB,4600.0
41,IND,IND,DST,4600.0
710,Javon Wims,CHI,WR,4600.0
733,JJ Taylor,NE,RB,4600.0
138,Chris Thompson,JAC,RB,4600.0
688,Kalif Raymond,TEN,WR,4600.0
483,Mike Boone,MIN,RB,4600.0
687,Darrynton Evans,TEN,RB,4600.0
647,Austin Mack,NYG,WR,4600.0
716,Travis Homer,SEA,RB,4600.0
142,Mack Hollins,MIA,WR,4600.0
303,Peyton Barber,WSH,RB,4600.0
792,KhaDarel Hodge,CLE,WR,4600.0
824,Donovan Peoples-Jones,CLE,WR,4600.0
551,Tae Crowder,NYG,RB,4500.0
557,Kemah Siverand,LV,WR,4500.0
542,Gary Jennings,MIA,WR,4500.0
561,Kirk Merritt,MIA,WR,4500.0
560,Dalton Schoen,LAC,WR,4500.0
559,Isaiah Zuber,NE,WR,4500.0
550,Terry Godwin,JAC,WR,4500.0
543,Xavier Jones,LAR,RB,4500.0
553,Penny Hart,SEA,WR,4500.0
580,Emanuel Hall,WSH,WR,4500.0
563,Jared Pinkney,ATL,WR,4500.0
567,Lawrence Cager,NYJ,WR,4500.0
525,Deon Cain,PIT,WR,4500.0
569,Alec Ingold,LV,RB,4500.0
524,Anthony Jones,SEA,RB,4500.0
554,Quadree Henderson,PIT,WR,4500.0
573,KJ Osborn,MIN,WR,4500.0
532,Tyrell Williams,LV,WR,4500.0
555,John Kelly,CLE,RB,4500.0
520,James Gilbert,LAR,RB,4500.0
533,DeAndre Carter,CHI,WR,4500.0
579,Johnathon Johnson,WSH,WR,4500.0
536,Malik Henry,NO,WR,4500.0
581,Patrick Carr,SEA,RB,4500.0
547,Mike Weber,GB,RB,4500.0
545,KJ Hill,LAC,WR,4500.0
0,Christian Wade,BUF,RB,4500.0
670,Greg Dortch,LAR,WR,4500.0
584,Hakeem Butler,PHI,WR,4500.0
585,Karan Higdon,HOU,RB,4500.0
764,Adam Shaheen,MIA,TE,4500.0
760,Matthew Slater,NE,WR,4500.0
756,Quez Watkins,PHI,WR,4500.0
755,Rashad Medaris,ARI,WR,4500.0
752,Binjimen Victor,NYG,WR,4500.0
751,Tony Jones,NO,RB,4500.0
747,Aleva Hifo,KC,WR,4500.0
746,Anthony Johnson,PIT,WR,4500.0
741,Adrian Killins,PHI,RB,4500.0
739,Isaiah Wright,WSH,WR,4500.0
737,Patrick Taylor,GB,RB,4500.0
736,Trishton Jackson,LAR,WR,4500.0
734,Gabe Nabers,LAC,RB,4500.0
732,Raymond Calais,LAR,RB,4500.0
731,Malcolm Perry,MIA,RB,4500.0
727,Joe Reed,LAC,WR,4500.0
724,Sean Riley,NE,WR,4500.0
722,Aaron Fuller,SEA,WR,4500.0
721,Seth Dawkins,SEA,WR,4500.0
718,Tino Ellis,MIA,WR,4500.0
717,Maurice Ffrench,KC,WR,4500.0
715,Quartney Davis,MIN,WR,4500.0
713,Tyrie Cleveland,DEN,WR,4500.0
766,Chad Williams,KC,WR,4500.0
767,Tarik Cohen,CHI,RB,4500.0
774,CJ Board,NYG,WR,4500.0
812,Scottie Phillips,HOU,RB,4500.0
843,Jermiah Braswell,ARI,WR,4500.0
842,Sirgeo Hoffman,ARI,RB,4500.0
837,Darwin Thompson,KC,RB,4500.0
836,Antonio Gandy-Golden,WSH,WR,4500.0
835,Jeff Thomas,NE,WR,4500.0
833,Easop Winston,LAR,WR,4500.0
832,Terry Wright,MIA,WR,4500.0
830,Isaiah Hodgins,BUF,WR,4500.0
829,Cody White,PIT,WR,4500.0
828,Damion Willis,CIN,WR,4500.0
811,Javon Leake,WSH,RB,4500.0
783,Daurice Fountain,IND,WR,4500.0
810,JoJo Ward,ARI,WR,4500.0
807,Noah Igbinoghene,MIA,WR,4500.0
805,Ahmad Wagner,CHI,WR,4500.0
804,Lynn Bowden,MIA,WR,4500.0
801,John Hightower,PHI,WR,4500.0
799,Dominique Dafney,GB,WR,4500.0
798,Nick Easley,BUF,WR,4500.0
795,Eno Benjamin,ARI,RB,4500.0
790,Vyncint Smith,NYJ,WR,4500.0
787,De'Lance Turner,MIA,RB,4500.0
711,Tyler Simmons,HOU,WR,4500.0
709,Brian Herrien,CLE,RB,4500.0
708,Elijah Holyfield,PHI,RB,4500.0
612,Brandon Polk,LAR,WR,4500.0
627,Sutton Smith,SEA,RB,4500.0
624,LeVante Bellamy,DEN,RB,4500.0
623,Ja'Marcus Bradley,CLE,WR,4500.0
622,Michael Jacquet,PHI,WR,4500.0
620,Trenton Irwin,CIN,WR,4500.0
619,Cameron Scarlett,TEN,RB,4500.0
618,Bryce Love,WSH,RB,4500.0
615,Equanimeous St Brown,GB,WR,4500.0
614,Dexter Williams,GB,RB,4500.0
613,Chris Finke,SF,WR,4500.0
611,Juwan Johnson,NO,WR,4500.0
630,Deontay Burnett,PHI,WR,4500.0
610,Ryquell Armstead,JAC,RB,4500.0
608,Josh Adams,NYJ,RB,4500.0
606,Scotty Washington,CIN,WR,4500.0
604,DaMarkus Lodge,CIN,WR,4500.0
596,Dan Chisena,MIN,WR,4500.0
595,Saquon Barkley,NYG,RB,4500.0
593,Michael Walker,JAC,WR,4500.0
590,Auden Tate,CIN,WR,4500.0
589,Tony Brown,WSH,WR,4500.0
587,Jordan Glasgow,IND,RB,4500.0
629,John Ursua,SEA,WR,4500.0
636,Ted Ginn,CHI,WR,4500.0
705,Kalija Lipscomb,GB,WR,4500.0
677,Darius Anderson,IND,RB,4500.0
703,Devwah Whaley,CIN,RB,4500.0
701,Kelvin Harmon,WSH,WR,4500.0
700,Lil'Jordan Humphrey,NO,WR,4500.0
698,Damarea Crockett,DEN,RB,4500.0
696,Ryan Becker,ARI,WR,4500.0
693,Harrison Bryant,CLE,TE,4500.0
692,CJ Ham,MIN,RB,4500.0
686,Chester Rogers,TEN,WR,4500.0
681,Jason Huntley,PHI,RB,4500.0
678,Tavien Feaster,DET,RB,4500.0
676,Trayveon Williams,CIN,RB,4500.0
643,DeSean Jackson,PHI,WR,4500.0
671,Stephen Sullivan,SEA,WR,4500.0
516,George Campbell,NYJ,WR,4500.0
668,Dezmon Patmon,IND,WR,4500.0
665,Riley Ridley,CHI,WR,4500.0
664,Josh Hammond,JAC,WR,4500.0
658,Dillon Mitchell,MIN,WR,4500.0
654,Jonathan Ward,ARI,RB,4500.0
651,Devin Gray,ATL,WR,4500.0
649,Jaleel Scott,NYJ,WR,4500.0
648,Antonio Williams,BUF,RB,4500.0
517,Jacques Patrick,CIN,RB,4500.0
844,Keelan Doss,LV,WR,4500.0
515,Jauan Jennings,SF,WR,4500.0
189,Dare Ogunbowale,JAC,RB,4500.0
236,Jeremy Hill,LV,RB,4500.0
234,Odell Beckham,CLE,WR,4500.0
232,Jonathan Williams,DET,RB,4500.0
229,TJ Yeldon,BUF,RB,4500.0
226,Jordan Matthews,SF,WR,4500.0
211,Paul Perkins,IND,RB,4500.0
204,Marqise Lee,NE,WR,4500.0
201,Pharaoh Brown,HOU,TE,4500.0
195,Maurice Harris,NO,WR,4500.0
194,DJ Foster,ARI,RB,4500.0
192,Alex Erickson,CIN,WR,4500.0
190,Derek Watt,PIT,RB,4500.0
183,Rod Smith,NYG,RB,4500.0
514,Chandler Cox,MIA,RB,4500.0
182,Devin Smith,HOU,WR,4500.0
179,Austin Carr,NO,WR,4500.0
178,Dan Vitale,NE,RB,4500.0
174,Bennie Fowler,NO,WR,4500.0
173,Devin Funchess,GB,WR,4500.0
172,Jehu Chesson,NYJ,WR,4500.0
171,Amara Darboh,PIT,WR,4500.0
167,Cody Latimer,WSH,WR,4500.0
165,Jake Kumerow,BUF,WR,4500.0
162,Damien Williams,KC,RB,4500.0
161,Rex Burkhead,NE,RB,4500.0
160,Andy Janovich,CLE,RB,4500.0
237,Cody Core,NYG,WR,4500.0
239,Fred Brown,DEN,WR,4500.0
327,Victor Bolden,DET,WR,4500.0
297,Jester Weah,WSH,WR,4500.0
324,Quincy Adeboyejo,NE,WR,4500.0
321,Dalyn Dawkins,DET,RB,4500.0
320,Laquon Treadwell,ATL,WR,4500.0
319,Chris Thompson,SF,WR,4500.0
315,John Ross,CIN,WR,4500.0
312,Khalfani Muhammad,ARI,RB,4500.0
311,Trevor Davis,WSH,WR,4500.0
309,Andre Patton,MIA,WR,4500.0
308,Taquan Mizzell,NYG,WR,4500.0
307,Marcell Ateman,LV,WR,4500.0
305,Ralph Webb,PIT,RB,4500.0
304,J'Mon Moore,HOU,WR,4500.0
289,Derrick Willies,CLE,WR,4500.0
240,Corey Coleman,NYG,WR,4500.0
288,Elijah Wellman,GB,RB,4500.0
286,Steven Mitchell,HOU,WR,4500.0
276,Kyle Juszczyk,SF,RB,4500.0
268,Ryan Switzer,CLE,WR,4500.0
265,Wendell Smallwood,PIT,RB,4500.0
261,Dwayne Washington,NO,RB,4500.0
257,Geremy Davis,DET,WR,4500.0
255,Jalen Richard,LV,RB,4500.0
251,Senorise Perry,TEN,RB,4500.0
246,Josh Doctson,NYJ,WR,4500.0
245,Marquise Goodwin,PHI,WR,4500.0
242,Gehrig Dieter,KC,WR,4500.0
159,Ameer Abdullah,MIN,RB,4500.0
157,Paul Richardson,SEA,WR,4500.0
155,Tavon Austin,GB,WR,4500.0
23,Craig Reynolds,JAC,RB,4500.0
72,Devin Phelps,ARI,WR,4500.0
69,Marvelle Ross,JAC,WR,4500.0
68,Zimari Manning,DEN,WR,4500.0
67,Matt Cole,MIA,WR,4500.0
66,Mason Kinsey,NE,WR,4500.0
65,Kristian Wilkerson,NE,WR,4500.0
64,Isaiah Coulter,HOU,WR,4500.0
60,John Hurst,LAC,WR,4500.0
44,LAR,LAR,DST,4500.0
29,Andre Roberts,BUF,WR,4500.0
25,Justice Shelton-Mosley,KC,WR,4500.0
24,Gunner Olszewski,NE,WR,4500.0
21,Tom Kennedy,DET,WR,4500.0
154,Trey Edmunds,PIT,RB,4500.0
20,Jason Moore,LAC,WR,4500.0
18,Bruce Anderson,IND,RB,4500.0
17,Wes Hills,DET,RB,4500.0
12,Ashton Dulin,IND,WR,4500.0
10,Thomas Ives,CHI,WR,4500.0
9,Reggie White,NYG,WR,4500.0
8,Alex Wesley,CHI,WR,4500.0
7,Emmanuel Butler,NO,WR,4500.0
6,Trinity Benson,DEN,WR,4500.0
5,Alexander Hollins,MIN,WR,4500.0
4,Davion Davis,MIN,WR,4500.0
2,Nsimba Webster,LAR,WR,4500.0
73,Shane Leatherbury,ARI,WR,4500.0
75,JJ Koski,LAR,WR,4500.0
76,Earnest Edwards,LAR,WR,4500.0
78,Chris Rowland,ATL,WR,4500.0
152,Michael Burton,NO,RB,4500.0
148,Phillip Dorsett,SEA,WR,4500.0
147,Allen Hurns,MIA,WR,4500.0
146,Darius Jennings,LAC,WR,4500.0
131,Jaron Brown,ARI,WR,4500.0
125,Brandon Bolden,NE,RB,4500.0
124,Josh Bellamy,NYJ,WR,4500.0
118,Travis Benjamin,SF,WR,4500.0
109,Nick Bellore,SEA,RB,4500.0
108,Chris Hogan,NYJ,WR,4500.0
107,Patrick DiMarco,BUF,RB,4500.0
105,Bruce Miller,JAC,RB,4500.0
102,Dwayne Harris,CHI,WR,4500.0
99,Anthony Sherman,KC,RB,4500.0
98,Taiwan Jones,BUF,RB,4500.0
91,Pete Guerriero,NYJ,RB,4500.0
89,Jeff Cotton,LAC,WR,4500.0
88,Rysen John,NYG,WR,4500.0
86,Sandro Platzgummer,NYG,RB,4500.0
85,Reggie Begelton,GB,WR,4500.0
83,Jordan Jones,GB,RB,4500.0
