,Unnamed: 0,Unnamed: 0.1,Name,Team,Position,Salary
0,0,385,Dalvin Cook,MIN,RB,10500.0
1,1,398,Christian McCaffrey,CAR,RB,10000.0
2,2,311,Alvin Kamara,NO,RB,9700.0
3,3,336,Davante Adams,GB,WR,9500.0
4,4,454,Patrick Mahomes,KC,QB,9200.0
5,5,541,Kyler Murray,ARI,QB,9100.0
6,6,641,Aaron Rodgers,GB,QB,9000.0
7,7,103,DeAndre Hopkins,ARI,WR,8800.0
8,8,108,Russell Wilson,SEA,QB,8800.0
9,9,379,Tyreek Hill,KC,WR,8500.0
10,10,648,Justin Herbert,LAC,QB,8500.0
11,11,526,Lamar Jackson,BAL,QB,8400.0
12,12,278,Aaron Jones,GB,RB,8200.0
13,13,613,Drew Brees,NO,QB,8200.0
14,14,738,DK Metcalf,SEA,WR,8200.0
15,15,261,Derrick Henry,TEN,RB,8200.0
16,16,169,Michael Thomas,NO,WR,8200.0
17,17,89,Julio Jones,ATL,WR,8100.0
18,18,377,Nick Chubb,CLE,RB,8100.0
19,19,621,Ben Roethlisberger,PIT,QB,8000.0
20,20,232,Travis Kelce,KC,TE,8000.0
21,21,178,Keenan Allen,LAC,WR,8000.0
22,22,257,Ezekiel Elliott,DAL,RB,8000.0
23,23,265,Adam Thielen,MIN,WR,7900.0
24,24,612,Tom Brady,TB,QB,7900.0
25,25,570,Chris Carson,SEA,RB,7800.0
26,26,585,Calvin Ridley,ATL,WR,7800.0
27,27,623,Matt Ryan,ATL,QB,7800.0
28,28,143,Tyler Lockett,SEA,WR,7800.0
29,29,715,Miles Sanders,PHI,RB,7700.0
30,30,533,Joe Burrow,CIN,QB,7700.0
31,31,395,Deshaun Watson,HOU,QB,7700.0
32,32,87,Cam Newton,NE,QB,7600.0
33,33,733,Josh Jacobs,LV,RB,7500.0
34,34,735,AJ Brown,TEN,WR,7500.0
35,35,625,Matthew Stafford,DET,QB,7500.0
36,36,356,Joe Mixon,CIN,RB,7500.0
37,37,672,Carson Wentz,PHI,QB,7400.0
38,38,202,Mike Davis,CAR,RB,7400.0
39,39,106,Ryan Tannehill,TEN,QB,7300.0
40,40,432,Terry McLaurin,WSH,WR,7300.0
41,41,126,Jameis Winston,NO,QB,7200.0
42,42,66,James Robinson,JAC,RB,7200.0
43,43,412,Chris Godwin,TB,WR,7200.0
44,44,249,Jared Goff,LAR,QB,7200.0
45,45,233,Teddy Bridgewater,CAR,QB,7200.0
46,46,227,Mike Evans,TB,WR,7100.0
47,47,522,DJ Moore,CAR,WR,7100.0
48,48,111,Kirk Cousins,MIN,QB,7100.0
49,49,309,Will Fuller,HOU,WR,7100.0
50,50,128,Darren Waller,LV,TE,7000.0
51,51,388,Kenny Golladay,DET,WR,7000.0
52,52,191,Robert Woods,LAR,WR,7000.0
53,53,335,Derek Carr,LV,QB,7000.0
54,54,751,Philip Rivers,IND,QB,7000.0
55,55,301,Baker Mayfield,CLE,QB,7000.0
56,56,283,James Conner,PIT,RB,7000.0
