,Unnamed: 0,Unnamed: 0.1,Name,Team,Position,Salary
159,159,642,Jordan Love,GB,QB,6000.0
160,160,479,Jake Browning,MIN,QB,6000.0
161,161,109,Robert Griffin,BAL,QB,6000.0
162,162,797,Chase Daniel,DET,QB,6000.0
163,163,62,Reid Sinnett,MIA,QB,6000.0
164,164,799,Jordan Ta'amu,KC,QB,6000.0
165,165,301,Phillip Lindsay,DEN,RB,6000.0
166,166,68,Kevin Davidson,CLE,QB,6000.0
167,167,738,Chase Claypool,PIT,WR,6000.0
168,168,476,Bryce Perkins,LAR,QB,6000.0
169,169,504,Riley Neal,DEN,QB,6000.0
170,170,632,Matt Moore,KC,QB,6000.0
171,171,284,Joshua Dobbs,PIT,QB,6000.0
172,172,371,David Blough,DET,QB,6000.0
173,173,788,CeeDee Lamb,DAL,WR,6000.0
174,174,308,Phillip Walker,CAR,QB,6000.0
175,175,93,Blaine Gabbert,TB,QB,6000.0
176,176,727,Cole McDonald,TEN,QB,6000.0
177,177,462,DeShone Kizer,LV,QB,6000.0
178,178,643,Khalil Tate,PHI,QB,6000.0
179,179,826,Devlin Hodges,PIT,QB,6000.0
180,180,79,Jalen Morton,GB,QB,6000.0
181,181,591,Brian Lewerke,NE,QB,6000.0
182,182,555,Kyle Shurmur,KC,QB,6000.0
183,183,407,Clayton Thorson,NYG,QB,6000.0
184,184,134,Jameis Winston,NO,QB,6000.0
185,185,518,Travis Jonsen,TB,QB,6000.0
186,186,745,Chad Henne,KC,QB,6000.0
187,187,813,Joshua Kelley,LAC,RB,5900.0
188,188,377,Leonard Fournette,TB,RB,5900.0
189,189,568,Hayden Hurst,ATL,TE,5900.0
190,190,781,Brandon Aiyuk,SF,WR,5900.0
191,191,140,Giovani Bernard,CIN,RB,5900.0
192,192,762,Robert Tonyan,GB,TE,5900.0
193,193,277,Mike Williams,LAC,WR,5900.0
194,194,789,Marquise Brown,BAL,WR,5900.0
195,195,744,Jared Cook,NO,TE,5800.0
196,196,222,Jarvis Landry,CLE,WR,5800.0
197,197,741,David Montgomery,CHI,RB,5800.0
198,198,91,AJ Green,CIN,WR,5800.0
199,199,409,Justin Jackson,LAC,RB,5800.0
200,200,432,Deebo Samuel,SF,WR,5800.0
201,201,353,Tyler Higbee,LAR,TE,5700.0
202,202,706,Noah Fant,DEN,TE,5700.0
203,203,285,Greg Ward,PHI,WR,5700.0
204,204,747,Julian Edelman,NE,WR,5700.0
205,205,483,Myles Gaskin,MIA,RB,5700.0
206,206,805,Henry Ruggs,LV,WR,5700.0
207,207,683,Devin Singletary,BUF,RB,5700.0
208,208,618,JaMycal Hasty,SF,RB,5600.0
209,209,496,Scotty Miller,TB,WR,5600.0
210,210,94,Mark Ingram,BAL,RB,5600.0
211,211,292,Hunter Henry,LAC,TE,5600.0
212,212,25,Rob Gronkowski,TB,TE,5600.0
213,213,398,John Brown,BUF,WR,5600.0
214,214,825,Jalen Reagor,PHI,WR,5600.0
215,215,311,Evan Engram,NYG,TE,5600.0
216,216,666,Michael Gallup,DAL,WR,5600.0
217,217,806,Jerry Jeudy,DEN,WR,5600.0
218,218,115,TY Hilton,IND,WR,5500.0
219,219,765,Dallas Goedert,PHI,TE,5500.0
220,220,135,Devonta Freeman,NYG,RB,5500.0
221,221,585,Damien Harris,NE,RB,5500.0
222,222,160,Sterling Shepard,NYG,WR,5500.0
223,223,441,Mike Gesicki,MIA,TE,5500.0
224,224,118,Marvin Jones,DET,WR,5500.0
225,225,342,Rashard Higgins,CLE,WR,5500.0
226,226,26,Golden Tate,NYG,WR,5500.0
227,227,276,Wayne Gallman,NYG,RB,5400.0
228,228,694,Mecole Hardman,KC,WR,5400.0
229,229,455,Tim Patrick,DEN,WR,5400.0
230,230,627,Adrian Peterson,DET,RB,5400.0
231,231,372,Curtis Samuel,CAR,WR,5400.0
232,232,668,Zack Moss,BUF,RB,5400.0
233,233,31,Jimmy Graham,CHI,TE,5400.0
234,234,338,Corey Davis,TEN,WR,5400.0
235,235,255,Demarcus Robinson,KC,WR,5300.0
236,236,207,Trey Burton,IND,TE,5300.0
237,237,186,James White,NE,RB,5300.0
238,238,190,Richard Rodgers,PHI,TE,5300.0
239,239,458,Tre'Quan Smith,NO,WR,5300.0
240,240,130,Sammy Watkins,KC,WR,5300.0
241,241,698,Lamical Perine,NYJ,RB,5300.0
242,242,120,Cole Beasley,BUF,WR,5300.0
243,243,376,Russell Gage,ATL,WR,5300.0
244,244,787,John Hightower,PHI,WR,5300.0
245,245,403,Dalton Schultz,DAL,TE,5200.0
246,246,291,Corey Clement,PHI,RB,5200.0
247,247,524,Preston Williams,MIA,WR,5200.0
248,248,157,Rex Burkhead,NE,RB,5200.0
249,249,279,Austin Hooper,CLE,TE,5200.0
250,250,381,Zach Pascal,IND,WR,5200.0
251,251,810,Donovan Peoples-Jones,CLE,WR,5200.0
252,252,662,Darnell Mooney,CHI,WR,5200.0
253,253,391,Brian Hill,ATL,RB,5200.0
254,254,637,Tyler Johnson,TB,WR,5200.0
255,255,233,Malcolm Brown,LAR,RB,5200.0
256,256,253,Latavius Murray,NO,RB,5100.0
257,257,687,Benny Snell,PIT,RB,5100.0
258,258,288,Marquez Valdes-Scantling,GB,WR,5100.0
259,259,430,Royce Freeman,DEN,RB,5100.0
260,260,468,Hunter Renfrow,LV,WR,5100.0
261,261,645,N'Keal Harry,NE,WR,5100.0
262,262,601,Jalen Guyton,LAC,WR,5100.0
263,263,314,Anthony Miller,CHI,WR,5100.0
264,264,139,Eric Ebron,PIT,TE,5100.0
265,265,796,JK Dobbins,BAL,RB,5100.0
266,266,629,DeSean Jackson,PHI,WR,5000.0
267,267,634,Frank Gore,NYJ,RB,5000.0
268,268,414,David Njoku,CLE,TE,5000.0
269,269,251,Breshad Perriman,NYJ,WR,5000.0
270,270,540,Tae Crowder,NYG,RB,5000.0
271,271,385,Sony Michel,NE,RB,5000.0
272,272,768,Trenton Cannon,CAR,RB,5000.0
273,273,379,Josh Reynolds,LAR,WR,5000.0
274,274,759,Kendrick Bourne,SF,WR,5000.0
275,275,43,Kansas City Chiefs,KC,DST,5000.0
276,276,111,Alshon Jeffery,PHI,WR,5000.0
277,277,800,Cam Akers,LAR,RB,5000.0
278,278,127,Josh Gordon,SEA,WR,5000.0
279,279,424,James Washington,PIT,WR,5000.0
280,280,131,Adam Humphries,TEN,WR,5000.0
281,281,128,Mo Alie-Cox,IND,TE,5000.0
282,282,198,Nelson Agholor,LV,WR,5000.0
283,283,682,Harrison Bryant,CLE,TE,5000.0
284,284,164,Tevin Coleman,SF,RB,5000.0
285,285,450,Allen Lazard,GB,WR,5000.0
286,286,175,Carlos Hyde,SEA,RB,5000.0
287,287,691,Marquez Callaway,NO,WR,5000.0
288,288,644,Greg Olsen,SEA,TE,4900.0
289,289,57,Tampa Bay Buccaneers,TB,DST,4900.0
290,290,211,Damiere Byrd,NE,WR,4900.0
291,291,556,Nyheim Hines,IND,RB,4900.0
292,292,824,Gabriel Davis,BUF,WR,4900.0
293,293,763,Danny Amendola,DET,WR,4900.0
294,294,45,Los Angeles Rams,LAR,DST,4900.0
295,295,755,David Moore,SEA,WR,4900.0
296,296,723,Denzel Mims,NYJ,WR,4900.0
297,297,530,Ke'Shawn Vaughn,TB,RB,4900.0
298,298,582,Olamide Zaccheaus,ATL,WR,4900.0
299,299,702,Travis Homer,SEA,RB,4900.0
300,300,562,Kerryon Johnson,DET,RB,4900.0
301,301,605,JJ Arcega-Whiteside,PHI,WR,4900.0
302,302,380,Matt Breida,MIA,RB,4800.0
303,303,412,Reggie Bonnafon,CAR,RB,4800.0
304,304,401,Cameron Brate,TB,TE,4800.0
305,305,444,Christian Blake,ATL,WR,4800.0
306,306,271,Devontae Booker,LV,RB,4800.0
307,307,469,Mike Boone,MIN,RB,4800.0
308,308,785,KJ Hamler,DEN,WR,4800.0
309,309,677,Kalif Raymond,TEN,WR,4800.0
310,310,42,Indianapolis Colts,IND,DST,4800.0
311,311,658,Cedrick Wilson,DAL,WR,4800.0
312,312,650,Byron Pringle,KC,WR,4800.0
313,313,463,D'Ernest Johnson,CLE,RB,4800.0
314,314,278,Jack Doyle,IND,TE,4800.0
315,315,689,Devin Duvernay,BAL,WR,4800.0
316,316,818,AJ Dillon,GB,RB,4800.0
317,317,145,Tyler Kroft,BUF,TE,4800.0
318,318,443,Isaiah Ford,MIA,WR,4800.0
319,319,760,Anthony Firkser,TEN,TE,4800.0
320,320,212,Cordarrelle Patterson,CHI,WR,4700.0
321,321,327,Tyler Ervin,GB,RB,4700.0
322,322,685,Albert Okwuegbunam,DEN,TE,4700.0
323,323,422,Ito Smith,ATL,RB,4700.0
324,324,331,Willie Snead,BAL,WR,4700.0
325,325,375,Darrel Williams,KC,RB,4700.0
326,326,368,Braxton Berrios,NYJ,WR,4700.0
327,327,676,Darrynton Evans,TEN,RB,4700.0
328,328,586,Van Jefferson,LAR,WR,4700.0
329,329,59,Baltimore Ravens,BAL,DST,4700.0
330,330,366,Samaje Perine,CIN,RB,4700.0
331,331,340,Taysom Hill,NO,TE,4700.0
332,332,320,Jordan Howard,MIA,RB,4700.0
333,333,725,Ian Thomas,CAR,TE,4700.0
334,334,14,Deonte Harris,NO,WR,4700.0
335,335,561,Tony Pollard,DAL,RB,4700.0
336,336,358,Brandon Powell,ATL,WR,4700.0
337,337,105,Chris Hogan,NYJ,WR,4700.0
338,338,113,Mohamed Sanu,SF,WR,4600.0
339,339,100,Dion Lewis,NYG,RB,4600.0
340,340,305,DaeSean Hamilton,DEN,WR,4600.0
341,341,374,Dontrell Hilliard,CLE,RB,4600.0
342,342,302,John Ross,CIN,WR,4600.0
343,343,767,Justin Watson,TB,WR,4600.0
344,344,52,Philadelphia Eagles,PHI,DST,4600.0
345,345,384,Isaiah McKenzie,BUF,WR,4600.0
346,346,41,Tennessee Titans,TEN,DST,4600.0
347,347,19,Malik Taylor,GB,WR,4600.0
348,348,15,Donald Parham,LAC,TE,4600.0
349,349,576,Jeff Smith,NYJ,WR,4600.0
350,350,821,DeeJay Dallas,SEA,RB,4600.0
351,351,575,Auden Tate,CIN,WR,4600.0
352,352,721,JJ Taylor,NE,RB,4600.0
353,353,716,Quintez Cephus,DET,WR,4600.0
354,354,439,Noah Brown,DAL,WR,4600.0
355,355,185,Alex Erickson,CIN,WR,4600.0
356,356,635,Austin Mack,NYG,WR,4600.0
357,357,630,LeSean McCoy,TB,RB,4600.0
358,358,310,Jordan Wilkins,IND,RB,4600.0
359,359,282,Gus Edwards,BAL,RB,4600.0
360,360,649,Bryan Edwards,LV,WR,4600.0
361,361,651,Freddie Swain,SEA,WR,4600.0
362,362,663,Trayveon Williams,CIN,RB,4600.0
363,363,239,Jakeem Grant,MIA,WR,4600.0
364,364,617,Deontay Burnett,PHI,WR,4600.0
365,365,558,Lawrence Cager,NYJ,WR,4600.0
366,366,203,Marvin Hall,DET,WR,4600.0
367,367,201,Ty Montgomery,NO,RB,4600.0
368,368,448,Will Dissly,SEA,TE,4600.0
369,369,449,Drew Sample,CIN,TE,4600.0
370,370,714,Joe Reed,LAC,WR,4600.0
371,371,697,Javon Wims,CHI,WR,4600.0
372,372,572,Hakeem Butler,PHI,WR,4500.0
373,373,551,Aca'Cedric Ware,TB,RB,4500.0
374,374,505,James Gilbert,LAR,RB,4500.0
375,375,533,Xavier Jones,LAR,RB,4500.0
376,376,541,Penny Hart,SEA,WR,4500.0
377,377,502,Jacques Patrick,CIN,RB,4500.0
378,378,503,Olabisi Johnson,MIN,WR,4500.0
379,379,509,Anthony Jones,SEA,RB,4500.0
380,380,539,Jordan Scarlett,CAR,RB,4500.0
381,381,501,George Campbell,NYJ,WR,4500.0
382,382,554,Jared Pinkney,ATL,WR,4500.0
383,383,535,KJ Hill,LAC,WR,4500.0
384,384,557,Jakobi Meyers,NE,WR,4500.0
385,385,560,Alec Ingold,LV,RB,4500.0
386,386,545,Kemah Siverand,LV,WR,4500.0
387,387,532,James Proche,BAL,WR,4500.0
388,388,550,Kirk Merritt,MIA,WR,4500.0
389,389,510,Deon Cain,PIT,WR,4500.0
390,390,548,Dalton Schoen,LAC,WR,4500.0
391,391,517,Tyrell Williams,LV,WR,4500.0
392,392,547,Isaiah Zuber,NE,WR,4500.0
393,393,565,KJ Osborn,MIN,WR,4500.0
394,394,543,Quadree Henderson,PIT,WR,4500.0
395,395,522,Malik Henry,NO,WR,4500.0
396,396,544,John Kelly,CLE,RB,4500.0
397,397,523,Omar Bayless,CAR,WR,4500.0
398,398,528,Ty Johnson,NYJ,RB,4500.0
399,399,529,Gary Jennings,MIA,WR,4500.0
400,400,570,Patrick Carr,SEA,RB,4500.0
401,401,537,Mike Weber,KC,RB,4500.0
402,402,659,Stephen Sullivan,SEA,WR,4500.0
403,403,574,Jordan Glasgow,IND,RB,4500.0
404,404,578,Nick Westbrook-Ikhine,TEN,WR,4500.0
405,405,753,Tarik Cohen,CHI,RB,4500.0
406,406,752,Chad Williams,KC,WR,4500.0
407,407,746,Matthew Slater,NE,WR,4500.0
408,408,742,Quez Watkins,PHI,WR,4500.0
409,409,740,Binjimen Victor,NYG,WR,4500.0
410,410,739,Tony Jones,NO,RB,4500.0
411,411,735,Aleva Hifo,KC,WR,4500.0
412,412,734,Anthony Johnson,PIT,WR,4500.0
413,413,730,Irv Smith,MIN,TE,4500.0
414,414,729,Adrian Killins,PHI,RB,4500.0
415,415,728,Troymaine Pope,LAC,RB,4500.0
416,416,726,Patrick Taylor,GB,RB,4500.0
417,417,724,Trishton Jackson,LAR,WR,4500.0
418,418,722,Gabe Nabers,LAC,RB,4500.0
419,419,720,Rico Dowdle,DAL,RB,4500.0
420,420,719,Antoine Wesley,BAL,WR,4500.0
421,421,718,Raymond Calais,LAR,RB,4500.0
422,422,717,Malcolm Perry,MIA,RB,4500.0
423,423,711,Sean Riley,NE,WR,4500.0
424,424,709,Aaron Fuller,SEA,WR,4500.0
425,425,708,Seth Dawkins,SEA,WR,4500.0
426,426,754,Alex Armah,CAR,RB,4500.0
427,427,758,CJ Board,NYG,WR,4500.0
428,428,761,Patrick Ricard,BAL,RB,4500.0
429,429,798,Javon Leake,NYG,RB,4500.0
430,430,823,Darwin Thompson,KC,RB,4500.0
431,431,822,Jeff Thomas,NE,WR,4500.0
432,432,820,Easop Winston,LAR,WR,4500.0
433,433,819,Terry Wright,MIA,WR,4500.0
434,434,817,Isaiah Hodgins,BUF,WR,4500.0
435,435,816,Cody White,PIT,WR,4500.0
436,436,815,Damion Willis,CIN,WR,4500.0
437,437,809,Stephen Guidry,DAL,WR,4500.0
438,438,801,De'Michael Harris,IND,WR,4500.0
439,439,795,Noah Igbinoghene,MIA,WR,4500.0
440,440,764,Brandon Zylstra,CAR,WR,4500.0
441,441,793,Ahmad Wagner,CHI,WR,4500.0
442,442,792,Lynn Bowden,MIA,WR,4500.0
443,443,791,Salvon Ahmed,MIA,RB,4500.0
444,444,786,Michael Warren,CAR,RB,4500.0
445,445,784,Dominique Dafney,GB,WR,4500.0
446,446,783,Nick Easley,BUF,WR,4500.0
447,447,778,KhaDarel Hodge,CLE,WR,4500.0
448,448,776,Vyncint Smith,NYJ,WR,4500.0
449,449,773,De'Lance Turner,MIA,RB,4500.0
450,450,705,Tino Ellis,MIA,WR,4500.0
451,451,704,Justice Hill,BAL,RB,4500.0
452,452,703,Maurice Ffrench,KC,WR,4500.0
453,453,599,Dexter Williams,GB,RB,4500.0
454,454,616,John Ursua,SEA,WR,4500.0
455,455,613,Sutton Smith,SEA,RB,4500.0
456,456,609,Francis Bernard,DAL,RB,4500.0
457,457,608,LeVante Bellamy,DEN,RB,4500.0
458,458,607,Ja'Marcus Bradley,CLE,WR,4500.0
459,459,606,Michael Jacquet,PHI,WR,4500.0
460,460,604,Trenton Irwin,CIN,WR,4500.0
461,461,603,Cameron Scarlett,TEN,RB,4500.0
462,462,600,Equanimeous St Brown,GB,WR,4500.0
463,463,598,Chris Finke,SF,WR,4500.0
464,464,636,Antonio Williams,BUF,RB,4500.0
465,465,597,Miles Boykin,BAL,WR,4500.0
466,466,596,Brandon Polk,LAR,WR,4500.0
467,467,595,Juwan Johnson,NO,WR,4500.0
468,468,593,Josh Adams,NYJ,RB,4500.0
469,469,592,Darrell Stewart,CAR,WR,4500.0
470,470,590,Scotty Washington,CIN,WR,4500.0
471,471,588,DaMarkus Lodge,CIN,WR,4500.0
472,472,580,Dan Chisena,MIN,WR,4500.0
473,473,579,Saquon Barkley,NYG,RB,4500.0
474,474,622,Ted Ginn,CHI,WR,4500.0
475,475,639,Jaleel Scott,NYJ,WR,4500.0
476,476,701,Quartney Davis,MIN,WR,4500.0
477,477,675,Chester Rogers,TEN,WR,4500.0
478,478,700,Kendrick Rogers,DAL,WR,4500.0
479,479,699,Tyrie Cleveland,DEN,WR,4500.0
480,480,696,Brian Herrien,CLE,RB,4500.0
481,481,695,Elijah Holyfield,PHI,RB,4500.0
482,482,692,Kalija Lipscomb,GB,WR,4500.0
483,483,690,Devwah Whaley,CIN,RB,4500.0
484,484,688,Lil'Jordan Humphrey,NO,WR,4500.0
485,485,686,Damarea Crockett,DEN,RB,4500.0
486,486,681,CJ Ham,MIN,RB,4500.0
487,487,671,Jason Huntley,PHI,RB,4500.0
488,488,640,Devin Gray,ATL,WR,4500.0
489,489,667,Tavien Feaster,DET,RB,4500.0
490,490,665,Sewo Olonilua,DAL,RB,4500.0
491,491,664,Darius Anderson,IND,RB,4500.0
492,492,499,Chandler Cox,MIA,RB,4500.0
493,493,657,Greg Dortch,LAR,WR,4500.0
494,494,655,Dezmon Patmon,IND,WR,4500.0
495,495,652,Riley Ridley,CHI,WR,4500.0
496,496,648,Michael Pittman,IND,WR,4500.0
497,497,646,Dillon Mitchell,MIN,WR,4500.0
498,498,500,Jauan Jennings,SF,WR,4500.0
499,499,0,Christian Wade,BUF,RB,4500.0
500,500,498,David Sills,NYG,WR,4500.0
501,501,191,De'Anthony Thomas,BAL,WR,4500.0
502,502,234,Marcus Johnson,IND,WR,4500.0
503,503,232,Gehrig Dieter,KC,WR,4500.0
504,504,228,Corey Coleman,NYG,WR,4500.0
505,505,226,Fred Brown,DEN,WR,4500.0
506,506,225,Donte Moncrief,NYJ,WR,4500.0
507,507,224,Cody Core,NYG,WR,4500.0
508,508,223,Jeremy Hill,LV,RB,4500.0
509,509,218,TJ Yeldon,BUF,RB,4500.0
510,510,217,DeAndrew White,BAL,WR,4500.0
511,511,208,Jordan Reed,SF,TE,4500.0
512,512,196,Marqise Lee,NE,WR,4500.0
513,513,192,Kenjon Barner,TB,RB,4500.0
514,514,187,Maurice Harris,NO,WR,4500.0
515,515,237,Josh Doctson,NYJ,WR,4500.0
516,516,183,Derek Watt,PIT,RB,4500.0
517,517,181,Jesse James,DET,TE,4500.0
518,518,177,Rod Smith,NYG,RB,4500.0
519,519,174,Austin Carr,NO,WR,4500.0
520,520,173,Dan Vitale,NE,RB,4500.0
521,521,170,Bennie Fowler,NO,WR,4500.0
522,522,169,Devin Funchess,GB,WR,4500.0
523,523,168,Jehu Chesson,NYJ,WR,4500.0
524,524,167,Amara Darboh,PIT,WR,4500.0
525,525,162,Jake Kumerow,BUF,WR,4500.0
526,526,159,Damien Williams,KC,RB,4500.0
527,527,156,Andy Janovich,CLE,RB,4500.0
528,528,235,Marquise Goodwin,PHI,WR,4500.0
529,529,494,Jaylinn Hawkins,ATL,WR,4500.0
530,530,154,Marcus Murphy,CAR,RB,4500.0
