,Unnamed: 0,Unnamed: 0.1,Name,Team,Position,Salary
0,0,417,Christian McCaffrey,CAR,RB,9700.0
1,1,402,Dalvin Cook,MIN,RB,9500.0
2,2,356,Davante Adams,GB,WR,9500.0
3,3,333,Alvin Kamara,NO,RB,9000.0
4,4,116,Russell Wilson,SEA,QB,8900.0
5,5,296,Aaron Jones,GB,RB,8800.0
6,6,558,Kyler Murray,ARI,QB,8800.0
7,7,524,Josh Allen,BUF,QB,8700.0
8,8,110,DeAndre Hopkins,ARI,WR,8600.0
9,9,275,Derrick Henry,TEN,RB,8600.0
10,10,183,Michael Thomas,NO,WR,8500.0
11,11,648,Aaron Rodgers,GB,QB,8400.0
12,12,741,DK Metcalf,SEA,WR,8300.0
13,13,416,Deshaun Watson,HOU,QB,8300.0
14,14,395,Nick Chubb,CLE,RB,8200.0
15,15,544,Lamar Jackson,BAL,QB,8100.0
16,16,655,Justin Herbert,LAC,QB,8000.0
17,17,139,Stefon Diggs,BUF,WR,7900.0
18,18,583,Chris Carson,SEA,RB,7800.0
19,19,194,Keenan Allen,LAC,WR,7800.0
20,20,623,Tom Brady,TB,QB,7800.0
21,21,721,Miles Sanders,PHI,RB,7700.0
22,22,757,Cooper Kupp,LAR,WR,7700.0
23,23,94,Cam Newton,NE,QB,7700.0
24,24,739,AJ Brown,TEN,WR,7700.0
25,25,624,Drew Brees,NO,QB,7600.0
26,26,301,James Conner,PIT,RB,7600.0
27,27,280,Adam Thielen,MIN,WR,7500.0
28,28,345,Kareem Hunt,CLE,RB,7500.0
29,29,431,Chris Godwin,TB,WR,7500.0
30,30,114,Ryan Tannehill,TEN,QB,7500.0
31,31,677,Carson Wentz,PHI,QB,7500.0
32,32,737,Josh Jacobs,LV,RB,7500.0
33,33,633,Ben Roethlisberger,PIT,QB,7400.0
34,34,264,Jared Goff,LAR,QB,7400.0
35,35,157,Tyler Lockett,SEA,WR,7400.0
36,36,246,Mike Evans,TB,WR,7300.0
37,37,74,James Robinson,JAC,RB,7300.0
38,38,637,Matthew Stafford,DET,QB,7300.0
39,39,208,Robert Woods,LAR,WR,7200.0
40,40,550,Joe Burrow,CIN,QB,7200.0
41,41,331,Will Fuller,HOU,WR,7100.0
42,42,121,Kirk Cousins,MIN,QB,7100.0
43,43,776,Chase Edmonds,ARI,RB,7100.0
44,44,578,Drew Lock,DEN,QB,7100.0
45,45,373,Joe Mixon,CIN,RB,7000.0
46,46,317,Baker Mayfield,CLE,QB,7000.0
47,47,450,Terry McLaurin,WSH,WR,7000.0
48,48,519,Gardner Minshew,JAC,QB,7000.0
49,49,138,Darren Waller,LV,TE,7000.0
50,50,405,Kenny Golladay,DET,WR,7000.0
51,51,251,Teddy Bridgewater,CAR,QB,7000.0
52,52,118,Nick Foles,CHI,QB,7000.0
53,53,355,Derek Carr,LV,QB,6900.0
54,54,541,DJ Moore,CAR,WR,6900.0
55,55,184,Allen Robinson,CHI,WR,6900.0
56,56,755,Philip Rivers,IND,QB,6800.0
57,57,476,Travis Fulgham,PHI,WR,6800.0
58,58,815,Tua Tagovailoa,MIA,QB,6800.0
59,59,186,Raheem Mostert,SF,RB,6800.0
60,60,560,Daniel Jones,NYG,QB,6700.0
61,61,299,Tyler Boyd,CIN,WR,6700.0
62,62,388,Jake Luton,JAC,QB,6700.0
63,63,189,Melvin Gordon,DEN,RB,6600.0
64,64,386,DJ Chark,JAC,WR,6600.0
65,65,786,Justin Jefferson,MIN,WR,6600.0
66,66,410,Jimmy Garoppolo,SF,QB,6600.0
67,67,319,Nick Mullens,SF,QB,6600.0
68,68,127,Case Keenum,CLE,QB,6500.0
69,69,754,Brian Hoyer,NE,QB,6500.0
70,70,33,Antonio Brown,TB,WR,6500.0
71,71,746,Dwayne Haskins,WSH,QB,6500.0
72,72,763,Austin Ekeler,LAC,RB,6500.0
73,73,765,Alex Smith,WSH,QB,6500.0
74,74,390,Kyle Allen,WSH,QB,6500.0
75,75,788,Brandon Aiyuk,SF,WR,6500.0
76,76,151,Robby Anderson,CAR,WR,6400.0
77,77,387,Leonard Fournette,TB,RB,6400.0
78,78,372,Mark Andrews,BAL,TE,6400.0
79,79,104,Tyrod Taylor,LAC,QB,6400.0
80,80,566,Ronald Jones,TB,RB,6400.0
81,81,440,JuJu Smith-Schuster,PIT,WR,6400.0
82,82,268,Mitchell Trubisky,CHI,QB,6400.0
83,83,170,CJ Beathard,SF,QB,6300.0
84,84,143,Mike Glennon,JAC,QB,6300.0
85,85,203,Brandin Cooks,HOU,WR,6300.0
86,86,526,David Johnson,HOU,RB,6300.0
87,87,492,Christian Kirk,ARI,WR,6300.0
88,88,811,Jonathan Taylor,IND,RB,6300.0
89,89,497,Jarrett Stidham,NE,QB,6300.0
90,90,750,Ryan Fitzpatrick,MIA,QB,6200.0
91,91,142,Giovani Bernard,CIN,RB,6200.0
92,92,713,TJ Hockenson,DET,TE,6200.0
93,93,122,Marvin Jones,DET,WR,6200.0
94,94,26,Rob Gronkowski,TB,TE,6100.0
95,95,216,Jeff Driskel,DEN,QB,6100.0
96,96,812,Tee Higgins,CIN,WR,6100.0
97,97,206,Matt Barkley,BUF,QB,6100.0
98,98,507,Brett Rypien,DEN,QB,6100.0
99,99,664,Jalen Hurts,PHI,QB,6100.0
100,100,816,Antonio Gibson,WSH,RB,6100.0
101,101,743,Chase Claypool,PIT,WR,6100.0
102,102,231,Brandon Allen,CIN,QB,6000.0
103,103,490,Jake Browning,MIN,QB,6000.0
104,104,169,Nate Sudfeld,PHI,QB,6000.0
105,105,228,AJ McCarron,HOU,QB,6000.0
106,106,211,Zach Ertz,PHI,TE,6000.0
107,107,226,Kenyan Drake,ARI,RB,6000.0
108,108,224,Tyler Bray,CHI,QB,6000.0
109,109,223,Nathan Peterman,LV,QB,6000.0
110,110,518,Josh Thomas,BUF,QB,6000.0
111,111,718,Anthony Gordon,SEA,QB,6000.0
112,112,215,Jacoby Brissett,IND,QB,6000.0
113,113,175,Trevor Siemian,TEN,QB,6000.0
